"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c006M02N18","Researchers","Knowledge Holder","E","Fundamental Knowledge Acquisition By Using Wearable Sensor For “Keiroka” Of Construction Industry","The researchers attended each worker's job site and recorded their work status on video.","Team members conducting measurements, developing algorithms, and analyzing data.","Page 4, Section 4","KH10","Researchers, Analysts, and Knowledge Developers"
"c007M01N08","senior staff","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","SMCCs draw upon senior staff expertise.","Experienced personnel possessing construction-specialty expertise.","Discussion, p. 294","KH05","Scientific, Engineering, and Technical Professionals"
"c007M01N09","foremen","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Foremen manage construction teams and hold accumulated expertise.","Site personnel holding and applying accumulated project expertise.","Discussion, p. 295","KH07","Operational, Project, and Middle Managers"
"c007M01N10","employees","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","The validated company uses the expertise of its employees.","Company personnel whose expertise supports KMP activities.","Discussion, p. 296","KH16","Ambiguous Knowledge Holder(*)"
"c007M01N11","company owners","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","Informal KM practices are heavily influenced by company owners.","Owners influencing informal KM and management processes.","Discussion, p. 295","KH08","Executive and Strategic Leadership"
"c007M02N05","Senior Construction Staff","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","drawing upon the expertise of senior staff in construction specialties","Experienced employees with construction expertise","Page 20","KH05","Scientific, Engineering, and Technical Professionals"
"c007M02N06","Construction Foremen","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","utilising foremen to manage construction teams on-site can enhance the effectiveness of training and guiding new workers","On-site managers responsible for construction teams","Page 21","KH07","Operational, Project, and Middle Managers"
"c007M02N07","Construction Supervisors","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation","Managers responsible for safety practices on construction projects","Page 6","KH07","Operational, Project, and Middle Managers"
"c007M02N08","Construction Workers","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","KM in the safety of construction projects relies merely on supervisors' motivation and workers' self-regulation","Construction site workers who practice self-regulation in safety","Page 6","KH03","Frontline and Operational Practitioners"
"c007M02N09","Construction Engineers","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","investigating how engineers who participate in regional training programs shared their knowledge inside their organisation","Technical professionals in construction companies","Page 7","KH05","Scientific, Engineering, and Technical Professionals"
"c007M02N11","Management Teams","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","management teams and employees within SMCCs","Groups responsible for KM investment decisions","Page 21","KH14","Organizational and Inter-organizational Collectives"
"c007M02N12","Chief Executive Officer (CEO)","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","validated through discussions with a chief executive officer (CEO) of an SMCC","Chief executive officer of an SMCC","Page 22","KH08","Executive and Strategic Leadership"
"c007M02N13","Top Managers","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","KR, KS and KA received limited attention from top managers","Senior decision-makers in SMCCs","Page 21","KH08","Executive and Strategic Leadership"
"c007M02N14","SMCC Employees","Knowledge Holder","E","Leveraging The Knowledge Management Process For Sustainable Development In Small- And Medium-Sized Construction Companies: The Analytic Hierarchy Process Method","knowledge dissemination through workforce meetings, workshops and discussions; collaboration with customers, suppliers and subcontractors","General workforce of SMCCs","Page 21","KH12","Peer Knowledge Contributors"
"c008M01N14","experts","Knowledge Holder","E","Convolutional Neural Network Algorithm-Based Novel Automatic Text Classification Framework For Construction Accident Reports","Expert interviews and expert opinions are identified as traditional sources of domain knowledge.","Not mentioned","PDF p. 2, Previous Studies on Accident Narrative Text Mining","KH06","Domain Experts and Expert Reviewers"
"c008M01N15","management personnel","Knowledge Holder","E","Convolutional Neural Network Algorithm-Based Novel Automatic Text Classification Framework For Construction Accident Reports","Traditional safety management relied on management personnel experience.","Not mentioned","PDF p. 2, Previous Studies on Accident Narrative Text Mining","KH07","Operational, Project, and Middle Managers"
"c008M02N06","Construction site managers","Knowledge Holder","E","Convolutional Neural Network Algorithm-Based Novel Automatic Text Classification Framework For Construction Accident Reports","Construction site managers and engineers typically store safety information collected during safety inspections","Personnel responsible for storing and managing safety information and documents","Page 2","KH07","Operational, Project, and Middle Managers"
"c008M02N07","Engineers","Knowledge Holder","E","Convolutional Neural Network Algorithm-Based Novel Automatic Text Classification Framework For Construction Accident Reports","Construction site managers and engineers typically store safety information collected during safety inspections","Technical personnel who store and analyze safety information","Page 2","KH05","Scientific, Engineering, and Technical Professionals"
"c008M02N08","Safety management personnel","Knowledge Holder","E","Convolutional Neural Network Algorithm-Based Novel Automatic Text Classification Framework For Construction Accident Reports","safety management personnel have gradually realized the significant research value of accident reports","Personnel responsible for safety management who recognize value of accident data","Page 2","KH07","Operational, Project, and Middle Managers"
"c009M01N13","Lead Tender Administrator","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","Alpha's primary participant was the Lead Tender Administrator, who had 14 years of experience.","The principal tender-administration role participating in Alpha's bid process.","PDF pages 5 and 8–9","KH13","Commercial and Value-Chain Professionals"
"c009M01N14","Assistant Tender Administrator – Environmental tenders","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","One Alpha assistant was responsible for managing environmental tenders and had five years of experience.","An Alpha tender administrator specializing in environmental tenders.","PDF pages 8–9","KH13","Commercial and Value-Chain Professionals"
"c009M01N16","Bid Manager","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","Beta's primary participant was the Bid Manager, who had 17 years of experience.","The management role responsible for Beta's bid-management activities.","PDF pages 5 and 8–9","KH13","Commercial and Value-Chain Professionals"
"c009M01N17","Bid Administrator","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","Two Bid Administrators assisted the Bid Manager in the Beta case.","An administrative role supporting Beta's bid-management process.","PDF pages 5 and 8–9","KH13","Commercial and Value-Chain Professionals"
"c009M01N18","Bid preparation team of experts","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","The system-generated proposal is reviewed by a bid preparation team of experts through multiple iterations.","The expert team responsible for reviewing and refining generated proposal content.","PDF pages 12–14","KH06","Domain Experts and Expert Reviewers"
"c009M01N19","Management decision authority","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","Extracted requirements are displayed to the user or decision authority to support the final Bid/No-Bid decision.","The management-level actor responsible for the final Bid/No-Bid decision.","PDF page 11","KH08","Executive and Strategic Leadership"
"c009M02N19","Expert Review Panel","Knowledge Holder","E","A Generative Ai Model For Automating Construction Bid Preparation","Five experts were selected based on their extensive professional experience in construction procurement and bid preparation","Panel of experienced professionals evaluating AI-generated proposal quality","Page 15","KH06","Domain Experts and Expert Reviewers"
"c010M01N10","19 undergraduate students","Knowledge Holder","E","Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment","Nineteen students aged 18-24 participated in the Construction Technology course implementation.","Students participating in BC 2620 at Georgia Tech.","pp. 3-4, Experiment Procedure","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
"c010M02N03","Construction educators","Knowledge Holder","I","Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment","educators can create inclusive environments that foster deeper comprehension and maximize learning outcomes","Not mentioned","Page 1","KH11","Educators, Trainers, and Mentors"
"c011M01N09","PRC regulatory authorities","Knowledge Holder","E","Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality","the required equipment is determined and constructed according to the relevant regulations in PRC's 'Confined Space Safety Working Guide' (Regulation, 2019)","The regulatory body in PRC responsible for establishing confined space safety guidelines and equipment requirements","Section 3.1","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"c011M01N10","Safety experts who developed the guidelines","Knowledge Holder","E","Comparing The Productive Failure And Directive Instruction For Declarative Safety Knowledge Training Using Virtual Reality","the required equipment is determined and constructed according to the relevant regulations in PRC's 'Confined Space Safety Working Guide'","Experts who contributed to the development of safety guidelines and equipment selection rules for confined spaces","Section 3.1","KH10","Researchers, Analysts, and Knowledge Developers"
"c012M01N11","Experienced geotechnical engineer","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","An experienced geotechnical engineer narrated the Soil Saga and his intuitive response to soil instability.","The practitioner possessing geotechnical experience from previous projects.","PDF p.14, Case study 1, Narrative 1","KH05","Scientific, Engineering, and Technical Professionals"
"c012M01N12","Project manager","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","A project manager narrated subcontractor miscommunication and coordination challenges.","The manager possessing project coordination and stakeholder-management experience.","PDF p.14, Case study 1, Narrative 2","KH07","Operational, Project, and Middle Managers"
"c012M01N13","Site supervisor","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","A site supervisor recounted a near-miss and the rapid response that prevented injury.","The supervisor possessing experiential safety and site-response knowledge.","PDF p.15, Case study 1, Narrative 3","KH07","Operational, Project, and Middle Managers"
"c012M01N14","Senior structural engineer","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","A senior structural engineer described responses to complex structural failures.","The senior engineer possessing accumulated structural problem-solving expertise.","PDF pp.15–16, Case study 2, Narrative 1","KH05","Scientific, Engineering, and Technical Professionals"
"c012M01N15","Retiring project engineer","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","A retiring project engineer shared mistakes, root causes, corrective actions, and preventive strategies.","The retiring engineer possessing project-failure and risk-management experience.","PDF p.16, Case study 2, Narrative 2","KH05","Scientific, Engineering, and Technical Professionals"
"c012M01N16","Retiring engineers","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","Retiring engineers participated in workshops, interviews, and mentorship meetings to preserve career knowledge.","Senior engineers approaching retirement and holding extensive specialized experience.","PDF pp.15–16, Case study 2","KH05","Scientific, Engineering, and Technical Professionals"
"c012M02N16","Skilled Tradesperson","Knowledge Holder","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","""Skilled tradespeople"" participated in the bridge project storytelling sessions","Skilled tradespeople with hands-on construction experience.","Page 13","KH02","Skilled Trades and Craft Practitioners"
"c014M01N11","project managers","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Two project managers from CPEC energy projects participated in the pilot interviews.","Decision-influencing project-management participants.","pp. 1164–1165, §3 and Table 1","KH07","Operational, Project, and Middle Managers"
"c014M01N12","Project In-charge","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","A Project In-charge from a CPEC energy project participated in the pilot study.","A participant responsible for a CPEC energy project.","p. 1165, Table 1","KH07","Operational, Project, and Middle Managers"
"c014M01N13","Research Analyst","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","A Research Analyst from the Belt and Road Initiative Research Institute participated.","A participant conducting Belt and Road Initiative research.","p. 1165, Table 1","KH10","Researchers, Analysts, and Knowledge Developers"
"c014M01N14","Supply Chain Manager","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","A Supply Chain Manager from a CPEC energy project participated.","A participant holding supply-chain knowledge.","p. 1165, Table 1","KH13","Commercial and Value-Chain Professionals"
"c014M01N15","General Manager","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","A General Manager from a CPEC energy project participated.","A participant holding general-management knowledge.","p. 1165, Table 1","KH08","Executive and Strategic Leadership"
"c014M01N16","project leadership","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Project leadership uses AI for monitoring and supports knowledge sharing and intervention.","Project-level leaders guiding AI-KM implementation and operational responses.","pp. 1165–1167, §§4–4.4","KH07","Operational, Project, and Middle Managers"
"c014M01N17","megaproject stakeholders","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Collaborative platforms facilitate knowledge transfer and communication among stakeholders.","Stakeholders involved in megaproject operation and coordination.","pp. 1165–1166, §§4–4.1","KH14","Organizational and Inter-organizational Collectives"
"c014M02N15","Project Manager (Participant A)","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Project Manager (Energy CPEC)","Project manager from energy sector under CPEC","Page 3","KH07","Operational, Project, and Middle Managers"
"c014M02N16","Project In-charge (Participant B)","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Project In-charge (Energy CPEC)","Project in-charge from energy sector under CPEC","Page 3","KH07","Operational, Project, and Middle Managers"
"c014M02N17","Research Analyst (Participant C)","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Research Analyst (Belt & Road Initiative Research Institute)","Research analyst from BRI Research Institute","Page 3","KH10","Researchers, Analysts, and Knowledge Developers"
"c014M02N18","Supply Chain Manager (Participant D)","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - Supply Chain Manager (Energy CPEC)","Supply chain manager from energy sector under CPEC","Page 3","KH13","Commercial and Value-Chain Professionals"
"c014M02N20","General Manager (Participant F)","Knowledge Holder","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Table 1: List of the Participants in the Pilot Study - General Manager (Energy CPEC)","General manager from energy sector under CPEC","Page 3","KH08","Executive and Strategic Leadership"
"c014M02N21","Top management","Knowledge Holder","I","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Lack of top management support disturbs the allocation of required resources","Collective decision-makers at executive level","Page 4","KH08","Executive and Strategic Leadership"
"c015M01N12","industry educators","Knowledge Holder","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","Students reported that industry educators came to the course as part of industry-oriented activities.","Industry practitioners who contribute professionally grounded teaching.","PDF p. 7, Focus group","KH11","Educators, Trainers, and Mentors"
"c015M01N13","groupmates","Knowledge Holder","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","A participant without a construction-management background said that they learned from groupmates.","Student peers who contribute knowledge during group learning.","PDF p. 6, Focus group","KH12","Peer Knowledge Contributors"
"c015M02N01","Tutors/educators","Knowledge Holder","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","Six CPM students along with two tutors participated in a focus group discussion.","Not mentioned","Page 6","KH11","Educators, Trainers, and Mentors"
"c015M02N03","Industry practitioners","Knowledge Holder","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","Future potential employers and industry professionals were consulted to assess whether students demonstrated improved industry readiness","Not mentioned","Page 4","KH06","Domain Experts and Expert Reviewers"
"c015M02N04","Peers/group members","Knowledge Holder","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","A person stated, 'Being in a group make some people do nothing and put much pressure on others. We decide member one must do something and member two must do something else. It is great for every person to be involved.'","Not mentioned","Page 6","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
"c015M02N05","Former students/domain experts","Knowledge Holder","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","These experts included several tutors and former main campus students, whose insights provided valuable feedback on the model's relevance, coherence, and potential applicability.","Not mentioned","Page 8","KH06","Domain Experts and Expert Reviewers"
"c016M01N13","staff","Knowledge Holder","E","Integration Of 4D Bim, Ptd And Databases To Improve Ohs And Knowledge Management In Construction","Valuable safety information is lost as staff changes in companies.","Organizational personnel whose turnover is associated with loss of retained safety information.","§1 Introduction, p. 145-1","KH16","Ambiguous Knowledge Holder(*)"
"c017M01N02","teachers","Knowledge Holder","E","Iob Internet Of Things (Iot) For Smart Built Environment (Sbe): Understanding The Complexity And Contributing To Energy Efficiency; A Case Study In Mediterranean Climates","Windows or doors may be opened by teachers or students.","Building users whose actions affect monitored indoor conditions.","Section 4.4, p. 19","KH04","Customers, Users, and Service Recipients"
"c017M01N03","students","Knowledge Holder","E","Iob Internet Of Things (Iot) For Smart Built Environment (Sbe): Understanding The Complexity And Contributing To Energy Efficiency; A Case Study In Mediterranean Climates","Windows or doors may be opened by teachers or students.","Building users whose presence and actions affect monitored indoor conditions.","Section 4.4, p. 19","KH04","Customers, Users, and Service Recipients"
"c017M02N10","Occupants / Users","Knowledge Holder","E","Iob Internet Of Things (Iot) For Smart Built Environment (Sbe): Understanding The Complexity And Contributing To Energy Efficiency; A Case Study In Mediterranean Climates","The paper notes that human factors like the opening of windows and doors by teachers or students are a main cause of temperature-occupancy discrepancies.","This is the group of individuals whose behavior directly influences the building's thermal performance.","Section 4.4, Page 18","KH04","Customers, Users, and Service Recipients"
"c017M02N11","Researchers / Authors","Knowledge Holder","E","Iob Internet Of Things (Iot) For Smart Built Environment (Sbe): Understanding The Complexity And Contributing To Energy Efficiency; A Case Study In Mediterranean Climates","The authors are credited with the conceptualization, methodology, data curation, and writing of the paper, indicating they hold the analytical knowledge derived from the study.","This is the team who designed the study, analyzed the data, and derived the explicit findings.","Section 'Author Contributions', Page 24","KH10","Researchers, Analysts, and Knowledge Developers"

