"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c012M01N34","Leadership commitment and cultural reinforcement","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","Leadership, advocacy, and cultural reinforcement were required to address resistance and institutionalize storytelling.","Managerial support for open sharing and continued implementation.","PDF p.18, Addressing implementation challenges","OD02","Strategic Leadership & Sponsorship"
"c012M01N35","Dedicated time and resources","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","Narrative elicitation, transcription, analysis, and integration required time and dedicated resources.","Organizational capacity allocated to operate the capture pipeline.","PDF pp.18–19","OD04","Time, Workload & Operational Scheduling"
"c012M01N36","Platform stewardship and sustained engagement","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","Ongoing promotion, training, incentives, updates, review cycles, and stewardship were required.","Continuing governance and participation needed to maintain the narrative resource.","PDF pp.10 and 18–19","OD01","Governance, Standards & Formal Control"
"c012M02N48","Leadership Commitment","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","""Inadequate leadership commitment"" is a barrier; ""senior leadership commitment were critical success factors""","Organizational dependency requiring leadership support for KM success.","Page 5, 18","OD02","Strategic Leadership & Sponsorship"
"c012M02N49","Knowledge-Sharing Culture","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","""Absence of a supportive knowledge-sharing culture"" is a barrier to effective KM","Organizational culture that supports and encourages knowledge sharing.","Page 5","OD06","Culture, Trust & Relational Climate"
"c012M02N50","Dedicated Resources for KM","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","""Lack of dedicated resources for KM initiatives"" is a barrier; ""Adequate resourcing... were critical success factors""","Organizational resources allocated to knowledge management initiatives.","Page 5, 18","OD03","Financial, Technical & Information Resources"
"c012M02N51","Organizational Incentives","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","""Absence of organizational incentives"" deters effective KM","Organizational incentives to encourage knowledge sharing and participation.","Page 5","OD07","Incentives & Performance Alignment"
"c012M02N52","Management Buy-In","Organizational Dependency","E","Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation","""Management buy-in"" is a critical success factor","Organizational management support and buy-in for KM initiatives.","Page 18","OD02","Strategic Leadership & Sponsorship"
"c014M01N31","leadership support","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Leadership support is vital to successful AI-driven KM implementation.","Managerial support required for adoption, resourcing, training, and sharing.","pp. 1164–1167, §§4–5","OD02","Strategic Leadership & Sponsorship"
"c014M01N32","participative leadership","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Participative leadership facilitates AI use, knowledge sharing, and proactive planning.","Inclusive leadership supporting AI-KM and collaborative decision-making.","pp. 1165–1167, §§4–4.4 and Table 2","OD02","Strategic Leadership & Sponsorship"
"c014M01N33","resource allocation","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Top-management support is required to allocate implementation and training resources.","Organizational resources needed to implement AI-based KM initiatives.","pp. 1164 and 1166, §1 and §4.4","OD03","Financial, Technical & Information Resources"
"c014M01N34","knowledge-sharing culture","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Leadership creates a culture of knowledge sharing and innovation.","Organizational culture encouraging knowledge sharing, innovation, and change.","pp. 1163–1164, Abstract and §§1–2","OD06","Culture, Trust & Relational Climate"
"c014M01N35","stakeholder participation","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Participative leadership encourages stakeholder participation and alignment.","Active stakeholder involvement supporting collaborative knowledge sharing.","pp. 1165–1167, §4 and Table 2","OD05","Human Capacity, Roles & Participation"
"c014M02N43","Top management engagement","Organizational Dependency","I","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Lack of top management support disturbs the allocation of required resources","Executive involvement in KM","Page 4","OD02","Strategic Leadership & Sponsorship"
"c014M02N45","Clear strategic vision","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Leadership support... articulating a clear vision","Well-defined strategic direction","Page 1","OD02","Strategic Leadership & Sponsorship"
"c014M02N47","Training and development","Organizational Dependency","E","Ai-Driven Knowledge Management In Megaprojects: The Leadership Factor","Leadership support... allocates them in the training and development of the human resource","Capacity building programs","Page 1","OD05","Human Capacity, Roles & Participation"
"c015M01N36","small class sizes","Organizational Dependency","I","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","A participant linked small class sizes with greater interaction and one-to-one communication.","The organizational provision of classes with relatively few students.","PDF p. 7, Focus group","OD04","Time, Workload & Operational Scheduling"
"c015M02N24","Block teaching","Organizational Dependency","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","The student learning is compressed in 4 weeks of classes with 2 weeks of catch-up and assessment, when students study one module at a time.","Scheduling structure focusing on one module at a time","Page 2","OD04","Time, Workload & Operational Scheduling"
"c015M02N25","Institutional support","Organizational Dependency","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","Armellini and Padilla Rodriguez (2021) and Margolis et al. (2017) underline the necessity of scalable digital platforms, robust institutional backing, and faculty development to sustain blended learning innovations.","Organizational backing for pedagogical innovation","Page 3","OD02","Strategic Leadership & Sponsorship"
"c015M02N27","Student engagement","Organizational Dependency","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","82% of respondents reported feeling more actively involved in discussions, group activities, and problem-solving exercises compared to their previous educational experiences.","Active participation and involvement in learning","Page 5","OD05","Human Capacity, Roles & Participation"
"c015M02N28","Industry-aligned curriculum","Organizational Dependency","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","bridges the gap between theory and practice, offering a robust framework for curriculum innovation","Curriculum designed to meet industry expectations","Page 1","OD08","Organizational Structure & Process Design"
"c015M02N29","Student co-creation","Organizational Dependency","E","Innovative Pedagogies In Construction Project Management Education: Integrating Active Blended Learning, Technology And Authentic Applications","The student co-creation, where learners actively contribute to shaping course content and activities, fosters a sense of ownership, creativity, and alignment with both academic goals and industry expectations.","Learner participation in curriculum design","Page 1","OD05","Human Capacity, Roles & Participation"
"c016M01N32","safety culture","Organizational Dependency","E","Integration Of 4D Bim, Ptd And Databases To Improve Ohs And Knowledge Management In Construction","The paper states that establishing a safety culture depends on the organization working consciously and ensuring safe work.","An organizational condition supporting safe work and continuous OHS improvement.","§1 Introduction, p. 145-2","OD06","Culture, Trust & Relational Climate"
"c016M02N24","Continuous improvement culture","Organizational Dependency","I","Integration Of 4D Bim, Ptd And Databases To Improve Ohs And Knowledge Management In Construction","fosters a culture of continuous safety improvement, where past projects serve as references","Organizational mindset required for effective knowledge retention and safety improvement","Page 2, Section 1","OD06","Culture, Trust & Relational Climate"

