"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c003M02N20","Forgetting curve (80% forgotten in a week)","Limitation","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","most students would have forgotten about 80% of the content in a week's time [72].","Ebbinghaus forgetting curve","Section 3.4, page 17","LI01","Individual Cognitive & Memory Decay"
"c003M02N22","Insufficient absorption of information","Limitation","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","lack engagement, which results in the insufficient absorption of information by construction workers, which ultimately does not translate to long-term information retention.","incomplete uptake of training content","Section 1, page 1","LI02","Pedagogical Design & Instructional Shortcomings"
"c003M02N23","Cumbersome physical movement for AR interaction","Limitation","E","Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-AHP Multi-Attribute Analysis in a Type-2 Fuzzy Environment","the virtual visualizations were super-imposed onto a physical space and moving around them in a physical space was cumbersome for the participants.","physical difficulty in navigating around AR holograms","Section 5, page 23","LI09","Ergonomic, Physical Strain & Safety Risks"
"c004M01N27","Fragmentation of bid-related data","Limitation","E","A generative AI model for automating construction bid preparation","A major barrier identified is the fragmentation of bid-related data across disparate systems","A failure state where text and project documents are scattered across separate structural locations","PAGE 19, Source 630","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M01N28","Absence of integrated Optical Character Recognition (OCR)","Limitation","E","A generative AI model for automating construction bid preparation","due to the absence of integrated Optical Character Recognition (OCR) capabilities","Not mentioned","PAGE 7, Source 217","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M01N29","Decreased accuracy for scanned or image-based documents","Limitation","E","A generative AI model for automating construction bid preparation","accuracy decreases for scanned or image-based documents, as no Optical Character Recognition (OCR) is integrated","Not mentioned","PAGE 16, Source 558","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M02N36","fragmented information storage","Limitation","E","A generative AI model for automating construction bid preparation","Data fragmentation, information scattered across different departments or databases.","Not mentioned","Pages 5, 17","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M02N37","manual inefficiencies","Limitation","E","A generative AI model for automating construction bid preparation","Manual, labour-intensive, time-pressured processes; repetitive drafting; inconsistent formatting.","Not mentioned","Pages 1, 5","LI06","Time, Scheduling & Workload Commitments"
"c004M02N38","knowledge loss due to staff turnover","Limitation","E","A generative AI model for automating construction bid preparation","Risk of knowledge loss, particularly in firms with high staff turnover.","Not mentioned","Page 2","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c004M02N39","inconsistency across bids","Limitation","E","A generative AI model for automating construction bid preparation","Inconsistent documentation across bids due to manual processes.","Not mentioned","Page 2","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M02N40","customization challenge","Limitation","E","A generative AI model for automating construction bid preparation","Bids require customization; method statements need context-aware judgment, making full automation without expert input less practical.","Not mentioned","Page 17","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M02N41","no OCR for scanned documents","Limitation","E","A generative AI model for automating construction bid preparation","The current extraction process only supports PDF documents; accuracy decreases for scanned or image-based documents as no OCR is integrated.","Not mentioned","Page 15","LI03","Software, Algorithmic & Data Interoperability Barriers"
"c004M02N42","small dataset size (13 documents)","Limitation","E","A generative AI model for automating construction bid preparation","The dataset contains 13 historical bid documents; although limited, it provided sufficient diversity for PoC testing.","Not mentioned","Page 6","LI07","Empirical Sample & Dataset Vulnerabilities"
"c005M01N16","high risk of injury and death","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","The risk of injury and death in the construction industry relative to the number of workers is 1.6 times higher than in all industries, and the risk of death is 4.5 times higher.","The elevated frequency of catastrophic physical incidents characterizing heavy structural job sites.","Page 1, Chapter 1","LI09","Ergonomic, Physical Strain & Safety Risks"
"c005M01N17","one-item production basis","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","The application of robots on construction sites is a cherished desire for the construction industry where one-item production is the basis.","The structural feature of construction where every building project is entirely custom-made, preventing standard automation.","Page 1, Chapter 1","LI13","Limitation(*)"
"c005M01N18","heavy, large, and expensive construction robots","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","Many of the construction robots that have been presented are 'heavy, large and expensive', can only be used under certain ideal environments and have not been widely deployed.","Legacy automation machines requiring rigid environments and prohibitive capital deployment budgets.","Page 1, Chapter 1","LI05","Financial & Capital Deployment Constraints"
"c005M01N19","incompatibility with uniform assistive technology introduction","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","It was found that introducing assistive technologies uniformly is difficult. It found that 'It's compatibility with the individual is greater than the type of work'.","The breakdown of standard product rollouts due to high variation in human anthropometrics and dynamic tasks.","Page 1, Chapter 1.1 & 1.2","LI13","Limitation(*)"
"c005M01N20","weakening core, reduced flexibility and balance due to aging","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","This age group has less muscle weakness and more confidence in their physical strength compared to younger generations, but they have reduced flexibility and balance and may not be aware of their weakening core.","The silent physiological deterioration hitting experienced trade personnel aged 45 and over.","Page 2, Chapter 2","LI10","Human Physiological & Demographical Deterioration"
"c005M01N21","low back pain (LBP) syndromes","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","Consequently, they are more prone to developing low back pain (LBP) syndromes from overexertion at work.","Chronic musculoskeletal occupational illness centered in the lumbar spine.","Page 2, Chapter 2","LI10","Human Physiological & Demographical Deterioration"
"c005M02N29","No significant difference in E-hat between LBP groups (p=0.158)","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","The result of the one-sided T-test showed that p = 0.158 and no significant difference was found in the evaluation of physical performance according to the presence or absence of LBP.","Statistical shortcoming of the physical performance assessment index; it cannot reliably distinguish workers with vs. without LBP history.","Page 5, Section 5.2","LI08","Research Design & Validation Flaws"
"c005M02N30","No significant difference in lumbar load between LBP groups (p=0.167)","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","A one-sided T-test showed that the P value was 0.167 and no significant difference as a group could be confirmed.","Statistical shortcoming of hourly lumbar load measurement; group-level comparison does not show significance.","Page 5, Section 5.3","LI08","Research Design & Validation Flaws"
"c005M02N31","Lack of correlation between workload and assistive technologies","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","As there is no correlation between the workload and the assistive technologies, it is unclear who the target audience is and what approaches can be taken to introduce such technologies.","Inability to link measured workload to effectiveness of assistive suits, creating a knowledge gap.","Page 1, Section 1.2","LI08","Research Design & Validation Flaws"
"c005M02N32","Individual compatibility variability of assistive suits","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","It found that 'It's compatibility with the individual is greater than the type of work / It doesn't have a uniform effect on everyone'.","The same assistive suit produces different effects on different workers due to individual physical differences.","Page 1, Section 1.1","LI13","Limitation(*)"
"c005M02N33","Difficulty of uniform technology introduction","Limitation","E","Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry","It was found that introducing assistive technologies uniformly is difficult.","Barrier to scaling assistive technologies across diverse construction sites and worker populations.","Page 1, Section 1.2","LI13","Limitation(*)"
"c006M01N24","Staff changes in companies","Limitation","E","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","Valuable information on incidents, accidents and best practices is lost as staff changes in companies","Employee turnover leading to corporate amnesia","Page 1, Introduction","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c006M01N25","Information gathered is lost over time","Limitation","E","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","it is often observed that the information gathered is lost over time, hindering continuous improvement.","Data decay or loss of physical files","Page 4, Phase 4","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c006M01N26","Lack of knowledge retention and lessons learned","Limitation","E","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The lack of retention of OHS knowledge and lessons learned represents a major obstacle","Not mentioned","Page 1, Introduction","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c006M02N15","Loss of OHS knowledge due to staff turnover","Limitation","E","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","""valuable information on incidents, accidents and best practices is lost as staff changes in companies""","Not mentioned","Section 1, Page 1","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c006M02N16","Lack of retention of OHS knowledge and lessons learned","Limitation","E","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","""the lack of retention of OHS knowledge and lessons learned represents a major obstacle to continuous improvement in construction safety""","Not mentioned","Section 1, Page 1","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c006M02N18","No centralized database for OHS knowledge","Limitation","I","Integration of 4D BIM, PtD and databases to improve OHS and knowledge management in construction","The paper repeatedly contrasts the proposed SQL server with the absence of a centralized repository; the lack is implied as a limitation of traditional methods","Not mentioned","Section 1 & Section 3.4","LI12","Institutional Amnesia & Governance Vulnerabilities"
"c007M01N16","Forgetting curve for motivation and self-efficacy","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","Motivation was evaluated on a scale from 0 to 100 and increased... however, it decreased to 70.4 at six months","The observed mathematical decay of human motivation and confidence metrics across extended periods of non-use.","Page 5","LI11","Socio-Organizational Resistance & Cultural Drift"
"c007M01N17","Machine downtime and breakdowns","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","our PharmaHelp robot was little used during the six months post-training because of a breakdown","Mechanical failures and technical halts that block consistent operational practice.","Page 7","LI04","Hardware, Sensor & Infrastructure Constraints"
"c007M01N18","Small sample size","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","The present study's limitations include its small sample size (14 operators)","The constraint of testing outcomes on a limited cohort of fourteen participants.","Page 7","LI07","Empirical Sample & Dataset Vulnerabilities"
"c007M02N36","small sample size (14 operators)","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""small sample size (14 operators)""","Not mentioned","Page 7","LI07","Empirical Sample & Dataset Vulnerabilities"
"c007M02N37","low number of questions (10)","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""low number of questions (10) used to survey their knowledge""","Not mentioned","Page 7","LI08","Research Design & Validation Flaws"
"c007M02N38","did not assess application over time","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""how they applied the competencies learned during their training was not assessed over time""","Not mentioned","Page 7-8","LI02","Pedagogical Design & Instructional Shortcomings"
"c007M02N39","time to develop (>100 hours)","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""probable total of more than 100 hours""","Not mentioned","Page 7","LI06","Time, Scheduling & Workload Commitments"
"c007M02N40","drop in motivation","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""drops in motivation"" (traditional context)","Not mentioned","Page 1","LI11","Socio-Organizational Resistance & Cultural Drift"
"c007M02N41","disparities in knowledge","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""disparities in operators knowledge""","Not mentioned","Page 1","LI11","Socio-Organizational Resistance & Cultural Drift"
"c007M02N42","insufficient training","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""insufficient training caused a drop in motivation and disparities""","Not mentioned","Page 1","LI02","Pedagogical Design & Instructional Shortcomings"
"c007M02N43","knowledge decay at 6 months (motivation and self-efficacy)","Limitation","E","Effectiveness Of Virtual Reality In Construction Quality Training: Comparative Study","""decrease in motivation and self‑efficacy over time suggests that regular refresher sessions are necessary""","Not mentioned","Page 6-7","LI11","Socio-Organizational Resistance & Cultural Drift"
