node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c203M02N15,Interorganisational boundaries,Limitation,E,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"'interorganizational boundaries' (p.6), 'heterogeneity of supply chain members' (p.19)",Structural barriers between different firms that hinder knowledge transfer.,"p.6, p.19"
c203M02N16,Information dissemination non‑mediation,Limitation,E,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,'no significant indirect relationship through information dissemination activities' (p.12),Internal information sharing does not mediate the DT‑CE capability relationship.,p.12
c204M01N20,Incentive Misalignments,Limitation,E,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,"Alliances underperform or fail due to incentive misalignments, especially when contributions to joint knowledge creation are difficult to observe.",Structural disconnects between organizational efforts and financial rewards.,"Page 1, Source 34"
c204M01N21,Hierarchical Biases,Limitation,I,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,Traditional models like Nash and Stackelberg falter due to static assumptions and hierarchical biases toward dominant firms.,Disproportionate bargaining advantages captured by large network actors irrespective of knowledge inputs.,"Page 3, Source 117; Page 12, Source 601"
c204M01N22,Computational Overhead,Limitation,E,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,The implementation of the proposed scheduling and coordination mechanisms entails energy consumption and computational overhead.,The procedural CPU/system costs linked to running iterative optimization loops.,"Page 14, Source 668"
c204M01N23,Operational Redundancy,Limitation,I,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,"When complementarity exceeds 0.8, profits decline due to duplicated R&D efforts and rising coordination costs.",The systematic loss of efficiency stemming from overlapping knowledge domains and duplicate actions.,"Page 11, Source 562, Source 565"
c205M02N37,Incomplete Data,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,"Users face 'incomplete data, missing measurement parameters or incomplete historical records'.",Missing or partial information in the quality management context.,Section III.D.4
c205M02N38,Missing Measurement Parameters,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,Explicitly listed as a problem users face.,Absence of required quantitative measurements.,Section III.D.4
c205M02N39,Incomplete Historical Records,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,Explicitly listed as a problem.,Gaps in past documentation or logs.,Section III.D.4
c205M02N40,Data Blank,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,Method 'identifies the data blank or incomplete information area'.,Empty or missing data fields.,Section III.D.4
c205M02N41,Information Blind Area,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,"Caused by incomplete data, leading to 'judgment errors or delayed decision‑making'.","Zone where information is absent, impairing analysis.",Section III.D.4
c205M02N42,Gap between User Expression and Standard Terms,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,Word similarity recall 'can effectively bridge the gap between user expressions and standard terms in the knowledge base'.,Semantic mismatch between natural language queries and formal terminology.,Section III.D.2
c205M02N43,Traditional Methods Difficult to Meet Demand,Limitation,E,Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services,'Traditional knowledge management methods have been difficult to meet the growing demand' due to complexity and data volume.,Insufficiency of legacy approaches.,Section I
c206M01N15,Dispersion and distraction (cell phone use and conversations),Limitation,E,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,"The use of cell phones, messages, conversations, movements, among other factors, certainly affect the student's concentration",External attention sinks that break knowledge absorption patterns,"Page 13, Results"
c206M01N16,Risk of training accidents (level drop),Limitation,E,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,Exposing the student at a certain time can already be considered a risk factor,Physical threat vectors present when conducting safety preparation in live drop areas,"Page 14, Results"
c206M01N17,Sensation of vertigo,Limitation,E,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,"Another 35% reported that they felt a certain type of vertigo, in different degrees",Vestibular disruption and physiological disorientation caused by real-time rendering lag,"Page 12, Results"
c206M01N18,Low knowledge retention,Limitation,E,Analysis Of The Feasibility Of Immersive Virtualization In Technical Training,aiming at improving student knowledge retention compared to traditional online models,The operational dropoff where individuals fail to recall safety protocols post-lecture,"Page 1, Abstract"
c207M01N20,Underestimation of Expertise,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"However, experts tend to underestimate their own expertise, which can lead them to overlook sharing crucial information when giving their instructions",The cognitive bias where domain experts fail to consciously report the foundational components of their personal routines.,"PAGE 1, Lines 49"
c207M01N22,Task Disruption Errors,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"A cognitive complexity that is also mentioned is switching between tasks, and in particular returning to the process after it has been disrupted. Both companies A and C mentioned that this sometimes leads to errors in the product.",The operational failure rate caused by workers struggling to identify their exact step location after an interruption.,"PAGE 3, Lines 168-169"
c207M01N23,Lack of Automated Performance Feedback,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"the employee felt insecure due to the lack of feedback on the performance, resulting in the need of expert guidance.",The technical absence of real-time validation software to confirm to an operator if a step was executed correctly.,"PAGE 5, Lines 274-276"
c207M01N24,Heavy Computer Unit Discomfort,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"However, the Magic Leap was described as uncomfortable, because the computer unit attached to it was experienced as heavy.",Headset weight imbalances that strain workers during extended operational assembly shifts.,"PAGE 5, Lines 279"
c207M01N25,Small Text Size,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"As for the text, it was mentioned that it is small and difficult to read.",An interface design flaw that undermines legibility when displaying digital text instructions on transparent displays.,"PAGE 5, Lines 281"
c207M01N26,Static Spot Projection Constraint,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"Now the instructions are projected on a static spot, which means the employee has to look at the specific spot to see the instructions.",The software architecture bottleneck that forces an operator to turn away from their work surface to review instructions.,"PAGE 5, Lines 284"
c207M02N19,Cognitive load (working memory limits),Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Limited capacity of working memory; instruction should minimise mental effort.,'working memory has a limited capacity',Page 2: 'Cognitive Load Theory ... states that working memory has a limited capacity'
c207M02N20,Difficulty interpreting 2D drawings,Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"Mental rotation required to understand 3D objects from 2D images, leading to errors.",Not mentioned,"Page 3: 'interpreting these drawings is often difficult for employees, and relatively many errors are made'"
c207M02N21,AR glasses uncomfortable (heavy),Limitation,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Physical discomfort from the weight of the Magic Leap 2 headset.,Not mentioned,"Page 6: 'the Magic Leap was described as uncomfortable, because the computer unit attached to it was experienced as heavy'"
c208M01N20,Monolithic view of knowledge / rigidity,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"One of the major concerns regarding ontologies is that they reflect a fundamentally monolithic view of knowledge [30], i.e., they are too rigid and cannot easily manage exceptions",An intrinsic constraint of traditional formal symbolic maps that completely filters out nuances or contextual shades,"Page 4, Line 96"
c208M01N21,Centralized knowledge base query degradation,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Secondly, having a single centralized knowledge base would adversely affect its performance, when querying and retrieving information when the size of knowledge increases significantly.",A severe performance drop and access bottleneck encountered as the volume of global conceptual links increases,"Page 6, Line 175"
c208M01N22,Limited robot hardware capacity,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Indeed, current humanoid robots come with very limited hardware compared to the software requirements of sophisticated machine learning algorithms.",A physical processor constraint that limits processing intense machine learning structures locally on edge systems,"Page 21, Lines 690"
c208M01N23,Inaccurate or low-quality onboard sensors,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"In addition, the sensors on board mainstream platforms are often inaccurate and/or not of high quality.",Hardware constraints producing corrupted or noisy data frames during perception-based knowledge gathering tasks,"Page 21, Line 691"
c208M02N14,Fixed size and flatness of traditional SOM,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Given their unsupervised nature, self-organizing maps provide... strong limitations due to the intrinsic constraints related to the fixed size of the map and the flatness of the structure.",Inability of classical SOM to grow dynamically or organise data hierarchically.,"p.8, Sect. 4.3"
c208M02N15,Hardware constraints of humanoid robots,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,Current humanoid robots come with very limited hardware compared to the software requirements of sophisticated machine learning algorithms.,"Limited computational power, memory, and sensor quality on robots like Pepper.","p.21, Sect. 6.1"
c208M02N16,Manual data collection requirement,Limitation,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"We eventually collected 1477 samples... The number of images per synset in the knowledge base is limited due to size constraints. Therefore, we collected further images from the service google images by using an automated Python script. We also manually checked inconsistencies.",Need for human effort to acquire and curate training images.,"p.10-11, Sect. 5.1"
c209M01N25,Risk of intellectual property leakage,Limitation,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Concerns over intellectual property leakage were consistently associated with external platforms.,The specific danger of corporate secrets or concepts being cloned by rivals,"Page 5, Page 12"
c209M01N26,Unstructured external data data-validity concerns,Limitation,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,External social media role in early ideation is limited by confidentiality and data-validity concerns.,"The flaw of public platform text being muddy, unverified, or hard to validate",Page 12
c209M02N33,Confidentiality risks,Limitation,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,risk of imitation,Risk of knowledge leakage on public platforms,"Page 12, Section 4.2.2"
c209M02N35,Data quality concerns,Limitation,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"concerns regarding confidentiality, intellectual property, and data quality",Issues with external data reliability,"Page 17, Section 6.1"
c209M02N36,Ad hoc usage,Limitation,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"interviewees often described social media engagement as ad hoc, flexible, and exploratory",Informal unstructured engagement,"Page 15, Section 4.6"
c210M01N16,Low efficiency in analyzing and disposing of quality issues,Limitation,E,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,low efficiency in analyzing and disposing of quality issues,Not mentioned,"Page 1, Source 14"
c210M01N17,Inconvenient information retrieval,Limitation,E,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,"making it difficult to accurately locate key information when searching for related faults, which makes it difficult to retrieve relevant information",Not mentioned,"Page 1, Source 14, 36"
c210M01N19,Repeatedly sort out and extract knowledge,Limitation,E,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,"it is necessary to repeatedly sort out and extract knowledge of quality problems, which is time-consuming and laborious",Not mentioned,"Page 1, Source 35"
c210M02N20,Insufficient knowledge sharing,Limitation,E,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,insufficient knowledge sharing,Shortcoming: lack of effective dissemination of quality problem knowledge.,Page 1
c211M01N15,Data governance challenges,Limitation,E,Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies,metaverse applications helps in acknowledgement of the risks of intellectual property leakage or data governance challenges,"Shortcomings related to data control, standard security, and oversight in shared spaces",PAGE 15
c211M01N16,Lack of knowledge,Limitation,E,Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies,"Similarly, Tura et al. (2019) underlined lack of knowledge as one of the barrier in implementing circular economy practices",Absence of expertise or experience that creates a roadblock to successful execution,PAGE 4
c211M02N24,lack of knowledge/experience/skills,Limitation,E,Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies,"lack of knowledge, experience and skills ... hampers the effective implementation of CSCM",Deficiency in necessary competencies.,"Page 4, lines 13-15"
c211M02N27,response bias,Limitation,E,Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies,"self-reported questionnaire, which includes individuals' perceptions and experiences, are susceptible to response or social desirability biasness",Systematic error from participants giving socially desirable answers.,"Page 16, lines 7-9"
