"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c210M02N07","Anatomical vein selection reasoning skills","Tacit Knowledge","I","Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion","Scientific basis and evaluation criteria for vein selection; Vein localisation methods based on anatomical features","Not mentioned","Page 3","TK10","Shared Professional Norms and Standards of Judgment"
"c210M02N08","Hands-on PIVC cannulation technique","Tacit Knowledge","I","Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion","Practical manoeuvres for PIVC placement assessed through 13-item observation checklist","Not mentioned","Page 3","TK05","Practised Motor and Tool-Operation Skill"
"c210M02N09","Catheter type selection and placement protocols","Tacit Knowledge","I","Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion","Catheter selection strategies; PIVC placement protocols; Standardised preparation process for PIVC placement","Not mentioned","Page 3","TK10","Shared Professional Norms and Standards of Judgment"
"c210M02N10","Aseptic handling during catheter insertion","Tacit Knowledge","I","Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion","Principles of asepsis and patient safety during tube insertion","Not mentioned","Page 3","TK10","Shared Professional Norms and Standards of Judgment"
"c210M02N11","PIVC complication recognition and prevention routine","Tacit Knowledge","I","Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion","Post-intubation care assessment and complication prevention programme; Early recognition of treatment-related complications","Not mentioned","Page 2, 3","TK06","Trained Sensory and Perceptual Recognition"
"c210M02N12","Venous filling promotion maneuvers","Tacit Knowledge","I","Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion","Effective means of promoting venous filling prior to cannulation","Not mentioned","Page 3","TK05","Practised Motor and Tool-Operation Skill"
"c211M01N06","clinical experiences","Tacit Knowledge","E","How Does Physician Stress Impact Knowledge-Sharing Behaviors?Evidence From Online Physician Communities","The community enables physicians to share clinical experiences across regions, specialties, and knowledge backgrounds.","Physicians' experience gained through clinical practice.","Sections 1 and 2.1, PDF pages 1-2","TK13","AmbiguousTacit Knowledge(*)"
"c211M01N07","professional insights","Tacit Knowledge","E","How Does Physician Stress Impact Knowledge-Sharing Behaviors?Evidence From Online Physician Communities","Physicians use online communities to exchange professional insights.","Experience-based professional understanding exchanged among physicians.","Section 1, PDF page 1","TK13","AmbiguousTacit Knowledge(*)"
"c211M01N08","specialized expertise","Tacit Knowledge","E","How Does Physician Stress Impact Knowledge-Sharing Behaviors?Evidence From Online Physician Communities","The paper states that physicians acquire specialized expertise from peers through reciprocal contribution and exchange.","Domain-specific expertise possessed or acquired by physicians.","Sections 1 and 3.1, PDF pages 1 and 4","TK13","AmbiguousTacit Knowledge(*)"
"c211M02N04","Physicians' clinical diagnostic reasoning","Tacit Knowledge","I","How Does Physician Stress Impact Knowledge-Sharing Behaviors?Evidence From Online Physician Communities","Contributing knowledge allows physicians to systematize clinical insights, articulate diagnostic reasoning, and refine therapeutic approaches","Implicit cognitive skill in diagnosing and reasoning about clinical cases","Page 4, Section 3.1","TK10","Shared Professional Norms and Standards of Judgment"
"c211M02N05","Physicians' clinical judgment","Tacit Knowledge","I","How Does Physician Stress Impact Knowledge-Sharing Behaviors?Evidence From Online Physician Communities","Physicians can enhance their judgment in ethical conflicts within these online communities by studying other physicians' cases","Implicit evaluative skill used in medical decision-making","Page 5, Section 3.1","TK02","Knowledge Conveyed Through Examples or Demonstration"
"c211M02N06","Physicians' clinical therapeutic approaches","Tacit Knowledge","I","How Does Physician Stress Impact Knowledge-Sharing Behaviors?Evidence From Online Physician Communities","Contributing knowledge allows physicians to refine therapeutic approaches","Implicit skill in planning and delivering clinical interventions","Page 4, Section 3.1","TK13","AmbiguousTacit Knowledge(*)"
"c212M01N04","Moral behavior","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","Moral behavior is described as actions and decisions based on bioethical principles; it was an evaluated training outcome.","Actions and decisions intended to respect life, patient dignity, rights, interests, ethical norms, and societal values.","PDF pp. 1 and 5-6, Introduction, Research Tools, and Results","TK10","Shared Professional Norms and Standards of Judgment"
"c212M01N05","Self-efficacy","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","Self-efficacy was measured as students' confidence in achieving goals and managing professional tasks.","An individual's confidence in the ability to achieve goals and effectively manage professional tasks.","PDF pp. 1 and 5, Introduction and Methods and Materials, Research Tools","TK13","AmbiguousTacit Knowledge(*)"
"c212M01N06","Ethical decision-making skills","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","Virtual medical situations required ethical decision-making, and the moral-behavior test included situational tasks evaluating such decisions.","Practical ability to make decisions in ethically complex medical situations.","PDF pp. 4-5, Methods and Materials, Procedure and Research Tools","TK10","Shared Professional Norms and Standards of Judgment"
"c212M01N07","Critical thinking skills","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","The system was described as fostering critical thinking through active decisions and analysis of consequences.","Ability to analyze scenarios, recommendations, decisions, and consequences critically.","PDF pp. 3-4, Literature Review and Methods and Materials, Procedure","TK13","AmbiguousTacit Knowledge(*)"
"c212M01N08","Problem-solving skills","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","AI entities could possess problem-solving capabilities, and the learning system was described as developing problem-solving competence.","Ability to address problems presented in practical or simulated situations.","PDF p. 4, Methods and Materials, Procedure and Fig. 1","TK13","AmbiguousTacit Knowledge(*)"
"c212M02N07","Professional self-efficacy beliefs","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","Self-efficacy refers to an individual's confidence in their ability to achieve set goals and effectively manage professional tasks. A high level of self-efficacy among healthcare workers is associated with better professional performance, job satisfaction, and reduced occupational burnout.","Individual confidence in capabilities to achieve goals and manage professional tasks effectively, crucial for professional development and performance in medicine.","Page 1","TK13","AmbiguousTacit Knowledge(*)"
"c212M02N08","Clinical communication skills","Tacit Knowledge","I","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","Psychological difficulties in interactions with patients or their representatives were identified as a significant and frequent issue. The effectiveness of treatment depends on psychological atmosphere created during interactions between physician and patient.","Interpersonal abilities required for effective professional interactions with patients, their relatives, and colleagues in healthcare settings, including empathy and communication strategies.","Page 7","TK11","Informal Coordination, Communication, and Escalation Know-how"
"c212M02N09","Stress coping strategies","Tacit Knowledge","I","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","The study explored factors that facilitate or hinder professional self-realization among medical workers and strategies they employ to manage professional stress. Professional conflicts lead to a decrease in effectiveness of treatment.","Psychological resilience methods and approaches used by healthcare professionals to manage occupational stress and maintain professional effectiveness.","Page 7","TK13","AmbiguousTacit Knowledge(*)"
"c212M02N10","Professional self-actualization capacity","Tacit Knowledge","E","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","The research identified factors that both facilitate and hinder professional self-realization: issues with colleague relationships, problems with patient interactions, colleagues' ambitions and career aspirations, psychological characteristics of certain colleagues, and complexity of labor.","Career development ability and professional growth capacity influenced by psychological well-being, effective communication skills, and workplace relationships.","Page 7","TK13","AmbiguousTacit Knowledge(*)"
"c213M01N46","healthcare-provider cancer diagnostic experience and clinical practices","Tacit Knowledge","E","Blockchain-Enabled Predictive Digital Twin Approach For Healthcare: Enhancing Accuracy And Performance With Federated Learning","The local cancer-learning scenario reflects each healthcare provider’s specific patient demographics and clinical practices, and the federated scenario allows providers to benefit from collective knowledge and experiences.","Institution-specific diagnostic experience, clinical routines, and contextual know-how reflected indirectly in locally trained cancer prediction models.","Section 6.1, p. 6","TK12","Organizational Culture and Unwritten Working Practices"
"c213M01N47","healthcare-provider supplier-selection strategies and methodologies","Tacit Knowledge","E","Blockchain-Enabled Predictive Digital Twin Approach For Healthcare: Enhancing Accuracy And Performance With Federated Learning","The paper explains that institutions can enhance their models by learning from one another and adopting successful strategies or methodologies; the supplier case allows providers to analyze and adapt using shared model-performance insights.","Institution-specific operational know-how used to assess and select healthcare suppliers.","Sections 6.1 and 6.3, pp. 6 and 8","TK12","Organizational Culture and Unwritten Working Practices"
"c213M02N08","Clinical Decision-Making","Tacit Knowledge","I","Blockchain-Enabled Predictive Digital Twin Approach For Healthcare: Enhancing Accuracy And Performance With Federated Learning","This model is used for predictions and decision-making during the next time interval","Professional intuition and judgment applied when using model outputs to guide patient care","Section 5.2","TK10","Shared Professional Norms and Standards of Judgment"
"c214M01N09","operational understanding","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","The assessment measured comprehension of safety knowledge and functional mechanisms.","Comprehension of safety knowledge and functional mechanisms.","Section 4.4, PDF page 8","TK13","AmbiguousTacit Knowledge(*)"
"c214M01N10","risk identification","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","The assessment measured the ability to detect potential safety issues in simulated industrial contexts.","Ability to detect potential safety issues within simulated industrial contexts.","Section 4.4, PDF page 8","TK06","Trained Sensory and Perceptual Recognition"
"c214M01N11","preventive and recovery measures","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","The assessment measured selection of appropriate responses or corrective actions in hazardous situations.","Selection of appropriate responses or corrective actions in hazardous situations.","Section 4.4, PDF page 8","TK10","Shared Professional Norms and Standards of Judgment"
"c214M01N12","safety skills","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","AIVR supported acquisition and mastery of skills through interactive practice.","Applied safety capabilities developed through training and practice.","Sections 4.1 and 4.4, PDF pages 5–8","TK13","AmbiguousTacit Knowledge(*)"
"c214M02N07","Operational understanding of spent fuel pool cooling system","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Operational understanding: comprehension of safety knowledge and functional mechanisms","Comprehension of how the nuclear cooling system works and operational procedures","Section 4.4, Page 8","TK10","Shared Professional Norms and Standards of Judgment"
"c214M02N08","Risk identification ability in nuclear hazard scenarios","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Risk identification: the ability to detect potential safety issues within simulated industrial contexts","Capacity to recognize and identify safety hazards in nuclear power plant environments","Section 4.4, Page 8","TK06","Trained Sensory and Perceptual Recognition"
"c214M02N09","Preventive and recovery response knowledge for nuclear incidents","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Preventive and recovery measures: selection of appropriate responses or corrective actions in hazardous situations","Knowledge of appropriate corrective actions during nuclear emergencies or system failures","Section 4.4, Page 8","TK10","Shared Professional Norms and Standards of Judgment"
"c214M02N10","Hazard awareness in nuclear power plant contexts","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Many studies indicated that VR has advantages in learning of behavior compliance, hazard awareness, and operational procedures","Situational perception of workplace dangers specific to nuclear facilities","Section 2.1, Page 3","TK06","Trained Sensory and Perceptual Recognition"
"c214M02N11","Safe behavioral responses to nuclear safety threats","Tacit Knowledge","I","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","VR enables participants to experience scenarios that would be too hazardous to replicate in traditional on-site training, offering a risk-free platform to practice appropriate responses to unsafe situations","Practical action competence in radioactive or hazardous scenarios","Section 2.1, Page 2","TK08","Immediate Embodied Response to Changing Conditions"
"c214M02N12","Self-efficacy in nuclear safety task execution","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","To assess trainees' self-efficacy levels after completing training via AIVR, traditional VR, or slides-based methods","Confidence in one's ability to perform nuclear safety tasks effectively","Section 4, Page 5","TK13","AmbiguousTacit Knowledge(*)"
"c214M02N13","Critical thinking ability for safety decision-making","Tacit Knowledge","I","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","LLMs demonstrate strengths in providing personalized content delivery, interactive feedback, and natural language-based explanations to clarify complex concepts, thereby fostering cognitive engagement and critical thinking","Higher-order cognitive processing skill for safety evaluation","Section 1, Page 2","TK13","AmbiguousTacit Knowledge(*)"
"c214M02N14","Contextual reasoning skill in simulated nuclear environments","Tacit Knowledge","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Learners were presented with short-answer questions requiring contextual reasoning, decision-making, and applied understanding","Applied judgment capability in the context of nuclear facility simulations","Section 4.4, Page 8","TK10","Shared Professional Norms and Standards of Judgment"
"c214M02N15","Real-time decision-making skill during nuclear emergencies","Tacit Knowledge","I","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","VR enables participants to experience scenarios that would be too hazardous to replicate in traditional on-site training, offering a risk-free platform to practice appropriate responses to unsafe situations","Operational judgment in real-time nuclear crisis situations","Section 2.1, Page 2","TK08","Immediate Embodied Response to Changing Conditions"
"c215M02N10","SBP-DBP pulse pressure dependence constraints","Tacit Knowledge","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","SBP and DBP are not independent but have a meaningful relationship that provides information on cardiovascular health.","The inherent dependencies and relationships between SBP and DBP in cardiovascular physiology.","Page 4","TK13","AmbiguousTacit Knowledge(*)"
"c215M02N11","Intrinsic systolic-diastolic structure in BP measurements","Tacit Knowledge","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","Existing data-driven methods often overlook the intrinsic structure within BP measurements","The underlying structure within BP measurements including the relationship between systolic and diastolic values.","Page 2","TK13","AmbiguousTacit Knowledge(*)"
"c215M02N12","Subject-specific averaged pulse pressure (PP) profiles","Tacit Knowledge","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","PP = Avg(Y_s - Y_d) represents the average pulse pressure for each person","Patient-specific pulse pressure patterns derived from individual BP measurements.","Page 4","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N06","opioid-overdose recognition, CPR, and naloxone-response skills","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","ReviveXR promoted skill acquisition in overdose response and CPR techniques.","Practical capability to recognize and respond to opioid overdose.","Section 2.3, PDF page 5","TK05","Practised Motor and Tool-Operation Skill"
"c216M01N07","evaluation of overdose surroundings for drug evidence and responder hazards","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Participants learned to evaluate surroundings for drug evidence and hazards such as needles and fentanyl.","Situational skill for identifying evidence and responder hazards.","Section 2.3, PDF page 5","TK06","Trained Sensory and Perceptual Recognition"
"c216M01N08","checking an overdose victim's responsiveness","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Checking patient responsiveness was included among the skills learned.","Practical assessment of whether an overdose victim responds.","Section 2.3, PDF page 5","TK06","Trained Sensory and Perceptual Recognition"
"c216M01N09","calling 911 during an opioid-overdose response","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Participants learned to contact emergency services by calling 911.","Practical behavior of initiating emergency assistance.","Section 2.3, PDF page 5","TK11","Informal Coordination, Communication, and Escalation Know-how"
"c216M01N10","checking an overdose victim for breathing","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Checking for breathing was included in the response sequence.","Practical assessment of an overdose victim's breathing.","Section 2.3, PDF page 5","TK06","Trained Sensory and Perceptual Recognition"
"c216M01N14","administering intranasal naloxone to an overdose victim","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Trainees practiced using a real naloxone demonstration device on a virtual patient.","Practical skill of intranasal naloxone administration.","Section 2.3, PDF page 5","TK05","Practised Motor and Tool-Operation Skill"
"c216M01N15","reassessing an overdose victim and repeating response steps","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Participants learned to reassess the victim and repeat earlier steps when indicated.","Practical judgment for reviewing patient status and adapting response.","Section 2.3, PDF page 5","TK08","Immediate Embodied Response to Changing Conditions"
"c216M01N16","confidence in rescue breathing, chest compressions, and naloxone administration","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Confidence in overdose-response activities was assessed and several measures increased after round 1.","Self-belief in performing specific overdose-response actions.","Sections 3.2 and 4, PDF pages 10 and 13-14","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N17","naloxone-administration learning self-efficacy","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Cognitive, affective, and psychomotor learning self-efficacy was evaluated.","Belief in recalling, explaining, performing, and monitoring naloxone administration.","Section 3.5, PDF pages 11-12","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N18","behavioral preparedness to intervene in an opioid overdose","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Qualitative feedback emphasized enhanced behavioral preparedness.","Readiness to apply overdose-response behavior.","Abstract, PDF page 1","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N19","ReviveXR training experiences and usability perspectives","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Participants shared training experiences and perspectives through semi-structured interviews.","Experiential knowledge of ReviveXR usability and acceptability.","Section 2.5, PDF pages 6-7","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N69","ReviveXR 3D modeling, animation, programming, lighting, and texture-creation expertise","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","The doctoral student applied expertise in these development areas.","Technical and creative know-how used to build ReviveXR.","Section 2.3, PDF page 5","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N70","community overdose education and naloxone distribution experience","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Some health program coordinators regularly conducted OEND in communities.","Practice-based knowledge of community OEND delivery.","Section 2.5, PDF page 6","TK11","Informal Coordination, Communication, and Escalation Know-how"
"c216M01N71","real-world naloxone overdose-intervention experience","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Twenty percent of participants had intervened in an overdose using naloxone.","Experience acquired by responding to an actual overdose with naloxone.","Section 3, PDF page 7","TK13","AmbiguousTacit Knowledge(*)"
"c216M01N72","real-world overdose-witnessing experience","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Thirty-six percent of participants had witnessed an overdose.","Situational experience acquired through witnessing an overdose.","Section 3, PDF page 7","TK13","AmbiguousTacit Knowledge(*)"
"c216M02N13","Participant confidence in rescue breathing","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Confidence in performing rescue breathing increased from a mean of 3.60 to 4.60 (p < 0.001).","Self‑efficacy belief regarding ability to perform rescue breathing effectively.","Page 9, Section 3.2, Table 1","TK13","AmbiguousTacit Knowledge(*)"
"c216M02N14","Participant confidence in chest compressions","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Although confidence in performing chest compressions also improved, the change was not statistically significant (p = 0.083).","Self‑efficacy belief regarding ability to perform chest compressions.","Page 9, Section 3.2, Table 1","TK13","AmbiguousTacit Knowledge(*)"
"c216M02N15","Participant fear of making mistakes","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Participants' fear of making mistakes in overdose situations dropped significantly from a mean of 2.68 to 1.96 (p = 0.023).","Emotional state characterised by anxiety about errors during overdose response.","Page 10, Section 3.3, Table 1","TK13","AmbiguousTacit Knowledge(*)"
"c216M02N16","Participant intent to intervene","Tacit Knowledge","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Intent to use naloxone from 4.16 to 4.84 (p = 0.005), rescue breathing from 4.12 to 4.64 (p = 0.006), and respond from 4.28 to 4.88 (p = 0.01).","Behavioural readiness and willingness to take action in an actual overdose.","Page 10‑11, Section 3.4, Table 1","TK13","AmbiguousTacit Knowledge(*)"
"c216M02N17","Participant muscle memory development","Tacit Knowledge","I","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Participants highlighted... that it closely resembles real‑world scenarios and aids in developing muscle memory.","Embodied procedural memory developed through repeated practice in simulated scenarios.","Page 13, Table 5","TK05","Practised Motor and Tool-Operation Skill"
"c216M02N18","Participant situational awareness in MR","Tacit Knowledge","I","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","The advantage of MR over VR is that it allows users to see and interact with virtual objects while simultaneously... see their real‑world surroundings.","Real‑time awareness of physical environment while responding to virtual overdose scenarios.","Page 4, Section 1","TK06","Trained Sensory and Perceptual Recognition"
"c217M01N03","teaching experience","Tacit Knowledge","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","Educators reported sharing teaching experience in team discussions, and 68 percent said their experience was recognized and adopted.","Experiential teaching knowledge shared by nursing educators.","PDF pp. 6-7, Section 2.2 and Table 1","TK13","AmbiguousTacit Knowledge(*)"
"c217M01N04","personal knowledge and experience","Tacit Knowledge","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","The participation measure asked whether educators actively contributed personal knowledge and experience in teaching design.","Personally held knowledge and experience contributed during teaching design.","PDF p. 6, Section 2.2","TK13","AmbiguousTacit Knowledge(*)"
"c217M01N05","teaching insights","Tacit Knowledge","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","Table 1 reports that teaching insights were shared proactively.","Educators' insights shared through knowledge-sharing activities.","PDF p. 7, Table 1","TK13","AmbiguousTacit Knowledge(*)"
"c217M02N01","Nursing Educators' Knowledge Sharing Behavior","Tacit Knowledge","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","This study investigates the influence of organizational culture and technological environment on knowledge-sharing behavior among nursing educators.","The focal behavioral practice encompassing frequency, quality, and participation dimensions of educators sharing knowledge.","ABSTRACT, Page 1","TK13","AmbiguousTacit Knowledge(*)"
