"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c212M02N28","Institutional support","Organizational Dependency","G","The Influence Of Education Using Artificial Intelligence Technologies On The Formation Of Moral Behavior And Self-Efficacy In Medical Students","The study was conducted within several leading medical institutions across three regions. Tests were validated and verified for reliability through internal reviews at participating universities.","University-level resources and administrative backing including internal review processes, validation of assessment tools, and support for innovative teaching methods.","Page 5","OD09","Ambiguous Organizational Dependency(*)"
"c213M01N36","healthcare-institution computational infrastructure and federated-learning capability","Organizational Dependency","E","Blockchain-Enabled Predictive Digital Twin Approach For Healthcare: Enhancing Accuracy And Performance With Federated Learning","The framework assumes adequate computational infrastructure and technical capability across participating healthcare institutions.","Institutional technical capacity required to implement and maintain the architecture.","Section 8.1, p. 10","OD03","Financial, Technical & Information Resources"
"c213M01N37","healthcare-node ethical transparency","Organizational Dependency","E","Blockchain-Enabled Predictive Digital Twin Approach For Healthcare: Enhancing Accuracy And Performance With Federated Learning","The model relies on ethical transparency at the participating-node level.","Institutional transparency condition required when transferred models influence clinical decisions.","Section 8.1, p. 10","OD01","Governance, Standards & Formal Control"
"c214M01N35","carefully curated and structured documents","Organizational Dependency","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Domain-specific knowledge representation requires carefully curated and structured documents.","Internal content-preparation requirement for reliable domain-specific performance.","Section 7.2, PDF page 17","OD03","Financial, Technical & Information Resources"
"c214M02N38","Expert-validated nuclear safety training content","Organizational Dependency","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","To ensure reliability and compliance with professional standards, the compiled content was reviewed and validated by human factor engineering experts","Quality assurance requirement for the knowledge base content to ensure safety accuracy","Section 4.3, Page 6-7","OD01","Governance, Standards & Formal Control"
"c214M02N39","Dedicated training hours for AIVR sessions","Organizational Dependency","I","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","It was administered a total of five times throughout the experiment: a foundational knowledge assessment, an immediate training learning assessment, adaptive re-training assessments, and a retention assessment one week after training","Time resources needed for the full training and assessment cycles","Section 4.4, Page 8","OD04","Time, Workload & Operational Scheduling"
"c214M02N40","Continuous knowledge base update","Organizational Dependency","I","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","The system's flexibility is maintained as domain-specific documents that can be dynamically updated, hence supporting various safety training contexts","Ongoing content update requirement to keep nuclear safety information current","Section 4.3, Page 7","OD08","Organizational Structure & Process Design"
"c215M02N27","Availability of large-scale labeled BP training sets","Organizational Dependency","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","Given the training dataset {X,Y} | X∈R^(N×M), Y∈R^(N×C)","Requires training data to build the model.","Page 3","OD03","Financial, Technical & Information Resources"
"c215M02N28","Reference SBP/DBP ground truth values","Organizational Dependency","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","a pair of SBP and DBP auscultation readings were measured at the beginning and end of each recording","Requires ground truth BP values for supervised learning.","Page 7","OD03","Financial, Technical & Information Resources"
"c215M02N29","Physiologically validated feature selection framework","Organizational Dependency","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","we follow the previous feature selection framework to ensure feature effectiveness","Standardized process for selecting effective features.","Page 7","OD01","Governance, Standards & Formal Control"
"c216M01N44","person trained to operate the ReviveXR headset","Organizational Dependency","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Any person trained in VR headset operation can administer the current training.","Internal personnel capability needed to administer ReviveXR.","Section 4.1, PDF page 15","OD05","Human Capacity, Roles & Participation"
"c216M01N45","ReviveXR application downloaded to the headset","Organizational Dependency","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Wi-Fi is unnecessary after the program is downloaded to the device.","Local installation prerequisite for offline delivery.","Section 4.1, PDF page 15","OD03","Financial, Technical & Information Resources"
"c216M01N46","multiple ReviveXR headsets for simultaneous participant training","Organizational Dependency","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","Multiple devices are needed to train more than one participant at a time.","Hardware capacity for simultaneous training.","Section 5, PDF page 16","OD03","Financial, Technical & Information Resources"
"c216M02N41","Illinois Innovation Network research funding","Organizational Dependency","E","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","This material is based upon work supported by the Illinois Innovation Network of the University of Illinois System under Award ID 114098.","Grant funding that supported the development and field testing of ReviveXR.","Page 16, Funding Section","OD03","Financial, Technical & Information Resources"
"c217M01N14","supportive culture","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","The model and findings show that supportive culture significantly promotes knowledge-sharing behavior.","An organizational culture that encourages experience sharing and provides positive support or incentives.","PDF pp. 4, 10-13, Section 2.2, model results, and Conclusion","OD06","Culture, Trust & Relational Climate"
"c217M01N15","trust culture","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","The findings show that trust culture significantly promotes knowledge-sharing behavior.","An organizational condition characterized by trust among colleagues when sharing knowledge.","PDF pp. 4, 10-13, Section 2.2, model results, and Conclusion","OD06","Culture, Trust & Relational Climate"
"c217M01N16","cooperative culture","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","Cooperative culture was measured through mutual help with teaching resources and cross-departmental collaboration and knowledge sharing.","An organizational culture supporting mutual assistance, collaboration, and knowledge sharing.","PDF p. 4, Section 2.2","OD06","Culture, Trust & Relational Climate"
"c217M01N17","technical support","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","The technological-environment measure included the degree of technical support and whether school support promoted teaching practice.","Organizational technical assistance supporting the use of teaching technologies.","PDF pp. 5 and 11, Section 2.2 and Section 3.5","OD03","Financial, Technical & Information Resources"
"c217M02N20","Nursing Education Organizational Culture","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","Organizational culture and technological environment on knowledge-sharing behavior among nursing educators - central to the study.","Overarching collective values and norms influencing KSB.","ABSTRACT, Page 1","OD06","Culture, Trust & Relational Climate"
"c217M02N21","Supportive Culture in Nursing Education","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","""Does the team encourage sharing experiences?"" and ""Does the organization have a positive incentive mechanism for knowledge sharing?"" - items measuring supportive culture.","Cultural dimension that encourages experience-sharing and provides positive incentives.","Page 4","OD06","Culture, Trust & Relational Climate"
"c217M02N22","Trust Culture in Nursing Education","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","""Do I trust my colleagues in sharing knowledge?"" and ""Are there obstacles to information sharing among team members?"" - items measuring trust culture.","Cultural dimension reflecting interpersonal trust and openness.","Page 4","OD06","Culture, Trust & Relational Climate"
"c217M02N23","Cooperative Culture in Nursing Education","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","""Can team members help each other with teaching resources?"" and ""Does the culture of our organization promote cross-departmental collaboration and knowledge sharing?"" - items measuring cooperative culture.","Cultural dimension promoting teamwork and cross-departmental collaboration.","Page 4","OD06","Culture, Trust & Relational Climate"
"c217M02N24","Technical Support for Nursing Education","Organizational Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","""The technical support provided by the school promotes my teaching practice"" - questionnaire item.","Organizational provision of IT infrastructure and assistance.","Page 5","OD03","Financial, Technical & Information Resources"
"c218M02N47","Multidisciplinary team representation","Organizational Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","Teams were selected through an open application process, considering factors such as the size of their institution's neuro-oncology program and multidisciplinary representation","Internal selection criterion ensuring diverse specialty involvement","Page 2","OD05","Human Capacity, Roles & Participation"
"c218M02N49","NOTS training program design","Organizational Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","many online courses face challenges related to...course design limitations","The structural and pedagogical framework of the training course","Page 2","OD08","Organizational Structure & Process Design"
"c218M02N50","Peer and expert feedback mechanism","Organizational Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","The findings suggest that blended learning models, interactive content, and incorporating peer and expert feedback can enhance knowledge retention","Embedded feedback loops that allow learners to receive and act on input","Page 1","OD08","Organizational Structure & Process Design"
"c219M02N36","Expert verification by internal medicine nursing educators","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","The extracted knowledge was manually verified by two domain experts... for relevance and accuracy against the curriculum syllabus, with discrepancies resolved through discussion","Manual verification process by domain experts for knowledge accuracy","Page 2, Section 2.1","OD05","Human Capacity, Roles & Participation"
"c219M02N37","Curriculum syllabus alignment","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","Key concepts and their relationships were extracted and then verified by nursing educators for curriculum relevance, ensuring the content is accurate and essential for students","Alignment of extracted knowledge with curriculum syllabus","Page 2, Section 2.1","OD08","Organizational Structure & Process Design"
"c219M02N38","Constructivism learning theory","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","The platform was constructed using an 'eight-step' methodology, grounded in constructivism theory","Learning theory grounding the platform's development methodology","Page 2, Section 2.1","OD08","Organizational Structure & Process Design"
"c219M02N39","ADDIE instructional design model","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","The platform was constructed using an 'eight-step' methodology, grounded in constructivism theory, and the analysis, design, development, implementation, and evaluation (ADDIE) instructional design model","Instructional design model guiding development process","Page 2, Section 2.1","OD08","Organizational Structure & Process Design"
"c219M02N40","KG-DTPNursing user manual development","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","A user manual was developed to familiarize nursing students with platform operations","Development of documentation for user familiarization","Page 3, Section 2.2.4","OD08","Organizational Structure & Process Design"
"c219M02N41","Iterative testing protocol (alpha version)","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","Its development followed an iterative testing protocol: an alpha version was evaluated by information technology specialists to address technical issues, with each module undergoing 10-20 test cycles to ensure functional reliability","Testing protocol involving multiple cycles for functional reliability","Page 4, Section 3.1","OD01","Governance, Standards & Formal Control"
"c219M02N42","Alpha version testing by IT specialists","Organizational Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","Its development followed an iterative testing protocol: an alpha version was evaluated by information technology specialists to address technical issues","Early version testing by IT specialists to address technical issues","Page 4, Section 3.1","OD05","Human Capacity, Roles & Participation"
"c221M02N34","Multi-stakeholder collaborative contributor network","Organizational Dependency","E","Wedagpt - Generative-Ai (With Custom-Trained Meta'S Llama2 Llm), Blockchain, Self Sovereign Identity, Nft And Model Card Enabled Indigenous Medicine Platform","WedaGPT creates a collaborative ecosystem connecting doctors, medicine providers, therapists, patients, and technology experts","Network of diverse stakeholders required for platform operation","Page 1","OD05","Human Capacity, Roles & Participation"
"c221M02N35","NFT sale revenue distribution mechanism","Organizational Dependency","E","Wedagpt - Generative-Ai (With Custom-Trained Meta'S Llama2 Llm), Blockchain, Self Sovereign Identity, Nft And Model Card Enabled Indigenous Medicine Platform","Revenue from these sales is distributed among platform contributors, promoting equitable ownership and recognition","Economic incentive mechanism distributing proceeds from NFT sales","Page 1","OD07","Incentives & Performance Alignment"
"c222M01N40","availability of osteosarcoma domain experts for annotation review","Organizational Dependency","I","Osteosarcoma Knowledge Graph Question Answering System: Deep Learning-Based Knowledge Graph And Large Language Model Fusion","Domain experts participated in reviewing the annotation process and formulating a unified specification.","The internal availability of appropriate domain experts needed for annotation review and specification development.","Section 2.3, PDF page 3","OD05","Human Capacity, Roles & Participation"
"c224M01N20","alignment with nurses’ professional roles and needs","Organizational Dependency","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","The MOOC was based on needs expressed by professionals, and alignment with their professional roles likely contributed to enrollment and completion.","Fit between the training subject and participants’ identified work-related learning needs.","PDF pp. 3 and 5, Methods—Intervention; Discussion—Principal Findings","OD08","Organizational Structure & Process Design"
"c225M02N28","MKN Directive No. 20 policy framework for disaster management training","Organizational Dependency","E","Augmented Reality In Tabletop Exercises As An Approach To Sustainable Disaster Preparedness Training: A Pilot Study","""MKN Directive No. 20 (Majlis Keselamatan Negara, or National Security Council in English)""","National policy framework governing disaster management training","Page 1","OD01","Governance, Standards & Formal Control"
"c225M02N30","On-site technical assistance and troubleshooting support for AR devices","Organizational Dependency","E","Augmented Reality In Tabletop Exercises As An Approach To Sustainable Disaster Preparedness Training: A Pilot Study","""I need technical support to use this AR application""","Support needed for using AR application","Page 4","OD03","Financial, Technical & Information Resources"
"c225M02N31","Android operating system compatibility requirement for AR application installation","Organizational Dependency","E","Augmented Reality In Tabletop Exercises As An Approach To Sustainable Disaster Preparedness Training: A Pilot Study","""AR application has been tested on mobile phones and tablets that use Android software""","Required compatibility for AR app to function","Page 3","OD08","Organizational Structure & Process Design"
"c227M02N30","Management commitment to Registry use","Organizational Dependency","E","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","Among the internal management, the view was that the old system had greater issues of quality, but the current system displayed the correct wait times and, hence, was successful.","Leadership support for Registry engagement","Page 5-6","OD02","Strategic Leadership & Sponsorship"
"c227M02N31","Staff training on Registry interpretation","Organizational Dependency","E","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","A care manager referred to how clinic administrators needed to be educated to act in a meaningful manner.","Formal training programs for Registry use","Page 13","OD05","Human Capacity, Roles & Participation"
"c227M02N32","Time allocation for data analysis","Organizational Dependency","E","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","Compliance officers claimed they lacked ability and time to judge acceptable levels of attainment for the wait time guarantee.","Dedicated work hours for data interpretation","Page 12","OD04","Time, Workload & Operational Scheduling"
"c227M02N33","Organizational culture of data engagement","Organizational Dependency","I","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","We in fact noted a patterned disinterest in it. The target users further provided a set of justifications for not using the DT or reacting to the information it provided.","Norms and values regarding data use","Page 2","OD06","Culture, Trust & Relational Climate"

