node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c203M01N35,information gap between traditional physical education classes and family guidance,Limitation,E,The Impact Of Generative Ai Health Knowledge Acquisition On Adolescents' Physical Activity: The Mediating Role Of Exercise Self-Efficacy And The Moderating Effect Of Health Information Literacy,Generative AI is described as filling the information gap between traditional physical education classes and family guidance.,An insufficiency in exercise information available across school physical education and family guidance.,"Page 8, Section 4.1"
c203M02N14,Self-reported questionnaires,Limitation,E,The Impact Of Generative Ai Health Knowledge Acquisition On Adolescents' Physical Activity: The Mediating Role Of Exercise Self-Efficacy And The Moderating Effect Of Health Information Literacy,"All data were based on self-reported questionnaires, which may be subject to social desirability or recall bias.","All data were based on self-reported questionnaires, which may be subject to social desirability or recall bias.","Page 9, Section 6"
c203M02N29,Recall bias,Limitation,E,The Impact Of Generative Ai Health Knowledge Acquisition On Adolescents' Physical Activity: The Mediating Role Of Exercise Self-Efficacy And The Moderating Effect Of Health Information Literacy,"All data were based on self-reported questionnaires, which may be subject to social desirability or recall bias.","All data were based on self-reported questionnaires, which may be subject to social desirability or recall bias.","Page 9, Section 6"
c203M02N30,Information overload,Limitation,E,The Impact Of Generative Ai Health Knowledge Acquisition On Adolescents' Physical Activity: The Mediating Role Of Exercise Self-Efficacy And The Moderating Effect Of Health Information Literacy,"When HIL is low, adolescents may feel overwhelmed by the sheer volume and heterogeneity of AI-generated content.","When HIL is low, adolescents may feel overwhelmed by the sheer volume and heterogeneity of AI-generated content.","Page 3, Section 1.3"
c203M02N31,Knowledge-to-practice gap,Limitation,I,The Impact Of Generative Ai Health Knowledge Acquisition On Adolescents' Physical Activity: The Mediating Role Of Exercise Self-Efficacy And The Moderating Effect Of Health Information Literacy,"GAI-HKA does not operate through a simple 'information push → behavior execution' pathway. Instead, by enhancing ESE as a psychological hub, it transforms digital information into sustained offline exercise behaviors.",GAI-HKA does not operate through a simple 'information push → behavior execution' pathway.,"Page 8, Section 4.2"
c204M01N31,Scarcity of professional teachers,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"Professional-teacher resources are described as scarce, making oral dissemination difficult to popularize.",Insufficient availability of qualified human instructors.,"Section 2.1, p. 2"
c204M01N32,Monotony and repetition of traditional training,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"Traditional rehabilitation and Baduanjin practice are described as repetitive, single-form, and boring.",Low variety and sustained-interest problems in conventional training.,"Sections 1 and 2.1, pp. 1–2"
c204M01N33,Passive instruction and lack of real-time feedback,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"Static UI and video demonstrations lack interactivity, adaptability, and real-time feedback.",Inability of passive materials to respond to learner performance or pace.,"Sections 3.1, 3.2, and 4, pp. 3–4 and 7"
c204M01N34,Lack of digital Baduanjin resources,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,The paper identifies a lack of digital Baduanjin resources and structured resources for rehabilitation systems.,Insufficient structured digital content for rehabilitation-oriented use.,"Introduction, p. 2"
c204M01N35,Sensor noise and temporal jitter,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"A smoothing filter is applied to mitigate sensor noise and reduce temporal jitter, especially in distal joints.",Instability in captured skeletal-joint trajectories.,"Section 3.3.1, pp. 5–6"
c204M01N36,Recognition limitations of traditional skeleton matching,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,The authors state that recognition still relies on traditional skeleton matching and has not introduced deep learning to improve accuracy and sensitivity.,Restricted recognition accuracy and feedback sensitivity of the current algorithm.,"Section 6, p. 9"
c204M01N37,Limited sample size and short training period,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,The limited sample and short training period cannot establish sustained long-term intervention effects.,Insufficient duration and sample scale for long-term effectiveness assessment.,"Section 6, p. 9"
c204M01N38,Lack of fine-grained emotional interaction,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,The implemented virtual-character design lacks fine-grained emotional interaction.,Limited emotional responsiveness in the current system.,"Section 6, p. 9"
c204M01N39,Recognition and recall metrics do not assess deeper somatic-cognitive integration,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"The study primarily evaluates recognition and recall, while deeper comprehension assessment is deferred to future work.",Limited depth of the current cultural-learning evaluation.,"Section 6, p. 9"
c204M02N26,User boredom with monotonous practice,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"""the practice method of traditional Baduanjin is single and lacks of interest, which makes people easily feel boring""",Monotony and lack of engagement in traditional practice formats leading to low adherence,"Page 2, Section 2.1"
c204M02N27,Delayed performance feedback,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"""traditional exercise rehabilitation methods often have problems such as a single form of intervention, high repetitiveness, and lagging feedback""","Delay in providing performance feedback to users during rehabilitation, hindering motor learning","Page 1, Section 1"
c204M02N28,Passive reading reception,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"""users passively receive Baduanjin-related knowledge by reading a scrolling user interface or a book""","Learners receive information without active engagement or interaction, reducing retention","Page 5, Section 3.2.4"
c204M02N29,Monotonous single-form intervention,Limitation,E,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"""traditional exercise rehabilitation methods often have problems such as a single form of intervention""",Lack of variety in rehabilitation approaches leading to reduced engagement and motivation,"Page 1, Section 1"
c205M01N37,discontinued initial training,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,Initial training sessions did not continue over time.,Failure to sustain the original training after robot acquisition.,"Introduction, page 2"
c205M01N38,knowledge disparity following hiring and departures,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,Operator hiring and departures gradually caused disparities in training and knowledge.,Unequal preparation and knowledge resulting from workforce changes.,"Introduction, page 2"
c205M01N39,insufficient training,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,"Insufficient training contributed to low motivation, knowledge, and self-efficacy.",Inadequate preparation for technically complex robot use.,"Abstract and Discussion, pages 1 and 5"
c205M01N40,complex technical use of the robot,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,The robot was technically complex to use and this was linked to low motivation and self-efficacy.,Operational complexity of the specialized robot.,"Abstract and Discussion, pages 1 and 5"
c205M01N41,robot downtime periods,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,"Downtime caused drops in motivation, and a breakdown limited robot use during the six-month follow-up.",Periods in which the robot was unavailable for use or practice.,"Introduction and Discussion, pages 2 and 7"
c205M01N42,substantial development and implementation time,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,Development and implementation probably required more than 100 hours.,Large time investment required to create and deliver the program.,"Discussion and Conclusion, pages 7-8"
c205M01N43,small sample size,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,The study identified its sample of fourteen operators as a limitation.,Limited number of study participants.,"Limitations, page 7"
c205M01N44,low number of knowledge questions,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,The study identified the use of only ten knowledge questions as a limitation.,Restricted breadth of the knowledge assessment.,"Limitations, page 7"
c205M01N45,limited longitudinal assessment of applied competencies,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,Application of learned competencies was not assessed over time.,Absence of longitudinal measurement of workplace behavior or practical competency application.,"Limitations, pages 7-8"
c205M02N26,Small sample size (n=14),Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,The present study's limitations include its small sample size (14 operators)...,"A methodological limitation where the number of participants in the study was small, affecting the generalizability of the results.","Page 7, Discussion, Limitations"
c205M02N29,Forgetting curve (decrease in motivation/self-efficacy),Limitation,I,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,The decrease in motivation and self-efficacy over time suggests that regular refresher sessions are necessary...,"The observed natural decline in motivation and confidence over time, indicating that knowledge and associated states of mind are not permanently retained.","Page 6, Discussion, Training program's impact"
c205M02N30,Complex technical use,Limitation,E,Game-Based Learning As Training To Use A Chemotherapy Preparation Robot,"However, operator hiring and departures gradually led to disparities in their training and knowledge. Concurrently, the robot's complex technical use and periods of machine downtime caused drops in motivation...","The inherent difficulty in operating the robot due to its sophisticated engineering and numerous steps, making it a barrier to learning.","Page 2, Introduction"
c206M01N24,Limited opportunities for repetition and practice,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,Traditional skills laboratories relying on demonstrations can limit opportunities for repetition and practice.,Restricted opportunity to rehearse practical procedures repeatedly in conventional laboratory instruction.,"Discussion, p. 8"
c206M01N25,Fear of practicing on real patients,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,Practical-training difficulties are exacerbated by students' fear of practicing on real patients.,Learners' concern about performing newly learned procedures on actual patients.,"Introduction, p. 2"
c206M01N26,Reliance on memorization and immediate application,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,"The control group showed reliance on memorization and immediate application, potentially producing less robust retention and application.",Surface-oriented processing that prioritizes immediate recall over integrated understanding.,"Discussion, pp. 8–9"
c206M01N27,Short 2-week intervention duration,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,The two-week intervention may not fully reflect the application's long-term effects on learning and knowledge retention.,Insufficient observation period for determining lasting retention effects.,"Limitations, p. 9"
c206M01N28,Self-reported learning-approach data,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,Self-reported feedback on learning approaches may introduce bias or inaccuracies.,Potentially biased or inaccurate learner-reported measurement of learning approaches.,"Limitations, p. 9"
c206M02N56,Limited Generalizability Due to Small Sample Size (n=129),Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,The relatively small sample size may limit the generalizability of the findings to other populations or educational settings,Sample size limitation,Page 9
c206M02N57,Uncertain Long-Term Retention from 2-Week Intervention,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,"The intervention with the game-based application was conducted over a short duration of 2 weeks, which may not fully reflect the long-term effects of the application on students' learning and knowledge retention",Duration limitation,Page 9
c206M02N59,Insufficient Hands-On Repetition in Traditional Training,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,"Skills labs often rely on traditional methods such as demonstrations to teach practical skills, which can limit students' opportunities for repetition and practice",Traditional training limitation,Page 8
c206M02N60,Student Anxiety and Fear of Harming Live Patients,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,These challenges are further exacerbated by the limitations of practical skill training and the fear of practicing on real patients,Psychological barrier to practice,Page 2
c206M02N61,Knowledge Fragility from Surface-Level Rote Memorization,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,Surface learning is an approach in which students learn by memorizing information without understanding it; these students typically aim for temporary recall of information,Limitation of surface approach to learning,Page 1-2
c206M02N63,Unavoidable Blinding Limitation of Educational Intervention,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,"Although blinding was not possible due to the nature of the intervention, several measures were taken to minimize bias",Inability to blind participants,Page 3
c206M02N64,Minor Data Loss from 0.77% Participant Attrition,Limitation,E,From Surface To Deep Learning: Gamified Mobile Education For Subcutaneous And Intramuscular Injection Skills,"During the course of the study, one participant from the study group discontinued participation, resulting in an attrition rate of 0.77%",Data loss from participant dropout,Page 3
c207M01N26,limited patient complexity and feedback,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"Participants said VTRACS could not replicate the variability, realism, and responsive feedback of real patients.","Insufficient variation, realism, and comprehensive patient response in the virtual cases.","PDF pp. 7-8, Results: Theme 4; Discussion"
c207M01N27,limited haptic feedback,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,The platform supplied vibrations but no tactile sensations or physical resistance.,"Inability to reproduce realistic touch, tissue response, or physical resistance.","PDF pp. 3 and 9, Methods: Setting; Discussion"
c207M01N28,reduced capacity to foster empathy,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,The lack of real human engagement was perceived as reducing the development of empathy.,Weakness of the simulation in supporting the affective domain of clinical learning.,"PDF pp. 7-9, Results: Theme 4; Discussion"
c207M01N29,unfamiliarity with the VR learning format,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,Participants reported unfamiliarity with VR and some found the first interaction complex.,Lack of previous experience with the VR mode of learning.,"PDF pp. 5-6 and 9, Results: Themes 1 and 2; Discussion"
c207M01N30,difficulty operating hand controllers,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,Some participants experienced difficulty with controller operation and hand-eye coordination.,"Usability difficulty in coordinating controller, visual, and physical actions.","PDF pp. 6 and 9, Results: Theme 2; Discussion"
c207M01N31,headache and dizziness,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,Two lecturers reported unpleasantness involving headache or dizziness.,Physical discomfort experienced while using the headset.,"PDF pp. 6 and 9, Results: Theme 1; Discussion"
c207M01N32,high cost of acquiring and maintaining VR hardware and software,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"Participants raised concerns about acquisition costs, and the discussion identifies acquisition and maintenance costs as a major constraint.",Financial burden associated with purchasing and maintaining VR equipment and software.,"PDF pp. 7 and 9, Results: Theme 4; Discussion"
c207M01N33,software glitches and hardware malfunctions,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,Some students reported software glitches and hardware malfunctions that could disrupt learning.,Technical faults capable of interrupting the training process.,"PDF p. 9, Discussion"
c207M01N34,learning curve,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,Some users required additional training before they could engage confidently with the platform.,Initial effort and practice required to use VTRACS confidently.,"PDF p. 9, Discussion"
c207M01N35,assessment anxiety,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,Participants said anxiety in physical assessment can cause mistakes even when students know the procedure.,Anxiety caused by visible or direct assessment in traditional physical settings.,"PDF p. 7, Results: Theme 3"
c207M02N60,Patient case variability inadequacy,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""a shortcoming...is that no two patients are the same...you get a particular type of feedback...that you won't get from virtual reality""","VR's inability to replicate the full variability and diversity of real patient presentations, limiting exposure to complex clinical cases.","Page 7, Theme 4"
c207M02N61,Real-time clinical feedback deficiency,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""limited opportunities for comprehensive clinical feedback""","Lack of responsive, comprehensive feedback from VR systems compared to real patient interactions where subtle cues and responses inform clinical learning.","Page 7, Theme 4"
c207M02N63,Cybersickness vestibular discomfort,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""It was not that pleasant... I was having a kind of headache during the process""","Motion sickness-like symptoms including headache and dizziness experienced by some users during VR use, caused by mismatch between visual and vestibular stimuli.","Page 6, Theme 1; Page 9, Discussion"
c207M02N65,Novice-user orientation period requirement,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""it was difficult to learn at first, but with patience to adapt to a new system""","Required period for new users to become familiar with VR technology, learn controls, and develop comfort with the immersive environment before effective learning can occur.","Page 6, Theme 2"
c207M02N66,Clinical reality fidelity gap,Limitation,I,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""it wasn't like the physical one"" and concerns about not replicating real patient interactions","Incomplete replication of real clinical experiences in VR, including differences in physical sensation, interpersonal dynamics, and environmental context.","Page 6, Theme 1"
c207M02N67,VR system performance instability,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""technical issues, such as software glitches and hardware malfunctions""","Software and hardware reliability issues including glitches, malfunctions, and performance problems that disrupt VR training sessions.","Page 9, Discussion"
c207M02N68,Individual physiological susceptibility variation,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""experience of discomfort reinforces the existence of individual differences and health disparities""","Variation in individual susceptibility to VR side effects including cybersickness, with some users experiencing discomfort while others do not.","Page 6, Theme 1"
c207M02N69,Intergenerational digital literacy difference,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""lecturers reported more concerns... possibly because of generational differences (Gen X and Gen Z) in exposure to and interaction with technology""",Differences in digital literacy and comfort with technology between older (Gen X) and younger (Gen Z) generations affecting VR adoption and use.,"Page 4, Results"
c207M02N70,Network-dependent content delivery risk,Limitation,E,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"""persistent challenges, such as inconsistent internet connections may impede equitable adoption""",Reliance on internet connectivity for VR content delivery creating vulnerability where network reliability is inconsistent.,"Page 8, Discussion"
