"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c214M02N42","Annual radiation exposure limits","Environmental Dependency","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","Due to strict confidentiality requirements and annual radiation exposure limits, on-site training opportunities are restricted","Regulatory limits on the duration of physical training at nuclear sites","Section 2.1, Page 2","ED01","Political, Regulatory & Jurisdictional Environment"
"c214M02N43","Workforce personnel turnover","Environmental Dependency","E","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","These challenges are further compounded by personnel turnover, with the constant influx of new hires and departure of experienced workers creating gaps in knowledge transfer","Staffing instability affecting knowledge continuity in nuclear facilities","Section 2.2, Page 3","ED02","Economic, Market & Industry Environment"
"c214M02N44","Risk-free simulation safety mandate","Environmental Dependency","I","Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","VR provides realistic, risk-free simulations, enabling trainees to safely experience hazardous scenarios","Safety requirement mandating hazard-free practice environments for nuclear training","Section 1, Page 1","ED10","Ambiguous Environmental Dependency(*)"
"c215M02N30","IEEE 1708-2014 wearable cuffless BP device standards","Environmental Dependency","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","IEEE Standard for Wearable Cuffless Blood Pressure Measuring Devices, IEEE Standard 1708-2014","Industry standard for cuffless BP measurement devices.","Page 13","ED06","Client, Procurement & Institutional Environment"
"c215M02N31","AAMI BP measurement accuracy compliance standards","Environmental Dependency","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","These metrics underline that the proposed model consistently delivers accurate BP measurements, meeting or closely aligning with AAMI standards.","Association for the Advancement of Medical Instrumentation standards for BP measurement accuracy.","Page 8","ED06","Client, Procurement & Institutional Environment"
"c215M02N33","Multi-day follow-up measurement intervals (D1-D4)","Environmental Dependency","E","Bpbls: A Knowledge-Embedded Bi-Incremental Broad Learning System For Wearable Cuffless Blood Pressure Estimation","For incremental data in the CAS-BP dataset, the initial training dataset comprised three samples collected on day D1... each day separated by seven days.","Scheduled time intervals between measurements for CAS-BP (7-day intervals) and Aurora-BP (variable).","Page 7","ED10","Ambiguous Environmental Dependency(*)"
"c216M02N43","Diverse physical location constraints","Environmental Dependency","I","Usability Of Mixed Reality For Naloxone Training: Iterative Development And Field Testing Of Revivexr","To evaluate applicability of MR training potential... field testing with participants was conducted in diverse environments such as offices, churches, living rooms of residences, backyards, and picnic areas.","Physical space variability across settings that affects training feasibility and deployment.","Page 5‑6, Section 2.5","ED08","Geographic & Physical Site Context"
"c217M02N26","Cross-cultural Nursing Education Contexts","Environmental Dependency","E","Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment","Cross-cultural validation also involved testing the consistency of organizational culture and technological environment variables across different cultural backgrounds.","External cultural and national settings influencing KSB practices.","Page 10","ED03","Sociocultural & Societal Environment"
"c218M01N31","Reliable internet connectivity for NOTS online learning","Environmental Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","Unreliable internet connectivity can hinder online engagement by participants in LMICs.","Availability of a sufficiently reliable internet connection for online participation.","Journal pp. 474–475; PDF pp. 5–6, Discussion","ED05","External Technological & Infrastructure Environment"
"c218M01N32","Access to digital devices and online-learning infrastructure in LMICs","Environmental Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","Limited access to digital devices and insufficient infrastructure frequently hinder online engagement.","Availability of devices and supporting infrastructure required for online learning in LMICs.","Journal pp. 474–475; PDF pp. 5–6, Discussion","ED05","External Technological & Infrastructure Environment"
"c218M02N51","Internet infrastructure","Environmental Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","Unreliable internet connectivity, limited access to digital devices, and insufficient infrastructure frequently hinder online engagement","Network connectivity and bandwidth availability in LMIC settings","Page 5","ED05","External Technological & Infrastructure Environment"
"c218M02N52","Non-native English language comprehension","Environmental Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","Lectures should be more clear in order to make them palatable for people not speaking English","Challenges faced by participants who are not fluent in English","Page 5","ED03","Sociocultural & Societal Environment"
"c218M02N53","Heavy clinical workload time constraints","Environmental Dependency","E","Online Outcomes Of A Pediatric Neuro-Oncology Course For Multidisciplinary Healthcare Professionals In Low- And Middle-Income Countries","more time to be able to fulfill the activities in a reasonable time, since we are all already overwhelmed with work","Limited available time due to demanding clinical responsibilities","Page 5","ED02","Economic, Market & Industry Environment"
"c219M02N44","Computer with stable internet","Environmental Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","Students were eligible for the study if they... had access to a computer with a stable internet connection capable of running the platform","Hardware and connectivity requirement for platform use","Page 2, Section 2.2.2","ED09","Local Utility & Connectivity Conditions"
"c219M02N45","Mobile phone or laptop access","Environmental Dependency","E","Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study","Participants were asked to complete a series of tasks, including: (1) registering and logging into the KG-DTPNursing via mobile phone or laptop","Access devices for platform interaction","Page 3, Section 2.2.4","ED09","Local Utility & Connectivity Conditions"
"c221M01N28","Availability of palm tree manuscripts containing traditional medicine recipes","Environmental Dependency","I","Wedagpt - Generative-Ai (With Custom-Trained Meta'S Llama2 Llm), Blockchain, Self Sovereign Identity, Nft And Model Card Enabled Indigenous Medicine Platform","The proof of concept used palm tree manuscripts whose translated content provided the foundation for training Llama2-13B.","External availability of the historical manuscript corpus required for translation and model fine-tuning.","Section IV, Implementation and Evaluation, pages 4–5","ED07","Supply-Chain & Logistical Environment"
"c222M01N41","access to PubMed osteosarcoma literature from 2003–2023","Environmental Dependency","I","Osteosarcoma Knowledge Graph Question Answering System: Deep Learning-Based Knowledge Graph And Large Language Model Fusion","The study searched PubMed for osteosarcoma literature published from 2003 to 2023 and used the resulting corpus to construct the knowledge graph.","Access to the externally maintained PubMed evidence base used for corpus collection and OSKG construction.","Sections 2.1–2.2, PDF page 2","ED05","External Technological & Infrastructure Environment"
"c224M01N21","access to communication and information devices","Environmental Dependency","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","Easy access to communication and information devices was identified as enabling nurses to obtain technical-scientific updates.","Availability of devices needed to access digital educational information.","PDF p. 1, Abstract and Introduction—Background","ED05","External Technological & Infrastructure Environment"
"c224M01N22","internet access","Environmental Dependency","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","The paper links the expansion of MOOCs to growth in the number of people with internet access.","Availability of internet connectivity for accessing an online course.","PDF p. 2, Introduction—Massive Open Online Courses","ED05","External Technological & Infrastructure Environment"
"c227M01N24","Swedish legislation mandating the wait time guarantee","Environmental Dependency","E","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","Swedish legislation mandated patients' right to assessment and intervention within specified time limits.","External legal requirement establishing maximum waiting-time expectations.","pp. 2 and 5, Sections 1 and 4.1","ED01","Political, Regulatory & Jurisdictional Environment"
"c227M02N35","Swedish Health and Medical Care Act","Environmental Dependency","E","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","Given that existing regulation mandated that care providers keep wait times below certain levels, involved actors were expected to be motivated to monitor the wait times through the DT.","The national law (SFS 2017:30)","Page 5","ED01","Political, Regulatory & Jurisdictional Environment"
"c227M02N36","Stockholm Regional Council governance policies","Environmental Dependency","E","Ignoring And Collective Passivity In Relation To Information Systems: How Actors Avoided Engagement With Data About Wait Times In Swedish Healthcare","The case concerned the (non)use of the digital wait time registry (hereafter 'the Registry') implemented in the Stockholm Region by the Stockholm Regional Council in Sweden.","Regional administrative directives","Page 5","ED01","Political, Regulatory & Jurisdictional Environment"
