node_id,node_name,parent_id,category,case_title,evidence_statement
c201M01N19,Difficulty of articulation,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Tacit knowledge the unwritten, experience-based insights people carry in their heads is notoriously difficult to articulate."
c201M01N20,Loss of critical know-how upon staff departure,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"When veteran staff retire or switch jobs, this undocumented expertise departs with them, risking operational disruption."
c201M01N22,Complete lack of operational visibility,s003M02LI03,"Cost, Resource & Structural Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The lack of a formalized, digitally-tracked system leads to poor visibility for production managers."
c201M01N23,Absence of structured data capture for analysis,s003M02LI02,"Technical, System & Data Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Furthermore, the absence of data capture prevents valuable analysis of machine reliability and failure patterns."
c201M01N24,Significant system latency from verbose XML,s003M02LI02,"Technical, System & Data Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"For the complex maintenance scenario, the total time to generate... was over 12 minutes... delay is largely attributable to the verbosity of the BPMN XML format."
c201M01N25,Inconsistent or malformed XML generation,s003M02LI02,"Technical, System & Data Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"experiments showed that while cheaper, Gemini Flash often produced incorrectly formatted XML that failed to render."
c201M01N26,Pay-per-use API budget,s003M02OD05,Operational Resource Allocation & Dedicated Timeline Provisions,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The only direct operational cost is the pay-per-use API for the intelligence layer.
c201M02N01,Informal reactive maintenance process knowledge,s003M02TA01,Somatic Tacit Knowledge,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The existing workflow is almost entirely reactive and relies on informal, manual communication ... an assembly line operator hears a strange noise ... verbally explains the problem ... technician inspects ... checks physical spare parts inventory ... fills out a paper purchase request"
c201M02N02,Paper purchase request form,s003M02EX02,Documented Process Narratives & Media,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The technician fills out a paper purchase request form and leaves it on the procurement manager's desk
c201M02N05,AS-IS BPMN diagram,s003M02EX02,Documented Process Narratives & Media,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The system processed this text and generated the initial 'AS-IS' BPMN diagram
c201M02N13,User (domain expert),s003M02KH02,Users & Software Evaluators,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The user initiated the conversation by describing the entire reactive maintenance process
c201M02N14,Verbal fault reporting from operator to supervisor,s003M02TR08,Storytelling,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,He shuts it down and walks over to the maintenance workshop to report it. He finds the maintenance supervisor and verbally explains the problem
c201M02N15,Manual spare parts inventory check by technician,s003M02TR03,Deliberate Practice,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,They walk back to the workshop to check the physical spare parts inventory
c201M02N17,Handwritten sign placement on machine,s003M02TR03,Deliberate Practice,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,They return to the machine and leave a handwritten 'Awaiting Part' sign on it
c201M02N19,Interactive modeling session,s003M02TP01,Automated Process Documentation & Synthesis,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The evaluation was conducted through an interactive dialogue between a user and the chatbot, as illustrated in Figure 3"
c201M02N20,Gemini 2.5 Pro model,s003M02TE01,Artificial Intelligence and Intelligent Computation,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Powered by Gemini 2.5 Pro ... state-of-the-art LLM as the reasoning engine
c201M02N26,Presence of experienced staff,s003M02OD07,Expert Participation Frameworks & Succession Structures,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"SMEs rely on agile, experience-based workflows ... when veteran staff retire or switch jobs, this undocumented expertise departs"
c201M02N27,Inefficiency of manual communication and paper-based steps,s003M02LI03,"Cost, Resource & Structural Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The existing workflow is almost entirely reactive and relies on informal, manual communication ... a series of inefficient steps"
c201M02N31,High latency due to verbose BPMN XML generation,s003M02LI02,"Technical, System & Data Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The total time ... was over 12 minutes ... generation took up to 10 minutes for a single, complex output"
c201M02N32,Non-deterministic LLM outputs,s003M02LI02,"Technical, System & Data Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"A core characteristic of LLMs is that their output is inherently stochastic, not deterministic. The same input prompt can produce slightly different results"
c201M02N35,Reliance on user to describe process upfront,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The current workflow requires the user to describe the process in detail upfront. A more advanced, agentic version ... could build the model through a more natural, back-and-forth conversation"
c201M02N36,No formal evaluation of TO-BE model quality,s003M02LI02,"Technical, System & Data Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The current study lacks a formal evaluation of its quality. Future work should involve subjecting the AI-suggested process improvements to review by lean manufacturing experts
c201M02N37,Polanyi's tacit knowledge articulation difficulty,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Tacit knowledge—the unwritten, experience-based insights people carry in their heads—is notoriously difficult to articulate, as Polanyi famously noted"
c201M02N38,BPMN 2.0 schema,s003M02EX01,Structured Technical Artifacts & Code,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Prompt-engineering techniques ensure the LLM's output conforms to the BPMN 2.0 schema
c201M02N39,Natural language process description,s003M02EX02,Documented Process Narratives & Media,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The user initiated the conversation by describing the entire reactive maintenance process in a single, detailed message"
c202M01N01,Degree students,s003M02KH02,Users & Software Evaluators,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,They were Degree students (36 participants)
c202M01N03,PhD students,s003M02KH02,Users & Software Evaluators,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,and PhD (two participants).
c202M01N04,Instructors,s003M02KH01,Domain Experts & Operational Practitioners,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,Instructors demonstrated how to assembly the IoT circuit
c202M01N06,Knowledge of component arrangement and connectivity,s003M02TA02,Cognitive Tacit Knowledge,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,IoT circuit assembly tasks can be complex for learners due to the perception of component arrangement and connectivity
c202M01N07,Book manual,s003M02EX02,Documented Process Narratives & Media,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,the paper group utilized a book manual as an assistance tool.
c202M01N08,Identical 10 multiple-choice questions knowledge test,s003M02EX02,Documented Process Narratives & Media,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,each test question had 10 multiple-choice questions worth a total of 10 points
c202M01N09,Traditional paper-based manual training,s003M02TR03,Deliberate Practice,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"We compare the MAR application, which incorporates the signaling principle, with a traditional paper-based manual."
c202M01N10,Mobile Augmented Reality (MAR) application training,s003M02TP02,Immersive Training & Spatial Simulation,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"In this regard, this study developed a MAR framework and application to facilitate IoT assembly training."
c202M01N11,iPad Pro,s003M02TE02,Human–Computer Interaction and Immersive Technologies,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,an iPad Pro was chosen for its high computational power and large screen
c202M01N12,Vuforia Engine,s003M02TE02,Human–Computer Interaction and Immersive Technologies,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,marker-based AR application was developed using the Vuforia Engine
c202M01N13,QR code AR marker,s003M02TE05,"Imaging, Sensing, and Perception Technologies",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"A QR code served as the AR marker, placed on the breadboard"
c202M01N14,3D animated models,s003M02TE02,Human–Computer Interaction and Immersive Technologies,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,leveraging the signaling principle through 3D animated models
c202M01N15,Web server,s003M02TE04,"Data, Information, and Knowledge Systems",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,with the commands signal sent via a web server.
c202M01N16,NodeMCU ESP8266 microcontroller board,s003M02TE03,"Cyber-Physical Systems, IoT, and Smart Environments",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,the NodeMCU ESP8266 selected for the IoT assembly task
c202M01N17,High computational power of devices,s003M02OD05,Operational Resource Allocation & Dedicated Timeline Provisions,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The higher computational power of devices will enhance the performance of the AR tracking.
c202M01N19,Lack of clear position indicator on physical component,s003M02LI02,"Technical, System & Data Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"since there was no clear position indicator on the physical IoT circuit component, unlike the MAR method."
c202M01N20,Cognitive overload due to extraneous elements,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"In learning environments, extraneous elements often cause cognitive overload"
c202M01N21,Jittery visualization of holes on board,s003M02LI02,"Technical, System & Data Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,MAR still has jittery imagery of holes on board after several pins are connected
c202M01N23,Slight delays in animation after button click,s003M02LI02,"Technical, System & Data Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,such as slight delays in the animation after each button click.
c202M01N24,Repeated use of shuffled questions potential bias,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"validity of the 10-question knowledge test is acknowledged as a limitation, particularly due to repeated use of shuffled questions."
c202M02N01,IoT circuit assembly knowledge,s003M02EX02,Documented Process Narratives & Media,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The knowledge test encompassed the topics IoT. Each test question had 10 multiple-choice questions worth a total of 10 points.
c202M02N03,MAR application instructions,s003M02EX02,Documented Process Narratives & Media,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"The MAR application visualizes IoT circuit assembly steps, provides 3D models of circuit components, and enables user interaction."
c202M02N04,Assembly skill with reduced errors,s003M02TA01,Somatic Tacit Knowledge,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"The MAR group (0.5 error rate) made fewer errors than the paper group (1.35 error rate). The MAR group showed a significant reduction in errors (Z=-3.480, p=0.001)."
c202M02N05,Spatial positioning skill,s003M02TA02,Cognitive Tacit Knowledge,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,AR aids in information integration by associating virtual objects with real-world objects. The 3D model animation guides the user to follow the assembly positioning.
c202M02N06,Recall of assembly steps,s003M02TA02,Cognitive Tacit Knowledge,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Both groups were able to retain the knowledge which is from immediate post-test to delayed post-test. No statistically significant change (MAR p=0.886, paper p=0.914)."
c202M02N07,Participants,s003M02KH02,Users & Software Evaluators,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"40 participants, including 22 females 18 males, consisting of Degree students (36), Master (2), and PhD (2)."
c202M02N08,MAR group participants,s003M02KH02,Users & Software Evaluators,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"20 participants in the MAR group (10 male, 10 female)."
c202M02N09,Paper group participants,s003M02KH02,Users & Software Evaluators,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"20 participants in the paper group (8 male, 12 female)."
c202M02N10,Paper manual assembly training,s003M02TR03,Deliberate Practice,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Participants were required to read the paper manual as part of the traditional learning intervention. While assembling, they repeatedly referred to the paper manual."
c202M02N11,MAR application assembly training,s003M02TP02,Immersive Training & Spatial Simulation,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The MAR application learning intervention was conducted. AR displayed assembly steps to aid participants in constructing the Arduino-based IoT circuit.
c202M02N16,MAR application software,s003M02TE02,Human–Computer Interaction and Immersive Technologies,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The MAR application ... user interface in AR was developed to control the IoT components.
c202M02N18,Lack of spatial visualization,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Paper group participants commented ... no clear position indicator on the physical IoT circuit component, unlike the MAR method. Identifying appropriate hole positions ... requires significant cognitive effort."
c202M02N19,Attention switching cost,s003M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The paper approach required participants to switch their attention between the task at hand and reading instructions.
c202M02N20,Jittery visualization,s003M02LI02,"Technical, System & Data Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Participants also complain about the jittery visualization that affects the 3D model alignment with the breadboard, which impacts their judgment about the component assemble position."
c202M02N21,Inability to detect assembly errors,s003M02LI02,"Technical, System & Data Limitations",Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Participants also mentioned that 'we were unable to realize our mistakes during the assembly task, which led us to be unsuccessful in building the circuit in which the LED lamp was not lit up.'"
c203M01N01,Supply chain process familiarity,s003M02TA01,Somatic Tacit Knowledge,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Achieved memory describes the amount of knowledge, familiarity, and experience a firm possesses regarding the supply chain process."
c203M01N02,Shared consensus on common circular economy goals,s003M02TA03,Collective and Relational Tacit Knowledge,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,Shared meaning refers to the achievement of a consensus regarding the understanding of information among firms and their members and supply chains.
c203M01N03,Sustainability performance indicators,s003M02EX02,Documented Process Narratives & Media,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Building interfirm platforms that enable data interoperability, common standards and real-time sharing of sustainability performance indicators."
c203M01N04,CE metrics,s003M02EX01,Structured Technical Artifacts & Code,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,Embed CE metrics into performance dashboards to align operational goals with sustainability outcomes for fostering information dissemination activities.
c203M01N05,CEOs,s003M02KH01,Domain Experts & Operational Practitioners,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"The research team then emailed invitations to 495 qualified managers (e.g. CEOs, operations managers)"
c203M01N06,Operations managers,s003M02KH01,Domain Experts & Operational Practitioners,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"The research team then emailed invitations to 495 qualified managers (e.g. CEOs, operations managers)"
c203M01N07,Supply chain managers,s003M02KH01,Domain Experts & Operational Practitioners,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"allowing only respondents from manufacturing firms based in France who held managerial positions (e.g. CEOs, supply chain managers)"
c203M01N08,Supply chain partners,s003M02KH01,Domain Experts & Operational Practitioners,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"The CE business model implementation demands changes in processes, an intensive flow of information and materials among different supply chain tiers and different ways of collaborating with suppliers and consumers."
c203M01N09,Fragmented departmental communication,s003M02TR04,Knowledge Cafés,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"the construct focuses on interdepartmental information sharing within firms. However, the connection between I4.0 technologies and CE capabilities may depend more heavily on information exchange at the supply chain level."
c203M01N10,Structured knowledge management systems,s003M02TP01,Automated Process Documentation & Synthesis,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,firms should invest in structured knowledge management systems that support both knowledge acquisition and memory retention.
c203M01N11,Interfirm platforms,s003M02TP01,Automated Process Documentation & Synthesis,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Specifically, building interfirm platforms that enable data interoperability, common standards and real-time sharing of sustainability performance indicators"
c203M01N12,Big data analytics (BDA),s003M02TE04,"Data, Information, and Knowledge Systems",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Industry 4.0 (I4.0) technologies, including, digital technologies (DT) such as, big data analytics (BDA), internet of things (IoT) and artificial intelligence (AI)"
c203M01N13,Internet of things (IoT),s003M02TE03,"Cyber-Physical Systems, IoT, and Smart Environments",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Industry 4.0 (I4.0) technologies, including, digital technologies (DT) such as, big data analytics (BDA), internet of things (IoT) and artificial intelligence (AI)"
c203M01N14,Artificial intelligence (AI),s003M02TE01,Artificial Intelligence and Intelligent Computation,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Industry 4.0 (I4.0) technologies, including, digital technologies (DT) such as, big data analytics (BDA), internet of things (IoT) and artificial intelligence (AI)"
c203M01N15,Blockchain,s003M02TE06,"Distributed, Secure, and Trust Technologies",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Although some conceptual frameworks suggest that technologies such as AI, BDA, IoT and blockchain can enhance knowledge transformation"
c203M01N16,Absorptive capacity of supply chain actors,s003M02OD04,Intrinsic Identity & Cultural Knowledge-Sharing Values,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,It suggests that the transformative potential of digitalization in the CE context is contingent upon the absorptive capacity of supply chain actors.
c203M01N17,Embedding knowledge development as a core function,s003M02OD02,Strategic Leadership Advocacy & Technical Championship,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Through a managerial lens, our findings highlight the need to embed knowledge development as a core function in digital transformation roadmaps."
c203M01N18,Environmental uncertainty,s003M02ED02,Market Dynamics & Industry Baselines,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"Finally, given that businesses operate in increasingly uncertain environments, our findings confirm that SCKDP play a crucial role in enabling firms to develop CE capabilities through DT."
c203M01N19,Heterogeneity of supply chain members,s003M02ED02,Market Dynamics & Industry Baselines,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"This difficulty is often rooted in the heterogeneity of supply chain members, including differences in bargaining power, firm size, technological maturity and cultural factors"
c203M02N01,Achieved memory,s003M02TA03,Collective and Relational Tacit Knowledge,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"'Achieved memory (AM) refers to the amount of knowledge, familiarity, and experience a firm possesses regarding the supply chain process.' (p.6)"
c203M02N02,Shared meaning,s003M02TA03,Collective and Relational Tacit Knowledge,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,Shared meaning refers to the achievement of a consensus regarding the understanding of information among firms and their members and supply chains. (p.6)
c203M02N03,Circular economy capabilities,s003M02TA02,Cognitive Tacit Knowledge,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,'CE capabilities refer to the ability of a firm to allocate a bundle of resources to implement CE practices in its business processes effectively.' (p.5)
c203M02N04,"Digital technologies (IoT, AI, BDA, blockchain)",s003M02TE04,"Data, Information, and Knowledge Systems",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"'Digital technologies, including IoT, blockchain, AI and BDA, are widely recognized as critical enablers of the CE implementation.' (p.5)"
c203M02N05,Knowledge acquisition activities,s003M02TP01,Automated Process Documentation & Synthesis,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"DT are positively associated with knowledge acquisition activities (H2b supported, p.12). 'Knowledge acquisition refers to the process of gathering useful information.' (p.6)"
c203M02N06,Information dissemination activities,s003M02TP01,Automated Process Documentation & Synthesis,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"'Information dissemination is the sharing of information gathered internally, within organizational areas and activities, through formal and informal channels.' (p.6)"
c203M02N07,Firms,s003M02KH01,Domain Experts & Operational Practitioners,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,The unit of analysis is the firm; 'firm as the unit of analysis' (p.8)
c203M02N09,"Managers (CEOs, operations managers)",s003M02KH01,Domain Experts & Operational Practitioners,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"'upper and middle managers working at firms' (p.8), 'CEOs, operations managers' (p.8)"
c203M02N10,Interdepartmental information sharing,s003M02TR04,Knowledge Cafés,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,'the construct [information dissemination activities] focuses on interdepartmental information sharing within firms' (p.15)
c203M02N13,Corporate culture / sustainability mindset,s003M02OD04,Intrinsic Identity & Cultural Knowledge-Sharing Values,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,'absence of a deeply embedded sustainability mindset' as a barrier (p.19)
c203M02N14,Lack of direct DT‑CE link,s003M02LI03,"Cost, Resource & Structural Limitations",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,H1 rejected: 'no association is found with CE capabilities (0.154; p > 0.1)' (p.12)
c203M02N15,Interorganisational boundaries,s003M02LI03,"Cost, Resource & Structural Limitations",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"'interorganizational boundaries' (p.6), 'heterogeneity of supply chain members' (p.19)"
c203M02N16,Information dissemination non‑mediation,s003M02LI02,"Technical, System & Data Limitations",Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,'no significant indirect relationship through information dissemination activities' (p.12)
c203M02N17,DT‑enabled knowledge storage,s003M02TP01,Automated Process Documentation & Synthesis,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"DT are positively associated with achieved memory (H2a, p.12), implying use of DT to store and retain knowledge."
c203M02N18,Supply chain experience,s003M02TA01,Somatic Tacit Knowledge,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,'experience a firm possesses regarding the supply chain process' (p.6)
