src_node_id,dst_node_id,relation_type,evidence_label,case_title
c002M01N05,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N06,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N07,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N08,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N09,s001M02TR08,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N10,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N11,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N12,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N13,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N14,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N15,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N17,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N18,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N19,s001M02ED04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N20,s001M02LI03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N21,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N22,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N23,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M01N24,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N01,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N02,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N03,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N04,s001M02OD06,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N05,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N06,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N07,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N08,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N10,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N12,s001M02TR08,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N13,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N14,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N15,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N18,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N20,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N21,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N22,s001M02OD06,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N24,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N25,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N26,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N27,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c002M02N28,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N01,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N02,s001M02TA04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N03,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N05,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N06,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N07,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N08,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N09,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N10,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N11,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N12,s001M02OD05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N13,s001M02ED01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M01N15,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N02,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N05,s001M02TA04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N06,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N07,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N10,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N12,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N11,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N13,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N14,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N15,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N16,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N17,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N18,s001M02ED03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N19,s001M02ED01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N20,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N22,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c003M02N23,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N01,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N03,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N04,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N05,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N06,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N07,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N08,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N09,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N10,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N11,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N12,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N13,s001M02TR05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N14,s001M02TR09,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N15,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N16,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N17,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N18,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N19,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N20,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N21,s001M02TE01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N22,s001M02TE01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N23,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N24,s001M02OD06,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N25,s001M02OD05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N26,s001M02OD04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N27,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N28,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N29,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M01N30,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N02,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N03,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N07,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N08,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N12,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N14,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N15,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N16,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N17,s001M02TR05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N18,s001M02TR04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N19,s001M02TR09,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N20,s001M02TR09,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N21,s001M02TR05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N22,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N23,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N24,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N25,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N26,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N27,s001M02TE01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N29,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N31,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N32,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N33,s001M02OD05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N35,s001M02OD04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N36,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N37,s001M02LI03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N38,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N39,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N40,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N41,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c004M02N42,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N01,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N02,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N03,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N04,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N05,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N06,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N07,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N08,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N09,s001M02TR02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N10,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N11,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N12,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N13,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N14,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N15,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N16,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N17,s001M02LI03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N18,s001M02LI03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N19,s001M02LI03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N20,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M01N21,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N01,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N02,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N03,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N04,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N09,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N10,s001M02TA01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N12,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N15,s001M02TR03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N17,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N19,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N20,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N22,s001M02TE03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N24,s001M02TE05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N26,s001M02OD05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N28,s001M02ED03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N29,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N30,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N31,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N32,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c005M02N33,s001M02LI03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N01,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N02,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N03,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N04,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N05,s001M02TA04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N06,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N07,s001M02TA04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N08,s001M02TA02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N09,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N10,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N11,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N12,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N13,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N14,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N15,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N17,s001M02KH01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N18,s001M02TR05,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N19,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N20,s001M02TP01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N21,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N22,s001M02OD04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N23,s001M02ED02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N24,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N25,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M01N26,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N04,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N06,s001M02TP03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N07,s001M02TP02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N08,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N09,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N10,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N11,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N12,s001M02TE02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N13,s001M02TE04,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N14,s001M02ED01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N15,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N16,s001M02LI01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N18,s001M02LI02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N19,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N20,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N21,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N22,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c006M02N23,s001M02EX03,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c007M01N01,s001M02EX02,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
c007M01N02,s001M02EX01,is an instance of,G,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders)
