node_id,node_name,parent_id,category,case_title,evidence_statement
c101M01N17,Consumer-grade laptop hardware,s002M02OD05,Operational Resource Allocation & Dedicated Timeline Provisions,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,reducing computational requirements to enable operation on consumer-grade laptop (Lenovo Legion 5 Pro with 6GB VRAM).
c101M01N18,Resource-limited settings,s002M02ED02,Market Dynamics & Industry Baselines,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"This approach represents a practical, scalable strategy for enhancing pediatric surgery education, particularly in resource-limited settings."
c101M01N19,Declining clinical exposure,s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Pediatric surgery education faces significant challenges in contemporary medical training. General surgery residents complete only 33.8 designated pediatric cases
c101M01N20,High cost of professional studio production,s002M02LI03,"Cost, Resource & Structural Limitations",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,High-quality video production typically requires professional studios with substantial costs
c101M01N21,Green screen technical challenges,s002M02LI02,"Technical, System & Data Limitations",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Green screen chroma keying presents substantial technical challenges: uneven lighting causing shadows and hot spots, color spill requiring extensive correction"
c101M01N22,Lack of long-term retention assessment,s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Second, outcomes were assessed immediately after video viewing; therefore, long-term knowledge retention and transfer to clinical performance were not evaluated."
c101M02N01,Pediatric surgery lecture scripts,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Standardized 6-10 min lecture scripts were developed by board-certified pediatric surgeons.
c101M02N02,Expert-curated illustrations,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Overlay of expert-curated illustrations using DaVinci Resolve.
c101M02N03,40-item multiple-choice examination,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Knowledge acquisition assessed by a 40-item multiple-choice examination.
c101M02N04,Knowledge acquisition scores (%),s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Mean scores were 76.8% (SD 9.2) AI-enhanced versus 69.5% (SD 10.4) standard.
c101M02N06,Confidence in understanding,s002M02TA02,Cognitive Tacit Knowledge,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Confidence in understanding (component of clarity scale) was significantly higher in AI-enhanced group (4.49 vs. 3.93).
c101M02N07,Visual comfort,s002M02TA02,Cognitive Tacit Knowledge,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Secondary outcome: visual comfort (mean 4.48 vs. 3.91; p<0.001).
c101M02N08,Perceived professionalism,s002M02TA02,Cognitive Tacit Knowledge,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Secondary outcome: perceived professionalism (mean 4.51 vs. 3.89; p<0.001).
c101M02N09,Willingness to recommend format,s002M02TA03,Collective and Relational Tacit Knowledge,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Willingness to recommend: 87.5% AI-enhanced vs. 63.3% standard.
c101M02N12,Pediatric surgery residents (PGY 1-2),s002M02KH02,"Active Trainees, Learners & Target Demographics",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Junior residents PGY 1-2 comprised 8.3% (n=20) of participants.
c101M02N13,Professional studio video production,s002M02TR05,Knowledge Harvesting Workshops,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Traditional studio production includes rental ($500-2,000), equipment ($1,000-5,000), and videographer services ($500-1,500)."
c101M02N14,Green screen chroma keying,s002M02TR03,Deliberate Practice,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Green screen requires even lighting, six-foot separation, wardrobe restrictions, and extensive post-production color matching."
c101M02N15,Textbook-based learning,s002M02TR03,Deliberate Practice,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Secondary outcome: perceived improvement compared with textbook-based learning (84.2% AI-enhanced vs. 59.2% standard).
c101M02N16,AI-enhanced video production workflow,s002M02TP02,"Automated Assessment, Validation & Digital Preprocessing Practices",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"AI processing performed on still frames: masking, inpainting using FLUX models, frame assembly in DaVinci Resolve."
c101M02N17,Standard video editing (DaVinci Resolve),s002M02TP02,"Automated Assessment, Validation & Digital Preprocessing Practices",Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Basic editing including trimming silences, removing pauses, color adjustment, and overlay of illustrations using DaVinci Resolve."
c102M01N01,Standard Baduanjin routine definitions,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,A movement animation data repository containing the eight styles of movements realizes the unified mapping of standard movement keyframes.
c102M01N02,Historical and rehabilitative knowledge cards,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The system constructs a rehabilitation interaction process centered on knowledge card feedback... describing historical background and rehabilitative effects.
c102M01N03,Baduanjin physical coordination skill,s002M02TA01,Somatic Tacit Knowledge,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Limb coordination disorder affects people's ability to perform daily activities... Baduanjin has auxiliary therapeutic effects on cardiorespiratory and musculoskeletal rehabilitation.
c102M01N05,Healthy adult volunteers,s002M02KH02,"Active Trainees, Learners & Target Demographics",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,...and 48 healthy adult volunteers randomized into experimental and control groups.
c102M01N06,Professional teachers,s002M02KH01,Domain Experts & Clinical Validated Agents,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Relying on the oral teaching of the dissemination of the way requires a large number of professional teachers.
c102M01N07,Traditional text and graphic training methods,s002M02TR03,Deliberate Practice,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The comparison system used non-interactive instructional materials consisting of static images and text.
c102M01N08,The Wonderful Journey Based on Baduanjin (TWJB) system,s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"This study presents The Wonderful Journey Based on Baduanjin (TWJB), a gamified virtual rehabilitation system that integrates somatosensory interaction."
c102M01N09,Kinect V2 sensor,s002M02TE05,"Imaging, Sensing, and Perception Technologies",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The system employs the Kinect V2... selected due to its stable 25-joint tracking at 30 Hz.
c102M01N10,Cascadeur software,s002M02TE02,Human–Computer Interaction and Immersive Technologies,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,All motion sequences are manually created as 3D keyframe animations using Cascadeur.
c102M01N11,Dynamic Time Warping algorithm rules,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The motion recognition module applies Dynamic Time Warping (DTW) to match the real-time motion sequence.
c102M01N12,Monotony and high repetitiveness,s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional rehabilitation approaches often suffer from low adherence due to their monotony and high repetitiveness.
c102M01N13,Scarcity of professional training resources,s002M02LI03,"Cost, Resource & Structural Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"However, these resources are currently very scarce, which makes it difficult to popularize."
c102M01N14,High treatment cost,s002M02LI03,"Cost, Resource & Structural Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The traditional rehabilitation treatment often has the defects such as boring, high treatment cost."
c102M01N15,Lack of real-time interactive feedback,s002M02LI02,"Technical, System & Data Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as a single form of intervention and lagging feedback.
c102M02N01,Baduanjin movement instructions,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The system organizes a movement animation data repository containing the eight styles of movements, realizing unified mapping of standard movement keyframes, movement semantics and voice commands"
c102M02N02,Cultural historical background,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Each card presents historical context, intangible cultural heritage (ICH) knowledge, and the corresponding rehabilitative effect"
c102M02N03,Health benefits and rehabilitative effects,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Each card presents... the corresponding rehabilitative effect. For example, after performing the 'Drumming and Cursing Cao' movement, the card highlights its role in promoting blood circulation and strengthening the arms"
c102M02N04,Quiz questions and answers,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,A knowledge quiz session allows users to answer Baduanjin-related questions to test and reinforce their understanding
c102M02N05,Standardized Baduanjin animation asset library,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,A complete Baduanjin animation asset library was constructed based on authoritative movement references. Each of the eight traditional routines was analyzed and segmented into semantically meaningful keyframes
c102M02N06,Movement semantics and voice commands mapping,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Unified mapping of standard movement keyframes, movement semantics and voice commands"
c102M02N07,DTW distance thresholds and scoring metrics,s002M02EX02,Curated Digital Reference Media & Assessment Metrics,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,D_min ≤ δ1 ⇒ Good; δ1 < D_min ≤ δ2 ⇒ Pass; D_min > δ2 ⇒ Fail. Score = α·(1−D̂)+β·QuizAcc+γ·NPCInteract
c102M02N08,Embodied cognition of correct movement execution,s002M02TA01,Somatic Tacit Knowledge,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The TWJB system effectively enhances users' self-perception of movement accuracy and execution initiative through virtualized body synchronized feedback
c102M02N09,Real-time motion coordination skill,s002M02TA04,Adaptive Tacit Knowledge,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,System captures and evaluates user performance in real time... helping users to focus their corrections
c102M02N10,Self-perception of movement accuracy,s002M02TA02,Cognitive Tacit Knowledge,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Enhances users' self-perception of movement accuracy
c102M02N11,Situational awareness during training,s002M02TA04,Adaptive Tacit Knowledge,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The user avatar captures the user's skeletal motion data... and mimics the user's movements in real time, which is displayed in the virtual environment"
c102M02N12,Patients with mild physical coordination disorders,s002M02KH02,"Active Trainees, Learners & Target Demographics",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The participant pool included 30 adult patients with mild physical coordination disorders (randomized into experimental and control groups of 15)
c102M02N14,Virtual instructor (Liu Miaozhen),s002M02KH01,Domain Experts & Clinical Validated Agents,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The accompanying avatar 'Liu Miaozhen' is a virtual character with a dual identity, not only as an experienced Baduanjin non-legacy culture inheritor, but also as the user's movement guide"
c102M02N17,Oral teaching,s002M02TR07,Mentoring,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Current dissemination forms include: oral teaching, books and literature, audio-visual video, art performance"
c102M02N19,Audio-visual video watching,s002M02TR08,Storytelling,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Books and literature, audio-visual video"
c102M02N20,Static UI prompts (comparison system),s002M02TR03,Deliberate Practice,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The comparison system used non-interactive instructional materials consisting of static images and text
c102M02N21,Pre-recorded video demonstrations,s002M02TR08,Storytelling,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Video-based instruction could provide more dynamic guidance, but it was excluded from the control group because it lacks real-time feedback and interactivity"
c102M02N22,TWJB system (gamified virtual rehabilitation system),s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The Wonderful Journey Based on Budaunjin (TWJB), a gamified virtual rehabilitation system that integrates somatosensory interaction with the traditional Chinese exercise Budaunjin"
c102M02N23,Real-time motion capture and feedback module,s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The system captures and evaluates user performance in real time, offering visual comparison with Liu Miaozhen's demonstration and auditory feedback to ensure movement accuracy"
c102M02N24,Gamified knowledge cards collection,s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Each time the user completes the correct movement, a virtual card will be collected, and these cards not only provide relevant knowledge, but also motivate the user to continue"
c102M02N25,Knowledge quiz game,s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,A knowledge quiz session allows users to answer Baduanjin-related questions to test and reinforce their understanding. Correct answers are rewarded with extra points and virtual prizes
c102M02N29,Unity3D,s002M02TE02,Human–Computer Interaction and Immersive Technologies,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Strong compatibility with Unity3D
c102M02N30,Dynamic Time Warping (DTW) algorithm,s002M02TE08,"Rule-Based, Decision, and Expert Systems",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The motion recognition module applies Dynamic Time Warping (DTW) to match the real-time motion sequence P with predefined reference templates Q
c102M02N31,Skeletal tracking (25 joints),s002M02TE05,"Imaging, Sensing, and Perception Technologies",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Microsoft Kinect V2 sensor... tracks 25 skeletal joints at a frame rate of 30Hz
c102M02N32,Double exponential smoothing filter,s002M02TE08,"Rule-Based, Decision, and Expert Systems",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,A double exponential smoothing filter is applied to each joint trajectory to mitigate sensor noise and reduce temporal jitter
c102M02N33,Final IK (inverse kinematics rig),s002M02TE02,Human–Computer Interaction and Immersive Technologies,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The user avatar is animated using an IK rig (Final IK)
c102M02N34,RT-Voice SDK,s002M02TE02,Human–Computer Interaction and Immersive Technologies,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"RT-Voice SDK is used to vocalize joint-specific guidance, synchronized with visual cues at 60 fps and an 80 ms response latency"
c102M02N35,Cascadeur,s002M02TE02,Human–Computer Interaction and Immersive Technologies,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The animation sequences were produced using Cascadeur, a physics-based keyframe animation tool that supports inverse kinematics (IK), center-of-mass alignment, and trajectory prediction"
c102M02N36,Availability of professional teachers and scientific training system,s002M02OD07,Expert Participation Frameworks & Succession Structures,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Relying on the oral teaching... requires a large number of professional teachers and scientific training system. However, these resources are currently very scarce"
c102M02N37,Low patient compliance,s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as... leading to insufficient patient compliance and thus affecting the rehabilitation effect
c102M02N38,Boredom due to monotony,s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Traditional exercise rehabilitation methods often have problems such as a single form of intervention, high repetitiveness... the practice method of traditional Baduanjin is single and lacks of interest, which makes people easily feel boring"
c102M02N39,Lagging feedback,s002M02LI02,"Technical, System & Data Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as... lagging feedback
c102M02N40,Passive learning,s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"In the comparison system, users passively receive Baduanjin-related knowledge by reading a scrolling user interface or a book with automatic page-turning"
c102M02N41,Scarcity of professional teachers,s002M02LI03,"Cost, Resource & Structural Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Relying on the oral teaching... requires a large number of professional teachers and scientific training system. However, these resources are currently very scarce"
c102M02N43,Short training period (study limitation),s002M02LI03,"Cost, Resource & Structural Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The relatively limited sample size of subjects and the short training period are not yet sufficient to assess the sustained effect of the system in long-term intervention
c102M02N44,Small sample size (study limitation),s002M02LI01,"Human, Cognitive & Knowledge Retention Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The relatively limited sample size of subjects
c102M02N45,Action recognition not using deep learning,s002M02LI02,"Technical, System & Data Limitations",Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The action recognition algorithm is still based on traditional skeleton matching, and deep learning models have not yet been introduced to improve recognition accuracy and feedback sensitivity"
c103M01N01,Robot Knowledge / Process Steps,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Game-based learning as training to use a chemotherapy preparation robot,"For Knowing the manufacturing steps, cards with the steps were placed in the correct order."
c103M01N02,Criteria for Robot Use / Compound Specificities,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Game-based learning as training to use a chemotherapy preparation robot,"For Knowing the criteria for using the robot, teams guessed whether certain compounds could be used with the robot."
c103M01N03,Production Error Protocols,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Game-based learning as training to use a chemotherapy preparation robot,"For Knowing how to handle production errors, the answer to each error (taken from real-life issues) was selected from four options."
c103M01N04,Institutional Internal Procedures,s002M02EX01,"Codified Guidelines, Standards & Blueprints",Game-based learning as training to use a chemotherapy preparation robot,participants read the institution's internal procedures about working with the robot
c103M01N05,Hands-on Robot Management Competency,s002M02TA01,Somatic Tacit Knowledge,Game-based learning as training to use a chemotherapy preparation robot,developing operators' understanding of the process and helping them acquiring the competencies to manage the robot.
c103M01N06,Dose-banding Preparation Skill,s002M02TA01,Somatic Tacit Knowledge,Game-based learning as training to use a chemotherapy preparation robot,"The team, thus, underwent a dose-banding exercise"
c103M01N07,Individualized Preparation Skill,s002M02TA01,Somatic Tacit Knowledge,Game-based learning as training to use a chemotherapy preparation robot,and an individualized preparation exercise
c103M01N08,Self-efficacy Belief in Robot Use,s002M02TA02,Cognitive Tacit Knowledge,Game-based learning as training to use a chemotherapy preparation robot,"Before, after the training, and at 6 months (6M), their robot knowledge was assessed on a 0-24-scale, motivation and self-efficacy in using it on 0-to-100 scales."
c103M01N09,Operator Motivation,s002M02TA02,Cognitive Tacit Knowledge,Game-based learning as training to use a chemotherapy preparation robot,"Complex technical use, downtime periods, and insufficient training caused a drop in motivation"
c103M01N10,Trainers (Expert ICT Operators),s002M02KH01,Domain Experts & Clinical Validated Agents,Game-based learning as training to use a chemotherapy preparation robot,Operators were classified as trainers or trainees according to their knowledge about Information and Communication Technologies.
c103M01N11,Trainees (Resistant/Functional ICT Operators),s002M02KH02,"Active Trainees, Learners & Target Demographics",Game-based learning as training to use a chemotherapy preparation robot,The question-naire made it possible to identify those resistant operators who would need more support
c103M01N12,Pharmacist Specialized in Using the Robot,s002M02KH01,Domain Experts & Clinical Validated Agents,Game-based learning as training to use a chemotherapy preparation robot,The trainer was a pharmacist who specialized in using the robot.
c103M01N13,Conventional Format Training,s002M02TR07,Mentoring,Game-based learning as training to use a chemotherapy preparation robot,"These sessions were conducted following a conventional format consisting of trainees reading the recommended procedures, being shown the processes, and then repeating them themselves."
c103M01N14,Game-based Theoretical Training Sessions,s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Game-based learning as training to use a chemotherapy preparation robot,"We created a short, playful, standardized, gamed-based training program to address this, and evaluated its impact."
c103M01N15,Practical Training via Adapted Peyton Approach,s002M02TP01,Interactive Virtual Simulators & Gamified Learning Workshops,Game-based learning as training to use a chemotherapy preparation robot,"Using an adapted version of the Peyton approach, the trainer became the trainee, and the trainee became the trainer"
c103M01N16,Preparatory Work and Digital Mind Map Introduction,s002M02TP02,"Automated Assessment, Validation & Digital Preprocessing Practices",Game-based learning as training to use a chemotherapy preparation robot,"For the introduction, a mind map representing the training program's goals and the process for using the robot was created on Framindmap®."
c103M01N18,Learning Designer Online Software,s002M02TE04,"Data, Information, and Knowledge Systems",Game-based learning as training to use a chemotherapy preparation robot,Learning Designer®'s free online software was used to help build the training program.
c103M01N19,Framindmap Software,s002M02TE02,Human–Computer Interaction and Immersive Technologies,Game-based learning as training to use a chemotherapy preparation robot,a mind map representing the training program's goals and the process for using the robot was created on Framindmap®.
c103M01N21,Pairwise Operator Work Schedule Alignment,s002M02OD05,Operational Resource Allocation & Dedicated Timeline Provisions,Game-based learning as training to use a chemotherapy preparation robot,Training took place during the afternoon with teams of trainer/trainee constituted according to the work schedule of the unit.
c103M01N22,Good Manufacturing Practices Standards,s002M02ED01,Macro-Regulatory & Jurisdictional Frameworks,Game-based learning as training to use a chemotherapy preparation robot,the standards of quality expected in Good Manufacturing Practices must be ensured.
c103M01N23,Complex Technical Use,s002M02LI02,"Technical, System & Data Limitations",Game-based learning as training to use a chemotherapy preparation robot,"Complex technical use, downtime periods, and insufficient training caused a drop in motivation and disparities in operators' knowledge."
