node_id,node_name,category,evidence_label,case_title,evidence_statement,evidence_location
c005M01N18,Dedicated web application questionnaire tabulation,Technology-enable Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"In addition, a dedicated web application (Fig.6) has been developed separately for the purpose of streamlining questionnaires and is used to tabulate and analyse the data.",PAGE 3
c005M01N19,Wearable IMU sensors,Digital Technology,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"In this study, a lumbar load measuring device with multiple IMU sensors was used to measure workload.",PAGE 2
c005M01N20,Wearable camera,Digital Technology,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,and recorded video footage of the work situation using a wearable camera (Fig. 4).,PAGE 2
c005M01N21,Dedicated web application,Digital Technology,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"In addition, a dedicated web application (Fig.6) has been developed separately",PAGE 3
c005M01N22,Task allocation criteria based on physical ability,Organizational Dependency,I,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,It is also necessary to set the workload capacity based on physical ability.,PAGE 5
c005M01N23,Promotion of safety awareness,Organizational Dependency,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,and promote safety awareness among workers.,PAGE 2
c005M01N24,One-item production basis,Environmental Dependency,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,The application of robots on construction sites is a cherished desire for the construction industry where one-item production is the basis.,PAGE 1
c005M01N25,Risk of low back pain syndromes,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"Consequently, they are more prone to developing low back pain (LBP) syndromes from overexertion at work.",PAGE 2
c005M01N26,Physical fatigue accumulation,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,or that the accumulation of physical fatigue makes him less physically able than he should be.,PAGE 6
c005M01N27,Decline in construction workers,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,as part of a countermeasure to the decline in construction workers and new hires.,PAGE 1
c005M01N28,Unaware of weakening core,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,and may not be aware of their weakening core.,PAGE 2
c005M02N01,Grip strength score,Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Physical strength measurements included seven events: ... grip strength,Page 2
c005M02N03,Plank duration,Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Physical strength measurements included seven events: ... plank,Page 2
c005M02N04,Two-step value,Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Physical strength measurements included seven events: two-step,Page 2
c005M02N05,Seated stepping count,Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Physical strength measurements included seven events: seated stepping,Page 2
c005M02N07,Foot grip strength score,Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Physical strength measurements included seven events: foot grip strength,Page 2
c005M02N08,Lumbar load value (F_hour),Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Lumbar load values during work are estimated; F_hour represents the lumbar load per working hour,Page 4-5
c005M02N09,Normalized lumbar load per hour (Ŵ_hour),Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Ŵ_hour = F_hour/(height*weight) represents load caused by postural changes per working hour,Page 4
c005M02N16,HOHSRAM model,Explicit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Evaluation charts such as HOHSRAM have been utilized,Page 1
c005M02N17,Workers' flexibility,Tacit Knowledge,I,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Individuals aged 45+ have reduced flexibility; functional reach measures flexibility near biceps femoris,"Page 2, Page 5"
c005M02N19,Workers' core strength,Tacit Knowledge,I,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Older workers may be unaware of their weakening core; plank measures core strength,Page 2
c005M02N20,Workers' confidence in physical strength,Tacit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Older workers have more confidence in their physical strength compared to younger generations,Page 2
c005M02N21,Workers' awareness of weakening core,Tacit Knowledge,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Older workers may not be aware of their weakening core,Page 2
c005M02N22,Construction workers,Knowledge Holder,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Physical strength measurements and questionnaires administered to 320 construction workers,Page 4
c005M02N23,Workers with LBP history,Knowledge Holder,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,There were 111 subjects with LBP; groups divided according to presence or absence of LBP,Page 5
c005M02N25,Older construction workers (aged 45+),Knowledge Holder,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Individuals aged 45 and older are the most likely to require an assistance suit,Page 2
c005M02N26,Assistive suits evaluation via questionnaire,Traditional Human-central Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,We introduced multiple assistive suits to the site and conducted a questionnaire survey,Page 1
c005M02N27,Age-based task allocation,Traditional Human-central Practice,I,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Building work acquired in this study revealed that task allocation based on age was not conducted (implying it is a traditional practice elsewhere),Page 5
c005M02N28,Use of OWAS/RULA/REBA charts,Traditional Human-central Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"Evaluation charts such as the OWAS method, RULA, REBA and HOHSRAM have been utilized",Page 1
c005M02N29,Paper-based questionnaire survey,Traditional Human-central Practice,I,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,A dedicated web application was developed to streamline questionnaires (implies traditional paper-based existed),Page 3
c005M02N30,Physical strength measurement using dedicated web app,Technology-enable Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,A dedicated web application has been developed for the purpose of streamlining questionnaires and is used to tabulate and analyse the data,Page 3
c005M02N31,Lumbar load measurement using IMU sensors,Technology-enable Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,A lumbar load measuring device with multiple IMU sensors was used to measure workload,Page 2
c005M02N32,Work posture video recording using wearable camera,Technology-enable Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,We were present at each worker's worksite and recorded video footage of the work situation using a wearable camera,Page 2
c005M02N33,Smartsuit fitting session,Technology-enable Practice,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,We began by holding multiple passive assistive suit fitting events to help many people understand the benefits of assistive suits,Page 2
c005M02N38,Smartsuit,Digital Technology,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Smartsuit is a product that embodies KEIROKA,Page 2
c005M02N39,Decline in construction workers,Environmental Dependency,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,General contractors are racing to develop construction robots as part of a countermeasure to the decline in construction workers,Page 1
c005M02N40,Non-uniform effect of assistive suits,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,It doesn't have a uniform effect on everyone,Page 1
c005M02N41,No correlation between workload and assistive technologies,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,There is no correlation between the workload and the assistive technologies,Page 1
c005M02N42,Unclear target audience for assistive technologies,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,It is unclear who the target audience is and what approaches can be taken,Page 1
c005M02N43,Workers' unawareness of weakening core,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,They may not be aware of their weakening core,Page 2
c005M02N44,LBP risk not predictable by age,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,"We do not see a low trend in lumbar load by age, we can conclude that there is little need to limit work by age",Page 5
c005M02N45,Measurement time limited to one hour,Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,The measurement time for waist load was set to within one hour,Page 4
c005M02N47,No significant difference in physical performance between LBP groups (p=0.158),Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,One-sided T-test showed that p=0.158 and no significant difference was found in the evaluation of physical performance according to the presence or absence of LBP,Page 5
c005M02N48,Incomplete analysis (workload and years of experience not yet analyzed),Limitation,E,Fundamental Knowledge Acquisition by Using Wearable Sensor for “KEIROKA” of Construction Industry,Analysis will be carried out to determine whether the physical performance assessment index is affected by workload and years of experience,Page 5
