uuid,Title,Abstract,DOI Link,Publication title,deepseek_kr_flag,qwen_kr_flag,deepseek_kr_evidence,qwen_kr_evidence,deepseek_TK_normalized,qwen_TK_normalized,deepseek_DT_flag,qwen_DT_flag,deepseek_DT_evidence,qwen_DT_evidence,deepseek_DT_normalized,qwen_DT_normalized,deepseek_article_type,qwen_article_type,deepseek_ic_label,qwen_ic_label
f63ba7d9-cc66-4f14-88c3-b2ac58bfdf26,Utilizing Iot Sensors And Spatial Data Mining For Analysis Of Urban Space Actors’ Behavior In University Campus Space Design,"This paper discusses the use of IoT sensor networks and spatial data mining methods to support the design process in the revitalization of the university campus of the Warsaw University of Technology (WUT) in the spirit of universal design. The aim of the research was to develop a methodology for the use of IoT and edge computing for the acquisition of spatial knowledge based on spatial big data, as well as for the development of an open (geo)information society that shares the responsibility for the process of shaping the spaces of smart cities. The purpose of the article is to verify the hypothesis on whether it is possible to obtain spatial–temporal quantitative data that are useful in the process of designing the space of a university campus using low-cost Internet of Things sensors, i.e., already existing networks of CCTV cameras supported by simple installed beam-crossing sensors. The methodological approach proposed in the article combines two main areas—the use of IT technologies (IoT, big data, spatial data mining) and data-driven design based on analysis of urban space actors’ behavior for participatory revitalization of a university campus. The research method applied involves placing a network of locally communicating heterogeneous IoT sensors in the space of a campus. These sensors collect data on the behavior of urban space actors: people and vehicles. The data collected and the knowledge gained from its analysis are used to discuss the shape of the campus space. The testbed of the developed methodology was the central campus of the WUT (Warsaw University of Technology), which made it possible to analyze the time-varying use of the selected campus spaces and to identify the premises for the revitalization project in accordance with contemporary trends in the design of the space of HEIs (higher education institutions), as well as the needs of the academic community and the residents of the capital. The results are used not only to optimize the process of redesigning the WUT campus, but also to support the process of discussion and activation of the community in the development of deliberative democracy and participatory shaping of space in general. © 2025 by the authors.",10.3390/s25051393,Sensors,Yes,No,The abstract discusses 'acquisition of spatial knowledge based on spatial big data' and 'the knowledge gained from its analysis are used to discuss the shape of the campus space'. This implies capturing knowledge about urban space actors' behavior from IoT sensor data for use in design.,"The abstract focuses on the use of IoT sensor networks and spatial data mining methods to support the design process in the revitalization of the university campus, but does not discuss capturing or retaining knowledge from individuals or organizations.",Collective Tacit Knowledge,None identified,Yes,Yes,"The abstract explicitly uses 'IoT sensor networks and spatial data mining methods', 'low-cost Internet of Things sensors', 'CCTV cameras', and 'beam-crossing sensors' to collect data and acquire spatial knowledge.","The abstract mentions the use of IoT sensor networks, edge computing, and spatial data mining to collect and analyze data on the behavior of urban space actors.","Cyber-Physical Systems, IoT, and Smart Environments","Cyber-Physical Systems, IoT, and Smart Environments; Data, Information, and Knowledge Systems",Case Study,Empirical Study,True,False
b911985e-4c6b-46dc-8af8-46b772ab780e,Be A Contributor Or Consumer? Effects Of Subscription On User Engagement In Knowledge-Sharing Communities,"In knowledge-sharing communities, understanding the dynamic impact of subscription on user behavior has become a critical focus for platform management. While existing studies primarily addressed on the motivations behind subscription decisions and continued usage, there is a lack of research on how users' engagement behaviors evolve after subscribing. This paper investigates the transformative effects of users' identity transitions during the subscription process on their engagement behavior, with a particular emphasis on content contribution. Leveraging a dataset of 380,580 users' behavioral records over 32 weeks on Zhihu, we examine users' engagement patterns during the subscription process based on identity theory. By employing dynamic propensity score matching (dynamic PSM) and staggered difference-in-differences (staggered DID) models, our study reveals that subscriptions have a negative impact on users’ content contribution behavior, while simultaneously fostering a positive effect on content organization behavior. Our findings offer analysis of the implications of subscriptions on user engagement within knowledge-sharing communities, providing actionable insights for platform management. © 2025 Elsevier Ltd",10.1016/j.techsoc.2025.103063,Technology in Society,No,No,"The abstract discusses the impact of subscription on user engagement (content contribution and organization) in knowledge-sharing communities, but does not discuss capturing or retaining knowledge from individuals or the organization environment.","The study investigates the impact of subscriptions on user engagement and content contribution behavior, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,No,The abstract does not mention any digital technologies used to capture or retain knowledge.,"The study uses digital technologies (e.g., dynamic PSM and staggered DID models) for analysis, but these are not used to capture or retain tacit knowledge.",None identified,None identified,Empirical Study,Empirical Study,False,False
090d58c1-d10c-443c-a43f-824ae23f52d1,Toward Profundity And Precision: Reinventing Knowledge Retrieval Capabilities Guided By Human Cognition,"Knowledge-Based Visual Question Answering (KB-VQA) is a task with distinctive challenges in the AI community. It primarily focuses on the integration of multimodal information with knowledge, aiming to deduce reasonable and authentic answers through such an approach. Recently, the superior performance of vision language models (VLMs) seems to bring about a fundamental change in the path of KB-VQA technology development. However, we find that there are still capability bottlenecks in the approach supported by VLMs: 1) Narrow extraction horizon, which manifests in the inadequate utilization of local and global knowledge. 2) Confusion between necessity and reasonableness. Without rigorous thinking and examination, the final answer is greatly affected by unilateral knowledge. Inspired by the dilation and constriction of the pupil when humans observe global perspectives and local information. We develop PiPi, a novel answer-oriented framework for profundity and precision in KB-VQA, to mimic this physiological effect. In this paper, we employ the small-scale (7B) VLM to extract relevant knowledge based on the connection between local entities and questions and combine global environment knowledge and local entity knowledge to make inferences and answers, respectively. VLM integrates the reasoning and answers based on the first judgment made with another knowledge system to obtain a knowledgeable and thoughtful answer. We conduct extensive experiments on popular public datasets and demonstrate the rationality and effectiveness of PiPi, especially PiPi achieve a new state-of-the-art (SOTA) performance with a 65.56% accuracy in the OK-VQA, surpassing the previous most outstanding method (+4.46%). © 2025 Elsevier B.V.",10.1016/j.knosys.2025.113711,Knowledge-Based Systems,No,No,"The abstract focuses on improving knowledge retrieval and reasoning for Visual Question Answering using AI, but does not discuss capturing or retaining knowledge from individuals or organizational environment.","The study focuses on improving the performance of vision language models in Knowledge-Based Visual Question Answering (KB-VQA), but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,Yes,"The abstract describes a framework (PiPi) using vision language models for knowledge extraction and reasoning, but not for capturing or retaining tacit knowledge from individuals or organizations.","The study develops PiPi, a novel answer-oriented framework for profundity and precision in KB-VQA, which uses small-scale VLMs to extract and integrate relevant knowledge.",None identified,Artificial Intelligence and Intelligent Computation,Empirical Study,Empirical Study,False,False
5cab746b-d71e-435f-9ae6-5d87a4e38413,Observing A Robot Peer’S Failures Facilitates Students’ Classroom Learning,"According to productive failure (PF) theory, experiencing failure during problem-solving can enhance students’ knowledge acquisition in subsequent instruction. However, challenging students with problems beyond their current capabilities may strain their skills, prior knowledge, and emotional well-being. To address this, we designed a social robot–assisted teaching activity in which students observed a robot’s unsuccessful problem-solving attempts, offering a PF-like preparatory effect without requiring direct failure. We conducted two classroom-based studies in a middle school setting to evaluate the method’s effectiveness. In study 1 (N = 135), we compared three instructional methods—observing robot failure (RF), individual problem-solving failure, and direct instruction—in an eighth-grade mathematics lesson. Students in the RF condition showed the greatest gains in conceptual understanding and reported lower social pressure, although no significant differences were found in procedural knowledge or knowledge transfer. Follow-up study 2 (N = 110) further validated the method’s effectiveness in supporting knowledge acquisition after a 2-week robot-involved adaptation phase, when the novelty effect had largely subsided. Students confirmed their perception of the robot as a peer, and they offered positive evaluations of its intelligence and neutral views of its anthropomorphism. Our findings suggest that observing the robot’s failure has a comparable, or even greater, effect on knowledge acquisition than experiencing failure firsthand. These results underscore the value of social robots as peers in science, technology, engineering, and mathematics education and highlight the potential of integrating robotics with evidence-based teaching strategies to enhance learning outcomes. © 2025 The Authors, some rights reserved;.",10.1126/scirobotics.adu5257,Science Robotics,Yes,No,"The abstract discusses how observing a robot's failures facilitates students' knowledge acquisition in subsequent instruction, implying knowledge retention from the learning experience. It states: 'experiencing failure during problem-solving can enhance students’ knowledge acquisition in subsequent instruction' and 'observing the robot’s failure has a comparable, or even greater, effect on knowledge acquisition'.","The study examines the effect of observing a robot's failure on students' classroom learning, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",Collective Tacit Knowledge,None identified,Yes,No,"The abstract explicitly mentions a 'social robot–assisted teaching activity' where students observed a robot's unsuccessful problem-solving attempts, indicating digital technology (robot) used to facilitate knowledge acquisition.","The study uses a social robot to facilitate learning, but this is not for the purpose of capturing or retaining tacit knowledge.","Cyber-Physical Systems, IoT, and Smart Environments",None identified,Empirical Study,Empirical Study,True,False
5ded4bca-8699-47d0-ab12-3c5148533e40,Interactive Methods Of Online Teaching Of Pathological Anatomy For International Students: Psychological And Cultural Aspects In Conditions Of War And Pandemic,"This article provides an overview and comparative analysis of modern approaches to distance teaching of pathological anatomy to international students in medical universities in Ukraine and Europe under conditions of war and pandemic. Aim – to analyze and summarize the experience of applying interactive online methods for teaching pathological anatomy to international students in the context of martial law and the pandemic, with a focus on the psychological and cultural aspects of the educational process. Psychological, cultural, and didactic aspects of the organization of the educational process are examined, as well as features of adapting educational materials and implementing interactive technologies in a distance learning environment. Effective strategies for using multimedia tools, online platforms, and visualization methods to improve the quality of morphological knowledge acquisition are identified. Special attention is paid to inter-cultural communication, support for academic motivation, and social integration of international students. The results indicate that interactive forms of online learning, focused on interpersonal interaction and individual student needs, contribute to increased learning efficiency and the formation of a positive educational experience. Authors declare no conflict of interest. © 2025, Group of Companies Med Expert, LLC. All rights reserved.",10.15574/SP.2025.7(151).115119,Modern Pediatrics. Ukraine,Yes,No,"The abstract discusses improving 'quality of morphological knowledge acquisition' and 'learning efficiency' through interactive online methods, implying knowledge retention from the educational process. It states: 'interactive forms of online learning... contribute to increased learning efficiency and the formation of a positive educational experience'.","The study provides an overview and comparative analysis of modern approaches to distance teaching of pathological anatomy, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",Collective Tacit Knowledge,None identified,Yes,No,"The abstract explicitly mentions 'interactive online methods', 'multimedia tools, online platforms, and visualization methods' used for distance teaching, indicating digital technologies used to facilitate knowledge acquisition.","The study discusses the use of interactive online methods and multimedia tools for teaching, but these are not used to capture or retain tacit knowledge.",Human–Computer Interaction and Immersive Technologies,None identified,Literature review,Empirical Study,False,False
b85cfae4-840e-46cd-988b-01d261696ad2,Determinants Of Generative Ai In Promoting Green Purchasing Behavior: A Hybrid Partial Least Squares–Artificial Neural Network Approach,"In the era of rapid technological advancement, generative artificial intelligence (AI) has emerged as a transformative force in various sectors, including environmental sustainability. This research investigates the factors and consequences of using generative AI to access environmental information and influence green purchasing behavior. It integrates theories such as the information adoption model, value–belief–norm theory, elaboration likelihood model, and cognitive dissonance theory to pinpoint and prioritize determinants of generative AI usage for environmental information and green purchasing behavior. Data from 467 participants were analyzed using a hybrid methodology that blends partial least squares (PLS) with artificial neural networks (ANN). The PLS outcomes indicate that interactivity, responsiveness, knowledge acquisition and application, environmental concern, and ascription of responsibility are key predictors of generative AI use for environmental information. Furthermore, environmental concerns, green values, personal norms, ascription of responsibility, individual impact, and generative AI use emerge as predictors of green purchasing behavior. The ANN analysis offers a unique perspective and discloses variations in the hierarchy of these predictors. This research provides valuable insights for stakeholders on harnessing generative AI to promote sustainable consumer behaviors and environmental sustainability. © 2025 ERP Environment and John Wiley & Sons Ltd.",10.1002/bse.4186,Business Strategy and the Environment,No,No,"The abstract discusses factors influencing generative AI use for environmental information and green purchasing behavior, but does not discuss capturing or retaining knowledge from individuals or organizational environment.","The study investigates the factors and consequences of using generative AI to influence green purchasing behavior, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,Yes,"The abstract discusses generative AI as a tool for accessing environmental information, but not for capturing or retaining tacit knowledge from individuals or organizations.",The study uses a hybrid methodology that blends partial least squares (PLS) with artificial neural networks (ANN) to analyze data and identify key predictors of generative AI use for environmental information and green purchasing behavior.,None identified,Artificial Intelligence and Intelligent Computation,Empirical Study,Empirical Study,False,False
b4a8cd2e-b5c2-40f7-9313-f38b6d083189,"The Potency Of Culture, Technology, And Context In A Biology Classroom: Culturo-Techno-Contextual Approach In Action","This study sought to investigate the efficacy of the Culturo-techno-contextual approach (CTCA) as an intervention in enhancing the knowledge retention of secondary school students in biology. A quasi-experimental (pre-test post-test non-equivalent group) design was employed. A total of 103 biology students in senior secondary year II (11th grade), comprising 56 females and 47 males in education district V, Lagos, Nigeria, participated in the study. The average age of the students was 14 years. The Achievement Test in Tissue and Supporting System (ATTSS), which had a reliability coefficient of 0.80, was designed to collect data on students’ achievement. The study revealed that (a) students taught using the culture-techno-contextual approach had a higher knowledge retention ability than those in the comparison group and (b) CTCA had no differential impact on students in the experimental group based on gender. Hence, the study concluded that the CTCA approach is an effective tool for enhancing student knowledge retention in biology and can help bridge the gap between male and female students’ performance in biology. Recommendations were made for the implementation of the findings of this study and further research. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/09500693.2024.2405667,International Journal of Science Education,Yes,No,The abstract explicitly discusses enhancing 'knowledge retention of secondary school students in biology' through the Culturo-techno-contextual approach (CTCA). It states: 'investigate the efficacy of the Culturo-techno-contextual approach (CTCA) as an intervention in enhancing the knowledge retention of secondary school students in biology'.,"The study investigates the efficacy of the Culturo-techno-contextual approach (CTCA) in enhancing the knowledge retention of secondary school students in biology, but does not explicitly discuss capturing or retaining tacit knowledge from individuals or organizational environments.",Collective Tacit Knowledge,None identified,Yes,No,"The abstract mentions 'Culturo-techno-contextual approach' which integrates technology (techno) as a component, implying digital technology used to facilitate knowledge retention. The approach is described as an intervention.","The study uses a quasi-experimental design to evaluate the CTCA approach, but this is not for the purpose of capturing or retaining tacit knowledge.",Others(*),None identified,Empirical Study,Empirical Study,True,False
6f154c1a-0693-4f28-9215-84f5488a5cd7,Imdbo-Based Extreme Learning Machine For Orbit Prediction In Earth-Moon Missions,"Accurate orbit prediction in the Earth-Moon space is a critical technology for space missions. This paper proposes a method that employs an improved dung beetle optimizer to optimize the extreme learning machine (IMDBO-ELM) for enhancing the precision of satellite orbit prediction. The ELM model is first applied to orbit prediction for Earth-Moon space, which enhances the computational effectiveness and prediction accuracy. And then, to obtain the optimal weights and basis of the ELM model, the IMDBO algorithm is presented, which integrates the DBO, adaptive weight adjustment strategy and nonlinear convergence factor to enhance the balance between global exploration and local exploitation. Furthermore, the verification framework is introduced to validate the proposed algorithm, which including the NRHO, DRO, and GRAIL mission observation data. Simulation results demonstrate that, under various environmental conditions, IMDBO-ELM achieves higher prediction accuracy and faster convergence compared to other algorithms, such as ELM and SABO-LSTM. © 2025 Elsevier Masson SAS.",10.1016/j.ast.2025.111493,Aerospace Science and Technology,No,No,The abstract focuses on improving orbit prediction accuracy using an optimized machine learning model (IMDBO-ELM). It does not discuss capturing or retaining knowledge from individuals or organizational environments.,The abstract focuses on the use of an improved dung beetle optimizer to optimize the extreme learning machine for satellite orbit prediction. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,Yes,"The study uses digital technologies (ELM, DBO algorithm) for prediction, but not for capturing or retaining tacit knowledge.",The abstract discusses the use of the IMDBO-ELM (Improved Dung Beetle Optimizer-Extreme Learning Machine) for enhancing the precision of satellite orbit prediction.,None identified,Artificial Intelligence and Intelligent Computation,Empirical Study,Empirical Study,False,False
ec2d7b35-51e4-4099-97d1-cce99e9c9590,Integrating Ai-Driven Wearable Metaverse Technologies Into Ubiquitous Blended Learning: A Framework Based On Embodied Interaction And Multi-Agent Collaboration,"Ubiquitous blended learning, leveraging mobile devices, has democratized education by enabling autonomous and readily accessible knowledge acquisition. However, its reliance on traditional interfaces often limits learner immersion and meaningful interaction. The emergence of the wearable metaverse offers a compelling solution, promising enhanced multisensory experiences and adaptable learning environments that transcend the constraints of conventional ubiquitous learning. This research proposes a novel framework for ubiquitous blended learning in the wearable metaverse, aiming to address critical challenges, such as multi-source data fusion, effective human–computer collaboration, and efficient rendering on resource-constrained wearable devices, through the integration of embodied interaction and multi-agent collaboration. This framework leverages a real-time multi-modal data analysis architecture, powered by the MobileNetV4 and xLSTM neural networks, to facilitate the dynamic understanding of the learner’s context and environment. Furthermore, we introduced a multi-agent interaction model, utilizing CrewAI and spatio-temporal graph neural networks, to orchestrate collaborative learning experiences and provide personalized guidance. Finally, we incorporated lightweight SLAM algorithms, augmented using visual perception techniques, to enable accurate spatial awareness and seamless navigation within the metaverse environment. This innovative framework aims to create immersive, scalable, and cost-effective learning spaces within the wearable metaverse. © 2025 by the authors.",10.3390/educsci15070900,Education Sciences,No,No,"The abstract proposes a framework for ubiquitous blended learning in the wearable metaverse, focusing on data fusion, human-computer collaboration, and rendering. It does not discuss capturing or retaining knowledge from individuals or organizations.","The abstract focuses on a framework for ubiquitous blended learning in the wearable metaverse, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,Yes,"The study uses digital technologies (MobileNetV4, xLSTM, CrewAI, spatio-temporal graph neural networks, SLAM) for learning and interaction, but not for capturing or retaining tacit knowledge.","The abstract discusses the use of MobileNetV4, xLSTM neural networks, CrewAI, spatio-temporal graph neural networks, and lightweight SLAM algorithms to facilitate the dynamic understanding of the learner’s context and environment, and to orchestrate collaborative learning experiences.",None identified,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Cyber-Physical Systems, IoT, and Smart Environments",Conceptual Framework,Conceptual Framework,False,False
513468b5-0fb9-44a8-b516-0b69fc694dd7,A Collaborative Cybersecurity Framework For Higher Education,"Purpose: The purpose of this paper is to present the educational computer emergency response team (EduCERT) framework, an integrated response mechanism to bolster national cybersecurity through collaborative efforts in the higher education sector. The EduCERT framework addresses this gap by enhancing cyber security and mitigating cybercrime through collaborative incident management, knowledge sharing and university awareness campaigns. Design/methodology/approach: The authors propose an EduCERT framework following the design science methodology. The framework is developed based on literature and input from focus group experts. Moreover, it is grounded in the principles of the technology-organization-environment framework, organizational learning and diffusion of innovations theory. Findings: The EduCERT has eight components: infrastructure, governance, knowledge development, awareness, incident management, evaluation and continuous improvement. The framework reinforces national cybersecurity through cooperation between universities and the National Computer Emergency Response Team. The framework has been implemented in Jordan to generate a cybersecurity foundation for higher education. Evaluating the EduCERT framework’s influence on national cybersecurity highlights the importance of adopting comprehensive cyber-security policies and controls. The framework application shows its relevance, effectiveness, adaptability and alignment with best practices. Research limitations/implications: Despite the impact of applying the framework in the Jordanian context, it is essential to acknowledge that the proposed EduCERT framework’s practical implementation may encounter challenges specific to diverse international educational environment sectors. However, framework customization for global applicability could address varied educational institutions in other countries. Practical implications: Furthermore, the proposed EduCERT framework is designed with universal applicability that extends beyond the specific country’s context. The principles and components presented in the framework can serve as valuable design advice for establishing collaborative and resilient cybersecurity frameworks in educational settings worldwide. Therefore, the research enhances the proposed framework’s practical utility and positions it as an invaluable contribution to the broader discourse on global cybersecurity in academia. Originality/value: This paper enhances national cybersecurity in the higher education sector, addressing the need for a more integrated response mechanism. The EduCERT framework demonstrates its effectiveness, adaptability and alignment with best practices, offering valuable guidance for global educational institutions. © 2024, Emerald Publishing Limited.",10.1108/ICS-02-2024-0048,Information and Computer Security,Yes,Yes,"The abstract explicitly discusses knowledge sharing and knowledge development as components of the EduCERT framework, which aims to enhance cybersecurity through collaborative incident management and university awareness campaigns. This implies capturing and retaining knowledge from the higher education sector.","The abstract discusses the EduCERT framework, which enhances cyber security and mitigates cybercrime through collaborative incident management, knowledge sharing, and university awareness campaigns. This implies the capture and retention of knowledge related to cybersecurity incidents and best practices.",Collective Tacit Knowledge,Relational Tacit Knowledge,No,No,The abstract describes the EduCERT framework as an integrated response mechanism but does not specify any digital technologies used to capture or retain the shared knowledge. The focus is on organizational collaboration and policies.,The abstract does not explicitly mention the use of digital technologies to capture or retain knowledge. The focus is on the framework and its components.,None identified,None identified,Conceptual Framework,Conceptual Framework,False,False
528b2eb1-1689-4384-862b-3d4240800d67,Knowledge-Based City Logistics: Do Technology And People'S Attitude Go Hand In Hand?,"Initiatives taken in the area of city logistics are still not effective enough. A solution to this problem may be more intensive development and wide application of the knowledge-based city logistics approach. This paper aims to evaluate the current development trends and challenges in city logistics, focusing on emerging technologies and knowledge-based processes. The study was conducted using the Delphi method. The findings show an expert consensus on the future common use of several technologies such as ICT, IoT, AI, big data, and drones. Autonomous vehicles constitute an exception here, as the experts do not expect them to be in common use in the future. It can be expected that city logistics projects and activities will be more data-driven, whereas processes necessary for effective knowledge management, which to a large extent depend on people's attitude, will not be strengthened. Identifying these processes as unlikely indicates the necessary way forward. © 2025 The Author(s)",10.1016/j.trd.2025.104851,Transportation Research Part D: Transport and Environment,Yes,No,"The abstract discusses knowledge-based city logistics and knowledge management processes, noting that these processes depend on people's attitude and are unlikely to be strengthened. This implies a concern for capturing and retaining knowledge from individuals and organizations in city logistics.","The abstract evaluates the current development trends and challenges in city logistics, focusing on emerging technologies and knowledge-based processes. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",Collective Tacit Knowledge,None identified,No,Yes,"The abstract mentions technologies like ICT, IoT, AI, big data, and drones for city logistics, but does not specify their use for capturing or retaining tacit knowledge. The focus is on evaluating development trends and challenges.","The abstract mentions the use of ICT, IoT, AI, big data, and drones in city logistics projects and activities.",None identified,"Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,False,False
d2d5b162-48c0-411e-9c8b-b39bd5d2f4f8,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Augmented Reality (AR) offers potential benefits in assembly training, yet there is a scarcity of research on knowledge retention when utilizing 3D model and animation overlays through Mobile Augmented Reality (MAR). This study investigates the influence of MAR applications, leveraging the signaling principle through 3D animated models, on knowledge gain and retention in a complex Internet of Things (IoT) assembly task. In this regard, this study developed a MAR framework and application to facilitate IoT assembly training. A comparative study was conducted with 40 participants, equally distributed between the MAR and paper manual groups based on prior knowledge and AR familiarity. The evaluation consisted of three phases: a pre-test, an immediate post-test, and a delayed post-test. Data collection involved knowledge tests, task completion time, error rates, usability and subjective feedback. Results showed significant knowledge gain in both groups, with the MAR group achieving a 21% increase and the paper group 15%. In terms of knowledge retention, both approaches were equally effective in helping users retain knowledge and improve task completion performance by reducing task completion time. Notably, the MAR group (0.5 error rate) made fewer errors than the paper group (1.35 error rate). Additionally, MAR demonstrated higher effectiveness based on Perceived Usefulness, Ease of Use, and the NASA Task Load Index. These findings suggest that while both methods support knowledge retention, MAR with better accuracy and usability, making it a valuable tool for IoT assembly training. © 2025 Wiley Periodicals LLC.",10.1002/cae.70045,Computer Applications in Engineering Education,Yes,Yes,"The abstract explicitly investigates knowledge gain and knowledge retention in IoT circuit assembly using Mobile Augmented Reality (MAR). It measures knowledge retention through delayed post-tests, indicating a focus on retaining knowledge from training.","The abstract investigates the influence of MAR applications on knowledge gain and retention in a complex IoT assembly task. It specifically mentions knowledge retention and gain, indicating the capture and retention of knowledge.",Somatic Tacit Knowledge,Somatic Tacit Knowledge,Yes,Yes,"The abstract states that Mobile Augmented Reality (MAR) technology, leveraging 3D animated models and the signaling principle, was used to facilitate IoT assembly training and improve knowledge gain and retention.",The abstract discusses the use of Mobile Augmented Reality (MAR) technology to facilitate IoT assembly training and improve knowledge retention.,Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
cbc870a4-b020-4f29-940d-0ad7dcb357c3,Leveraging Virtual Reality To Support Inclusive Design For The Visually Impaired,"Inclusive design aims to create products, environments, and systems that accommodate the needs of diverse users, including individuals with visual impairments. This paper investigates the potential of virtual reality (VR) as a tool for fostering empathy and enhancing accessibility awareness among design students. Three instructional methods were compared: traditional lecture-based training, desktop VR simulations, and immersive VR experiences. Participants were engaged in a redesign task, identifying and addressing accessibility flaws in a graphical interface. The results indicate that immersive VR enhanced empathy, improved design performance, and supported better knowledge retention compared to non-immersive and traditional approaches. By enabling students to experience visual impairments firsthand, VR emerged as a powerful educational tool, bridging the gap between theory and practice in inclusive design.  © 2025 Copyright held by the owner/author(s).",10.1145/3733155.3734892,"Proceedings of the 18th ACM International Conference on PErvasive Technologies Related to Assistive Environments, PETRA 2025",Yes,No,"The abstract explicitly states that immersive VR supported better knowledge retention compared to non-immersive and traditional approaches, indicating a focus on retaining knowledge from the training experience.",The abstract investigates the potential of virtual reality (VR) as a tool for fostering empathy and enhancing accessibility awareness among design students. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,Collective Tacit Knowledge,None identified,Yes,Yes,"The abstract states that virtual reality (VR) technology, including desktop VR simulations and immersive VR experiences, was used to foster empathy and enhance accessibility awareness among design students, leading to better knowledge retention.",The abstract discusses the use of virtual reality (VR) to foster empathy and enhance accessibility awareness among design students.,Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,False
0c2b8e1c-d873-4c06-bcb2-f8270b95ebd4,"Virtual Reality Evolution In Latin American Higher Education: A Systematic Review Of Trends, Benefits, And Challenges In The Last Decade","The objective of this systematic review is to examine the implementation of virtual reality (VR) in Latin American higher education between 2013 and 2023. The PRISMA 2020 guidelines were followed to analyze 24 studies from four databases (Scopus, ProQuest, Dialnet, and LA Referencia). The results reveal an evolution in three phases: latency (2013–2017), initial growth (2018–2020), and acceleration (2021–2023). The main applications include medicine and health sciences for clinical simulations, engineering for three-dimensional visualization, social sciences for historical reconstructions, and pedagogy for teacher training. Reported benefits include significant improvements in the understanding of complex concepts, increased student motivation, development of practical skills, and greater knowledge retention. The main barriers identified are insufficient technological infrastructure, high implementation costs, lack of teacher training, and institutional resistance to change. In conclusion, VR shows transformative potential for Latin American university education, requiring inclusive strategies and structural investment to achieve equitable and sustainable implementation across the region. © 2025, Centro de Informacion Tecnologica. All rights reserved.",10.4067/S0718-50062025000600035,Formacion Universitaria,No,No,"The abstract discusses the implementation of VR in education, benefits, and barriers, but does not discuss capturing or retaining knowledge from individuals or the organization environment.","The abstract discusses the implementation of virtual reality in Latin American higher education, focusing on trends, benefits, and challenges. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,Yes,The abstract discusses VR as a technology for education but not for capturing or retaining tacit knowledge.,"The abstract mentions the use of virtual reality (VR) for clinical simulations, three-dimensional visualization, historical reconstructions, and teacher training. VR is a digital technology used to enhance learning and understanding.",None identified,Human–Computer Interaction and Immersive Technologies,Literature review,Literature review,False,False
