node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,Unnamed: 8
c103M02N25,Hand gestures,Tacit Knowledge,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,"Body-conducted sounds can be used to recognize hand gestures, such as the dragging of a fingernail.","Physical movements of the hand including tapping, rubbing, flicking, and dragging.",Section 1,
c103M02N26,Hand-contact objects,Tacit Knowledge,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,"body-conducted sounds can be used to recognize... hand-contact objects, such as textured material contacting a fingernail.","Objects that the hand comes into contact with during handwork, such as paper, foil, and plastic bags.",Section 1,
c104M01N04,IoT circuit assembly skill,Tacit Knowledge,I,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"Participants became proficient in assembling the IoT components during the second evaluation phase, with reduced completion times in both groups.",Hands-on ability to assemble the physical IoT circuit correctly and efficiently.,"Discussion, p. 13",
c104M01N05,accurate component positioning know-how,Tacit Knowledge,I,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"The task required precise component placement, while the MAR animation guided accurate placement of real elements on the breadboard.",Practical spatial know-how for selecting breadboard positions and placing or connecting components.,"Sections 2.4 and 3.1, pp. 4–5",
c104M02N08,Participants' hands-on assembly skill,Tacit Knowledge,I,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"The MAR group remembered the assembly steps better than the paper group, indicating acquired procedural skill.",Uncodified skill in placing components and wiring.,Page 13,
c104M02N09,Cognitive mapping of component placement,Tacit Knowledge,I,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"AR aids in information integration by associating virtual objects with real-world objects, forming a basis for a link into memory.",Spatial understanding of where components go.,Page 2,
c105M01N01,Expert process know-how,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Tacit expert knowledge and specialist knowledge and skills are required to perform the processes.,Practical process knowledge and skills possessed by experienced workers.,"PDF pp. 3-4, Introduction and Methods; p. 7, Discussion",
c105M01N02,Expert variations in task performance,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,The two experts used different task orders and performed some steps differently from the instructions.,Expert-specific differences in task sequence and execution.,"PDF p. 7, Pilot results",
c105M01N03,Construction-drawing interpretation skill,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"Companies D, E, and F identified expertise and difficulty in interpreting a 3D object represented in a 2D drawing.",Ability to interpret three-dimensional objects from two-dimensional construction drawings.,"PDF p. 5, Phase 1 results",
c105M01N04,Task-continuity know-how,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Companies A and C reported errors when employees returned to a process after disruption.,Ability to resume a disrupted process correctly.,"PDF p. 5, Phase 1 results",
c105M01N05,Extended air-pressure cleaning technique,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Experts used the air-pressure pump longer to ensure all dirt was removed.,Expert technique of extending air-pressure cleaning beyond the documented step.,"PDF p. 7, Pilot results",
c105M02N01,Expert tacit knowledge,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"experts tend to underestimate their own expertise, which can lead them to overlook sharing crucial information when giving their instructions","Uncodified skills, intuition, routine, safe behavioral response, or know-how held by an individual",Page 2,
c105M02N02,Specialist expertise,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,assessing which specialist expertise is particularly required and which cognitive complexities are involved,Process-specific knowledge and skills required to operate specialized equipment,Page 4,
c105M02N03,Mental rotation skills,Tacit Knowledge,I,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"interpreting construction drawings, in which a 3D object is displayed in a 2D image... Interpreting these drawings is often difficult for employees",Cognitive skill for understanding 3D objects from 2D representations,Page 4,
c105M02N04,Task switching knowledge,Tacit Knowledge,I,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"switching between tasks, and in particular returning to the process after it has been disrupted... sometimes leads to errors in the product",Knowledge related to maintaining workflow continuity when interrupted,Page 4,
c105M02N05,Process execution routines,Tacit Knowledge,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"experts perform certain tasks in a different order, adhering to their own expertise",Individualized routines for performing manufacturing tasks,Page 7,
c106M01N06,procedural knowledge for complex machinery setup,Tacit Knowledge,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,The study assessed whether workers retained the complete assembly procedure immediately and after six days.,Practical retained capability to perform the complex machinery setup procedure.,"Abstract; Sections 3.2.2–3.2.3, pp. 1 and 5–6",
c106M01N07,technical skills beyond the mere understanding of the setup cycle,Tacit Knowledge,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,Trainer explanations were intended to develop technical skills beyond merely knowing the setup cycle.,Practical technical understanding developed through explanation of component and process details.,"Section 3.3.4, p. 7",
c106M01N08,autonomous and reliable machinery setup,Tacit Knowledge,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,Workers were asked to perform without guidance to assess whether they could work autonomously and reliably while preventing mistakes.,Ability to execute the setup independently and dependably.,"Section 3.3.4, p. 7",
c106M01N09,recognition and correction of potential errors,Tacit Knowledge,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,The authors report that the AR training supported recognition and correction of potential setup errors.,Practical ability to identify and correct errors during machinery setup.,"Section 5.1, p. 12",
c107M01N06,identification of pneumatic components and functional sequences,Tacit Knowledge,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,The framework curricula require trainees to learn to identify pneumatic components and functional sequences.,Applied competence in recognizing pneumatic components and operational sequences.,"Section 2, PDF page 2",
c107M01N07,"planning, installing and commissioning pneumatic systems",Tacit Knowledge,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,"The framework curricula require trainees to plan, install and commission pneumatic systems using circuit diagrams.","Applied competence in preparing, assembling and bringing a pneumatic system into operation.","Section 2, PDF page 2",
c107M01N08,setting up and testing a pneumatic system,Tacit Knowledge,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,"In both practical exercises, participants had to set up and test a pneumatic system.",Hands-on competence in assembling and operationally checking a pneumatic system.,"Section 5, PDF page 6",
c107M01N09,understanding complex relationships and modes of operation,Tacit Knowledge,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Airflow tracing and an X-ray view were reported to help learners understand and internalize complex relationships and modes of operation.,Internalized understanding of relationships and operation within pneumatic systems.,"Section 7, PDF page 10",
c107M02N07,Ability to plan/install/commission pneumatic systems using circuit diagrams,Tacit Knowledge,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,"trainees must be able to plan, install and commission pneumatic systems using circuit diagrams","Applied skill in system planning, installation, and commissioning based on schematics",p.2,
c107M02N09,Understanding of complex pneumatic relationships,Tacit Knowledge,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Visualizations conveying additional information... proved to help learners better understand and internalize complex relationships and functionalities,Internalized comprehension of how pneumatic components interact and function together,p.1,
c108M01N01,luxury-packaging company's business-process know-how,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,The manufacturing project sought to capitalize and formalize the luxury-packaging company's know-how.,"Experience-based know-how associated with the company's business processes, terminology, projects, risks, costs, and resources.","PDF p. 5, Section VI, Experimentation",
c108M01N02,vine and wine life-cycle know-how,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,The viticulture experiment collected know-how needed to understand the life cycle of the vine and wine.,Experience-based knowledge concerning the vine and wine life cycle.,"PDF p. 5, Section VI, Experimentation",
c108M01N03,vine-cultivation know-how of vine growers,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Vine cultivation was explicitly listed among the know-how collected from viticulture professionals.,Practical know-how used by vine growers to cultivate vines.,"PDF p. 5, Section VI, Experimentation",
c108M01N04,vine disease-control know-how,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Disease control was explicitly listed among the know-how collected in the viticulture project.,Practical know-how for recognizing and controlling vine diseases.,"PDF p. 5, Section VI, Experimentation",
c108M01N05,wine-making methods of wine professionals,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Wine-making methods were explicitly listed among the know-how collected from viticulture professionals.,Practice-based methods used in wine production.,"PDF p. 5, Section VI, Experimentation",
c108M01N06,vine growers' and winemakers' work reasoning and practices,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,The project sought to understand the reasoning and practices implemented by vine growers and winemakers in their work.,Work-based reasoning and routines concerning vines and wine production.,"PDF p. 5, Section VI, Experimentation",
c108M01N07,peer experience used by wine growers,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Wine growers were reported to refer extensively to the experience of their peers.,Experiential knowledge shared among peer wine growers.,"PDF p. 5, Section VI, Experimentation",
c108M01N08,wine growers' observation of nature and natural phenomena,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Wine growers were reported to rely on observation of nature and its phenomena.,Experience-based knowledge developed through observation of natural phenomena.,"PDF p. 5, Section VI, Experimentation",
c108M02N53,Wine-making and organoleptic characteristic management know-how,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"the domain know-how (vine cultivation, disease control, wine-making methods, etc.) of vine growers and winemakers",Wine-making methods are tacit knowledge held by winemakers about production processes and organoleptic characteristics.,"Page 5, Section VI",
c108M02N54,Phytosanitary risk prevention and control knowledge,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"the domain know-how (vine cultivation, disease control, wine-making methods, etc.)","Disease control knowledge is tacit knowledge about identifying, preventing, and managing diseases in vine cultivation.","Page 5, Section VI",
c108M02N56,Luxury packaging manufacturing operational expertise,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"Building formal ontologies remains a complex process for companies. In the literature, this process is based on the technical knowledge and expertise of domain experts.",Domain expert knowledge is the technical knowledge and expertise possessed by domain experts in their respective fields.,"Page 1, Abstract",
c108M02N57,Rarely verbalized high-level professional acumen,Tacit Knowledge,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Expression of implicit knowledge related to high level know-how rarely verbalized,Implicit knowledge is high-level know-how that is rarely verbalized and difficult to access and communicate.,"Page 1, Abstract",
c109M01N01,manufacturing employees’ tacit operational knowledge,Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment",Tacit knowledge generated and used by employees in routine work is described as critical to productivity in manufacturing settings.,Intuitive and experiential know-how and know-why generated and used by manufacturing employees in routine work.,"PDF p. 3, Section 2.1",
c109M01N02,manufacturing employees’ personal work experience,Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment",The paper identifies personal experiences as knowledge shared during collaboration and tacit-knowledge exchange.,Experience acquired personally through work and shared with other organizational members.,"PDF pp. 2, 4, and 6, Sections 1, 2.2, and 2.6",
c109M01N03,manufacturing employees’ practical skills and specialized techniques,Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","Tacit-information sharing enables team members to acquire practical skills, unique experiences, and specialized techniques.",Practical capabilities and specialized work techniques acquired and transmitted through tacit-knowledge sharing.,"PDF p. 4, Section 2.2",
c109M01N04,tacit know-how for energy-efficient activities,Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment",The paper states that AI makes it easier to capture tacit knowledge concerning energy-efficient activities.,Experience-based operational knowledge concerning the performance of energy-efficient activities.,"PDF p. 5, Section 2.4",
c109M02N01,Tacit knowledge,Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""tacit knowledge, generated and utilized by employees in their routine works, is critical for productivity improvement in manufacturing settings""","""intuitive and unconscious hunches and insights that include both how-to and know-why""",Page 3,
c109M02N03,Tacit knowledge sharing (TS),Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Tacit information sharing occurs in the place of knowledge making via the interactions of people, groups, and units, enhancing the knowledge of workers who hold implicit knowledge""","""sharing implicit information allows team members to learn and apply unique experiences, practical skills, and creative methods""","Page 4, Page 6",
c109M02N04,Green Human Capital (GHC),Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Green human capital (GHC) encompasses an organization's personnel and their attributes, such as expertise, experience, dedication, and drive""","""cumulative sum of workers' understanding, skills, creativity, and involvement in ecological sustainability and innovation""",Page 4,
c109M02N06,Green Relational Capital (GRC),Tacit Knowledge,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Green relational capital (GRC) reflects the value derived from external relationships with customers, suppliers, and institutions""","""assets related to a firm's interactions with consumers, suppliers, professional connections, and allies about corporate environmental sustainability and ecological innovation""",Page 4,
c110M01N05,industrial-machine troubleshooting know-how,Tacit Knowledge,I,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,"The Smart Factory gives students hands-on experience operating and troubleshooting manufacturing equipment, while experts and professors were consulted when manuals were insufficient.",Practical ability to diagnose and address problems involving industrial machines.,"PDF pp. 3 and 6, Sections 2.1 and 3.2",
c110M01N06,problem-solving skills,Tacit Knowledge,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,The paper examines the chatbot's impact on students' problem-solving skills and surveys its educational utility.,Students' capability to solve technical or industrial problems.,"PDF pp. 2 and 5, Introduction and Section 2.5",
c110M02N09,Current Students' Troubleshooting Knowledge,Tacit Knowledge,I,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,The chatbot... contributes to knowledge retention.,"The experiential, hands-on skill and know-how developed by students when solving problems.",Page 1,
c110M02N10,Alumni's Problem-Solving Experience,Tacit Knowledge,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,Alumni often had to search for information independently in manuals... and resorted to consulting experts,The practical knowledge and intuition gained by alumni through solving past problems.,Page 6,
c111M01N02,practical knowledge about the use of AI technologies in controlling,Tacit Knowledge,I,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,The core of knowledge acquisition lies in personal interaction primarily concerned with the practical use of technologies.,Contextual experiential knowledge about applying AI technologies in controlling.,"Section 4.3, PDF pages 8–9",
c111M02N01,AI-specific know-how,Tacit Knowledge,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of know-how about AI technologies in the department,Knowledge and expertise specifically related to artificial intelligence technologies and their applications in controlling contexts,"Page 7, Table 3",
c111M02N02,Imagination for AI applications,Tacit Knowledge,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of imagination on the part of employees for possible uses of AI,The cognitive ability to envision and conceptualize potential applications of artificial intelligence in controlling contexts,"Page 7, Table 3",
c111M02N03,Awareness of need to engage with AI,Tacit Knowledge,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of awareness among employees of the need to engage with AI,Understanding and recognition that engaging with AI technologies is necessary for professional development in controlling,"Page 7, Table 3",
c111M02N04,Basic programming skills,Tacit Knowledge,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,One of the controllers interviewed completed a techno-economic apprenticeship and had a course in programming during her studies. This enabled her to transfer her way of thinking in algorithms to the area of controlling,Foundational coding and algorithmic thinking abilities,Page 7,
c111M02N05,Algorithmic thinking,Tacit Knowledge,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,This enabled her to transfer her way of thinking in algorithms to the area of controlling,The cognitive approach of breaking down problems into algorithmic steps and computational solutions,Page 7,
c113M01N04,procedural knowledge of the electronic wiring task,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,The paper states that procedural knowledge was tested by executing the task without assistance.,Practical knowledge demonstrated through unaided performance of the electronic wiring task.,"Section 3.3.2, pages 22-23",
c113M01N05,skills in wiring the system,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,The traditional AR system presented assembly instructions so that users could acquire skills in wiring the system.,Practical ability to wire the electronic system.,"Section 3.3.1.2, page 22",
c113M01N06,understanding of the electronic system,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,Successful completion of the second-sensor task required the right understanding of the electronic system to identify the correct power-source connection.,Internalized system understanding needed to improvise a correct new connection.,"Section 3.3.2, page 23",
c113M01N07,knowledge reusability,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,Participants wired a second sensor without guidance to assess whether acquired knowledge could be applied to a different situation.,Ability to apply acquired knowledge to a new but similar practical situation.,"Sections 3.3.2 and 4.7, pages 23-24",
c113M02N08,Wiring task comprehension,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,AR was more effective in facilitating task comprehension or implementation of a procedure,Not mentioned,Page 2,
c113M02N09,Mental model of electronic wiring system,Tacit Knowledge,I,Augmented Reality Training For Improved Learnability,"To help users with navigating the complexity and developing a mental model of the system, one of the approaches could be to increase the transparency and the observability",Not mentioned,Page 3,
c113M02N10,Sensor wiring task know-how,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,Learning can be evaluated by measuring how much information or know-how can be remembered (retention test) and being able to use the information to solve new problems (transfer test),Not mentioned,Page 2,
c113M02N11,Ability to wire a second sensor,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,The ability to use learned information to solve new problems,Not mentioned,Page 2,
c113M02N12,Electronic system situational awareness,Tacit Knowledge,I,Augmented Reality Training For Improved Learnability,"increase user awareness of the system, which can help users in combining newly perceived information with the user's existing knowledge to form an updated picture of changing situations",Not mentioned,Page 3,
c113M02N13,Wiring knowledge reusability,Tacit Knowledge,E,Augmented Reality Training For Improved Learnability,Knowledge reusability is an important aspect of learnability since the acquired knowledge provides the foundation for reasoning and actions when facing new but similar problems,the ability to use learned information to solve new problems,Page 2,
c114M01N04,tacit knowledge shared through strong interfirm relationships,Tacit Knowledge,E,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,Strong relationships help firms acquire tacit knowledge by building trust and supervisory relationships that facilitate sharing and communication.,"Uncodified knowledge whose interfirm flow is facilitated by trust, communication, and strong relationships.","Abstract, p. 1; Section 5, pp. 16–17",
c114M01N05,complementary knowledge obtained from digital innovation partners,Tacit Knowledge,I,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,Firms with higher centrality have more partners and can obtain complementary knowledge and skills through cooperative relationships.,Partner-held complementary knowledge that supplements the focal firm's internal knowledge and expertise.,"Section 5, p. 17",
c115M01N01,environmental protection know-how acquired by manufacturing firms,Tacit Knowledge,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,The green knowledge acquisition scale asks whether the company acquires know-how related to environmental protection.,Practical environmental-protection know-how acquired at the manufacturing-firm level.,"Appendix A, Table A1, PDF page 25",
c115M02N06,Digital proficiency,Tacit Knowledge,I,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"Digital capability is described as ""mastering state-of-the-art digital technologies"" and ""identifying new digital opportunities""",Not mentioned,Page 25 (Appendix A),
c115M02N07,Innovation capability,Tacit Knowledge,I,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""The capacity of a firm to innovate has a positive impact on its chances of survival and longevity""","""the ability to simultaneously pursue both new ideas and optimize existing operations"" (Page 11)",Page 10,
c115M02N08,Environmental awareness,Tacit Knowledge,I,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""Green competence describes the knowledge, skills, and abilities needed to implement environmentally friendly strategies within a company""","""the theoretical understanding of environmental issues and sustainable practices"" (Page 7)",Page 7,
c117M01N01,emerging product-user preferences,Tacit Knowledge,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,External platforms are used to sense emerging user preferences during early idea generation.,Uncodified indications of changing product-user wants and interests.,"PDF page 11, Section 4.1.1",
c117M01N02,consumer and market insights for NPD,Tacit Knowledge,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,External engagement provides consumer and market understanding for NPD decisions.,"Experiential understanding of consumers, markets, and product reception.","PDF pages 12-15, Sections 4.3 and 4.6",
c117M01N04,internal NPD expertise,Tacit Knowledge,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,External inputs complement internal expertise when selectively filtered and governed.,Experience-based product-development expertise residing inside the firms.,"PDF page 17, Section 6.1",
c117M02N05,Expert intuition,Tacit Knowledge,I,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Internal platforms were consistently portrayed as curated environments that support deeper collaboration and systematic evaluation,Uncodified professional judgement and know-how held by R&D specialists for evaluating innovation potential,Page 12,
c117M02N06,Collaborative expertise,Tacit Knowledge,I,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"We engage with innovators, tech suppliers, product designers, researchers, and industry analysts through our internal social media platforms",Shared professional knowledge from cross-functional collaboration,Page 14,
c119M01N18,Pepper robot object-recognition capability,Tacit Knowledge,I,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,Pepper analyzed encountered objects with the combined approach and accomplished the recognition task in the real-world scenario.,Pepper's operational capability to recognize physical objects rather than a discrete codified statement.,"Sections 6.1 and 7, PDF pp. 20-21; printed pp. 3216-3217",
c119M01N44,researcher judgment for robot-recognition semantic-domain grouping,Tacit Knowledge,I,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,Researchers manually selected 34 concepts and defined five semantic classes with differing semantic coherence.,Uncodified researcher judgment for grouping robot-recognition concepts into semantic domains.,"Section 5.1 and Table 1, PDF pp. 10-11; printed pp. 3206-3207",
c120M02N10,Ability to Determine Appropriate Priority Relation,Tacit Knowledge,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,...the appropriate priority relation of two operations...,The un-codified skill or decision-making logic to determine which operation should be processed first in a given production system state.,"Section 4.2, Page 8",
c121M01N07,actionable circular-supply-chain insights and routines,Tacit Knowledge,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,Generative capability translates dispersed knowledge into actionable insights and routines that support circular solutions.,Reconstructed knowledge enacted as operational insights and recurring routines in circular-supply-chain work.,"pp. 5 and 9–10, chain-mediation discussion",
