node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,Unnamed: 8
c106M02N14,Corporate / Company Support,Organizational Dependency,G,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,"Gratitude is extended to GlobalWafers - MEMC Electronic Materials S.p.A.' for its support and collaboration, providing resources and technical expertise...","The internal support from the company, providing resources and collaboration for the training project.",Page 13,
c107M02N35,BiBB framework curricula,Organizational Dependency,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,"The framework curriculum for each training program, provided by the Federal Institute for Vocational Education and Training (BIBB), specifies the learning objectives",Regulatory training requirements that define learning objectives,p.2,
c107M02N36,Training companies,Organizational Dependency,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,not all training companies or vocational schools are equipped with such systems,Organizations responsible for providing training equipment and resources,p.2,
c107M02N37,Vocational schools,Organizational Dependency,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,not all training companies or vocational schools are equipped with such systems,Educational institutions providing vocational training,p.2,
c108M01N46,industrial experts' willingness to share their know-how,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,The success of elicitation depends on experts being willing to share their knowledge.,Participant willingness required for cooperative industrial knowledge elicitation.,"PDF p. 2, Sections II and III",
c108M01N47,analyst experience and skills in industrial knowledge elicitation,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Elicitation assumes that the analyst has the experience and skills needed to conduct sessions successfully.,Analyst competence required for elicitation and accurate interpretation.,"PDF p. 2, Section II",
c108M01N48,domain-expert validation of elicited industrial know-how and models,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Collected knowledge and proposed models were presented to domain experts for validation.,Expert review and acceptance required before formalization and digital transformation.,"PDF pp. 3-4, Sections III-C and V-A",
c108M02N24,Work psychology-informed semi-directive interview guides,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,an interview guide is previously prepared with directive questions to list the items to be discussed.,Interview guides are prepared documents with directive questions used to structure interviews and guide knowledge elicitation.,"Page 2, Section III.B",
c108M02N25,Expert willingness to share proprietary production knowledge,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,the willingness of experts to share their knowledge and their adhesion to the project play an important role in the success of the process.,"Expert willingness to share is the willingness of domain experts to participate in knowledge acquisition and share their expertise, which is critical for process success.","Page 2, Section III",
c108M02N26,Expert commitment to digital transition initiative,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,the willingness of experts to share their knowledge and their adhesion to the project play an important role in the success of the process.,"Expert adhesion to the project is the commitment and buy-in of domain experts to the knowledge acquisition and formalization project, which is critical for process success.","Page 2, Section III",
c108M02N27,Cross-disciplinary collaboration capacity,Organizational Dependency,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,it requires an ability and willingness to collaborate with others across disciplinary boundaries.,"Collaboration across disciplinary boundaries is the organizational requirement for ontology development, requiring cooperation across different expertise areas.","Page 1, Section I",
c109M01N17,manufacturing SME resource commitment to AI implementation,Organizational Dependency,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","Successful organizational AI use is described as requiring funding for change management, infrastructure, and training.","Allocation of financial, infrastructural, training, and change-management resources supporting AI implementation in SMEs.","PDF pp. 2 and 5, Sections 1 and 2.5",
c109M02N36,Supportive environment/culture,Organizational Dependency,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""To encourage 'tacit knowledge awareness and sharing,' enterprises must understand the process and develop working environments that facilitate it""","""Internal organizational culture supporting knowledge sharing""",Page 11,
c109M02N38,Trust,Organizational Dependency,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""In SMEs, such as the UAE and Canada, the acquisition of tacit knowledge usually starts within trust building and open communication""","""Trust as foundation for knowledge sharing""",Page 12,
c109M02N39,Open communication,Organizational Dependency,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""the acquisition of tacit knowledge usually starts within trust building and open communication""","""Communication openness for knowledge transfer""",Page 12,
c109M02N40,Management support,Organizational Dependency,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""the primary goal of management should be to cultivate and sustain a creative internal culture""","""Leadership commitment to innovation culture""",Page 5,
c109M02N52,Resource Commitment (RC),Organizational Dependency,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""RC refers to the allocation of an organization's current and future resources""","""Allocation of an organization's current and future resources""",Page 5,
c110M01N25,Smart Factory,Organizational Dependency,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,The study and chatbot implementation were conducted in a Smart Factory that replicated industrial environments.,The institutional facility providing the manufacturing equipment and educational setting for AlFrEDo.,"PDF p. 3, Section 2.1",
c110M02N13,User Feedback,Organizational Dependency,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,Feedback from students and faculty... was used to validate the chatbot's utility,The internal process of collecting and acting upon stakeholder input to improve the system.,Page 4,
c111M01N32,time resources for dealing with AI,Organizational Dependency,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,The interviews identify a lack of time resources for dealing with AI and exploring opportunities during ongoing operations.,Organizationally allocated time for employees to engage with AI.,"Section 4.2 and Table 3, PDF pages 6–8",
c111M02N44,Data quality/data maintenance,Organizational Dependency,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Sufficient data quality (data maintenance),"Internal organizational capability to maintain accurate, consistent, and complete data","Page 7, Table 3",
c111M02N45,Standardized ERP systems,Organizational Dependency,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of a standardized ERP system (e.g. different company codes in SAP),Organizational requirement for consistent and unified ERP system implementation,"Page 7, Table 3",
c111M02N46,Organizational embedding of AI strategy,Organizational Dependency,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,"Lack of organizational embedding in an overall strategy for AI use (lack of commitment, lack of coordination)",Integration of AI initiatives into formal organizational strategy with executive commitment,"Page 7, Table 3",
c111M02N47,Management commitment,Organizational Dependency,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,lack of commitment,Executive-level endorsement and active support for AI initiatives,Page 7,
c111M02N48,Coordination mechanisms,Organizational Dependency,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,lack of coordination,Organizational structures and processes for coordinating AI implementation across departments,Page 7,
c113M01N29,physical electronic-wiring training setup,Organizational Dependency,E,Augmented Reality Training For Improved Learnability,"The experimental task required participants to wire a power supply, voltage regulator board, terminal block, sensor, Arduino board, and breadboard.",Internally provided physical equipment and workspace required to conduct the electronic-wiring training and performance tasks.,"Sections 3.3.1 and 3.3.2, pages 21-23",
c113M02N28,AR training development resources,Organizational Dependency,I,Augmented Reality Training For Improved Learnability,AR-based information needs to be enhanced in a way that facilitates learning to take place,Not mentioned,Page 3,
c113M02N29,Learner motivation for AR training,Organizational Dependency,E,Augmented Reality Training For Improved Learnability,"Learning contents presented in AR can enhance learning motivation which involves attention, relevance, confidence, and satisfaction",Not mentioned,Page 2,
c114M01N13,trust and reciprocity among interlinked firms,Organizational Dependency,E,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,"Relational embedding examines trust and reciprocity among interlinked firms, while trust enables the smooth flow of tacit knowledge.",Internal relational conditions supporting reliable knowledge exchange among connected firms.,"Sections 3.2.1 and 5, pp. 8 and 16–17",
c114M01N14,enterprise data-processing capability for network resources,Organizational Dependency,E,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,Enterprise data-processing capability supports the absorption and integration of network resources.,"Internal organizational capability required to screen, classify, transform, and integrate acquired network resources.","Section 2.3, p. 6",
c114M02N17,Organizational Trust,Organizational Dependency,E,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,the trust mechanism generated by strong relationships determines a higher cost for firms to violate network practices,"Internal prerequisite required for successful relational embedding, enabling knowledge sharing and reducing opportunistic behavior","Section 2.1, Page 4",
c115M01N13,organizational digital strategy for manufacturing digitalization,Organizational Dependency,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,Digital strategy is measured as part of digital transformation and is described as a plan for how a firm will use digital technology to achieve its goals.,The organizational strategy guiding digitalization within a manufacturing firm.,"Sections 2.9 and Appendix A, PDF pages 10 and 25",
c115M01N14,organizational capability to acquire and master digital technologies,Organizational Dependency,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"The digital capability scale covers acquiring important digital technologies, identifying digital opportunities, and mastering state-of-the-art digital technologies.","A manufacturing firm's internal capability to identify, acquire, integrate, and master digital technologies.","Sections 2.9 and Appendix A, PDF pages 10 and 25",
c115M01N15,digital transformational leadership in manufacturing firms,Organizational Dependency,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,Higher digital transformational leadership strengthens the relationship between digital transformation and green knowledge acquisition in manufacturing firms.,Leadership that provides a digital-transformation vision and motivates organizational members toward common digital goals.,"Results and Discussion and Appendix A, PDF pages 19–22 and 26",
c115M02N11,Digital leadership capability,Organizational Dependency,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""Digital leadership ability is linked with the leadership capability to guide a firm toward digital transformation to improve its adaptability in an ever-changing digital and social ecosystem""","""the leadership capability to guide a firm toward digital transformation to improve its adaptability"" (Page 10)",Page 10,
c115M02N20,Organizational culture,Organizational Dependency,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""These adjustments influence the recruitment of employees and leaders while also revamping the culture of the firm""",The culture of the firm that influences digital transformation,Page 5,
c117M01N41,internal social media access controls,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Internal platforms are preferred for sensitive ideation partly because they provide access controls.,Controls restricting access to protected product ideas and interactions.,"PDF page 12, Section 4.2.2",
c117M01N42,NDAs for promising product-idea contributions,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Promising contributions progress under NDAs to maintain confidentiality.,Non-disclosure agreements protecting selected product-idea development.,"PDF pages 12-13, Sections 4.2.2 and 4.4.1",
c117M01N43,formal NPD idea-governance mechanisms,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Internal platforms support high-stakes ideation under formal governance mechanisms.,Organizational arrangements controlling disclosure and product-idea development.,"PDF page 12, Section 4.2.2",
c117M01N44,external social signal filtering mechanisms,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,External ideas can progress when filtering mechanisms are in place.,Organizational mechanisms for selecting and validating external social signals.,"PDF page 12, Section 4.2.1",
c117M01N45,product-idea confidentiality screening,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Secure internal submission portals apply confidentiality screening during idea generation.,Screening that prevents inappropriate disclosure of sensitive product ideas.,"PDF page 14, Table 6",
c117M02N30,NDAs,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,All subsequent interactions with the submitters are handled internally...to maintain confidentiality,Non-disclosure agreements protecting confidential information,Page 13,
c117M02N32,Access controls,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"Access Control: Closed, proprietary",Internal platform security measures regulating who can access information,Page 5,
c117M02N33,Disclosure policies,Organizational Dependency,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Internal disclosure guidelines defined restricted sharing zones during early NPD,Organizational rules governing what information can be shared,Page 15,
c119M01N43,robot-local knowledge alignment with the General Knowledge Base,Organizational Dependency,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"Each Local Knowledge Base retains a reference to the General Knowledge Base, which guarantees whole-system consistency.",The internal architectural condition aligning locally acquired robot knowledge with the shared knowledge structure.,"Section 3.1, PDF p. 6; printed p. 3202",
c119M02N19,WordNet-structured knowledge conceptualization methodology,Organizational Dependency,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The methodology used here for knowledge conceptualization... follows the structure of WordNet,The framework for organizing and structuring knowledge based on WordNet's lexical-semantic connections and synsets,"Page 6, Section 3.1",
c120M01N34,availability of sufficient historical job-shop scheduling data and optimal scheduling schemes,Organizational Dependency,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,"Many samples can be extracted from accumulated historical data, and a large number of optimal scheduling schemes must be prepared to mine an effective SPRM.",The internal availability of accumulated production data and optimal schedules required to obtain sufficient SPRM training samples.,"Sections 4.1 and 5.2, PDF pages 6 and 17, journal pages 1155 and 1166",
c120M02N21,Real-time Requirements,Organizational Dependency,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,...the SPRM fulfills the real-time requirements for online dynamic scheduling.,The internal requirement for scheduling decisions to be made quickly enough to support the operational pace of the manufacturing system.,"Section 5.3, Page 19",
c121M01N18,corporate commitment to circular-economy innovation goals,Organizational Dependency,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,Circular innovation orientation significantly strengthens the positive effect of generative capability on iterative innovation.,A firm's strategic commitment to integrating circular-economy goals into its innovation processes.,"pp. 5 and 8–10, moderation hypothesis and results",
c121M02N24,Corporate culture,Organizational Dependency,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,The circular innovation orientation can shape the cultural atmosphere and establishing institutional guarantees.,Organizational values and norms that support circular innovation.,Page 5,
c121M02N25,Organizational routines,Organizational Dependency,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,Generative capability can be viewed as a higher-order capability grounded in organizational routines.,Established patterns of behavior within organizations.,Page 3,
c121M02N26,Management decision preferences,Organizational Dependency,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,Firms with a strong circular innovation orientation can increase organizational members' awareness of circularity-related knowledge through measures such as vision statements and management decision preferences.,Management priorities and choices that influence knowledge application.,Page 5,
c121M02N27,Fault-tolerance mechanism,Organizational Dependency,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,"By signaling long-termism, the circular innovation orientation provides a fault-tolerance mechanism for circular innovation and encourages exploratory iterations supported by generative capability.",Organizational mechanisms that allow for experimentation and learning from failure.,Page 5,
c122M01N26,Organisational Readiness,Organizational Dependency,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Organisational Readiness had a significant positive effect on Metaverse-Enabled Knowledge Collaboration.,An enterprise's readiness and openness to address Metaverse-related platform challenges and experiment with the technology.,"Sections 5.2 and 7; Appendix A, Table A.1, PDF pages 15, 23, and 25",
c122M01N27,User Trust,Organizational Dependency,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,User Trust had a significant positive effect on Metaverse-Enabled Knowledge Collaboration.,"Confidence in platform security, content, collaborative outputs, participating organisations, and exchanged information.","Sections 5.2 and 7; Appendix A, Table A.1, PDF pages 15, 23, and 25",
c122M01N28,Digital Literacy,Organizational Dependency,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,"Digital Literacy significantly strengthened the effects of collaboration on knowledge sharing, acquisition, and application.","Employees' ability to acquire, evaluate, integrate, and apply digital knowledge in virtual collaborative environments.","Sections 3.5, 5.2, and 6.1, PDF pages 10, 17, and 21",
c124M01N23,mechanical-maintenance absorptive capacity,Organizational Dependency,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Absorptive capacity significantly mediates the relationship between digital-twin maintenance and operational resilience.,"Organizational capacity to acquire, assimilate, transform, and exploit knowledge relevant to mechanical maintenance.","Abstract and Sections 2.1 and 5, PDF pages 1, 4, and 11",
c124M02N32,Organizational Learning Capabilities,Organizational Dependency,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Internal capabilities for continuous learning and knowledge acquisition,"Section 2.1, Page 40",,
c124M02N33,Knowledge Sharing Routines,Organizational Dependency,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Established organizational practices for sharing knowledge among members,"Section 2.1, Page 40",,
c124M02N34,Training Programs,Organizational Dependency,I,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Structured programs to develop maintenance team capabilities,"Section 6.2, Page 48",,
c124M02N36,Cross-functional Collaboration,Organizational Dependency,I,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Collaboration across different functional areas,"Section 6.2, Page 48",,
c125M01N32,collaboration between the University of Alberta and the Tecnológico de Monterrey,Organizational Dependency,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,The common learning platform was developed through collaboration between the two universities.,Institutional collaboration underpinning development of the PiTech Academy.,"Sections 1–2 and 4, PDF pages 3 and 7",
c125M01N33,advanced level of electronics,Organizational Dependency,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Some participants found the IoT activity difficult without an advanced level of electronics.,Participant capability needed to follow the reported IoT hands-on activity without substantial difficulty.,"Section 3.3, PDF page 6",
c125M02N23,Management buy-in,Organizational Dependency,I,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,small manufacturing businesses must equip themselves with the latest smart manufacturing technologies as well as digital skills in their workforce,Leadership support required for digital transformation initiatives and training adoption,"Page 2, Section 1",
c125M02N24,Organizational culture,Organizational Dependency,I,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"the maturity scan assesses a manufacturing business in five categories: (i) strategy, structure, and organisational culture",Shared values and norms that influence readiness for innovation and training,"Page 6, Section 3.4",
c125M02N25,Dedicated training time,Organizational Dependency,I,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,workshop was a two-day hands-on workshop,Time allocated specifically for workforce training activities,"Page 5, Section 3.2",
c125M02N26,Financial resources,Organizational Dependency,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,PiTech Academy curriculum has been meticulously designed to accommodate small manufacturing businesses' unique technological needs and financial and human resources constraints,Budget available for technology adoption and workforce training,"Page 1, Abstract",
c126M01N25,organizational capacity to adapt to and learn from blockchain technology,Organizational Dependency,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Successful BT implementation depends on the organization's ability to adapt to and learn from the technology.,The firm's internal ability to learn about blockchain and adapt its routines and processes accordingly.,"Introduction, page 2",
c126M01N27,organizational investment in blockchain technology during the previous year,Organizational Dependency,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Only firms affirmatively reporting investment in BT during the previous year were retained in the adopted-BT sample.,Financial resources committed internally to current blockchain adoption and use.,"Section 4.1, page 5",
c126M01N28,availability of blockchain implementation support,Organizational Dependency,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Eligible firms had either a dedicated R&D team or external supplier partners providing BT support.,Availability to the firm of internal or contracted technical support for current blockchain implementation.,"Section 4.1, page 5",
c126M02N19,Organizational Memory,Organizational Dependency,I,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"As knowledge and experiences related to BT are documented and stored, they become part of the firm's collective intelligence",The collective intelligence and stored knowledge and experiences related to BT within the firm,Page 4,
c126M02N20,Cross-departmental Collaboration,Organizational Dependency,I,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"When internal knowledge is effectively integrated, it facilitates collaboration and communication among different teams and departments",Collaboration among different teams and departments engaged in BT projects,Page 4,
