node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,Unnamed: 8
c104M01N06,instructors,Knowledge Holder,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,Instructors demonstrated how to assemble the IoT circuit and supplied information related to IoT.,Persons who demonstrated the target assembly procedure and explained relevant IoT information.,"Figure 4, p. 8",
c104M01N07,two subject matter experts,Knowledge Holder,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,Two subject matter experts separately reviewed the test items and agreed that they appropriately examined the target content.,Experts who validated the content of the knowledge test.,"Section 3.3, p. 7",
c104M02N10,Researchers/Instructors,Knowledge Holder,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,Instructors demonstrated how to assemble the IoT circuit and gave information.,Designers and deliverers of the training.,Page 8,
c105M01N14,Experienced employees,Knowledge Holder,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,CTA respondents had substantial expertise in the selected process and were usually experienced employees.,Employees possessing substantial expertise in a selected manufacturing process.,"PDF p. 4, Methods",
c105M01N15,Company A experts,Knowledge Holder,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Two Company A pilot participants were experts and demonstrated differing task practices.,Expert employees participating in Company A's AR test.,"PDF pp. 6-7, Prototyping and Pilot results",
c105M02N12,Experts,Knowledge Holder,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,the expert has identified a workable order that he generally uses,Subject matter experts with deep process knowledge,Page 4,
c105M02N13,Management,Knowledge Holder,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"respondents are all employees of the company in question, ideally with different roles (management, experienced employees and newer employees)",Organizational leadership involved in technology decisions,Page 3,
c105M02N14,Operators,Knowledge Holder,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,employees in the primary process indeed participated,Workers directly involved in production operations,Page 3,
c106M01N10,company veteran trainer,Knowledge Holder,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,The trainer was a qualified company veteran who provided operative support to new workers.,A qualified experienced employee responsible for operative training support.,"Section 3.3.3, p. 6",
c106M02N04,Trainer / Veteran,Knowledge Holder,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,It is supposed that each group is supported by a trainer during some parts of the test. The trainer is a company veteran who has been qualified to provide operative support to new workers during training.,The company veteran qualified to provide operative support and explanations on technical features to the trainees.,Page 6,
c107M02N11,Trainers/Instructors,Knowledge Holder,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,teaching support is usually provided by the instructor,Individuals who provide teaching guidance and support in traditional pneumatics training,p.9,
c107M02N12,Pneumatics teachers at vocational colleges,Knowledge Holder,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,developed with the help of a teacher of pneumatics at a vocational college,Expert educators consulted to develop knowledge tests and validate learning content,p.6,
c107M02N13,Festo Didactic,Knowledge Holder,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,"The ""Festo Didactic AR"" app was developed to facilitate the commissioning of mechatronic learning systems",Organization that develops pneumatic learning systems and educational technology,p.3,
c108M01N23,fifty-five luxury-packaging company employees,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Fifty-five employees from different departments and locations were interviewed in the manufacturing project.,Employees holding knowledge of the luxury-packaging company's processes and practices.,"PDF p. 5, Section VI, Experimentation",
c108M01N24,twenty interviewed vine growers,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,A panel of twenty vine growers was selected for the viticulture interviews.,"Vine growers holding cultivation, risk, observation, and vine-cycle knowledge.","PDF p. 5, Section VI, Experimentation",
c108M01N25,five interviewed wine professionals,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Five wine professionals were selected for the viticulture interviews.,Wine professionals holding wine-production and winemaking knowledge.,"PDF p. 5, Section VI, Experimentation",
c108M01N26,work-psychology and Human and Social Sciences interview-guide experts,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Interview guides were defined with experts in work psychology and Human and Social Sciences.,Experts contributing knowledge about psychological conditions and interview design.,"PDF p. 3, Section III-B",
c108M01N27,company IT personnel integrating the formal knowledge model,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"IT personnel were responsible for connecting the solution to the information system, implementing the final model, and developing services.",Company technical personnel holding system-integration and implementation knowledge.,"PDF p. 4, Section V-A",
c108M02N03,Multinational manufacturing and viticulture domain experts,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"In industry, know-how acquisition is the most important step for building formal and digital solutions. It requires direct access to human knowledge and expertise.","Domain experts are professionals possessing specialized know-how in their respective fields, serving as primary knowledge holders in the elicitation process.","Page 1, Section II; Page 2, Section III",
c108M02N04,Vine cultivators and growers,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"A panel of twenty vine growers and five wine professionals is selected to be interviewed. The application of our knowledge elicitation method in this project allows collecting the domain know-how (vine cultivation, disease control, wine-making methods, etc.) of vine growers and winemakers.","Vine growers are domain experts in the viticulture case study who hold knowledge about vine cultivation, disease control, and climatic risk management.","Page 5, Section VI",
c108M02N05,Wine processing specialists,Knowledge Holder,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"A panel of twenty vine growers and five wine professionals is selected to be interviewed. The application of our knowledge elicitation method in this project allows collecting the domain know-how (vine cultivation, disease control, wine-making methods, etc.) of vine growers and winemakers.","Winemakers are domain experts in the viticulture case study who hold knowledge about wine-making methods, organoleptic characteristics, and the influence of climate change on wine production.","Page 5, Section VI",
c109M01N05,employees of Canadian and UAE manufacturing SMEs,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","Tacit knowledge is generated and used by employees in routine manufacturing work, and the empirical study examines manufacturing SMEs in Canada and the UAE.",Employees who possess and use experience-based operational knowledge in the sampled manufacturing contexts.,"PDF pp. 1, 3, and 6–7, Abstract and Sections 2.1 and 3.1",
c109M02N07,Senior-level managers,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Senior-level managers in manufacturing SMEs were initially briefed on the research goals and significance to gauge their willingness to participate""","""Senior-level managers""",Page 6,
c109M02N08,Top management,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""focusing on top management of small and medium-sized firms in the manufacturing industry""","""Top management""",Page 7,
c109M02N09,Employees,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""much of this valuable knowledge remains elusive, embedded in the minds of individuals""","""Employees' expertise drives organizational innovation""","Page 2, Page 4",
c109M02N10,Individuals,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""this knowledge, deeply rooted in individual experience, skills, and expertise, is challenging to express or replicate""","""individual experience, skills, and expertise""",Page 2,
c109M02N11,Team members,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Sharing tacit information enables team members to acquire practical skills, unique experiences, and specialized techniques, enhancing performance through cognitive innovation""","""Team members in collaborative programs""",Page 4,
c109M02N12,External stakeholders,Knowledge Holder,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""GRC reflects the value derived from external relationships with customers, suppliers, and institutions""","""Customers, suppliers, and allies""",Page 4,
c110M01N08,professors,Knowledge Holder,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,Alumni reported consulting professors as an alternative when manuals were insufficient.,Academic personnel consulted for troubleshooting assistance.,"PDF p. 6, Section 3.2",
c110M02N03,Alumni,Knowledge Holder,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,Alumni often had to search for information independently in manuals,Not mentioned,Page 6,
c111M01N09,colleagues,Knowledge Holder,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,The personal-channel evidence includes conversations and exchanges of experience among colleagues.,Work colleagues possessing relevant experience or knowledge.,"Section 4.3 and Table 4, PDF pages 8–9",
c111M01N10,other innovative companies that use AI,Knowledge Holder,I,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Exchange with other innovative companies using AI was the most frequently identified personal channel.,Companies possessing practical experience with AI use.,"Table 4, PDF pages 8–9",
c111M01N11,external consultants,Knowledge Holder,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,"External consultants are identified as a personal knowledge-acquisition channel, and advisory institutions contribute to the information pool.",Consultants possessing relevant AI or controlling information.,"Section 4.3 and Table 4, PDF pages 8–9",
c111M01N12,external partners who offer AI solutions,Knowledge Holder,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 4 identifies external partners who offer AI solutions as a personal channel.,External solution providers possessing knowledge about their AI solutions.,"Table 4, PDF pages 8–9",
c111M01N13,institutes at universities,Knowledge Holder,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 4 identifies contacts with institutes at universities as a knowledge-acquisition channel.,University institutes possessing relevant academic or applied knowledge.,"Section 4.3 and Table 4, PDF pages 8–9",
c111M02N17,Senior Controllers,Knowledge Holder,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,controllers in managerial positions from eleven globally active manufacturing companies,Managerial-level controllers with responsibilities from divisional/site management to CFO,Page 5,
c111M02N18,Employees in controlling departments,Knowledge Holder,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,employees who perform analytical and reporting tasks within the controlling function,Staff members working within controlling departments who conduct analytical and reporting tasks,Page 5,
c111M02N19,IT Department,Knowledge Holder,I,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,This enabled her to transfer her way of thinking in algorithms to the area of controlling and thus to develop targeted solutions with the IT department,Internal technical support function responsible for technology implementation and maintenance,Page 7,
c113M02N14,Student participants (knowledge holders),Knowledge Holder,E,Augmented Reality Training For Improved Learnability,a total of thirteen participants were involved in this experiment... They were all students,Not mentioned,Page 4,
c113M02N15,Aircraft Maintenance Technicians (Knowledge Holders),Knowledge Holder,E,Augmented Reality Training For Improved Learnability,Visual inspection requires Aircraft Maintenance Technician (AMT) to identify certain characteristics of all types of faults,Not mentioned,Page 1,
c113M02N16,Industrial workers/employees (Knowledge Holders),Knowledge Holder,E,Augmented Reality Training For Improved Learnability,upskilling employees' competencies to handle and maintain the complex engineering assets (CEAs) is indispensable,Not mentioned,Page 1,
c114M01N06,partners in digital technology innovation networks,Knowledge Holder,E,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,Firms with higher centrality have more partners and maintain cooperative relationships that provide access to technological knowledge resources.,Cooperating firms directly connected to a focal enterprise in the digital technology innovation network.,"Sections 2.1 and 5, pp. 3–4 and 16–17",
c114M02N05,Partners in Innovation Network,Knowledge Holder,E,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,partners with strong relationships are more stable with each other due to frequent transactions,Other organizations within the digital technology innovation network that hold and share knowledge through cooperative relationships,"Section 2.1, Page 4",
c114M02N06,R&D Personnel,Knowledge Holder,I,The Impact Of Digital Technology Innovation Network Embedding On Firms’ Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,number of R&D personnel as a control variable affecting innovation performance,Employees within firms who conduct research and development activities and hold technical knowledge,"Section 3.2.5, Page 9",
c115M02N02,Middle and senior managers,Knowledge Holder,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""Data were collected from middle and senior-level managers of the surveyed firms""",Middle and senior-level managers who possess green knowledge and innovation performance and participate in digital transformation processes,Page 13,
c115M02N04,Firms/Manufacturing companies,Knowledge Holder,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""The surveyed firms were in food processing and manufacturing, building material manufacturing, automotive and spare parts, textile and apparel manufacturing, mechanical, metal and engineering, and medical""","Manufacturing companies that are the subject of the study, implementing digital transformation and green knowledge acquisition",Page 13,
c115M02N09,Digital transformational leaders,Knowledge Holder,E,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,"""Leaders who embrace digital transformation are often referred to as 'digital leaders'; they associate collaborative networks and maintain expertise in the digital domain""",Leaders who embrace digital transformation and guide firms toward digital transformation to improve adaptability in a digital ecosystem,Page 3,
c117M01N11,technology-product consumers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"Consumers provide preferences, reactions, reviews, comments, and product-use knowledge.",Consumers of products in the technology-industry cases.,"PDF pages 11-13, Sections 4.1.1 and 4.3",
c117M01N12,external innovation communities,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Internal platforms invite ideas from external communities during the fuzzy front-end.,Communities outside the firm invited to contribute innovation ideas.,"PDF page 11, Section 4.1.2",
c117M01N13,external product-innovation experts,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,External experts provide feedback on whether submitted ideas should progress.,Vetted outside specialists contributing product-innovation judgment.,"PDF page 13, Section 4.4.2",
c117M01N14,R&D specialists,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,R&D specialists contribute expertise in cross-functional concept development.,Specialists possessing research and development expertise.,"PDF pages 14 and 17, Sections 4.4.3 and 6.1",
c117M01N15,product designers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Product designers review ideas through internal social-media platforms.,Design specialists contributing product-design knowledge.,"PDF page 14, Section 4.4.3",
c117M01N16,NPD researchers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Researchers participate in internal platform-supported concept development.,Researchers contributing knowledge to new product development.,"PDF page 14, Section 4.4.3",
c117M01N17,industry analysts,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Industry analysts review ideas and provide insights firms may have missed.,Analysts possessing sector and market knowledge.,"PDF page 14, Section 4.4.3",
c117M01N18,tech suppliers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Tech suppliers participate in idea review through internal platforms.,Suppliers contributing technical and product knowledge.,"PDF page 14, Section 4.4.3",
c117M01N52,external product-idea submitters,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"After experts select potential ideas, subsequent interactions with the submitters are handled internally.",External contributors who submit product ideas for firm evaluation and development.,"PDF page 13, Section 4.4.1",
c117M01N53,external innovators,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Internal social-media tools assemble external innovators with other specialists for concept development.,Innovators outside the focal firm who contribute product-development knowledge.,"PDF page 14, Section 4.4.3",
c117M02N07,Product Innovation Managers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Product Innovation Managers...senior managers responsible for product and innovation strategy,Senior managers involved in NPD and innovation activities,Page 9,
c117M02N08,Product Research Specialists,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Product Research Specialists...involved in early product research activities,Specialists involved in early product research activities,Page 9,
c117M02N09,Product Insights Developers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,Product Insights Developers...responsible for consumer and market insights,Managers responsible for consumer and market insights,Page 9,
c117M02N12,Consumers,Knowledge Holder,E,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"Live discussions, blogging, tweets, and comments...help us understand our customers",End users providing feedback and insights on social media,Page 11,
c119M01N46,robot knowledge-acquisition researchers,Knowledge Holder,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,"The researchers selected concepts, defined semantic classes, and checked retrieved-image inconsistencies.",The research team applying semantic and visual judgment during robot dataset preparation.,"Section 5.1, PDF pp. 10-11; printed pp. 3206-3207",
c119M02N08,Pepper humanoid robot platform (knowledge holder),Knowledge Holder,E,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,The platform used to test our work is the humanoid robot Pepper,"Humanoid robot with 20 degrees of freedom, designed for full interaction; has 2D camera and movement sensors; used for knowledge acquisition validation","Page 19-20, Section 6.1",
c120M02N12,Optimal Scheduling Schemes,Knowledge Holder,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,"...a large number of optimal scheduling schemes... Based on these scheduling schemes, a large number of training samples can be acquired.",The repository that holds the ground-truth decisions and patterns.,"Section 4.3.2, Page 9",
c120M02N13,Historical Data,Knowledge Holder,E,Dynamic Scheduling For Job Shop With Machine Failure Based On Data Mining Technologies,...a large amount of historical data has been accumulated...,The repository of past system states and decisions.,"Section 4.1, Page 6",
c121M01N08,recycling-business enterprises,Knowledge Holder,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,"The survey examined enterprises engaged in the recycling business and their acquisition, inheritance, updating, and application of knowledge.",Enterprises engaged in recycling business and represented in the survey sample.,"pp. 4–6, theoretical model and Sample and data",
c121M01N09,circular-supply-chain suppliers,Knowledge Holder,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,Material recovery data from suppliers are identified as knowledge inputs recombined by generative capability.,Supply-chain partners holding and providing material-recovery knowledge.,"p. 4, Mediating role of generative capability",
c121M01N10,used-product consumers,Knowledge Holder,E,How Can Generative Artificial Intelligence Empower Circular Supply Chain Practices? Evidence From Chinese Companies,"Consumer preferences, expectations for environmentally friendly products, and return behavior are external knowledge inputs.",Consumers holding preference and used-product return-behavior knowledge.,"pp. 3–4, knowledge-acquisition discussion",
c122M01N13,domain experts,Knowledge Holder,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Domain experts participated in real-time exchange and discussions from which respondents acquired insights.,Not mentioned,"Appendix A, Table A.1, KS2 and KAC2, PDF page 26",
c122M01N14,individuals from different departments,Knowledge Holder,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Respondents frequently collaborated in the Metaverse with individuals from different departments.,Not mentioned,"Appendix A, Table A.1, MKC2, PDF page 25",
c122M01N15,individuals from different roles,Knowledge Holder,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Respondents frequently collaborated in the Metaverse with individuals from different roles.,Not mentioned,"Appendix A, Table A.1, MKC2, PDF page 25",
c122M01N16,individuals from different organisations,Knowledge Holder,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Respondents frequently collaborated in the Metaverse with individuals from different organisations.,Not mentioned,"Appendix A, Table A.1, MKC2, PDF page 25",
c122M01N17,external partners,Knowledge Holder,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,Respondents interacted regularly with external partners through Metaverse platforms to support innovation.,Not mentioned,"Appendix A, Table A.1, MKC4, PDF page 25",
c122M02N03,Domain Experts and Senior Engineers,Knowledge Holder,E,Exploring The Role Of Metaverse-Enabled Knowledge Collaboration In Enhancing Knowledge Management Outcomes In Manufacturing,"Employees with high DL are more proficient in using immersive platforms, extracting key information and translating knowledge into task-related decisions",Individuals within manufacturing organisations who possess deep expertise and engage in knowledge collaboration through Metaverse platforms,"Page 10, Section 3.5",
c124M01N11,mechanical maintenance teams,Knowledge Holder,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,"Maintenance teams identify useful information, combine it with operational-level knowledge, and modify maintenance approaches.",Teams responsible for mechanical-maintenance work and related decisions.,"Sections 2.1, PDF pages 3-4",
c124M01N12,mechanical-system technical unit,Knowledge Holder,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,"The technical unit identifies useful external information, combines it with operational-level knowledge, and modifies maintenance approaches.",Organizational technical personnel involved in mechanical-system maintenance decisions.,"Section 2.1, PDF page 4",
c124M02N11,Mechanical Engineers,Knowledge Holder,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Professional role involved in maintenance processes and technological decision-making,"Section 3, Page 42",,
c124M02N12,Maintenance Managers,Knowledge Holder,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Professional role responsible for maintenance decision-making,"Section 3, Page 42",,
c124M02N13,Technical Supervisors,Knowledge Holder,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Professional role overseeing maintenance operations,"Section 3, Page 42",,
c124M02N14,Operational Employees,Knowledge Holder,E,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,Staff directly involved in operational maintenance activities,"Section 3, Page 42",,
c125M01N13,researchers,Knowledge Holder,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"Researchers developed the two-day workshop and, with engineering students, experiential-learning modules.",Not mentioned,"Sections 3.1–3.2, PDF page 5",
c125M01N14,engineering students,Knowledge Holder,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,"Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.",Not mentioned,"Sections 2 and 3.1, PDF pages 3 and 5",
c125M01N15,industrial partners,Knowledge Holder,I,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Industrial partners supply company pain points and collaborate with engineering students in developing solutions.,Small manufacturing businesses collaborating with academic participants in applied research and training.,"Sections 2 and 3.1, PDF pages 3 and 5",
c125M01N16,small manufacturing business owners,Knowledge Holder,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,Owners participated in the maturity-model activity concerning their businesses’ potential pain points.,Not mentioned,"Sections 3 and 3.2, PDF pages 4–5",
c125M02N10,Shop floor workers,Knowledge Holder,E,Insights Into The Pitech Academy Learning Platform For Small Manufacturing Businesses And Learning Factories,small manufacturing business managers and their shop floor workers to engage with engineering students,Workers holding operational and hands-on production knowledge; also primary learners in the workshops,"Page 1, Abstract",
c126M01N08,blockchain industry experts,Knowledge Holder,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Industry experts are identified as external sources of BT-related knowledge.,External specialists possessing blockchain knowledge.,"Introduction, page 2; Section 3, page 3",
c126M02N10,Manufacturing Firms,Knowledge Holder,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,Manufacturing firms are characterized by tangible product outputs and complex supply chain networks,"Firms characterized by tangible product outputs, complex supply chain networks, and resource management and production optimization",Page 6,
c126M02N11,IT Firms,Knowledge Holder,E,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,IT firms typically focus on intangible products and services and operate in a rapidly evolving digital landscape,"Firms focusing on intangible products and services, operating in a rapidly evolving digital landscape where innovation and data management are critical",Page 6,
