node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
c102M01N14,Scene graph construction,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,The scene graph model learns object relationships and establishes connections using different edge types.,Operational construction of a graph representing objects and their relationships.,"Section III-A, p. 542"
c102M01N15,Scene-graph-based task interpretation,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,Task interpretations are generated from triples derived from the scene graph.,Operational generation of task explanations from scene-graph triples.,"Section III-A, p. 542"
c102M01N16,LLM-based task interpretation,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,GPT-4 uses a given image and a prompt to produce detailed scene depictions and task interpretations.,The tested LLM workflow for zero-shot interpretation of HRC and other scenes.,"Section III-A, p. 542; Figure 3; Table I"
c102M01N17,Human intention narration approach,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,The approach generates textual descriptions of human-relevant tasks from temporal videos.,A video-to-text workflow for learning and communicating human action intentions.,"Section III-B, pp. 542-543; Figure 4"
c102M01N18,Language-guided robot skill acquisition approach,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,The approach recursively decomposes a task description and enables robot skill acquisition.,A language-guided workflow for deriving plans and robot skills from task descriptions.,"Section III-C, p. 543; Figure 5"
c102M01N19,6-DOF exploration primitive,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,A 6-DOF exploration primitive is employed after LLM task decomposition.,"Exploration subsystem containing motion-planning, grasp-sampling, and placement-sampling components.","Section III-C, p. 543; Figure 5"
c102M01N20,Sampling-based motion planner,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,The 6-DOF exploration primitive includes a sampling-based motion planner.,Operational component that generates robot trajectories.,"Section III-C, p. 543"
c102M01N21,Geometry-based grasp sampler,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,The grasp sampler explores points in an object's point cloud to identify suitable grasps.,Operational component for identifying suitable robot grasps.,"Section III-C, p. 543"
c102M01N22,Placement sampler,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,The placement sampler determines optimal placement poses.,Operational component for determining object placement poses.,"Section III-C, p. 543"
c102M02N26,Robot low-code execution,Technology-enable Practice,E,Large Language Model For Humanoid Cognition In Proactive Human-Robot Collaboration,language-guided robot skill acquisition approach initially decomposes the task description recursively into subtasks,LLM-based robot skill acquisition and execution,Page 4
c103M01N24,body-conducted-sound-based handwork recognition experiment,Technology-enable Practice,I,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,"The experiment acquired sounds, extracted features, trained models, and evaluated 13 classes.",The complete implemented experimental workflow.,"Sections 3.1-3.6, pp. 4-5"
c103M01N25,body-conducted-sound acquisition,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,A wrist-mounted sensor acquired sounds during 13 handwork types over six iterations.,The implemented recording stage.,"Sections 3.1-3.2, p. 4"
c103M01N26,body-conducted-sound feature extraction,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,"Filtering, Fourier analysis, Mel filtering, and ZCR produced feature vectors.",The implemented signal-processing stage.,"Section 3.3, p. 4"
c103M01N27,DRLDCC-ELM model training,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,Multilayer ELMs were trained ten times with different random seeds.,Training process for the proposed model.,"Sections 3.4 and 3.6, pp. 4-5"
c103M01N28,transformer baseline model training,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,The transformer was trained ten times with different random seeds.,Training process for the comparison model.,"Section 3.5, p. 5"
c103M02N21,Wearable wrist sensor,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,A wristband was used to secure a body-conducted sound sensor in the middle of the dorsal wrist of the dominant hand.,The practice of using a wrist-mounted sensor to capture body-conducted sounds.,Section 3.1
c103M02N22,Regularized least-squares training,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,The optimal weight matrix beta* can be obtained as a solution to a standard regularized least-squares problem.,The mathematical training method used for ELM weight optimization.,Section 2.1
c103M02N27,Model inference process,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,The DRLDCC-ELM outputs one prediction each time a new feature vector is fed to the model.,The process of generating recognition predictions from trained models.,Section 3.4
c103M02N28,Air-conducted sound capture,Technology-enable Practice,E,Deep Extreme Learning Machine With Its Application To Body-Conducted-Sound-Based Handwork Recognition,Air-conducted sounds can also be utilized as a modality for handwork recognition because such sounds can propagate via diffraction.,The practice of using air-conducted sounds for handwork recognition.,Section 1
c104M01N12,MAR application IoT assembly training,Technology-enable Practice,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"The study developed and evaluated a MAR application that visualized IoT circuit assembly steps, provided 3D component models, and enabled interaction.",Implemented mobile augmented-reality training practice for physical IoT circuit assembly.,"Abstract and Sections 1 and 3.1, pp. 1–5"
c104M01N13,step-by-step assembly guidance module,Technology-enable Practice,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,Virtual elements and step-by-step animation guided users in placing real elements accurately on the breadboard.,"Implemented MAR module presenting sequential instructions, component models, visual signals, and placement animation.","Section 3.1, p. 5"
c104M01N14,IoT component-control module,Technology-enable Practice,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The second main module allowed users to control IoT components after completing the circuit through commands sent via a web server.,"Implemented MAR module for controlling assembled LEDs, fans, and other IoT components.","Section 3.1, p. 5"
c104M02N14,MAR application for assembly guidance,Technology-enable Practice,E,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,The MAR application overlays virtual elements over real objects to guide assembly.,Digital system providing interactive assembly guidance.,Page 1
c105M01N21,Current digital work instructions on an external screen,Technology-enable Practice,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Company A displayed its normal instructions on a screen close to the workplace.,Company A's existing screen-based instruction practice.,"PDF pp. 5-6, Phase 1 results and Prototyping"
c105M01N22,Vuzix M400 knowledge-capture prototype,Technology-enable Practice,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,The capture prototype used Vuzix M400 glasses to record expert narration and video.,Assisted Reality practice used to record first-person expert instructions.,"PDF p. 6, Prototyping"
c105M01N23,Whisper-based video-to-written-instructions conversion,Technology-enable Practice,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,Recorded video was transcribed and its step indications were used to create written instructions.,Implemented workflow converting recorded speech and video into written steps.,"PDF pp. 6-7, Prototyping and Pilot results"
c105M01N24,Magic Leap 2 AR-instruction prototype,Technology-enable Practice,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,The Company A pilot used Magic Leap 2 glasses to present step instructions and 3D visualizations.,Experimental AR practice for presenting task instructions.,"PDF pp. 6-7, Prototyping and Pilot results"
c105M02N22,AR instruction system,Technology-enable Practice,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"AR solution with a complete set of glasses, in this case the Magic Leap 2",AR-based instruction delivery system,Page 6
c105M02N23,AR knowledge capture system,Technology-enable Practice,E,Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory,"Assisted Reality system with glasses, which are generally lighter and more comfortable to wear than full VR or Augmented Reality systems",System for capturing expert knowledge using AR glasses,Page 5-6
c106M01N14,digital procedures provided by a screen,Technology-enable Practice,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,G1 used digital procedures displayed on a large smart screen and navigated with a keyboard.,Screen-based delivery of the company’s digital setup procedure.,"Sections 3.4.1–3.4.2, p. 8"
c106M01N15,VMAR-based training module,Technology-enable Practice,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,The implemented module combined VM and AR solutions to support learning and trainer intervention.,The integrated Visual Management and Augmented Reality training system validated in the case.,"Section 3.3, p. 6"
c106M01N16,superimposition of digital and physical objects,Technology-enable Practice,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,G2 viewed digital component models overlaid on their intended physical locations through the HMD.,AR guidance function that aligns virtual component representations with the physical machinery.,"Sections 3.3.1 and 3.4.1; Fig. 4, pp. 6 and 8"
c106M01N17,Hand menu,Technology-enable Practice,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,"The hand-bound menu enabled step selection, hologram control, and access to additional information.",An implemented MRTK interface bound to the user’s hand.,"Section 3.4.2 and Fig. 6a, p. 9"
c106M01N18,Virtual Dashboard,Technology-enable Practice,E,A Visual Management And Augmented-Reality-Based Training Module For The Enhancement Of Short And Long-Term Procedural Knowledge Retention In Complex Machinery Setup,The dashboard displayed the current step and indicated whether additional information was available.,An implemented AR interface positioned above the visualized parts.,"Section 3.4.2 and Fig. 6b, p. 9"
c107M01N14,A.R.P.S.,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Augmented Reality Pneumatic Simulation was implemented as an AR-based mobile training application with two pneumatics exercises.,The implemented mobile AR serious-game application used for pneumatics training.,"Section 4, PDF pages 4–5"
c107M01N15,realistic simulation of the pneumatic system,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Concept 1 visualized 3D models of pneumatic components through QR codes without the additional visualization aids.,The first implemented AR training concept.,"Section 4, PDF page 5"
c107M01N16,realistic simulation with additional AR elements,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Concept 2 combined the realistic simulation with airflow tracking and an X-ray view.,The second implemented AR training concept with additional process visualizations.,"Section 4, PDF page 5"
c107M01N37,two-dimensional simulation software,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Current simulation software is predominantly two-dimensional and usually represents pneumatic components through circuit symbols.,A digital teaching practice that presents pneumatic systems through two-dimensional simulation.,"Section 2, PDF page 2"
c107M02N21,AR-based training app (A.R.P.S.),Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,"The realized application with the name A.R.P.S., an acronym for Augmented Reality Pneumatic Simulation",Implemented mobile AR application for pneumatics training with two visualization concepts,p.4
c107M02N22,Serious game elements,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,AR elements and serious game elements are used for the development of the AR-based training,Game-like design elements integrated into the training application to enhance engagement,p.4
c107M02N23,Knowledge tests,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,Quantitative research consists of two knowledge tests before and after AR app exercises to measure knowledge uptake,Pre/post assessment tool measuring knowledge acquisition and retention,p.5
c107M02N24,Qualitative interviews,Technology-enable Practice,E,How Can Pneumatics Be Trained With Augmented Reality In The Context Of Training For Industrial-Technical Professions?,a qualitative survey using semi-structured interviews to gather detailed experiences and opinions,Interview method used to collect participant feedback and experience data,p.6
c108M01N36,semi-formal modeling of industrial know-how with mind maps and UML diagrams,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Informal know-how was transformed into structured semi-formal models using mind maps and UML diagrams.,Digitally supported conceptual modeling between elicitation and formal ontology construction.,"PDF p. 4, Section V-A"
c108M01N37,ontological formalization of industrial expert know-how,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,UML representations were translated into formal semantic ontology models.,Digital formalization of elicited industrial know-how in machine-understandable form.,"PDF pp. 4-5, Section V-B"
c108M01N39,luxury-packaging artificial reasoning application for project-risk anticipation,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"An artificial reasoning application retrieved similar projects, experiences, risks, costs, and resources to anticipate customer-request risk.",An ontology-backed reasoning application for luxury-packaging project analysis.,"PDF p. 5, Section VI, Experimentation"
c108M01N40,Wine Cloud vine life-cycle traceability platform,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,The Wine Cloud project provided a complete traceability platform for the vine life cycle.,A platform combining expert knowledge and sensor feedback for vine life-cycle traceability.,"PDF p. 5, Section VI, Experimentation"
c108M01N41,digital vine-state prediction and production-recommendation solutions,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,Ontological formalization enabled solutions to predict vine state and recommend production actions to vine growers.,Digital prediction and recommendation services for viticulture production.,"PDF p. 5, Section VI, Experimentation"
c108M02N15,Formal ontologies,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"An ontology is defined as a formal and explicit specification of a shared conceptualization of a domain of interest. It provides a common and shared structure of concepts, their properties and relations, and allows the representation of knowledge in an understandable machine form.","Formal ontologies are logic-based formal specifications of concepts and their relationships, providing machine-readable representation of domain knowledge.","Page 3, Section IV"
c108M02N16,UML diagrams,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"The UML language standard proposes a set of visual diagrams allowing expression of different know-how aspects, like definition of static elements (knowledge concepts), definition of associated dynamic elements (use cases), and representation of constraints associated to each use case.","UML diagrams are visual modeling tools used for semi-formal representation of knowledge, expressing static elements, dynamic elements, and constraints.","Page 4, Section V.A"
c108M02N17,Digital environment,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,provide a collaborative digital environment for the expression of know-how for the company.,The digital environment is a collaborative digital space created for knowledge expression and exchange within the company.,"Page 5, Section VI"
c108M02N18,Artificial reasoning application,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"an artificial reasoning application is developed. It allows extraction of all similar projects, experiences, risks, costs, physical resources, raw materials, and human resources close to the described features in a customer specification.","The artificial reasoning application is developed from the formal ontology in the manufacturing case to enable extraction of similar projects, experiences, risks, costs, and resources from customer specifications.","Page 5, Section VI"
c108M02N19,Traceability platform,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,provide a complete traceability platform for the vine life cycle based on domain expert knowledge and sensor feedback data.,The traceability platform is developed in the viticulture case to provide complete traceability of the vine life cycle based on expert knowledge and sensor data.,"Page 5, Section VI"
c108M02N20,Recommendation system,Technology-enable Practice,I,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,ontological formalization that allows the development of digital solutions to predict the state of the vines and to provide wine growers with recommendations for their production.,The recommendation system is developed from the ontological formalization to provide wine growers with production recommendations based on predicted vine states.,"Page 5, Section VI"
c108M02N46,Binomial distribution analysis,Technology-enable Practice,E,Cooperative Knowledge Elicitation For Formal Ontology Design: An Exploratory Study Applied In Industry For Knowledge Management,"Additional analyses, such as the calculation of a Binomial distribution (Bernoulli's theorem, 1713), can also be performed to identify other important issues that can serve as a starting point for further development and discussions.",Binomial distribution analysis is an additional statistical analysis method used to identify important issues from interview data.,"Page 3, Section III.C"
c109M01N13,AI-powered collaboration tools,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment",The paper states that Canadian SMEs leverage AI-powered collaboration tools to formalize and codify tacit knowledge.,AI-supported collaboration applications used for knowledge sharing and codification.,"PDF p. 2, Section 1"
c109M01N14,AI-based informal knowledge sharing systems,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","The paper states that UAE SMEs exploit AI-based informal knowledge sharing systems in their high-context, collectivist setting.",AI-supported systems used for informal organizational knowledge exchange.,"PDF p. 2, Section 1"
c109M01N15,AI-based knowledge management solutions,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment",The paper describes AI-based knowledge management solutions in UAE manufacturing SMEs as storing and retrieving practices and supporting capture of tacit knowledge concerning energy-efficient activities.,"AI-supported knowledge-management applications used to capture, store, retrieve, and circulate sustainability knowledge.","PDF p. 5, Section 2.4"
c109M02N23,SAP sustainability management,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""SMEs can adopt SAP sustainability management to manage different eco-friendly actions, including reducing the use of resources and cutting their carbon emissions""","""Specific software platform for sustainability management""",Page 11
c109M02N24,AI-based Enterprise Resource Planning (ERPs),Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""UAE SMEs also employ AI based enterprise resource planning (ERPs) to standardize and spread the sustainable manufacturing practices""","""AI-enabled ERP systems for standardizing sustainable practices""",Page 5
c109M02N25,Adaptive AI-based learning platforms,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Adaptive AI-based learning platforms help employees to find relevant information about how to perform sustainable manufacturing activities""","""Digital learning platforms with AI adaptivity""",Page 5
c109M02N26,Coursera for Business,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""Canadian SMEs make use of platforms like Coursera for Business to motivate their workforce to learn eco-friendly practices""","""Online learning platform for corporate training""",Page 5
c109M02N27,Google Workspace AI,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""incorporating AI-enhanced collaboration hubs such as Google Workspace AI, the way teams work together can be transformed as they gain predictive insights inside and outside the organization""","""AI-enhanced collaboration platform""",Page 11
c109M02N28,AI-enhanced Slack channels,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""tools such as AI-enhanced Slack channels further facilitate interactive learning between internal teams and external partners, enabling efficient sharing of sustainability-focused insights""","""Communication platform with AI capabilities""",Page 5
c109M02N30,Predictive analytics tools,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""AI can be used to arrange virtual eco-innovation workshops where external collaborators are involved in idea generation and problem-solving""","""Analytics tools for prediction and insights""",Page 12
c109M02N31,Microsoft Azure Sustainability Insights,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""investing on predictive analytics tools based on AI, e.g. Microsoft Azure Sustainability Insights, enables SMEs to manage GSC by maximizing supply chain efficiency and reducing environmental impacts""","""Analytics platform for sustainability insights""",Page 12
c109M02N32,Talent LMS,Technology-enable Practice,E,"Unseen Seeds, Green Minds In The Digital Era: How Smes Foster Innovation Through Green Intellectual Capital, Ai, And Resource Commitment","""AI-based platforms, like Talent LMS, facilitate this process by developing tailored learning paths for employees, providing instant access to eco-innovation materials, and incorporating green skills throughout business operations""","""Learning management system with AI capabilities""",Page 5
c110M01N16,AlFrEDo chatbot,Technology-enable Practice,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,AlFrEDo was developed to assist students in troubleshooting industrial machines through bilingual answers and manual links.,The implemented AI-powered troubleshooting chatbot used in the Smart Factory educational setting.,"PDF pp. 2-4, Introduction and Sections 2.2-2.4"
c110M01N17,forums,Technology-enable Practice,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,Alumni resorted to forums as an alternative source when manuals were insufficient.,Digitally mediated discussion sources used for troubleshooting assistance.,"PDF p. 6, Section 3.2"
c110M01N18,dedicated webpage,Technology-enable Practice,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,A dedicated webpage was created using Google Sites to provide usability across multiple devices.,The implemented web interface through which the chatbot could be accessed.,"PDF p. 4, Section 2.4, Platform Compatibility"
c110M01N19,conversation-history analysis,Technology-enable Practice,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,Students' conversation history was examined with a word-cloud tool to identify frequently queried topics.,The implemented analysis of retained chatbot interactions to identify recurring technical issues.,"PDF pp. 6-7, Section 3.3 and Section 4"
c110M02N06,AIFrEDo Chatbot,Technology-enable Practice,E,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,An AI-powered chatbot named AIFrEDo was developed... to assist in troubleshooting industrial machines,A software application (chatbot) designed to assist with troubleshooting by providing information and links.,Page 3
c110M02N14,Word Cloud Analysis,Technology-enable Practice,I,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,A history of conversations was examined using a word cloud tool.,The practice of analyzing conversational data using a word cloud to identify trends.,Page 6
c111M01N22,search via Google,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Internet search engines often serve as the first port of call for quick preliminary information; Table 4 specifically lists search via Google.,Online search for preliminary information about possible uses of AI.,"Section 4.3 and Table 4, PDF pages 8–9"
c111M01N23,newsletters from various controlling institutions,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Newsletters are used to obtain ideas about possible applications and further information.,Digitally distributed newsletters supplied by controlling institutions.,"Section 4.3 and Table 4, PDF pages 8–9"
c111M01N24,webinars / podcasts,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,"Controllers use webinars and podcasts because contributions can be consumed flexibly, independently of location and schedule.",Web-based audiovisual or audio knowledge channels.,"Section 4.3 and Table 4, PDF pages 8–9"
c111M01N25,controlling portals on the web,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 4 lists controlling portals on the web as a web-based channel.,Online portals providing controlling-related information.,"Table 4, PDF pages 8–9"
c111M01N26,in-house online tool for exchange and further training,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 4 reports an in-house online tool for exchange and further training.,An internal online system supporting exchange and continuing education.,"Table 4, PDF pages 8–9"
c111M01N27,groups in social networks (e.g. XING),Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 4 identifies groups in social networks such as XING as a web-based channel.,Online professional-network groups used for information exchange.,"Table 4, PDF pages 8–9"
c111M01N28,tutorials from the web,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 4 lists tutorials from the web as a web-based acquisition channel.,Online instructional materials.,"Table 4, PDF pages 8–9"
c111M01N29,video tutorials,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,"Video tutorials were the most frequently identified presentation medium, and the paper calls visual tutorials the format of choice.",Digitally delivered visual instructional content.,"Table 5 and Section 4.3, PDF pages 8–9"
c111M01N30,documented blogs with current topics (field reports),Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 5 lists documented blogs with current topics and field reports as a presentation medium.,Online blogs used to present codified field reports.,"Table 5, PDF pages 8–9"
c111M01N31,forums,Technology-enable Practice,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 5 lists forums as a presentation medium recognized for the intended audience.,Online discussion spaces used to present or exchange knowledge.,"Table 5 and Section 4.3, PDF pages 8–9"
