src_node_id,dst_node_id,relation_type,evidence_count,evidence_statement,case_title,evidence_label
s003M01EK02,s003M01THR12,be_transferred_by,6,"c209M01N03 - c209M01N14: Traditional clinical teaching relied on 2D imaging to teach anatomical content.
c209M01N03 - c209M01N15: Anatomical atlases are identified as a conventional resource for anatomical learning.
c209M02N16 - c209M02N27: Traditional clinical teaching has typically relied on... 2D imaging
c209M02N16 - c209M01N15: 2D images and anatomical atlases
c210M01N06 - c210M01N14: Print materials are identified as a conventional method for educational content delivery.
c219M02N01 - c219M02N21: We first defined the knowledge system based on standard textbooks and syllabi to ensure alignment with students' core learning objectives",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01THR13,be_transferred_by,2,"c209M01N03 - c209M01N13: Traditional clinical teaching relied on cadaver dissection, and the paper identifies anatomy as the relevant teaching domain.
c209M02N16 - c209M01N13: Traditional clinical teaching has typically relied on cadaver dissection",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01THR14,be_transferred_by,1,"c227M02N01 - c227M02N22: I have contacted... [them] for referral meetings regarding hand surgery, at the hand surgery clinic.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01THR15,be_transferred_by,1,"c227M01N02 - c227M01N15: Before Registry implementation, manually extracted wait-time information was reported to contractors.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01THR16,be_transferred_by,1,"c222M01N06 - c222M01N17: existing ontologies and knowledge bases (e.g., Gene Ontology, GeneCards, KEGG, DrugBank, etc.) were employed to identify pivotal entity types and criteria
c222M01N07 - c222M01N17: existing ontologies and knowledge bases (e.g., Gene Ontology, GeneCards, KEGG, DrugBank, etc.) were employed to identify pivotal entity types and criteria
c222M02N08 - c222M01N17: existing ontologies and knowledge bases (e.g., Gene Ontology, GeneCards, KEGG, DrugBank, etc.) were employed to identify pivotal entity types and criteria
c222M01N09 - c222M01N17: existing ontologies and knowledge bases (e.g., Gene Ontology, GeneCards, KEGG, DrugBank, etc.) were employed to identify pivotal entity types and criteria",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01THR17,be_transferred_by,3,"c210M01N06 - c210M01N16: The participant profile records attendance at workshops related to PIVC placement.
c222M01N01 - c222M01N16: Relevant osteosarcoma literature is obtained through literature retrieval.
c227M02N01 - c227M02N20: Contract administrators employed at the Region were to notice divergences and enforce compliance among care-providing organizations.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TK05,translate_into,1,"c210M01N06 - c210M01N07: Guideline education significantly improved both understanding and application, while practice scores rose after the intervention.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TK06,translate_into,1,c209M02N16 - c209M02N03: It covered lung anatomy... enhancing students' spatial understanding,SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP01,be_transferred_by,8,"c209M01N03 - c209M01N16: The 3DV group used the digital model to study lung anatomy.
c209M01N05 - c209M01N16: The 3DV model was used to determine the lung segment requiring resection.
c209M01N03 - c209M01N17: The physical model enabled intuitive observation of internal lung structures.
c209M01N05 - c209M01N17: The 3DP model allowed intuitive observation of the surgical resection range.
c209M01N01 - c209M02N31: Lung CT scan images were imported into Mimics 23.0 software
c209M02N09 - c209M02N29: The 3DV group learned with a 3D visualization model
c209M02N09 - c209M01N17: 3DV model... was then imported into Voxel Dance... to produce the 3DP model
c209M02N09 - c209M02N32: generated STL file of the 3DV model was then imported into Voxel Dance Additive 3.0",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP03,be_transferred_by,4,"c214M01N06 - c214M01N16: The traditional VR group received the common hazard-analysis content.
c214M01N06 - c214M01N17: The AIVR group received the common hazard-analysis content.
c216M02N02 - c216M01N35: Correctly identifying slow/shallow breathing as an overdose sign significantly increased from 80% to 100%.
c216M02N03 - c216M01N35: Participants' understanding of the duration of naloxone's effect increased from 32% to 72%.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP07,be_transferred_by,8,"c215M01N03 - c215M01N11: Individual average pulse pressure supplies the constraint used by PPR.
c215M01N04 - c215M01N10: BpBLS uses handcrafted physiological features as model inputs.
c215M01N05 - c215M01N12: The data-incremental update reuses prior weights that contain previously learned feature information.
c215M01N07 - c215M01N12: Mapped features from additional signal modalities enter the signal-incremental update.
c215M01N08 - c215M01N10: Reference BP measurements provide the target values used by BpBLS.
c215M02N07 - c215M02N18: Given the training dataset {X,Y}
c221M01N03 - c221M01N12: The English-translated manuscript content provided the foundation for training the Llama2-13B knowledge base.
c222M01N02 - c222M02N19: During the data preprocessing phase, a series of procedures was conducted on the 25,415 obtained articles",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP09,be_transferred_by,4,"c219M02N01 - c219M01N20: The platform was constructed using an 'eight-step' methodology... (1) Summarizing the curriculum structure: We first defined the knowledge system based on standard textbooks and syllabi
c222M01N03 - c222M01N18: The entity-and-relationship dictionary was constructed through manual annotation of selected papers.
c222M01N10 - c222M01N21: KGQA retrieves OSKG entities and relationships and uses them to answer questions.
c222M01N10 - c222M02N18: The integration of the OSKG and the LLM led to the development of an intelligent question-answering system, Knowledge Graph Question Answering (KGQA)",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP10,be_transferred_by,2,"c221M01N03 - c221M01N11: Palm tree manuscript content was transferred through English translation and PDF digitization to create digital model-training material.
c227M01N01 - c227M01N18: Aggregated wait-time information was made available through national platforms.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP11,be_transferred_by,1,c218M02N03 - c218M02N38: Clinical case studies are transferred via case discussion sessions,SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP12,be_transferred_by,3,"c210M01N06 - c210M01N19: The WeChat continuing-education program was used to improve nurses’ PIVC knowledge.
c218M01N03 - c218M01N19: CNS tumor diagnostics was identified as a topic delivered through the NOTS online course.
c224M01N01 - c224M01N13: The Ecare-COPD MOOC was developed around COPD self-management and used to improve nurses’ knowledge.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP13,be_transferred_by,6,"c213M01N01 - c213M01N24: The partitioned Wisconsin breast cancer dataset is used in the cross-provider cancer experiment.
c213M01N03 - c213M01N25: The partitioned Parkinson’s disease dataset is used in the cross-provider classification experiment.
c213M01N04 - c213M01N25: Biomedical voice measurements are used for provider-level Parkinson’s model training and evaluation.
c213M01N05 - c213M01N26: The supplier selection dataset is distributed across healthcare-provider nodes for the supplier experiment.
c227M01N01 - c227M01N16: The Registry displayed and distributed wait-time data to intended users.
c227M02N01 - c227M01N16: The data in the Registry were, with few exceptions, updated daily and automatically extracted from the electronic medical records.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP14,be_transferred_by,1,c227M01N01 - c227M01N17: Care units entered wait-time data together with additional variables into local digital systems.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK02,s003M01TP15,be_transferred_by,7,"c213M01N12 - c213M01N23: Parkinson’s balanced-accuracy results support comparison across provider nodes.
c221M02N01 - c221M02N19: Ancient medical recipe books are translated into English and digitized into PDF formats to enrich the platform's knowledge base
c221M02N03 - c221M02N22: Medical recipe data, including treatment histories and physician details, are encapsulated in Model Cards and securely stored on the blockchain
c221M02N04 - c221M02N22: Data provenance information of medical recipes and treatments is encoded into Model Card objects and stored on blockchain
c221M02N05 - c221M02N22: Digital identity proofs (SSI proofs) for doctors... securely stored on the blockchain
c221M02N06 - c221M02N22: Medical recipe data... encapsulated in Model Cards and securely stored on the blockchain
c221M02N06 - c221M02N23: Model Cards serve as invaluable repositories, capturing essential details... The Model Card smart contract... handles functions related to model card generation, storage, and retrieval",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01EK01,be_derived_from,5,"c210M01N05 - c210M01N01: The intervention’s PIVC educational content was developed from clinical-guideline education, including the Standard Guide to Practice Standards for Intravenous Fluid Therapy.
c210M01N05 - c210M01N02: The intervention’s PIVC educational content was developed from clinical-guideline education, including the Standard of Practice for Intravenous Therapy Nursing Techniques.
c216M02N01 - c216M01N01: The training platform... using CPR training guidelines provided by the American Heart Association (AHA).
c216M02N01 - c216M01N02: The training platform... using naloxone training guidelines provided by the Substance Abuse and Mental Health Administration (SAMHSA).
c216M02N06 - c216M01N01: Rescue breathing technique is based on AHA CPR guidelines.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01EK09,be_derived_from,1,c210M01N05 - c210M01N04: The researchers supplemented the national standards with a synthesis of relevant domestic literature when constructing the study content.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01THR11,be_transferred_by,1,"c214M02N05 - c214M02N20: It delivers essential knowledge and skills to trainers, including standard operational procedures",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01THR12,be_transferred_by,2,"c214M02N01 - c214M02N21: All groups received identical safety training content, including hazard analysis, risk assessment, and operational procedures, with only the delivery modality differing
c214M02N05 - c214M02N21: All groups received identical safety training content, including hazard analysis, risk assessment, and operational procedures",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TK05,translate_into,3,"c209M02N15 - c209M01N07: Students and surgeons could grasp the techniques for segmental and subsegmental localization and resection
c210M02N06 - c210M02N08: Practical manoeuvres for PIVC placement; Standardised preparation process
c210M02N06 - c210M02N12: Effective means of promoting venous filling prior to cannulation",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TK06,translate_into,2,"c209M02N15 - c209M02N04: understand how to avoid intraoperative vascular injuries
c210M02N06 - c210M02N11: Post-intubation care assessment and complication prevention programme",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TK08,translate_into,1,c214M02N05 - c214M02N11: Comprehensive training not only improves safety knowledge and operational skills but also deepens understanding of failure mechanisms and equips individuals with effective prevention strategies,SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TK10,translate_into,3,"c210M02N06 - c210M02N09: Catheter selection strategies; PIVC placement protocols
c210M02N06 - c210M02N10: Principles of asepsis and patient safety during tube insertion
c214M02N01 - c214M02N07: It delivers essential knowledge and skills to trainers, including standard operational procedures, human error preventions, risk assessment skills, and occupational health protocols",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TK13,translate_into,4,"c214M01N08 - c214M01N09: Training on operational procedures was followed by assessment of applied operational understanding.
c216M02N01 - c216M01N16: Confidence in administering naloxone rose from 3.60 to 4.88 – protocol knowledge translates into self‑efficacy.
c218M02N05 - c218M01N09: Diagnostic protocols are translated into clinical practice skills through case application
c218M02N05 - c218M02N17: Molecular diagnostics knowledge is translated into clinical competency",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP01,be_transferred_by,4,"c209M01N06 - c209M01N17: The model displayed surgical elements and supported learning and simulation of the procedure.
c209M02N15 - c209M01N17: Course covered surgical procedure and navigation using 3DP model
c209M02N18 - c209M01N17: Course covered resection range using 3DP model
c209M01N06 - c209M02N29: Course covered surgical treatment strategies using 3DV model",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP03,be_transferred_by,6,"c214M01N08 - c214M01N17: The AIVR group received the common operational-procedure content.
c216M01N03 - c216M01N35: ReviveXR delivered overdose-response and naloxone knowledge.
c216M01N04 - c216M01N35: Responder-safety instructions were incorporated into ReviveXR.
c216M02N01 - c216M01N35: ReviveXR participants learned the following skills: evaluation... administering intranasal naloxone spray.
c216M02N04 - c216M01N35: Knowledge of the need for a second naloxone dose improved from 72% to 100%.
c216M02N06 - c216M01N35: Perceived effectiveness of rescue breathing increased from a mean of 3.84 at baseline to 4.68 at round 1 post‑training.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP07,be_transferred_by,1,c221M01N05 - c221M01N12: The custom-trained Llama2-13B model was enriched and trained using ancient medicine books and recipes.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP09,be_transferred_by,2,"c219M02N02 - c219M01N20: Problem system layer: Bridges theory and practice by challenging students with clinical problems
c219M02N05 - c219M01N20: A user manual was developed to familiarize nursing students with platform operations",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP11,be_transferred_by,3,"c218M02N05 - c218M01N22: Molecular diagnostics content is discussed in guided online discussions
c218M02N10 - c218M01N22: Treatment protocols are discussed in guided online discussions
c218M02N11 - c218M01N22: Neurosurgery is covered in guided online discussions",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP12,be_transferred_by,4,"c210M01N05 - c210M01N19: Concise educational messages on PIVC placement techniques were delivered through the WeChat platform.
c218M02N02 - c218M02N40: Online module curriculum is transferred via the LMS
c218M02N05 - c218M02N34: Molecular diagnostics content is transferred via pre‑recorded lectures
c218M02N11 - c218M02N34: Neurosurgery content is transferred via pre‑recorded lectures",SIC 20-39 - Manufacturing,Aggregation
s003M01EK03,s003M01TP15,be_transferred_by,1,c221M01N05 - c221M02N19: These texts are used to fine-tune the Llama2 LLM,SIC 20-39 - Manufacturing,Aggregation
s003M01EK04,s003M01TP07,be_transferred_by,2,"c215M01N01 - c215M01N11: Physiological knowledge of pulse pressure is captured through PPR.
c215M01N02 - c215M01N11: PPR encodes the dependence between systolic and diastolic BP.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK05,s003M01TK10,translate_into,1,c213M02N04 - c213M02N08: This model is used for predictions and decision-making during the next time interval,SIC 20-39 - Manufacturing,Aggregation
s003M01EK05,s003M01TP13,be_transferred_by,3,"c213M01N07 - c213M01N24: Breast cancer prediction models trained by one provider are tested at other provider nodes.
c213M01N08 - c213M01N25: Parkinson’s disease classification models are evaluated across provider datasets.
c213M01N09 - c213M01N26: Supplier selection models are shared and evaluated across healthcare-provider nodes.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK05,s003M01TP15,be_transferred_by,4,"c213M01N10 - c213M01N23: Providers share model parameters and updates instead of sensitive local data.
c213M01N07 - c213M01N23: The best-performing cancer model identified through benchmarking is retained for subsequent use at the provider node.
c213M01N08 - c213M01N23: The best-performing Parkinson’s model is identified through cross-provider benchmarking.
c213M02N04 - c213M02N15: Instead of sharing sensitive patient data, each node shares their trained models and parameters on the blockchain network",SIC 20-39 - Manufacturing,Aggregation
s003M01EK06,s003M01EK02,be_derived_from,1,c219M01N10 - c219M01N05: The platform provided single-choice or multiple-choice questions based on the knowledge points.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK06,s003M01EK07,be_derived_from,3,"c209M02N12 - c209M02N10: The test consisted of three parts: fill-in-the-blank questions
c209M02N13 - c209M02N10: The test consisted of three parts:... image recognition
c209M02N14 - c209M02N10: The test consisted of three parts:... multiple-choice questions",SIC 20-39 - Manufacturing,Aggregation
s003M01EK06,s003M01TK10,translate_into,1,c214M01N07 - c214M01N11: Risk-assessment content supported decisions about appropriate preventive or corrective responses.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK06,s003M01TP03,be_transferred_by,4,"c214M01N07 - c214M01N16: The traditional VR group received the common risk-assessment content.
c214M01N07 - c214M01N17: The AIVR group received the common risk-assessment content.
c216M02N10 - c216M01N35: These surveys evaluated participants' learning self‑efficacy using a modified version of the Learning Self‑Efficacy Scale (L‑SES) adjusted for naloxone.
c216M02N11 - c216M01N35: Baseline assessment... included... opioid‑related knowledge [measured by OOKS].",SIC 20-39 - Manufacturing,Aggregation
s003M01EK06,s003M01TP09,be_transferred_by,2,"c219M01N10 - c219M01N20: The platform provided 55 assessment questions based on knowledge points.
c219M02N03 - c219M01N20: The KG-DTPNursing platform incorporated a total of... 55 assessment questions designed to evaluate knowledge point mastery",SIC 20-39 - Manufacturing,Aggregation
s003M01EK07,s003M01EK05,be_derived_from,1,c213M02N06 - c213M02N04: Each node benchmarks the performance of received models...the accuracy of the model is evaluated against validation data,SIC 20-39 - Manufacturing,Aggregation
s003M01EK07,s003M01TP07,be_transferred_by,1,c209M02N10 - c209M02N66: Data analysis was performed using IBM SPSS Statistics,SIC 20-39 - Manufacturing,Aggregation
s003M01EK07,s003M01TP15,be_transferred_by,3,"c213M01N14 - c213M01N23: Cancer-model accuracy results support comparison and identification of high-performing models.
c213M01N16 - c213M01N23: Supplier-model accuracy results support cross-provider benchmarking.
c213M01N19 - c213M01N23: The best-performing supplier model is identified through cross-provider comparison.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK08,s003M01TK10,translate_into,1,c211M02N03 - c211M02N04: Physicians can enhance their judgment in ethical conflicts within these online communities by studying other physicians' cases,SIC 20-39 - Manufacturing,Aggregation
s003M01EK08,s003M01TP11,be_transferred_by,6,"c211M01N02 - c211M01N13: Publishing case analyses is identified as an example of knowledge contribution.
c211M01N03 - c211M01N13: Publishing experience summaries is identified as an example of knowledge contribution.
c211M01N02 - c211M01N15: Physicians publish case analyses in the online community as a form of knowledge contribution.
c211M01N03 - c211M01N15: Physicians publish experience summaries in the online community as a form of knowledge contribution.
c211M02N01 - c211M01N15: The emergence of online physician communities provides a novel platform for professional discourse, enabling physicians to share clinical experiences
c211M02N03 - c211M01N15: Publishing case analyses or experience summaries in communities",SIC 20-39 - Manufacturing,Aggregation
s003M01EK08,s003M01TP12,be_transferred_by,1,c217M02N03 - c217M01N13: Online teaching platforms help obtain and share educational resources.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK09,s003M01EK01,be_derived_from,1,c227M02N05 - c227M02N02: A care manager was asked to remove the phone number from patient information material by the care guarantee unit personnel.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK09,s003M01THR14,be_transferred_by,2,"c217M01N01 - c217M01N08: The knowledge-sharing frequency measure combined shared teaching resources with participation in teaching exchanges.
c217M01N02 - c217M01N08: The study measures shared teaching content and participation in teaching exchanges as components of nursing educators' knowledge-sharing behavior, supporting teaching exchanges as a human-centered channel for transferring teaching content.",SIC 20-39 - Manufacturing,Aggregation
s003M01EK09,s003M01THR17,be_transferred_by,1,c218M01N01 - c218M01N18: The blended NOTS course included a 7-day in-person pediatric neuro-oncology workshop.,SIC 20-39 - Manufacturing,Aggregation
s003M01EK09,s003M01TP09,be_transferred_by,2,"c219M01N06 - c219M01N20: Multiformat resources were linked to knowledge points and made accessible through platform resource modules.
c219M02N04 - c219M01N20: The KG-DTPNursing platform incorporated a total of... 65 teaching resources (e.g., high-quality literature, guidelines, and instructional videos)",SIC 20-39 - Manufacturing,Aggregation
s003M01EK09,s003M01TP11,be_transferred_by,13,"c211M01N01 - c211M01N13: Knowledge contribution is defined as the proactive creation and sharing of professional knowledge.
c211M01N01 - c211M01N14: Knowledge seeking involves physicians acquiring professional knowledge from other community members to address information gaps or solve problems.
c211M01N05 - c211M01N14: Knowledge seeking consists of searching, browsing, and assimilating existing community knowledge.
c211M01N04 - c211M01N14: Reading knowledge-sharing posts from other members is an example of knowledge seeking.
c211M01N01 - c211M01N15: The online physician community enables physicians to create, share, and acquire professional knowledge.
c211M01N04 - c211M01N15: DXY hosts physicians' posting records, post content, and knowledge-sharing posts.
c211M01N05 - c211M01N15: The online community serves as a repository from which physicians search, browse, and assimilate existing knowledge.
c211M02N20 - c211M01N15: Physicians' proactive creation and sharing of professional knowledge, clinical experiences, or solutions
c211M02N21 - c211M01N15: Knowledge seeking describes physicians' active searching, browsing, and assimilation of existing community knowledge
c218M01N01 - c218M01N21: Live online meetings were a principal vehicle for pediatric neuro-oncology learning and expert interaction.
c218M01N01 - c218M01N23: Clinical case discussions provided practical opportunities to engage with pediatric neuro-oncology content.
c218M01N07 - c218M01N21: Live online sessions were used for discussion and project presentations.
c218M01N05 - c218M01N22: Supportive/palliative care is addressed in guided online discussions",SIC 20-39 - Manufacturing,Aggregation
s003M01EK09,s003M01TP12,be_transferred_by,11,"c217M01N01 - c217M01N11: The study jointly reports LMS use and technology-enabled access to and sharing of educational resources.
c217M01N01 - c217M01N13: The study jointly reports online-platform use and technology-enabled access to and sharing of educational resources.
c217M02N02 - c217M02N13: LMS is used for daily sharing of teaching materials.
c218M01N01 - c218M01N19: The prerequisite online modules delivered pediatric neuro-oncology education to multidisciplinary providers.
c218M01N01 - c218M01N20: Pre-recorded lectures delivered pediatric neuro-oncology course content.
c218M01N04 - c218M01N19: CNS tumor treatment was identified as a topic delivered through the NOTS online course.
c218M01N04 - c218M01N20: Respondents identified CNS tumor treatment topics and pre-recorded lectures among the valued course content.
c218M01N05 - c218M01N19: Supportive and palliative care for children with CNS tumors was included among the online course topics.
c218M01N05 - c218M01N20: A respondent reported first understanding palliative care through the course, in which pre-recorded lectures were a primary content format.
c218M01N06 - c218M01N19: Multidisciplinary team integration was identified as an important online course topic.
c218M01N05 - c218M02N34: Supportive/palliative care protocols are transferred via pre‑recorded lectures",SIC 20-39 - Manufacturing,Aggregation
s003M01KH01,s003M01THR11,participate_in,1,"c221M02N09 - c221M02N16: This knowledge, usually transferred from generation to generation",SIC 20-39 - Manufacturing,Aggregation
s003M01KH01,s003M01THR17,participate_in,1,c221M02N09 - c221M02N17: Users can consult remotely with doctors who prescribe treatments through this wallet,SIC 20-39 - Manufacturing,Aggregation
s003M01KH01,s003M01TP15,participate_in,3,"c221M02N09 - c221M02N19: Doctors provide traditional medical knowledge and prescriptions, derived from ancient texts
c221M02N11 - c221M02N19: Medicine providers contribute medicinal recipes
c221M02N13 - c221M02N19: Therapists, all committed to preserving and advancing traditional healing practices",SIC 20-39 - Manufacturing,Aggregation
s003M01KH02,s003M01TP15,participate_in,1,c221M02N12 - c221M02N19: Manufacturers produce specialized medicinal products,SIC 20-39 - Manufacturing,Aggregation
s003M01KH03,s003M01THR11,participate_in,1,c214M02N18 - c214M02N20: The departure of experienced workers creating gaps in knowledge transfer,SIC 20-39 - Manufacturing,Aggregation
s003M01KH03,s003M01THR12,participate_in,1,c214M02N18 - c214M02N21: The departure of experienced workers creating gaps in knowledge transfer,SIC 20-39 - Manufacturing,Aggregation
s003M01KH03,s003M01THR13,participate_in,1,c214M02N18 - c214M02N24: The departure of experienced workers creating gaps in knowledge transfer,SIC 20-39 - Manufacturing,Aggregation
s003M01KH03,s003M01THR16,participate_in,3,"c210M01N08 - c210M01N18: Eligible nurses with PIVC placement qualifications were observed and assessed during real-time on-site PIVC placement operations.
c210M02N13 - c210M01N18: The research team conducted systematic observed and assessed the practical skills of nurses in both groups during real-time on-site PIVC placement operations
c210M02N14 - c210M01N18: The research team conducted systematic observed and assessed the practical skills of nurses in both groups",SIC 20-39 - Manufacturing,Aggregation
s003M01KH03,s003M01THR17,participate_in,1,c211M02N07 - c211M02N14: Peer feedback physicians receive in online communities serves as a critical resource during secondary appraisal,SIC 20-39 - Manufacturing,Aggregation
s003M01KH03,s003M01TP10,participate_in,1,c227M01N11 - c227M02N25: Insufficient reporting of wait times by care personnel at clinics.,SIC 20-39 - Manufacturing,Aggregation
