src_node_id,dst_node_id,relation_type,evidence_count,evidence_statement,case_title,evidence_label
s001M01KH05,s001M01THR07,participate_in,4,"c007M01N08 - c007M01N17: Senior staff supply expertise and mentoring disseminates knowledge.
c007M02N05 - c007M01N17: Disseminating knowledge through staff mentoring (KD2)
c012M01N16 - c012M01N27: Retiring engineers joined personalized storytelling and mentorship meetings.
c012M01N16 - c012M02N23: ""A mentorship scheme was also established, pairing retiring engineers with mid-career colleagues""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH05,s001M01THR08,participate_in,2,"c012M01N11 - c012M01N24: Senior engineers and other key project participants joined structured narrative workshops.
c012M01N16 - c012M01N24: Retiring engineers actively participated in structured workshops.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH05,s001M01THR14,participate_in,1,c007M01N08 - c007M01N14: Senior-staff expertise is disseminated through workforce meetings.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH05,s001M01THR15,participate_in,1,c008M02N07 - c008M02N11: Construction site managers and engineers typically store safety information collected during safety inspections,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH05,s001M01THR17,participate_in,4,"c007M01N08 - c007M01N16: Senior-staff expertise is disseminated through discussions.
c007M01N08 - c007M01N18: Senior expertise supports workforce training.
c007M01N08 - c007M01N20: Knowledge dissemination involving managers and employees uses two-way communication.
c007M02N05 - c007M02N66: drawing upon the expertise of senior staff in construction specialties",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH05,s001M01TP14,participate_in,1,c007M01N08 - c007M01N37: KD4 concerns internal dissemination involving management teams and employees.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH06,s001M01THR05,participate_in,1,c008M01N14 - c008M01N20: Expert interviews explicitly require participation by experts.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH06,s001M01THR14,participate_in,1,c008M01N14 - c008M01N18: Experts are an implied participant when brainstorming is used to obtain expert domain knowledge.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH06,s001M01THR16,participate_in,3,"c002M01N28 - c002M01N32: The same eight experts participated in the structured interview rounds.
c005M01N12 - c005M01N18: Three experts conducted the Delphi probability-impact analysis.
c009M02N19 - c009M02N27: Five experts were selected based on their extensive professional experience in construction procurement and bid preparation",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH06,s001M01THR17,participate_in,1,"c005M02N14 - c005M02N23: Additionally, the exam was confirmed by experts in the field of construction safety, as five experts solved it with experience ranging from five to twenty-five years.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH06,s001M01TP12,participate_in,1,c015M02N03 - c015M01N24: Future potential employers and industry professionals were consulted to assess whether students demonstrated improved industry readiness,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH06,s001M01TP14,participate_in,2,"c015M02N03 - c015M02N11: We have industry visits, the industry educators come, and we do case studies.
c015M02N03 - c015M02N10: Future potential employers and industry professionals were consulted to assess whether students demonstrated improved industry readiness",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01THR05,participate_in,5,"c005M01N11 - c005M01N16: Five safety managers currently supervising bridge constructions participated in the interviews.
c005M01N11 - c005M02N20: Interviews with safety managers who are currently working in bridge construction projects were conducted in Egypt. In total, five interviews were conducted with safety managers.
c008M01N15 - c008M01N20: Management personnel are a source of experiential safety knowledge, while interviews are identified as a traditional domain-knowledge acquisition method.
c014M01N11 - c014M01N43: Two project managers participated in the interviews.
c014M01N12 - c014M01N43: A Project In-charge participated in the interviews.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01THR08,participate_in,2,"c012M01N12 - c012M01N24: Project managers participated in the bridge project's storytelling sessions.
c012M01N13 - c012M01N24: Site supervisors participated in the bridge project's storytelling sessions.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01THR09,participate_in,2,"c012M01N12 - c012M02N27: ""Project managers... participated in storytelling sessions""
c012M01N13 - c012M02N27: ""Site supervisors... participated in storytelling sessions""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01THR14,participate_in,2,"c007M01N09 - c007M01N14: Foremen manage construction teams and meetings disseminate workforce knowledge.
c008M01N15 - c008M01N18: Management personnel are a source of experiential safety knowledge, while brainstorming is identified as a traditional domain-knowledge acquisition method.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01THR15,participate_in,2,"c008M02N06 - c008M02N11: Construction site managers and engineers typically store safety information collected during safety inspections
c008M02N08 - c008M02N11: safety management personnel have gradually realized the significant research value of accident reports",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01THR17,participate_in,4,"c007M01N09 - c007M01N16: Foremen manage and guide teams while discussions disseminate knowledge.
c007M01N09 - c007M01N18: Foremen train and guide new workers.
c007M02N07 - c007M02N66: KM in the safety of construction projects relies merely on supervisors' motivation
c008M01N15 - c008M01N19: Management personnel are a source of experiential safety knowledge, while questionnaire surveys are identified as a traditional domain-knowledge acquisition method.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01TP07,participate_in,2,"c008M02N06 - c008M01N27: help construction managers more effectively obtain valuable information from safety production accident text reports
c014M01N16 - c014M01N24: Project leadership uses AI monitoring and intervenes.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01TP11,participate_in,1,c014M01N16 - c014M01N22: Participative leaders align stakeholders and communication channels.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH07,s001M01TP14,participate_in,1,c014M01N16 - c014M01N21: Project leadership supports implementation of AI-based KM initiatives.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH08,s001M01THR05,participate_in,1,c014M01N15 - c014M01N43: A General Manager participated in the interviews.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH08,s001M01THR17,participate_in,4,"c007M01N11 - c007M01N32: Informal KM practices are heavily influenced by company owners.
c007M01N11 - c007M02N66: management based on the owner of the company
c007M02N12 - c007M02N66: validated through discussions with a chief executive officer (CEO) of an SMCC
c007M02N13 - c007M02N66: KR, KS and KA received limited attention from top managers",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH08,s001M01TP07,participate_in,1,c009M01N19 - c009M01N25: The decision authority reviews extracted requirements to support the final Bid/No-Bid decision.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH10,s001M01TP05,participate_in,1,"c017M02N11 - c017M02N14: The authors (researchers) conceptualized and designed the IoT‑driven methodology, thus they participate in its development.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH10,s001M01TP06,participate_in,2,"c006M02N18 - c006M01N16: The researchers attended each worker's job site and recorded their work status on video.
c006M02N18 - c006M02N27: The workload is estimated by combining the posture information obtained from the wearable sensor and the hand weight obtained from the captured video.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01THR11,participate_in,1,c015M02N01 - c015M01N15: Six CPM students along with two tutors participated in a focus group discussion.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01THR13,participate_in,1,c015M01N12 - c015M01N18: Industry educators participated in the course's industry-oriented activities.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01THR14,participate_in,1,c015M02N01 - c015M02N07: Six CPM students along with two tutors participated in a focus group discussion.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01THR17,participate_in,1,c010M02N03 - c010M02N04: The study employs a learning style questionnaire... to assess individual learning preferences.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01TP03,participate_in,1,"c010M02N03 - c010M01N19: educators are turning to virtual learning environments, such as mixed reality (MR), to provide engaging learning experiences",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01TP12,participate_in,1,"c015M02N01 - c015M01N24: Six CPM students along with two tutors participated in a focus group discussion.
c015M02N01 - c015M02N15: Six CPM students along with two tutors participated in a focus group discussion.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH11,s001M01TP14,participate_in,1,c015M02N01 - c015M02N13: Six CPM students along with two tutors participated in a focus group discussion.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH12,s001M01THR14,participate_in,2,"c007M02N14 - c007M01N14: knowledge dissemination through workforce meetings
c015M01N13 - c015M01N17: Groupmates participated in group activities through which students learned from one another.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH13,s001M01THR09,participate_in,1,"c009M01N16 - c009M01N23: Post-bid review is conducted to gather feedback, assess lessons learned, and improve future submissions
c009M01N13 - c009M01N23: Post-bid review is conducted to gather feedback, assess lessons learned, and improve future submissions
c009M01N17 - c009M01N23: Post-bid review is conducted to gather feedback, assess lessons learned, and improve future submissions",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH13,s001M01THR15,participate_in,3,"c009M01N13 - c009M01N20: The Lead Tender Administrator is directly engaged in Alpha's bid-management process.
c009M01N16 - c009M01N20: The Bid Manager is directly engaged in Beta's bid-management process.
c009M01N17 - c009M01N20: Bid Administrators assist with Beta's bid-management process.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH13,s001M01TP08,participate_in,2,"c009M01N17 - c009M01N24: System-generated bid proposal is reviewed by the bid preparation team
c009M01N16 - c009M01N24: Bid Manager participates in reviewing AI-generated drafts",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH13,s001M01TP14,participate_in,1,"c006M02N17 - c006M02N24: At a meeting held in the fall of 2019 to exchange views on inhouse technological development, professional contractors expressed strong expectations for the assistive suits.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH14,s001M01THR17,participate_in,1,c007M02N11 - c007M02N66: management teams and employees within SMCCs,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH14,s001M01TP03,participate_in,1,"c001M02N09 - c001M01N24: Based on implementation of 3D laser scanning, VR, and big data analysis, this study collected architectural data",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH14,s001M01TP04,participate_in,2,"c001M02N09 - c001M01N56: Based on implementation of 3D laser scanning, VR, and big data analysis, this study collected architectural data
c001M02N09 - c001M02N16: A dynamic narrative system is proposed under the standard of Digital Protection of Intangible Cultural Heritage (2023) [3]",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH14,s001M01TP11,participate_in,2,"c014M01N17 - c014M01N22: Collaborative platforms facilitate stakeholder knowledge transfer.
c014M01N17 - c014M01N23: The portal supports stakeholder communication.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH14,s001M01TP14,participate_in,1,c014M01N17 - c014M01N21: AI-based KM initiatives foster stakeholder collaboration.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH15,s001M01THR14,participate_in,1,"c015M02N04 - c015M02N07: A person stated, 'Being in a group make some people do nothing and put much pressure on others. We decide member one must do something and member two must do something else. It is great for every person to be involved.'",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH15,s001M01TP03,participate_in,5,"c003M02N07 - c003M02N10: The training experience was designed to involve about 50 participants using the CAVE system...
c010M01N10 - c010M01N19: Participants were immersed in the MR learning environment through the AR head-mounted display.
c010M01N10 - c010M01N20: Participants interacted with the Explore Jobsite Scene.
c010M01N10 - c010M01N21: Participants interacted with the Sensor Tutorial Scene.
c010M01N10 - c010M01N22: Participants interacted with the Sensor Implementation Scene.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH15,s001M01TP06,participate_in,1,c010M01N10 - c010M01N23: Gaze and head measurements were recorded while participants used HoloLens 2.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH15,s001M01TP12,participate_in,1,"c015M02N04 - c015M01N24: A person stated, 'Being in a group make some people do nothing and put much pressure on others. We decide member one must do something and member two must do something else. It is great for every person to be involved.'",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH15,s001M01TP13,participate_in,2,"c003M02N07 - c003M02N11: A pre-experimental survey... to be completed before the beginning of training session...
c010M01N10 - c010M01N17: The participating students completed learning-preference surveys.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH15,s001M01TP14,participate_in,1,c015M02N04 - c015M02N13: I learn from my groupmates.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH16,s001M01THR07,participate_in,1,c007M01N10 - c007M01N17: Employees participate in people-based KMP and staff mentoring.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH16,s001M01THR14,participate_in,1,c007M01N10 - c007M01N14: Employees participate in people-based KMP and workforce meetings.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH16,s001M01THR17,participate_in,3,"c007M01N10 - c007M01N16: Employees participate in knowledge dissemination through discussions.
c007M01N10 - c007M01N18: Training programmes and KM training are directed to the workforce.
c007M01N10 - c007M01N20: Two-way communication involves employees and managers.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH16,s001M01TP10,participate_in,1,c007M01N10 - c007M01N36: Employees supply organizational knowledge and KS6 stores lessons learned.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KH16,s001M01TP14,participate_in,1,c007M01N10 - c007M01N37: KD4 emphasizes dissemination involving management teams and employees.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01THR11,participate_in,4,"c002M01N30 - c002M01N31: The trainee cohort received the conventional classroom presentation.
c002M02N18 - c002M02N20: The cohort was randomly divided into 3 groups of 20 trainees each and were subjected to different modes of training
c015M01N14 - c015M01N15: All surveyed students had previous exposure to conventional lecture-based education.
c015M02N02 - c015M01N15: A significant majority of students (95%) expressed a preference for ABL over traditional lecture-based learning",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01THR13,participate_in,3,"c015M01N14 - c015M01N19: Students reported undertaking case studies as industry-oriented activities.
c015M01N14 - c015M01N20: Project-based learning was part of the ABL methodologies experienced by students.
c015M01N14 - c015M01N22: The campus implemented authentic and experiential learning for CPM students.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01THR14,participate_in,3,"c015M01N14 - c015M01N17: Students actively participated in discussions and group activities.
c015M01N14 - c015M01N21: Learners actively contributed to course content and activities.
c015M02N02 - c015M02N07: The first two cohorts of MSc. Construction Project Management students at the London campus were participants in the study",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01THR17,participate_in,2,"c010M01N41 - c010M02N04: Participants were required to provide their consent, after which they were immersed in the learning environment.
c015M01N14 - c015M01N16: Students studied one module at a time under the block-teaching structure.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01TP03,participate_in,6,"c002M01N30 - c002M01N33: The trainee cohort received the AR training condition.
c002M02N18 - c002M02N24: A cohort of 60 trainees enrolled in construction safety and risk management at Monash University were employed for the construction safety training
c002M02N18 - c002M02N25: A cohort of 60 trainees enrolled in construction safety and risk management at Monash University were employed for the construction safety training
c010M01N41 - c010M01N19: Students were immersed in and interacted with the mixed reality learning environment through the AR head-mounted display.
c010M01N41 - c010M01N20: In the Explore Jobsite Scene, students observed construction activities and resources and identified risks and suitable sensing systems.
c010M01N41 - c010M01N21: Students interacted with the Sensor Tutorial Scene, which provided step-by-step guidance for implementing five sensing technologies.
c010M01N41 - c010M01N22: In the Sensor Implementation Scene, students implemented a selected sensor on a selected activity to address an identified risk.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01TP06,participate_in,1,c010M01N41 - c010M01N23: Students performed the MR learning activities while their fixations and head-origin measurements were recorded by HoloLens 2.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01TP12,participate_in,3,"c015M01N14 - c015M01N24: The first two CPM cohorts participated after substantial exposure to ABL.
c015M02N02 - c015M01N24: The first two cohorts of MSc. Construction Project Management students at the London campus were participants in the study after completing three or four modules
c015M02N02 - c015M02N15: 82% of respondents reported feeling more actively involved in discussions, group activities, and problem-solving exercises compared to their previous educational experiences.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01TP13,participate_in,2,"c002M01N30 - c002M01N35: Trainees provided online questionnaire responses during the demonstrations.
c010M01N41 - c010M01N17: Students completed the learning-preference survey before their learning-preference classifications were determined.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL01,s001M01TP14,participate_in,4,"c015M02N02 - c015M02N13: I learn from my groupmates.
c015M02N02 - c015M02N10: Using real-world applications, interactive role-plays, industry cases, and technology-driven simulations
c015M02N02 - c015M02N11: We have industry visits, the industry educators come, and we do case studies.
c015M02N02 - c015M02N12: Using real-world applications, interactive role-plays, industry cases, and technology-driven simulations
c015M02N02 - c015M02N14: 82% of respondents reported feeling more actively involved in discussions, group activities, and problem-solving exercises compared to their previous educational experiences.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01THR11,participate_in,4,"c002M02N19 - c002M02N20: The training aimed to educate the trainees on the different fall risks in housing construction
c002M02N19 - c002M02N21: Current safety training sessions are delivered using traditional classroom lectures, textbook learning, and on-site safety briefings
c005M02N16 - c005M01N15: Traditional training is lecture-based training that is heavily reliant on slides, lecture notes, and multimedia, with the instructor mostly beginning to demonstrate the slide; consequently, trainees are considered passive learners.
c005M02N16 - c005M02N24: Existing safety training is conducted in the most traditional forms while using textbooks, lectures, and presentations",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01THR12,participate_in,3,"c002M02N19 - c002M02N22: Current safety training sessions are delivered using traditional classroom lectures, textbook learning, and on-site safety briefings
c004M01N13 - c004M01N15: The comparative-study participants included university students and were randomly assigned to VR or manual groups.
c004M02N10 - c004M01N15: Participants in the control group (Manual) received health and safety induction based on an excavation health and safety manual",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01THR14,participate_in,1,c002M02N19 - c002M02N23: A study demonstrated improvements in safety performance with increased safety discussions and the distribution of safety training materials to construction workers,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01THR17,participate_in,2,"c004M01N13 - c004M01N35: University students were among the comparative-study participants who completed the pre-training and post-training questionnaires.
c005M02N16 - c005M02N23: The test consisted of photographs in which the trainees were asked to analyze the hazards in each photograph.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01TP03,participate_in,10,"c004M01N13 - c004M01N16: University students participated in the pilot and comparative VR studies.
c004M02N10 - c004M02N17: A total of 40 participants...participated in the pilot study
c005M01N13 - c005M01N21: Students were among the 24 participants who undertook both AR and VR training.
c005M01N13 - c005M01N22: Student participants were included among the learners who began with the AR model.
c005M01N13 - c005M01N23: Student participants entered the VR model after the AR session.
c005M02N16 - c005M02N25: The AR software and the hosts were sent to the learners, and they were then asked to access them using their smartphones. The training was conducted in the form of groups where 3-4 participants undertook the training simultaneously.
c005M02N16 - c005M02N26: The trainees entered the VR model. In the model, the trainees promptly started witnessing the hazards that were discussed in the AR session
c005M02N16 - c005M01N21: This research aims to design and test a safety training program that integrates AR and VR to address potential hazards in the construction of bridges.
c005M02N17 - c005M02N26: However, it was noticed that younger trainees were more comfortable with the VR experience, as it took them around 15 min on average to navigate the site and detect most of the hazards.
c011M01N12 - c011M01N19: university students and non-construction workers with similar experience and knowledge levels of construction activities were selected as experimental trainees
c011M01N12 - c011M01N20: university students and non-construction workers with similar experience and knowledge levels of construction activities were selected as experimental trainees
c011M01N13 - c011M01N19: university students and non-construction workers with similar experience and knowledge levels of construction activities were selected as experimental trainees
c011M01N13 - c011M01N20: university students and non-construction workers with similar experience and knowledge levels of construction activities were selected as experimental trainees",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01TP10,participate_in,1,"c012M02N21 - c012M01N28: ""Integration of narratives into organizational training, orientation programs, and professional development activities"" implies trainees engage with the SToKMS.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL02,s001M01TP13,participate_in,1,"c004M01N13 - c004M01N21: Comparative-study participants completed the safety knowledge test before, immediately after, and four weeks after training.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL03,s001M01THR07,participate_in,1,c007M01N12 - c007M01N17: New workers receive foreman guidance corresponding to mentoring.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL03,s001M01THR13,participate_in,1,c007M01N12 - c007M02N23: training and guiding new workers while maintaining control over construction processes,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL03,s001M01THR17,participate_in,1,c007M01N12 - c007M01N18: Foremen train and guide new workers.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL03,s001M01TP01,participate_in,1,"c007M02N16 - c007M02N31: new generation engineers have become more familiar with construction simulation software (e.g., Navisworks, Revit and SketchUp)",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL04,s001M01THR07,participate_in,2,"c012M01N17 - c012M01N27: Mid-career colleagues were paired with retiring engineers in the mentorship scheme.
c012M01N17 - c012M02N23: ""Pairing retiring engineers with mid-career colleagues to facilitate direct knowledge transfer through personalized storytelling sessions and narrative-based mentorship meetings""",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL04,s001M01THR17,participate_in,1,c004M01N14 - c004M01N35: Construction professionals were among the comparative-study participants who completed the pre-training and post-training questionnaires.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL04,s001M01TP03,participate_in,3,"c004M01N14 - c004M01N16: Construction professionals participated in the pilot and comparative VR studies.
c005M01N14 - c005M01N21: Engineers were among the 24 participants who undertook both AR and VR training.
c005M01N14 - c005M01N22: Engineer participants were included among the learners who began with the AR model.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL04,s001M01TP13,participate_in,1,"c004M01N14 - c004M01N21: Comparative-study participants completed the safety knowledge test before, immediately after, and four weeks after training.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL04,s001M01TP14,participate_in,1,"c006M02N19 - c006M02N24: We visited actual work sites, allowed workers to experience the assistive suits, and lent them to those who showed interest.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL06,s001M01TP07,participate_in,1,c008M01N16 - c008M01N23: Construction managers are the intended users of the knowledge extracted by the framework.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL07,s001M01THR17,participate_in,1,c001M01N14 - c001M01N18: Traditional exhibition is the visitor-experience baseline used in the VR comparison.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
s001M01KL07,s001M01TP03,participate_in,5,"c001M01N14 - c001M01N23: Visitors experience the reconstructed rooms and extend their dwell time from 15 to 30 minutes.
c001M01N14 - c001M01N24: The platform's reported increase in historical understanding concerns the visitor experience.
c001M01N14 - c001M01N55: Visitors use AR guides and wait for the service to load before beginning the experience.
c001M02N12 - c001M01N24: Digital twin system realizes the real-time monitoring of visitors and AR virtual tour
c001M02N12 - c001M02N17: QR code animation triggered by Unity3D engine and AR guided tour",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation
