node_id,node_name,parent_id,category,case_title,evidence_statement
c209M01N33,technical complexity of 3DP,s003M01LI08,"Time, Staffing, Expertise, Scheduling and Workload Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Technical complexity was identified as a limiting factor for widespread application.
c209M01N34,limited convenience of the physical 3DP model,s003M01LI06,"Hardware, Sensor and Technical Infrastructure Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"The 3DV group scored significantly higher for convenience because digital models are easier to store, carry, replicate, and access."
c209M01N35,current 3DP models used in clinical practice,s003M01TP01,Model-based Knowledge Representation and Simulation,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The authors explicitly discuss limitations in current 3DP models used in clinical practice and state that optimization tailored to surgical needs is required.
c209M01N36,refractive errors due to transparent parenchyma,s003M01LI06,"Hardware, Sensor and Technical Infrastructure Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Refractive errors due to transparent parenchyma are identified as a limitation of current 3DP models.
c209M01N37,lack of information on the safe margins of lesions,s003M01LI05,"Software, Algorithmic, Data Quality and Interoperability Barriers",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,A lack of information on lesion safe margins is identified as a limitation of current 3DP models.
c209M01N38,unclear sublobar boundaries,s003M01LI05,"Software, Algorithmic, Data Quality and Interoperability Barriers",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Unclear sublobar boundaries are identified as a limitation of current 3DP models.
c209M01N39,obstructed visualization of surgery-related structures,s003M01LI06,"Hardware, Sensor and Technical Infrastructure Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Obstructed visualization of surgery-related structures is identified as a limitation of current 3DP models.
c209M01N40,opacity of lung parenchyma,s003M01LI06,"Hardware, Sensor and Technical Infrastructure Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The opacity of lung parenchyma makes sublobar structures within the lungs difficult to teach.
c209M01N41,lack of interactivity in the 3DP model,s003M01LI06,"Hardware, Sensor and Technical Infrastructure Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The authors state that the optimized surgical-element design compensates for the lack of interactivity in the 3DP model.
c209M02N03,3D spatial cognition of lung anatomy,s003M01TK06,Trained Sensory and Perceptual Recognition,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,This novel teaching method significantly enhances students' spatial understanding of anatomical structures
c209M02N04,Intraoperative vascular injury avoidance skills,s003M01TK06,Trained Sensory and Perceptual Recognition,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,understand how to avoid intraoperative vascular injuries
c209M02N05,Safe margin-affected lung segment identification ability,s003M01TK10,Shared Professional Norms and Standards of Judgment,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,No significant differences were found between the two groups regarding... identification of the lung segment range influenced by the safety margin
c209M02N06,Knowledge acquisition ease (3DP model),s003M01TK13,AmbiguousTacit Knowledge(*),From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,3DP group demonstrated superiority in the ease of knowledge acquisition
c209M02N07,Complex anatomical pathology comprehension,s003M01TK06,Trained Sensory and Perceptual Recognition,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"3DP models offer precise, individualized, and life-size physical models that help interns better grasp the spatial relationships between tumors, bronchi, and vascular structures"
c209M02N09,3DV digital lung anatomical model,s003M01EK02,Codified Descriptive Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"The 3DV model, which included bronchi, pulmonary arteries, pulmonary veins, tumors, lung lobes, and segments"
c209M02N10,Theory test scores (thoracic surgery),s003M01EK07,Codified Outcome Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Pre- and post-teaching test scores were compared to assess the effectiveness of both models
c209M02N11,Questionnaire survey ratings,s003M01EK07,Codified Outcome Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"after the final test, all interns completed a questionnaire that rated the advantages of each group's model on a scale of 1 to 5"
c209M02N12,Fill-in-the-blank questions (lung segment naming),s003M01EK06,Codified Evaluative Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The test consisted of three parts: fill-in-the-blank questions
c209M02N13,Image recognition questions (anatomy),s003M01EK06,Codified Evaluative Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The test consisted of three parts:... image recognition
c209M02N14,Multiple-choice questions (surgical reasoning),s003M01EK06,Codified Evaluative Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The test consisted of three parts:... multiple-choice questions
c209M02N15,Thoracoscopic sublobar resection procedural steps,s003M01EK03,Codified Procedural Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"After routine disinfection and draping, a single-port thoracoscopic incision is made at the 4th or 5th intercostal space..."
c209M02N16,Lung segmental and subsegmental anatomy knowledge,s003M01EK02,Codified Descriptive Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"It covered lung anatomy, specifically segmental and subsegmental divisions"
c209M02N18,Sublobar resection range knowledge,s003M01EK03,Codified Procedural Knowledge,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"resection range, and related surgical treatment strategies"
c209M02N21,Clinical interns (baseline knowledge holders),s003M01KH15,Other (*) – Insufficient Evidence of a Knowledge-Holding Role,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,A total of 62 fourth-year clinical medicine undergraduate students who completed their internship
c209M02N22,Thoracic Surgery Department staff,s003M01KH14,Organizational and Inter-organizational Collectives,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"Thoracic Surgery Department, Affiliated Hospital of Hebei University"
c209M02N23,3D Image and 3D Printing Center staff,s003M01KH14,Organizational and Inter-organizational Collectives,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"3D Image and 3D Printing Center, Affiliated Hospital of Hebei University"
c209M02N24,Fourth-year clinical medicine undergraduates,s003M01KL01,Formal Higher-Education Learners,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The study included 62 fourth-year clinical medicine undergraduate students
c209M02N27,2D imaging learning method,s003M01THR12,Codified-Material Learning,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Traditional clinical teaching has typically relied on... 2D imaging
c209M02N29,3DV model computer-based teaching method,s003M01TP01,Model-based Knowledge Representation and Simulation,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"The 3DV group learned with a 3D visualization model, interacting with the digital model on a computer"
c209M02N31,3D reconstruction process (Mimics),s003M01TP01,Model-based Knowledge Representation and Simulation,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Lung CT scan images were imported into Mimics 23.0 software for initial 3D reconstruction
c209M02N32,3D model post-processing (3-matic/Voxel),s003M01TP01,Model-based Knowledge Representation and Simulation,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,followed by post-processing using 3-matic 15.0 software
c209M02N37,CT scanning technology,s003M01TE05,"Imaging, Sensing, and Perception Technologies",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"Based on individual patient imaging data, such as CT"
c209M02N39,G*Power software,s003M01TE04,"Data, Information, and Knowledge Systems",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"sample size was estimated using G*Power software (Version 3.1.9.7, Dusseldorf, Germany)"
c209M02N40,IBM SPSS Statistics Version 26.0,s003M01TE04,"Data, Information, and Knowledge Systems",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"Data analysis was performed using IBM SPSS Statistics for Windows, Version 26.0"
c209M02N43,Completion of clinical courses,s003M01OD05,"Human Capacity, Roles & Participation",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Inclusion criteria were... completion of... clinical courses (such as Internal Medicine and Surgery)
c209M02N44,Ethics Committee approval,s003M01OD01,"Governance, Standards & Formal Control",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,The study was approved by the Ethics Committee of Hebei University Affiliated Hospital (HDFYLL-KY-2024-134)
c209M02N45,Written informed consent,s003M01OD01,"Governance, Standards & Formal Control",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,All participants provided written informed consent and voluntarily participated in the study
c209M02N46,Research funding support,s003M01OD03,"Financial, Technical & Information Resources",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,This study was supported by the Key Research Fund Project of the Hebei University Affiliated Hospital (2017z001)
c209M02N47,Cadaver resource scarcity,s003M01ED07,Supply-Chain & Logistical Environment,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"cadaver resources are scarce, and preservation and handling are complex"
c209M02N48,Cadaver preservation and handling complexity,s003M01ED05,External Technological & Infrastructure Environment,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"cadaver resources are scarce, and preservation and handling are complex"
c209M02N49,Lung parenchyma opacity,s003M01ED10,Ambiguous Environmental Dependency(*),From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,"due to the opacity of lung parenchyma, it is difficult to teach sublobar structures within the lungs"
c209M02N54,Unmarked safe margins in previous 3DP,s003M01LI05,"Software, Algorithmic, Data Quality and Interoperability Barriers",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,lack of information on the safe margins of lesions
c209M02N59,Lack of 3D depth in 2D images,s003M01LI04,"Instructional Design, Delivery, Assessment and Transfer Shortcomings",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,2D images and anatomical atlases lack three-dimensionality
c209M02N62,No intuitiveness advantage over 3DV,s003M01LI04,"Instructional Design, Delivery, Assessment and Transfer Shortcomings",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,No significant differences were found between the two groups regarding model intuitiveness
c209M02N64,3DP time barriers,s003M01LI08,"Time, Staffing, Expertise, Scheduling and Workload Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,production time... are limiting factors for its widespread application
c209M02N65,3DP skill barriers,s003M01LI08,"Time, Staffing, Expertise, Scheduling and Workload Constraints",From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,technical complexity of 3DP are limiting factors for its widespread application
c209M02N66,Statistical analysis practice,s003M01TP13,Criteria-based Performance Evaluation and Ranking,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,Data analysis was performed using IBM SPSS Statistics
c209M02N67,Sample size calculation practice,s003M01TP13,Criteria-based Performance Evaluation and Ranking,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,sample size was estimated using G*Power software
c209M02N68,Randomization assignment practice,s003M01TP14,Ambiguous Technology-enable Practice,From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection,randomly assigned to one of two groups using a computer-generated random number table
c210M01N01,Standard Guide to Practice Standards for Intravenous Fluid Therapy (2021 edition),s003M01EK01,Codified Normative Knowledge,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,The research team referenced the Chinese version of this standard when revising the survey instrument.
c210M01N02,Standard of Practice for Intravenous Therapy Nursing Techniques (WS/T 433-2023),s003M01EK01,Codified Normative Knowledge,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,The research team referenced WS/T 433-2023 when revising the survey instrument.
c210M01N03,Clinical Nursing Practice Guidelines for Common Complications of Intravenous Catheters,s003M01EK01,Codified Normative Knowledge,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,The questionnaire was developed with reference to these clinical nursing practice guidelines.
c210M01N04,Relevant domestic literature,s003M01EK09,Ambiguous Explicit Knowledge(*),Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,The researchers synthesized relevant domestic literature and reformulated the survey questions for the Chinese clinical context.
c210M01N05,Educational content on PIVC placement techniques,s003M01EK03,Codified Procedural Knowledge,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Two to three concise educational messages regarding PIVC placement techniques were delivered twice daily for ten days.
c210M01N06,Nurses’ knowledge of PIVC placement,s003M01EK02,Codified Descriptive Knowledge,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Ten single-choice questions quantified nurses’ understanding of PIVC placement knowledge.
c210M01N07,Practical manoeuvres for PIVC placement,s003M01TK05,Practised Motor and Tool-Operation Skill,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,A thirteen-item checklist and onsite observation assessed nurses’ performance in practical PIVC placement manoeuvres.
c210M01N08,Nurses with PIVC placement qualifications,s003M01KH03,Frontline and Operational Practitioners,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Eligibility required a current clinical nursing role with PIVC placement qualifications.
c210M01N09,Intervention group nurses,s003M01KL02,Structured Occupational Trainees,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Sixty-four nurses received the WeChat educational intervention and demonstrated improved knowledge and practice scores.
c210M01N10,Control group nurses,s003M01KL02,Structured Occupational Trainees,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Fifty-nine nurses received no intervention during the study and showed no significant score changes.
c210M01N12,Specialist intravenous therapy nurses,s003M01KH06,Domain Experts and Expert Reviewers,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Three specialist intravenous therapy nurses participated in content validation; qualified specialist nurses also served as practical assessors.
c210M01N13,Clinical nurse specialist,s003M01KH06,Domain Experts and Expert Reviewers,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,One clinical nurse specialist participated in assessing questionnaire content validity.
c210M01N14,Traditional didactic methods relying on print materials,s003M01THR12,Codified-Material Learning,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,The paper contrasts mobile learning with traditional didactic methods relying on print materials.
c210M01N15,Telephonic communication,s003M01THR11,Instructor-Led Training and Briefings,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Telephonic communication is identified as part of traditional didactic delivery.
c210M01N16,Professional workshops,s003M01THR17,Ambiguous Traditional Human-central Practice,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Only 4.69 percent of intervention-group nurses had participated in PIVC-related workshops.
c210M01N18,Real-time on-site PIVC placement observation,s003M01THR16,Human Expert Review and Validation,Impact Of A Wechat-Based Intervention On Nurses Knowledge And Practice In Peripheral Venous Catheter Insertion,Researchers observed and assessed nurses’ practical skills during real-time on-site PIVC placement operations.
