src_node_id,dst_node_id,relation_type,evidence_count,evidence_statement,case_title,evidence_label
s002M01EK02,s002M01TP11,be_transferred_by,11,"c117M01N05 - c117M01N22: External social media surfaces early user signals for later internal development.
c117M01N06 - c117M01N22: User-generated inputs are acquired through external social-media engagement.
c117M01N07 - c117M01N37: Product concepts are collected, screened, and refined through internal platforms.
c117M01N09 - c117M01N37: Packaging suggestions form part of the submissions processed by internal platforms.
c117M01N10 - c117M01N39: Shortlisted ideas are co-developed and validated through expert concept collaboration.
c117M01N05 - c117M01N37: Early product-user signals surfaced externally may later inform structured internal concept development after filtering and validation.
c117M01N06 - c117M01N37: User-generated product improvement inputs are selectively filtered into internally governed development pathways.
c117M01N06 - c117M01N24: Platforms enable the creation and exchange of user-generated content
c117M01N07 - c117M01N29: External ideas submitted through platforms like Idea-Point and technical collaboration tools are evaluated by our R&D experts
c122M01N04 - c122M01N22: Design files are exchanged as digital resources through the Metaverse.
c122M01N06 - c122M01N22: Process data are exchanged as digital resources through the Metaverse.",SIC 80 - Services (Health Services),Aggregation
s002M01EK02,s002M01TP12,be_transferred_by,4,"c111M01N04 - c111M01N24: Table 5 specifies webinars as a medium for basic knowledge and areas of application.
c111M01N04 - c111M01N29: Visual tutorials are the preferred presentation format for content concerning AI knowledge and areas of application.
c111M01N06 - c111M01N24: Webinars and podcasts provide engaging media for content that includes overviews of tools for using AI technologies.
c111M01N06 - c111M01N29: The paper couples a rundown of compatible systems and instruments with practical demonstrations and identifies visual tutorials as the format of choice.",SIC 80 - Services (Health Services),Aggregation
s002M01EK02,s002M01TP13,be_transferred_by,2,"c117M01N07 - c117M01N38: Submitted product concepts enter internal voting, expert review, and peer-feedback processes for prioritisation.
c117M01N09 - c117M01N38: Product packaging suggestions are among the submitted ideas subsequently subject to collaborative evaluation and prioritisation.",SIC 80 - Services (Health Services),Aggregation
s002M01EK02,s002M01TP14,be_transferred_by,1,"c115M01N03 - c115M01N11: Knowledge about the environmental effects of products, materials and services is measured under green knowledge acquisition, which is positively affected by digital transformation.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01EK02,be_derived_from,5,"c105M01N11 - c105M01N10: The timestamped transcription and step indications were used to create written instructions.
c108M01N15 - c108M01N14: Conditional know-how rules were extracted from interview corpus statements.
c108M01N15 - c108M01N63: The same thematic-analysis procedure identifies conditional know-how rules in the restituted viticulture interviews.
c124M01N06 - c124M01N01: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign spare parts planning.
c124M01N07 - c124M01N01: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign response strategies.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01EK04,be_derived_from,2,"c121M02N05 - c121M02N02: Generative capability was measured as a reflective second-order construct with 14 items across three dimensions (knowledge acquisition, inheritance, and updating).
c121M02N06 - c121M02N02: Generative capability was measured as a reflective second-order construct with 14 items across three dimensions (knowledge acquisition, inheritance, and updating).
c121M02N07 - c121M02N02: Generative capability was measured as a reflective second-order construct with 14 items across three dimensions (knowledge acquisition, inheritance, and updating).
c121M02N03 - c121M02N04: Iterative innovation converts these technology-driven improvements into scalable circular supply chain practices.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01EK05,be_derived_from,2,"c124M01N06 - c124M01N03: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign spare parts planning.
c124M01N06 - c124M01N04: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign spare parts planning.
c124M01N07 - c124M01N03: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign response strategies.
c124M01N07 - c124M01N04: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign response strategies.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01EK07,be_derived_from,1,"c101M01N22 - c101M01N21: After the issues were identified and annotated, the user requested a model solving those issues and the system generated the revised TO-BE diagram.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01EK09,be_derived_from,1,c108M02N47 - c108M02N01: The analysis phase also allows the identification of logical rules related to know-how that can be integrated into the formal model.,SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01THR11,be_transferred_by,1,"c106M01N01 - c106M02N05: The confirmation group (G1) has been selected to simulate the training of the machinery setup using the traditional approaches already employed in the company, supported by additional VM tools. The worker follows the sequential instructions represented via the guidance device using a 'step' approach.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01THR12,be_transferred_by,7,"c104M01N02 - c104M01N10: Participants used the paper manual's written instructions while assembling the components step by step.
c104M02N06 - c104M02N13: Paper manual instructions are transferred via paper-based self-study.
c105M01N06 - c105M01N19: Paper and digital instructions served as conventional task guidance.
c105M02N06 - c105M02N21: current instructions for the processes mentioned are available on paper and digitally
c110M02N01 - c110M02N04: Alumni often had to search for information independently in manuals.
c113M01N02 - c113M01N12: The paper-based document provides step-by-step textual instructions and pictures for completing the wiring task.
c113M02N03 - c113M02N18: The paper-based document... consists of a step-by-step information in the form of textual instruction and pictures to complete a wiring task
c113M02N07 - c113M02N18: The paper-based document... consists of a step-by-step information in the form of textual instruction and pictures to complete a wiring task",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01THR17,be_transferred_by,2,"c120M02N01 - c120M02N14: ...the DSSC can select the most appropriate SDR...
c126M01N04 - c126M01N16: External engagement supplies firms with blockchain best practices, security measures, and compliance strategies.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TK05,translate_into,3,"c106M01N01 - c106M01N06: Workers received sequential setup information and were later tested on autonomous recall of the whole procedure.
c107M01N02 - c107M01N07: trainees must be able to plan, install and commission pneumatic systems using circuit diagrams
c113M01N02 - c113M01N05: Step-by-step assembly instructions were presented so that users could acquire skills in wiring the system.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TK13,translate_into,1,c113M01N02 - c113M01N06: Participants received step-by-step task information and subsequently had to use an internalized understanding of the system to improvise a new connection without guidance.,SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP01,be_transferred_by,1,"c102M01N08 - c102M01N19: After task decomposition into hierarchical plans, the workflow employs the 6-DOF exploration primitive.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP03,be_transferred_by,13,"c104M01N02 - c104M01N13: The MAR application displayed instructions with visual signals and virtual component models for each assembly step.
c104M02N07 - c104M02N14: MAR assembly steps are transferred via the MAR application.
c105M01N06 - c105M01N24: The Magic Leap setup presented instructions normally viewed through the external screen.
c105M01N11 - c105M01N24: The AR prototype presented step-by-step descriptions of the required work.
c105M01N12 - c105M01N24: The Magic Leap prototype presented descriptions, arrows, animations, and component-position visualizations.
c105M01N13 - c105M01N24: Existing suitable digital work instructions supplied content presented by the experimental AR setup.
c106M01N01 - c106M01N15: The test group (G2) has been selected to test the VMAR-based training module for the same application. The operator is supported by visualised digital models and additional instructions about the assembly.
c107M01N02 - c107M02N21: the user must set up a pneumatic control system using a circuit diagram
c113M01N02 - c113M01N13: The traditional AR system presents assembly instructions step by step as text and video over the workspace.
c113M01N02 - c113M01N14: The enhanced AR system retains the traditional system's instructional content while adding multimodal and contextual presentation.
c113M02N03 - c113M01N13: assembly instructions were presented step by step on top of the workspace in the form of texts as well as videos
c113M02N07 - c113M01N13: assembly instructions were presented step by step on top of the workspace in the form of texts as well as videos which describe the task and how to do it
c113M02N07 - c113M01N14: The enhanced AR-based training system was similar to the traditional one regarding the contents",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP08,be_transferred_by,5,"c102M01N08 - c102M01N18: The approach represents recursively generated subtasks as hierarchical plans resembling a task tree.
c102M01N09 - c102M01N18: The language-guided approach learns robot execution policies.
c102M02N03 - c102M02N26: hierarchical plans resembling a task tree
c110M01N02 - c110M01N16: The chatbot generated direct links giving students access to relevant manual sections.
c110M02N01 - c110M02N06: The chatbot generates direct links to the specific section of the manuals",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP09,be_transferred_by,1,c108M02N47 - c108M02N15: The analysis phase also allows the identification of logical rules related to know-how that can be integrated into the formal model.,SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP10,be_transferred_by,1,c111M01N05 - c111M01N30: Field reports in documented blogs provide a codified medium for presenting practical examples from current contexts.,SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP11,be_transferred_by,1,"c111M01N05 - c111M01N31: Forums are identified alongside visual tutorials, webinars, and podcasts as engaging media for presenting practical AI content.",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP12,be_transferred_by,10,"c105M01N06 - c105M01N21: Company A displayed its existing instructions on a workplace screen.
c106M01N01 - c106M01N14: G1 followed sequential setup steps through screen-displayed digital procedures.
c106M01N04 - c106M01N14: The PDF-form instructions were displayed on a large smart screen for G1.
c111M01N05 - c111M01N24: Practical demonstrations are pivotal for knowledge dissemination, and webinars and podcasts are recognized as engaging presentation media.
c111M01N05 - c111M01N29: Practical examples and instructions are preferred content, while visual tutorials are the format of choice.
c111M02N06 - c111M02N37: Descriptive analytics knowledge is transferred via practical examples
c111M02N08 - c111M02N37: Process automation knowledge is transferred via practical examples
c111M02N09 - c111M02N37: ERP order workflow knowledge is transferred via practical examples
c125M01N10 - c125M01N25: System-based training modules are developed to facilitate solution adoption, while experiential modules support solution knowledge and technology transfer.
c125M01N10 - c125M01N24: system-based training modules will also be developed to facilitate its adoption",SIC 80 - Services (Health Services),Aggregation
s002M01EK03,s002M01TP14,be_transferred_by,5,"c115M01N05 - c115M01N11: Environmental management manuals and techniques knowledge is measured under green knowledge acquisition, which is positively affected by digital transformation.
c115M02N05 - c115M02N10: ""Digital tactics as the means by which firms strategically employ digital resources"" and ""Digital projects have a high priority within our business""
c115M02N05 - c115M01N11: Digital strategy provides the direction and resources for green knowledge acquisition, thus being transferred into that practice
c126M02N30 - c126M02N03: External knowledge acquisition is positively associated with BT exploitation (H1a supported: β = 0.389, p < 0.001)
c126M02N30 - c126M02N04: External knowledge acquisition is positively associated with BT exploration (H1b supported: β = 0.438, p < 0.001)",SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01EK02,be_derived_from,3,"c102M01N05 - c102M01N03: Traditional task interpretations are generated from object-predicate-subject triples derived from the scene graph.
c102M01N05 - c102M01N04: In the GPT-4 workflow, the common-sense depiction undergoes inference that leads to task interpretation.
c102M01N05 - c102M02N04: based on the object-predict-subject triples derived from the scene graph, task interpretations...are generated",SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01EK03,be_derived_from,1,"c121M02N02 - c121M02N03: Generative capability provides foundational support for iterative innovation by enabling knowledge acquisition, inheritance, and updating.",SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01THR12,be_transferred_by,1,c107M01N05 - c107M02N17: trainees must learn to identify pneumatic components and functional sequences,SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01TK06,translate_into,1,c107M01N05 - c107M01N06: trainees must learn to identify pneumatic components and functional sequences,SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01TP03,be_transferred_by,3,"c107M01N05 - c107M01N16: The additional visualization aids were designed to help users learn the functions and structure of pneumatic components.
c107M01N05 - c107M02N21: The app... user must set up a pneumatic control system using a circuit diagram and a functional description with the help of 3D models
c113M02N05 - c113M01N14: providing such information can increase user awareness of the system",SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01TP08,be_transferred_by,1,c102M01N05 - c102M01N16: GPT-4 generates task explanations for elements and relations in supplied images.,SIC 80 - Services (Health Services),Aggregation
s002M01EK04,s002M01TP09,be_transferred_by,1,c102M01N05 - c102M01N15: The traditional scene-graph pipeline generates task interpretations for HRC scenarios.,SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01EK02,be_derived_from,2,"c120M01N08 - c120M01N04: The operation sequences in optimal scheduling schemes provide the appropriate pairwise priority-relation labels.
c120M02N05 - c120M01N04: ...the SPRM is trained by ELM...",SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TK04,translate_into,1,c120M02N05 - c120M02N10: The SPRM is constructed to... determine the appropriate priority relation...,SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TK06,translate_into,1,c124M01N04 - c124M01N10: Organizations with greater absorptive capacity translate digital knowledge into more accurate fault interpretation.,SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TK12,translate_into,2,"c124M01N03 - c124M01N09: Simulation data are perceived, incorporated into technical expertise, and used to redesign maintenance activities through absorptive capacity.
c124M01N04 - c124M01N09: Predictive and diagnostic data are translated into enhanced maintenance practices when appropriately consumed.",SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TK13,translate_into,1,c106M01N03 - c106M01N09: Training information concerning errors supported practical recognition and correction during setup.,SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TP01,be_transferred_by,3,"c124M01N03 - c124M01N15: Digital-twin schemes expose organizations to continuing flows of simulation data.
c124M01N04 - c124M01N15: Digital-twin schemes expose organizations to continuing flows of predictive diagnostic data.
c124M02N25 - c124M01N15: Section 2.1, Page 40",SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TP03,be_transferred_by,1,c106M01N03 - c106M01N15: Visual metrics and instructions were used to prevent and recognize potential mistakes.,SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TP07,be_transferred_by,3,"c119M02N27 - c119M02N12: The combination merges the two lists together and computes the final score for all the considered synsets
c120M01N08 - c120M01N17: The appropriate pairwise priority relation supplies the output label used in ELM-based SPRM training.
c120M02N05 - c120M01N22: The online dynamic scheduling part refers to the process of applying the SPRM...",SIC 80 - Services (Health Services),Aggregation
s002M01EK05,s002M01TP12,be_transferred_by,3,"c125M01N11 - c125M01N25: Experiential-learning modules are created for the knowledge and technology transfer of developed solutions.
c125M01N11 - c125M01N24: Lean Manufacturing Methods and Tools was one of the five workshop activities.
c125M01N11 - c125M01N45: Lean Manufacturing Methods and Tools were delivered through the correspondingly named workshop activity.",SIC 80 - Services (Health Services),Aggregation
s002M01EK06,s002M01EK01,be_derived_from,2,"c108M01N13 - c108M01N11: The manufacturing interview guide drew on generic industrial standards collected during domain analysis.
c108M01N62 - c108M01N10: The viticulture grids were designed for a domain where legislative aspects had to be considered.",SIC 80 - Services (Health Services),Aggregation
s002M01EK06,s002M01EK02,be_derived_from,1,c108M01N62 - c108M01N58: The wine-industry literature review was conducted to understand vocabulary and build the viticulture interview guide.,SIC 80 - Services (Health Services),Aggregation
s002M01EK06,s002M01EK07,be_derived_from,1,"c125M02N01 - c125M01N08: To establish a better understanding of their paint points, small manufacturing businesses need to start with their main targets based on key performance indicators",SIC 80 - Services (Health Services),Aggregation
s002M01EK06,s002M01EK09,be_derived_from,1,c108M01N13 - c108M01N09: The manufacturing interview guide was prepared from domain analysis that included company internal documents.,SIC 80 - Services (Health Services),Aggregation
s002M01EK06,s002M01THR05,be_transferred_by,1,c108M01N62 - c108M01N65: Six topic-specific grids structured the viticulture interviews.,SIC 80 - Services (Health Services),Aggregation
s002M01EK06,s002M01TP13,be_transferred_by,2,"c125M02N01 - c125M01N27: The PiTech Academy online platform hosts the Industry 4.0 maturity scan tool described in step 1 of the proposed methodology
c125M02N01 - c125M02N17: This maturity scan is used to determine the maturity level (readiness) of small manufacturing businesses",SIC 80 - Services (Health Services),Aggregation
s002M01EK07,s002M01EK02,be_derived_from,2,"c101M01N21 - c101M01N20: The model analysed the newly created AS-IS process and annotated that diagram with comments.
c110M01N04 - c110M01N03: The principal topics and keywords were identified from students' chatbot conversation history.",SIC 80 - Services (Health Services),Aggregation
s002M01EK07,s002M01TP12,be_transferred_by,1,c125M02N02 - c125M01N24: five technology workshop activities were arranged over two days,SIC 80 - Services (Health Services),Aggregation
s002M01EK07,s002M01TP13,be_transferred_by,3,"c117M02N04 - c117M01N38: Secondary data includes engagement metrics used for evaluating ideas
c125M01N06 - c125M01N26: The maturity scan identifies the pain points of a small manufacturing business.
c125M01N07 - c125M01N26: The maturity scan supplies users with category maturity levels and an overall maturity index.",SIC 80 - Services (Health Services),Aggregation
s002M01EK08,s002M01THR17,be_transferred_by,2,"c126M01N02 - c126M01N16: External blockchain knowledge acquisition includes obtaining implementation insights through workshops and conferences.
c126M01N02 - c126M01N17: Internal integration creates ongoing learning, while documented and stored BT knowledge and experience becomes organizational memory.",SIC 80 - Services (Health Services),Aggregation
s002M01EK08,s002M01TP10,be_transferred_by,1,c111M01N08 - c111M01N30: Documented blogs are the digital presentation practice through which current-topic field reports are provided.,SIC 80 - Services (Health Services),Aggregation
s002M01EK08,s002M01TP14,be_transferred_by,2,"c126M02N31 - c126M02N03: Internal knowledge integration is positively associated with BT exploitation (H2a supported: β = 0.395, p < 0.001)
c126M02N31 - c126M02N04: Internal knowledge integration is positively associated with BT exploration (H2b supported: β = 0.250, p < 0.01)",SIC 80 - Services (Health Services),Aggregation
s002M01EK09,s002M01KL09,be_absorbed_by,1,c114M02N02 - c114M02N04: enterprises must have sufficient knowledge accumulation... knowledge acquisition can drive its innovation performance by applying it to the firm's innovation after absorption and transformation,SIC 80 - Services (Health Services),Aggregation
s002M01EK09,s002M01THR12,be_transferred_by,2,"c110M01N01 - c110M01N11: Alumni searched technical information independently in manuals.
c113M01N03 - c113M01N12: The paper-based document contains task and component information corresponding to the general knowledge assessed after training.",SIC 80 - Services (Health Services),Aggregation
s002M01EK09,s002M01THR15,be_transferred_by,2,"c108M01N09 - c108M01N29: Professional-activity analysis studied the company's internal documents.
c108M02N50 - c108M02N12: studying the company's internal documents",SIC 80 - Services (Health Services),Aggregation
s002M01EK09,s002M01TP03,be_transferred_by,1,c113M01N03 - c113M01N14: The enhanced AR system presents the same core task knowledge as the traditional AR system together with additional contextual information.,SIC 80 - Services (Health Services),Aggregation
s002M01EK09,s002M01TP08,be_transferred_by,1,c110M01N01 - c110M01N16: AlFrEDo provided rapid access to information held in its technical-document and manual database.,SIC 80 - Services (Health Services),Aggregation
s002M01EK09,s002M01TP10,be_transferred_by,2,"c109M02N05 - c109M01N15: ""AI-based knowledge management solutions such as SAP's sustainability management solutions support the institutionalization of sustainable practices. These platforms store, retrieve best practices""
c111M01N03 - c111M01N30: Documented blogs containing current topics and field reports are identified as a form in which AI-relevant content is presented.",SIC 80 - Services (Health Services),Aggregation
