node_id,total_evidence_count,node_name,category,evidence_label,case_title,Description
h001M01KH07,19,"Operational, Project, and Middle Managers Set",Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH08,11,Executive and Strategic Leadership Set,Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH09,10,"Public Authorities, Regulators, and Standard-Setting Bodies Set",Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH10,19,"Researchers, Analysts, and Knowledge Developers Set",Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH11,17,"Educators, Trainers, and Mentors Set",Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH12,10,Peer Knowledge Contributors Set,Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH13,15,Commercial and Value-Chain Professionals Set,Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH14,22,Organizational and Inter-organizational Collectives Set,Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH15,17,Other (*) – Insufficient Evidence of a Knowledge-Holding Role Set,Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KH16,14,Ambiguous Knowledge Holder(*) Set,Knowledge Holder,G,HOO1:Hard Aggregation,
h001M01KL01,17,Formal Higher-Education Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL02,36,Structured Occupational Trainees Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL03,5,Novice and Early-Career Workforce Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL04,14,Experienced Practitioner Upskilling Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL05,2,Frontline Safety Knowledge Recipients Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL06,7,Operational Decision and Action Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL07,3,Public and Heritage-Experience Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL08,1,Indigenous and Local-Community Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL09,16,Project and Organizational Collective Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL10,9,Knowledge Review and Validation Learners Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01KL11,12,Ambiguous Knowledge Learner(*) Set,Knowledge Learner,G,HOO1:Hard Aggregation,
h001M01LI01,13,Individual Knowledge and Memory Decay Set,Limitation,G,HOO1:Hard Aggregation,
h001M01LI02,23,"Individual Ergonomic, Usability and Immediate Safety Risks Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI03,17,"Human Physiological, Cognitive-Capacity and Demographic Constraints Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI04,117,"Instructional Design, Delivery, Assessment and Transfer Shortcomings Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI05,119,"Software, Algorithmic, Data Quality and Interoperability Barriers Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI06,35,"Hardware, Sensor and Technical Infrastructure Constraints Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI07,18,Financial and Capital Constraints Set,Limitation,G,HOO1:Hard Aggregation,
h001M01LI08,56,"Time, Staffing, Expertise, Scheduling and Workload Constraints Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI09,49,"Organizational Culture, Leadership and Adoption Barriers Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI10,85,"Knowledge Continuity, Documentation, Governance, Privacy and Security Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI11,20,Physical-Environmental and Operational Variability Set,Limitation,G,HOO1:Hard Aggregation,
h001M01LI12,6,"Market, Commercialization, Regulatory and External Institutional Change Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI13,31,"Research Design, Measurement and Validation Flaws Set",Limitation,G,HOO1:Hard Aggregation,
h001M01LI14,21,Empirical Sample and Generalizability Limitations Set,Limitation,G,HOO1:Hard Aggregation,
h001M01LI15,7,Ambiguous Limitation(*) Set,Limitation,G,HOO1:Hard Aggregation,
h001M01OD01,28,"Governance, Standards & Formal Control Set",Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD02,22,Strategic Leadership & Sponsorship Set,Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD03,41,"Financial, Technical & Information Resources Set",Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD04,12,"Time, Workload & Operational Scheduling Set",Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD05,45,"Human Capacity, Roles & Participation Set",Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD06,37,"Culture, Trust & Relational Climate Set",Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD07,2,Incentives & Performance Alignment Set,Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD08,29,Organizational Structure & Process Design Set,Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01OD09,1,Ambiguous Organizational Dependency(*) Set,Organizational Dependency,G,HOO1:Hard Aggregation,
h001M01TE01,105,Artificial Intelligence and Intelligent Computation Set,Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE02,106,Human–Computer Interaction and Immersive Technologies Set,Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE03,14,"Cyber-Physical Systems, IoT, and Smart Environments Set",Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE04,65,"Data, Information, and Knowledge Systems Set",Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE05,44,"Imaging, Sensing, and Perception Technologies Set",Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE06,12,"Security, Privacy, and Trustworthy Technologies Set",Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE07,21,"Mobile, Social and Communication Technologies Set",Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE08,7,"Rule-Based, Decision and Expert Systems Set",Digital Technology,G,HOO1:Hard Aggregation,
h001M01TE09,18,Ambiguous Digital Technology(*) Set,Digital Technology,G,HOO1:Hard Aggregation,
h001M01THR01,2,Job Shadowing Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR05,12,Knowledge Harvesting Workshops Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR06,1,Critical Incident Technique Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR07,8,Mentoring Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR08,2,Storytelling Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR09,3,After-Action Reviews Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR10,4,Communities of Practice Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR11,33,Instructor-Led Training and Briefings Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR12,29,Codified-Material Learning Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR13,18,Experiential and On-the-Job Learning Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR14,19,Collaborative Group Learning Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR15,28,Manual Knowledge Documentation and Codification Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR16,16,Human Expert Review and Validation Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01THR17,80,Ambiguous Traditional Human-central Practice Set,Traditional Human-central Practice,G,HOO1:Hard Aggregation,
h001M01TK01,1,Deliberately Withheld or Confidential Knowledge Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK02,20,Knowledge Conveyed Through Examples or Demonstration Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK04,13,Unrecognized or Unarticulated Personal Know-how Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK05,35,Practised Motor and Tool-Operation Skill Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK06,38,Trained Sensory and Perceptual Recognition Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK07,8,"Embodied Posture, Balance, and Spatial Control Set",Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK08,5,Immediate Embodied Response to Changing Conditions Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK09,6,Shared Professional Language and Contextual Meaning Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK10,50,Shared Professional Norms and Standards of Judgment Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK11,16,"Informal Coordination, Communication, and Escalation Know-how Set",Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK12,15,Organizational Culture and Unwritten Working Practices Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TK13,112,AmbiguousTacit Knowledge(*) Set,Tacit Knowledge,G,HOO1:Hard Aggregation,
h001M01TP01,21,Model-based Knowledge Representation and Simulation Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP02,3,Spatial Knowledge Capture and Geospatial Reconstruction Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP03,53,Situated Experiential Learning through Extended Reality Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP04,18,Interactive Consequence Learning and Digital Feedback Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP05,9,Real-time Condition Intelligence through IoT Monitoring Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP06,12,Worker Activity and State Capture through Wearable Sensors and Cameras Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP07,82,Algorithmic Pattern Discovery and Prediction Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP08,23,Generative Knowledge Synthesis and Content Production Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP09,23,Semantic Knowledge Structuring and Retrieval Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP10,24,Database-supported Project Knowledge Archiving Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP11,49,Collaborative Knowledge Co-creation through Digital Platforms Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP12,42,Multimedia and Blended Knowledge Internalization Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP13,44,Criteria-based Performance Evaluation and Ranking Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP14,34,Ambiguous Technology-enable Practice Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP15,17,Distributed-Ledger-enabled Transaction Assurance and Traceability Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
h001M01TP16,17,Gamified Procedural and Scenario-based Learning Set,Technology-enable Practice,G,HOO1:Hard Aggregation,
