"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N10","N14","be_composed_of","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The intelligence layer is one of the prototype's three key implemented components.","Page 3, Section 2.1"
"N10","N15","be_composed_of","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Structured-output prompt engineering is an implemented function used to produce predictable XML and JSON responses.","Page 3, Section 2.2"
"N12","N17","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The conversational user interface is built with Gradio.","Page 3, Section 2.1"
"N13","N18","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The browser renders process diagrams using bpmn-js.","Page 3, Section 2.1"
"N14","N16","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The intelligence layer is powered by Google's Gemini 2.5 Pro API.","Page 3, Section 2.1"
"N15","N19","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The final prompt requires a complete standards-compliant BPMN 2.0 XML block.","Page 3, Section 2.2"
"N15","N23","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The final prompt requires a JSON block containing overlay objects for diagram comments.","Page 3, Section 2.2"
"N10","N19","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot generates standards-compliant BPMN 2.0 XML from natural-language process descriptions.","Pages 2–3, Figure 1 and Section 2.2"
"N10","N20","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot generated the initial AS-IS BPMN diagram from the user's narrative.","Page 5, Section 3.2, Step 1"
"N10","N23","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The LLM populates JSON overlay objects with observations tied to BPMN element identifiers.","Page 3, Section 2.2"
"N13","N19","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The bpmn-js frontend parses and renders the generated BPMN XML.","Pages 2–3, Figure 1 and Section 2.2"
"N13","N23","adopt","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The frontend parses the JSON overlays and renders the comments as visual annotations.","Page 3, Section 2.2"
"N21","N20","be_derived_from","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The model analysed the newly created AS-IS process and annotated that diagram with comments.","Page 5, Section 3.2, Step 2"
"N22","N21","be_derived_from","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","After the issues were identified and annotated, the user requested a model solving those issues and the system generated the revised TO-BE diagram.","Page 5, Section 3.2, Steps 2–3"
"N10","N20","evaluate","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot assessed the newly generated AS-IS model and identified inefficiencies and bottlenecks.","Page 5, Section 3.2, Step 2"
"N11","N33","depend_on","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The current workflow requires the user to provide a detailed process account upfront.","Page 6, Section 4.4"
"N10","N28","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Model and prompt testing produced malformed or incorrectly formatted XML that sometimes failed to render.","Pages 3 and 6, Sections 2.2 and 4.1"
"N11","N29","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The evaluated three-step session took more than 12 minutes.","Page 6, Section 4.2"
"N10","N30","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Generating large structured BPMN XML files is token-intensive and increases processing time and cost.","Page 6, Section 4.2"
"N10","N31","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot's underlying LLM can return different outputs for the same prompt.","Page 6, Section 4.3"
"N10","N32","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The current system generates code without awareness of the resulting visual layout.","Page 6, Section 4.4"
"N11","N34","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The study does not formally evaluate the quality of the generated TO-BE model.","Page 6, Section 4.4"
"N04","N35","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The informal manual workflow lacks a formalized, digitally tracked system.","Page 5, Section 3.1"
"N04","N36","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The existing process captures no data for analysis of machine reliability and failure patterns.","Page 5, Section 3.1"
"N01","N24","be_difficult_to_capture_due_to","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Tacit, experience-based knowledge is described as notoriously difficult to articulate.","Page 1, Section 1.1"
"N01","N25","be_difficult_to_capture_due_to","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Undocumented expertise disappears from the organization when veteran staff leave.","Page 1, Section 1.1"
"N04","N26","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Formalizing informal work through conventional BPM is difficult for SMEs because modelling tools require specialised skills.","Page 1, Sections 1.1–1.2"
"N04","N27","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","SMEs seeking to formalize their processes face the stated cost barrier of expensive BPM consultants.","Page 1, Section 1.2"
"N05","N35","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Verbal reporting is part of the informal maintenance workflow that the paper states lacks a formalized, digitally tracked system.","Page 5, Section 3.1"
"N07","N35","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Manual inventory checking is identified as an inefficient step within the maintenance workflow that lacks a formalized, digitally tracked system.","Page 5, Sections 3.1–3.2"
"N08","N35","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","Paper-based purchase requests form part of the informal maintenance workflow that lacks formalized digital tracking.","Page 5, Sections 3.1–3.2"
"N09","N35","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The handwritten Awaiting Part sign is a local manual status mechanism within the workflow that lacks a formalized, digitally tracked system.","Page 5, Sections 3.1–3.2"
"N10","N26","mitigate","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The results state that conversational LLMs can lower the skill barrier to rigorous process documentation, while conventional BPM modelling tools require specialised skills.","Page 1, Abstract and Sections 1–1.2"
"N10","N27","mitigate","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot is presented as lowering the cost barrier to rigorous process documentation through an open-source foundation and SME-accessible API costs.","Pages 1, 3, and 5, Abstract and Section 2.3"
"N10","N24","mitigate","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot elicits process details through natural-language interaction and successfully converts the user's tacit maintenance-process account into a formal AS-IS model, thereby reducing the articulation barrier without eliminating it.","Pages 1, 2, and 5, Introduction, Section 1.6, and Section 3.2"
"N10","N25","mitigate","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The paper states that conversational LLMs help SMEs preserve institutional knowledge by capturing and formalizing head-held procedures before experienced personnel depart.","Page 1, Abstract and Section 1.1"
"N15","N28","mitigate","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","After early iterations produced inconsistent or malformed XML, the system prompt was refined to compel a highly structured and predictable response format.","Page 3, Section 2.2"
"N10","N29","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The chatbot required 230 seconds to generate the initial model, 240 seconds to analyse and annotate it, and 250 seconds to generate the TO-BE model.","Pages 5–6, Sections 3.2 and 4.2"
"N14","N30","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The intelligence layer generates large structured BPMN XML outputs, which the paper identifies as token-intensive and as increasing processing time and cost.","Pages 3 and 6, Sections 2.1 and 4.2"
"N14","N31","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The intelligence layer is powered by an LLM, whose generated output is explicitly described as stochastic and capable of varying across identical prompts.","Pages 3 and 6, Sections 2.1 and 4.3"
"N14","N32","be_constrained_by","E","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The current LLM-based intelligence layer generates BPMN code but has no awareness of the final rendered visual layout.","Page 6, Section 4.4"
"N06","N35","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The verbal explanation is part of the informal manual workflow that the paper explicitly characterizes as lacking a formalized, digitally tracked system.","Page 5, Sections 3.1–3.2"
"N07","N36","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The physical spare-parts inventory check occurs within the existing manual workflow whose absence of data capture prevents subsequent reliability and failure-pattern analysis.","Page 5, Sections 3.1–3.2"
"N08","N36","be_constrained_by","I","TACIT KNOW-HOW MADE VISIBLE: USING CONVERSATIONAL AI FOR BUSINESS-PROCESS DOCUMENTATION","The paper purchase request is part of the manual workflow whose absence of captured data prevents systematic analysis of maintenance and failure patterns.","Page 5, Sections 3.1–3.2"
