node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N34","AR scene overlay technology","Digital Technology","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","AR scene overlays combine with historical archives to reconstruct rooms and open halls.","Augmented-reality technology that overlays reconstructed scenes on the heritage site.","Page 5, Section 3.2"
"N35","Smartphones","Digital Technology","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Historical scenes are restored interactively on smartphones.","A mobile-device delivery platform for the digital twin experience.","Page 6, Section 3.3"
"N36","AR glasses","Digital Technology","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Historical scenes are restored interactively on AR glasses.","Wearable augmented-reality display hardware.","Page 6, Section 3.3"
"N37","VR headsets","Digital Technology","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Historical scenes are restored interactively on VR headsets.","Wearable virtual-reality display hardware.","Page 6, Section 3.3"
"N38","Artificial intelligence","Digital Technology","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","AI predicts site visitation 48 hours ahead and dynamically plans walking paths.","Computational technology used for visitor prediction and route planning.","Page 5, Section 3.2"
"N39","NetEase Yaotai architecture","Digital Technology","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","The Red Journey module is constructed using NetEase Yaotai architecture.","A metaverse architecture supporting the virtual-village module.","Page 2, Section 2.2.2"
"N40","Unidirectional recording","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Paper-based surveying is characterized as unidirectional recording.","One-way information recording without interactive access.","Page 7, Table 6"
"N41","Limited retrieval","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Total station and film photography provide limited retrieval.","Restricted ability to retrieve information from the retained records.","Page 7, Table 6"
"N42","Passive display and missing wartime-life recreation","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Most digital exhibitions passively show exteriors and timelines and lack recreation of wartime life.","Failure to convey lived wartime settings through dynamic or multisensory reconstruction.","Page 3, Section 2.4.2"
"N43","Intangible cultural heritage skills inheritance interruption","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","ICH skills are at risk of interruption in inheritance while indigenous people's return rate is below 30%.","Risk that living heritage skills will no longer pass between generations or community members.","Page 7, Section 4.1.3"
"N44","Rural point-cloud data transmission failure","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","The rural point-cloud transmission failure rate is reported as 18.7%, versus 2.3% in urban cores.","Failure or unreliability in transmitting point-cloud data in rural areas.","Page 3, Section 2.4.1"
"N45","High digital modeling cost","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Advanced digital modeling costs three to five times more per building than traditional methods.","The higher financial cost of advanced digital capture and modeling.","Pages 3-4, Section 2.4.1 and Table 3"
"N46","Data format fragmentation and system interoperability problems","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","More than 70% of projects encounter fragmented formats and system-interoperability issues.","Incompatible data formats and systems that impede reuse across applications.","Page 7, Section 4.2.3"
"N47","Model precision-real-time rendering trade-off","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","High-definition scanning improves restoration efficiency, but precision must be balanced with real-time rendering performance.","The performance conflict between detailed models and real-time visualization.","Page 6, Section 4.1.1"
"N48","AR-guide loading delay","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Visitors wait an average of 2.7 seconds before experiencing the AR guide.","A service delay before augmented-reality content becomes available.","Pages 3-4, Section 2.4.3"
"N49","Haptic-device scarcity","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Only 5% of venues provide haptic devices.","Limited availability of hardware needed to convey tactile aspects of reconstructed scenes.","Page 4, Section 2.4.3"
"N50","Excessive commercialization weakens cultural expression","Limitation","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Excessive commercialization reduced positive EEG emotional signals by 40%.","Loss of cultural or emotional effect when commercial content dominates interpretation.","Pages 3-4 and 6, Sections 2.3.1 and 4.1.2"
"N51","Drone oblique photogrammetry modeling","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Aerial multi-angle images are stitched by ContextCapture to generate a textured 3D model.","An implemented workflow that converts UAV oblique images into textured three-dimensional building models.","Page 2, Section 2.1.2"
"N52","GIS-based spatial mapping","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","GIS aggregates scattered 3D models into spatial distribution maps.","An implemented mapping practice that aggregates and displays heritage models and spatial conservation data.","Page 2, Section 2.1.2"
"N53","Dynamic digital archive","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Uploaded photographs and drawings generate a dynamic digital archive connecting historical narrative and interactive experience.","An implemented archive generated from user-uploaded wartime materials in the metaverse module.","Page 3, continuation of Section 2.2.2"
"N54","Historical cognition of visitors","Tacit Knowledge","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Visitors' historical cognition increased by 53% after the dynamic narrative intervention.","Visitors' internalized understanding or cognition of the presented history.","Pages 2-3, Sections 2.2.1 and 2.3.1"
"N55","AR guides","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","Visitors using AR guides wait an average of 2.7 seconds before experiencing the service.","An implemented augmented-reality guidance service used by heritage-site visitors.","Pages 3-4, Section 2.4.3"
"N56","Multisensory heritage experience","Technology-enable Practice","I","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","The paper evaluates haptic and other sensory presentation and notes that visitors cannot feel shockwaves or smell scorched earth where devices are absent.","A digitally enabled heritage experience using haptic or other sensory cues to convey historical scenes.","Pages 3-4, Sections 2.3 and 2.4.3; Table 2"
"N57","Living Craft Display","Technology-enable Practice","E","Digital Preservation of Chongqing Red Culture and Tourism Resource Development in Bayu Traditional Dwellings","For Peng's Traditional Dwelling, Table 5 lists Lightweight Modeling plus Living Craft Display and reports ICH skills inheritance coverage of 60%.","A digitally supported display practice used in the Peng's Traditional Dwelling case to transmit living craft knowledge.","Page 6, Table 5"
