src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
N08,N13,be_absorbed_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","in relation to telehealth, it was what impacted me the most","Page 5"
N09,N13,be_absorbed_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","the part with the health education was the most impressive for me","Page 5"
N10,N14,be_absorbed_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","four (25%) out of the 16 clinically practicing participants reported having used learnings","Page 3"
N03,N13,be_absorbed_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Participants consistently reported facilitators... linked to acquiring new knowledge","Page 3"
N03,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The PEAK-PT e-learning course is an evidence-based training programme that seeks to optimise the clinical practice of physical therapists","Page 2"
N04,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The free course and the possibility to download educational materials were also mentioned as adding value to the course","Page 5"
N05,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Specific components of the PEAK-PT programme (patient education, strength exercises and physical activity plan)","Page 2"
N06,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","the part with the health education was the most impressive for me","Page 5"
N07,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Participants reported that the course increased their safety and confidence","Page 5-6"
N08,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","in relation to telehealth, it was what impacted me the most","Page 5"
N09,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","the part with the health education was the most impressive for me","Page 5"
N10,N17,be_transferred_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","my expectations during the training really helped me gain more confidence","Page 5-6"
N11,N17,participate_in,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Eligible participants included registered physical therapists... who had completed the PEAK-PT","Page 3"
N13,N17,participate_in,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","A total of 20 physical therapists... participated in the study","Page 3"
N13,N18,participate_in,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Individual semi-structured interviews were conducted via video conference","Page 3"
N17,N25,depend_on,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The fact that it's free, you know, I found extremely interesting","Page 5"
N17,N26,depend_on,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The recent translation of the PEAK e-learning course into Portuguese (PEAK-PT) has broadened its access to Portuguese-speaking clinicians","Page 2"
N17,N27,depend_on,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","A cooperation agreement between the Federal University of Sao Carlos, Brazil and University of Melbourne, Australia facilitated the translation","Page 2"
N17,N28,depend_on,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The training is offered for free (limited access for 4 weeks, no completion certificate)","Page 2"
N17,N19,adopt,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The training is offered... at the Future Learn platform","Page 2"
N17,N20,adopt,I,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","It also teaches clinicians how to deliver care via video conferencing","Page 2"
N17,N21,adopt,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The PEAK programme is an online course with asynchronous learning","Page 2"
N17,N22,adopt,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The reports were positive regarding the videos, infographics, texts, and exercise platform","Page 5"
N17,N23,adopt,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","A technical team... dubbed the videos","Page 2"
N17,N24,adopt,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The reports were positive regarding the... exercise platform","Page 5"
N17,N29,be_constrained_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Some participants mentioned the time required to complete the course (4 weeks) as a barrier","Page 6"
N17,N30,be_constrained_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","One participant reported the absence of a completion certificate with the free course as a barrier","Page 6"
N15,N33,be_constrained_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","approaching the patient without the need for a direct [hands-on] contact with the physiotherapist, as we are so used to being taught in graduation","Page 5"
N16,N32,be_constrained_by,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","both in Portuguese, as I was looking for something in Portuguese, even though my English is good","Page 5"
N17,N32,mitigate,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The recent translation of the PEAK e-learning course into Portuguese (PEAK-PT) has broadened its access to Portuguese-speaking clinicians","Page 2"
N17,N33,mitigate,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","Participants reported that the course increased their safety and confidence","Page 5-6"
N17,N31,mitigate,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","The PEAK-PT appears to address key components of behaviour change... fostering knowledge translation into practice","Page 6"
N17,N15,complement,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","approaching the patient without the need for a direct [hands-on] contact with the physiotherapist, as we are so used to being taught in graduation [...]. [This] is something that PEAK really offers","Page 5"
N10,N31,be_difficult_to_capture_due_to,E,"'Removing a Blindfold': Perspectives of Physical Therapists After Completing the PEAK‐Portuguese E‐Learning Course","only 25% of participants who were clinically practicing applied the learnings from the PEAK-PT to their working routine","Page 6"
