node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
"N12","Strategic decision-making","Tacit Knowledge","E","A generative AI model for automating construction bid preparation","The integration of automated systems would also allow firms to focus more on strategic decision-making","Not mentioned","PAGE 17, Source 581"
"N13","Legacy manual bid preparation","Traditional Human-central Practice","E","A generative AI model for automating construction bid preparation","Construction bid preparation remains predominantly manual, labour-intensive, and time-pressured","Traditional document compilation process relying entirely on distributed physical or manual tracking","PAGE 2, Source 27"
"N14","Human-in-the-loop review","Traditional Human-central Practice","E","A generative AI model for automating construction bid preparation","A human-in-the-loop review was incorporated to ensure quality","An interactive workflow where an AI creates initial versions and a professional corrects them","PAGE 7, Source 242"
"N15","Manual annotation of RFPs","Traditional Human-central Practice","E","A generative AI model for automating construction bid preparation","Ground truth labels for the requirements extraction module were generated through manual annotation of the RFPs by the research team","The act of marking text limits by hand to map ground truth sentences","PAGE 14, Source 511"
"N16","Document intelligence & information extraction module","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Component: document intelligence & information extraction module. The user uploads a new RFP document","A sub-system built to isolate text targets inside tender documents","PAGE 13, Source 450"
"N17","Bid retrieval & similarity matching engine","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Component: bid retrieval & similarity matching engine. The extracted requirements are encoded as vector embeddings","A pipeline component that maps similarities between old and new bids","PAGE 13, Source 454"
"N18","Generative bid composition module","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Component: generative bid composition module. Based on the retrieved proposals and the extracted requirements, GPT-4o generates a draft","The generation engine that translates prompt arrays into completed professional sections","PAGE 14, Source 479"
"N19","Pinecone vector database","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","Embeddings were stored in a Pinecone vector database, enabling semantic similarity searches using cosine similarity","An external indexed environment engineered to hold multi-dimensional embeddings","PAGE 7, Source 227"
"N20","Streamlit web-application interface","Technology-enable Practice","E","A generative AI model for automating construction bid preparation","The graphical interface was built with Streamlit web-application","A front-end python framework used to build interactive layout tools","PAGE 16, Source 555"
"N21","OpenAI GPT-4o LLM","Digital Technology","E","A generative AI model for automating construction bid preparation","OpenAI's GPT-4o, a proprietary LLM developed to generate coherent and useful text... was employed","A frontier foundational language model engineered for technical text tasks","PAGE 7, Source 234"
"N22","OpenAI text-embedding-ada-002","Digital Technology","E","A generative AI model for automating construction bid preparation","Text chunks were converted into dense vector embeddings using OpenAI's text-embedding-ada-002","An algorithm framework that builds structured vectors from raw string tokens","PAGE 7, Source 226"
"N23","LangChain framework","Digital Technology","E","A generative AI model for automating construction bid preparation","The pipeline was orchestrated through the LangChain framework","A programmatic toolkit used to link models with document repositories","PAGE 8, Source 250"
"N24","Centralized data management","Organizational Dependency","E","A generative AI model for automating construction bid preparation","suggesting that investment in integrated digital infrastructure and centralized data management will be critical for scaling automation","An organized setup where corporate data assets are consolidated under a uniform data policy","PAGE 19, Source 630"
"N25","Investment in digital infrastructure","Organizational Dependency","E","A generative AI model for automating construction bid preparation","firms must invest in digital infrastructure to support these systems","Not mentioned","PAGE 17, Source 600"
"N26","Organizational maturity","Organizational Dependency","E","A generative AI model for automating construction bid preparation","This suggests that organizational maturity and information systems readiness significantly influence a firm's automation readiness","The baseline capability level of an entity's internal systems and processes","PAGE 18, Source 618"
"N27","Fragmentation of bid-related data","Limitation","E","A generative AI model for automating construction bid preparation","A major barrier identified is the fragmentation of bid-related data across disparate systems","A failure state where text and project documents are scattered across separate structural locations","PAGE 19, Source 630"
"N28","Absence of integrated Optical Character Recognition (OCR)","Limitation","E","A generative AI model for automating construction bid preparation","due to the absence of integrated Optical Character Recognition (OCR) capabilities","Not mentioned","PAGE 7, Source 217"
"N29","Decreased accuracy for scanned or image-based documents","Limitation","E","A generative AI model for automating construction bid preparation","accuracy decreases for scanned or image-based documents, as no Optical Character Recognition (OCR) is integrated","Not mentioned","PAGE 16, Source 558"
"N30","Research team","Knowledge Holder","E","A generative AI model for automating construction bid preparation","Ground truth labels for the requirements extraction module were generated through manual annotation of the RFPs by the research team","The academic operators executing the study","PAGE 14, Source 511"
