"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location"
"N17","internal integration of blockchain knowledge","Traditional Human-central Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Internal knowledge integration combines and synthesizes knowledge within the firm and ensures that the workforce gains knowledge and skills for BT.","The internal combination, sharing, and application of blockchain knowledge.","Introduction, page 2; Section 3, pages 3-4"
"N18","organizational blockchain planning","Traditional Human-central Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The questionnaire measures whether technical personnel participate in BT planning.","Human-centered organizational planning concerning blockchain implementation.","Appendix Fig. A1, page 10"
"N19","organizational assessments of blockchain advantages, limitations, and trends","Traditional Human-central Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Companies conduct in-depth assessments of BT advantages and limitations and comprehensive assessments of BT trends.","Human-led assessment of blockchain characteristics and developments.","Appendix Fig. A1, page 10"
"N20","siloing of externally acquired blockchain insights","Limitation","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Effective internal knowledge integration ensures that insights acquired externally are not siloed.","Isolation of externally sourced blockchain knowledge within organizational boundaries.","Section 6.1, page 7"
"N21","difficulty applying blockchain-related knowledge effectively","Limitation","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Without internal knowledge integration, firms may struggle to apply BT-related knowledge effectively.","Failure to transform available blockchain knowledge into organizational action.","Section 6.1, page 7"
"N22","BT exploitation for existing business processes","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","BT exploitation leverages blockchain to enhance existing processes, improve efficiency, and achieve incremental innovation; sampled firms reported the extent of such use.","Current organizational use of blockchain to optimize existing activities and processes.","Sections 2.1 and 4.2, pages 2 and 5; Appendix Fig. A1, page 10"
"N23","BT exploration for new applications and business models","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","BT exploration entails experimenting with blockchain to discover opportunities, create products or services, and transform business models; sampled firms reported the extent of such use.","Current organizational experimentation with blockchain for new applications, products, markets, and business models.","Sections 2.1 and 4.2, pages 2 and 5; Appendix Fig. A1, page 10"
"N24","blockchain technology (BT)","Digital Technology","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Only firms affirmatively reporting BT use, investment, and dedicated internal or external BT support were included in the sample.","An immutable decentralized ledger used for data management and transaction processing.","Sections 2.1 and 4.1, pages 2 and 5"
"N25","organizational capacity to adapt to and learn from blockchain technology","Organizational Dependency","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Successful BT implementation depends on the organization's ability to adapt to and learn from the technology.","The firm's internal ability to learn about blockchain and adapt its routines and processes accordingly.","Introduction, page 2"
"N26","organizational capacity to transform blockchain knowledge into actionable implementation steps","Organizational Dependency","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Merely having knowledge is insufficient; firms must transform it into actionable steps.","The internal capability to convert acquired and integrated blockchain knowledge into implementation activity.","Introduction, page 2"
"N27","organizational investment in blockchain technology during the previous year","Organizational Dependency","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Only firms affirmatively reporting investment in BT during the previous year were retained in the adopted-BT sample.","Financial resources committed internally to current blockchain adoption and use.","Section 4.1, page 5"
"N28","availability of blockchain implementation support","Organizational Dependency","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Eligible firms had either a dedicated R&D team or external supplier partners providing BT support.","Availability to the firm of internal or contracted technical support for current blockchain implementation.","Section 4.1, page 5"
"N29","access to external blockchain knowledge sources","Environmental Dependency","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Firms obtain BT-related knowledge from external sources such as industry experts, consultants, academic institutions, and professional networks.","External availability and accessibility of specialist, academic, and professional blockchain knowledge sources.","Introduction, page 2"
"N30","access to current blockchain regulatory developments","Environmental Dependency","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","External blockchain knowledge helps firms address regulatory compliance risks by remaining informed about regulatory developments.","External availability of current regulatory information relevant to blockchain implementation and compliance.","Section 3, page 3"
"N31","engagement with blockchain industry experts","Traditional Human-central Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The paper identifies engagement with industry experts as a way to acquire blockchain best practices, security measures, and compliance strategies.","Direct human-centered engagement through which firms obtain specialist blockchain knowledge.","Section 3, page 3"
"N32","cross-departmental sharing of blockchain insights","Traditional Human-central Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","Internal knowledge integration facilitates collaboration and communication among teams and departments, while employees with diverse BT expertise share their insights.","Internal human-centered exchange of blockchain expertise and insights across organizational teams and departments.","Section 3, page 4"
"N33","blockchain-enabled transaction transparency","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The BT exploitation measure asks the extent to which a company uses BT to enhance the transparency of transaction processing and management.","Current use of blockchain to improve transaction-processing and management transparency.","Appendix Fig. A1, page 10"
"N34","blockchain-enabled supply-chain tracking and product verification","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The BT exploitation measure asks the extent to which a company uses BT to improve the accuracy and reliability of supply-chain tracking and product verification.","Current use of blockchain for accurate and reliable tracking and product verification.","Appendix Fig. A1, page 10"
"N35","blockchain-enabled contract execution and automatic payments","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The BT exploitation measure asks the extent to which a company uses BT to optimize contract execution processes and automatic payment mechanisms.","Current use of blockchain to automate or optimize contract execution and payment processes.","Appendix Fig. A1, page 10"
"N36","blockchain experimentation with new business models","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The BT exploration measure asks the extent to which a company uses BT to improve the efficiency of exploring and experimenting with new business models.","Current experimentation with blockchain-supported business models.","Appendix Fig. A1, page 10"
"N37","blockchain-enabled development of new services or products","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The BT exploration measure asks the extent to which a company uses BT to enhance the development of new services or products.","Current use of blockchain in new service or product development.","Appendix Fig. A1, page 10"
"N38","blockchain-enabled creation of new market opportunities","Technology-enable Practice","E","Unlocking sustainable performance with blockchain technology: Insights from organizational learning theory","The BT exploration measure asks the extent to which a company uses BT to create new market opportunities.","Current use of blockchain to pursue new market opportunities.","Appendix Fig. A1, page 10"
