"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N23","N34","adopt","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","RT-Voice SDK vocalizes joint-specific guidance.","Section 3.3.4"
"N22","N08","evaluate","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","DTW classification (Good/Pass/Fail) evaluates embodied cognition performance.","Section 3.3.2, Section 5.1"
"N24","N02","evaluate","I","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Cards are evaluated as collected; users are tested on card content in quiz.","Section 3.2.4"
"N25","N04","evaluate","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Knowledge quiz tests users' understanding of Baduanjin-related questions.","Section 3.2.4"
"N01","N08","translate_into","I","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Explicit movement instructions are internalized into embodied skill through practice and feedback.","Section 3.2, Section 5.1"
"N22","N37","mitigate","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Gamified interaction enhances motivation, improving patient compliance.","Section 1, Section 3.1"
"N22","N38","mitigate","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Gamified interaction and cultural narratives reduce boredom.","Section 3.1, Section 6"
"N22","N39","mitigate","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Real-time feedback (80 ms latency) addresses lagging feedback of traditional methods.","Section 3.3.4"
"N22","N40","mitigate","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Active learning through gamified mechanisms replaces passive reading.","Section 3.2.4"
"N22","N41","mitigate","I","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Virtual NPC reduces dependence on scarce professional teachers.","Section 3.1, Section 6"
"N17","N38","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Traditional oral teaching is single and lacks interest, causing boredom.","Section 2.1"
"N17","N41","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Oral teaching constrained by scarcity of professional teachers.","Section 2.1"
"N18","N40","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Books and literature self-study is passive.","Section 3.2.4"
"N19","N39","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Video watching lacks real-time feedback.","Section 4"
"N19","N40","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Video watching is passive.","Section 4"
"N20","N40","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Static UI prompts are non-interactive, leading to passive learning.","Section 3.2, Section 4"
"N08","N38","be_difficult_to_capture_due_to","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Monotony and boredom make it difficult to develop embodied cognition.","Section 2.1"
"N08","N40","be_difficult_to_capture_due_to","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Passive learning does not support embodied understanding.","Section 3.2.4"
"N09","N39","be_difficult_to_capture_due_to","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Lagging feedback in traditional methods hinders development of real-time coordination skill.","Section 1"
"N10","N39","be_difficult_to_capture_due_to","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Without real-time feedback, self-perception of accuracy cannot be developed.","Section 1, Section 3.2.3"
"N22","N43","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","The short training period (25 min per session) limits assessment of long-term retention.","Section 6"
"N22","N44","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","The relatively limited sample size (78 participants) limits generalizability.","Section 6"
"N22","N45","be_constrained_by","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Budaunjin-based somatosensory training","Action recognition uses traditional DTW, not deep learning, limiting accuracy and sensitivity.","Section 6"
