"src_node_id","dst_node_id","relation_type","evidence_label","case_title","evidence_statement","evidence_location"
"N04","N20","be_transferred_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Respondents identified CNS tumor treatment topics and pre-recorded lectures among the valued course content.","Journal pp. 473–474; PDF pp. 4–5"
"N05","N19","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Supportive and palliative care for children with CNS tumors was included among the online course topics.","Journal pp. 473–474; PDF pp. 4–5"
"N05","N20","be_transferred_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","A respondent reported first understanding palliative care through the course, in which pre-recorded lectures were a primary content format.","Journal pp. 473–474; PDF pp. 4–5"
"N06","N19","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Multidisciplinary team integration was identified as an important online course topic.","Journal pp. 473–474; PDF pp. 4–5"
"N07","N21","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Live online sessions were used for discussion and project presentations.","Journal p. 474; PDF p. 5, Qualitative Results"
"N09","N12","be_shared_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants interacted with pediatric neuro-oncology experts and received effective feedback from them.","Journal p. 474; PDF p. 5, Qualitative Results"
"N09","N13","be_shared_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Professors provided comments and support during the pediatric neuro-oncology course.","Journal p. 474; PDF p. 5, Qualitative Results"
"N09","N14","be_shared_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants received feedback from peers and learned through international peer interaction.","Journal p. 474; PDF p. 5, Qualitative Results"
"N09","N16","be_absorbed_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants completed learning activities and 106 achieved a passing score of 70 percent or higher, indirectly supporting acquisition of course knowledge and skills.","Journal pp. 470 and 472; PDF pp. 1 and 3"
"N09","N18","be_transferred_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","NOTS was designed to develop neuro-oncological knowledge and skills and included a subsequent in-person workshop.","Journal p. 471; PDF p. 2"
"N09","N19","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Self-directed online activities supported attainment of knowledge and skills.","Journal p. 474; PDF p. 5, Discussion"
"N09","N20","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Pre-recorded lectures and videos were self-directed activities supporting knowledge and skill attainment.","Journal p. 474; PDF p. 5, Discussion"
"N09","N21","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Live meetings supported interaction with experts and learning among NOTS participants.","Journal p. 474; PDF p. 5"
"N09","N22","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Guided online discussions supported learning during the prerequisite modules.","Journal p. 471; PDF p. 2, Methods—Learning Intervention"
"N09","N23","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Case discussions supplied opportunities to apply course learning.","Journal p. 474; PDF p. 5, Qualitative Results"
"N09","N24","be_transferred_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Research-project development provided an applied learning opportunity supported by expert and peer feedback.","Journal pp. 471 and 474; PDF pp. 2 and 5"
"N11","N15","be_shared_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","NOTS participants reported their perceptions of the online learning experience.","Journal pp. 470–472; PDF pp. 1–3"
"N11","N26","be_captured_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Enrollees were prompted to anonymously evaluate their online learning experience.","Journal p. 471; PDF p. 2, Methods—Participant Engagement"
"N11","N37","be_difficult_to_capture_due_to","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participant perceptions were measured through self-report, and the evaluation contained completion-related bias.","Journal p. 475; PDF p. 6, Discussion—Limitations"
"N12","N21","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants interacted with experts during online neuro-oncology seminars.","Journal p. 474; PDF p. 5, Qualitative Results"
"N12","N24","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Experts provided feedback during development of participants' research proposals.","Journal p. 474; PDF p. 5, Qualitative Results"
"N13","N21","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Professors provided comments and support during online course interaction.","Journal p. 474; PDF p. 5, Qualitative Results"
"N14","N21","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Live meetings facilitated interaction among peer participants.","Journal p. 474; PDF p. 5, Qualitative Results"
"N14","N22","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Online discussions and live activities facilitated peer interaction.","Journal pp. 473–474; PDF pp. 4–5"
"N14","N24","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Peers provided feedback during development of research proposals.","Journal p. 474; PDF p. 5, Qualitative Results"
"N15","N19","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","A total of 153 participants were enrolled in the 2022 and 2023 online modules.","Journal pp. 470 and 472; PDF pp. 1 and 3"
"N15","N21","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","NOTS participants engaged in synchronous online sessions and live meetings.","Journal pp. 471 and 474; PDF pp. 2 and 5"
"N15","N22","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","NOTS participants engaged in guided online discussions.","Journal p. 471; PDF p. 2"
"N15","N23","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants took part in clinical case discussions and presentations.","Journal pp. 471 and 473–474; PDF pp. 2 and 4–5"
"N15","N26","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Eighty-three participants completed the online post-course evaluation.","Journal p. 472; PDF p. 3, Results—Demographics"
"N16","N18","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","The blended NOTS course included an in-person workshop for multidisciplinary providers.","Journal p. 471; PDF p. 2"
"N16","N19","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Multidisciplinary providers completed prerequisite online modules.","Journal pp. 470–471; PDF pp. 1–2"
"N16","N20","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Multidisciplinary providers used pre-recorded lectures and videos in the self-paced course format.","Journal pp. 470–474; PDF pp. 1–5"
"N16","N21","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants engaged in synchronous online sessions.","Journal p. 471; PDF p. 2"
"N16","N22","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants engaged in guided online discussions.","Journal p. 471; PDF p. 2"
"N16","N23","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants engaged in clinical case activities.","Journal p. 471; PDF p. 2"
"N16","N25","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Individual participants completed graded online course tasks and activities.","Journal p. 471; PDF p. 2, Methods—Participant Engagement"
"N17","N19","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Invited institutional teams were enrolled in the prerequisite online modules.","Journal p. 471; PDF p. 2, Methods—Participant Engagement"
"N17","N24","participate_in","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participating institutional teams developed projects intended to enhance CNS tumor care at their institutions.","Journal p. 471; PDF p. 2, Methods—Learning Intervention"
"N18","N33","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Geographic and financial barriers restrict access to in-person learning.","Journal p. 470; PDF p. 1, Introduction"
"N19","N18","complement","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","NOTS was implemented as nine weeks of online learning followed by a 7-day in-person workshop.","Journal p. 471; PDF p. 2, Methods—Learning Intervention"
"N19","N28","adopt","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Invited teams were enrolled into the prerequisite modules in Cure4Kids.","Journal p. 471; PDF p. 2, Methods—Participant Engagement"
"N19","N31","depend_on","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Internet connectivity affects participation in online learning in LMICs.","Journal pp. 474–475; PDF pp. 5–6, Discussion"
"N19","N32","depend_on","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Online participation can be hindered by limited digital devices and insufficient infrastructure.","Journal pp. 474–475; PDF pp. 5–6, Discussion"
"N19","N33","mitigate","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Online learning offered flexibility, accessibility, and scalability for healthcare professionals facing geographic and financial barriers to in-person learning.","Journal p. 470; PDF p. 1, Introduction"
"N19","N34","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants reported needing more time because they were already overwhelmed with work.","Journal p. 474; PDF p. 5, Qualitative Results"
"N19","N36","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Only 106 of 153 participants completed the online course with a passing score.","Journal pp. 470 and 472; PDF pp. 1 and 3"
"N20","N34","mitigate","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Respondents valued recorded classes because they could organize viewing around their available time.","Journal p. 474; PDF p. 5, Qualitative Results"
"N20","N35","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Respondents requested clearer lectures and audio enhancements for participants not speaking English.","Journal p. 474; PDF p. 5, Qualitative Results"
"N21","N31","depend_on","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Live online engagement is vulnerable to unreliable internet connectivity.","Journal pp. 474–475; PDF pp. 5–6, Discussion"
"N25","N09","evaluate","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Individual grades were assigned throughout the modules, and a passing score of 70 percent or higher was used to identify course completion.","Journal pp. 470–472; PDF pp. 1–3"
"N25","N38","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Course tasks, grades, and knowledge tests did not establish long-term clinical competency, practice change, or patient outcomes.","Journal p. 475; PDF p. 6, Discussion"
"N26","N37","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Evaluation findings were limited by self-reporting and selective completion of the evaluation.","Journal p. 475; PDF p. 6, Discussion—Limitations"
"N26","N38","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","The post-course evaluation measured perceptions but did not establish long-term competency or clinical outcomes.","Journal p. 475; PDF p. 6, Discussion"
"N19","N35","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants identified language and audio clarity as barriers affecting the NOTS online modules.","Journal p. 474; PDF p. 5, Qualitative Results"
"N21","N35","be_constrained_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants requested clearer lectures, while live lectures were used for direct questioning and interaction.","Journal p. 474; PDF p. 5, Qualitative Results"
"N24","N34","be_constrained_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Research-project development was a required course activity, while respondents reported needing more time to fulfill course activities because of work overload.","Journal pp. 471 and 474; PDF pp. 2 and 5"
"N25","N34","be_constrained_by","E","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","A respondent requested more time to fulfill the course activities because participants were already overwhelmed with work.","Journal p. 474; PDF p. 5, Qualitative Results"
"N25","N36","be_constrained_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Grades depended on completion of course tasks and activities, while some participants had low completion rates or no grades because of early dropout.","Journal pp. 471 and 475; PDF pp. 2 and 6"
"N26","N36","be_constrained_by","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","The evaluation occurred at the conclusion of the modules, and participants who did not complete or disengaged from the course were underrepresented.","Journal pp. 471 and 475; PDF pp. 2 and 6"
"N25","N28","adopt","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participants were enrolled in the prerequisite modules in Cure4Kids, and individual grades were assigned throughout those modules from completion of online course tasks and activities.","Journal p. 471; PDF p. 2, Methods—Participant Engagement"
"N20","N32","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Accessing pre-recorded lectures and videos requires access to digital devices and online-learning infrastructure, which the paper identifies as barriers to online engagement in LMICs.","Journal pp. 474–475; PDF pp. 5–6, Discussion"
"N21","N32","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Participation in synchronous online sessions requires digital-device access and supporting infrastructure, which the paper identifies as barriers to online engagement.","Journal pp. 474–475; PDF pp. 5–6, Discussion"
"N22","N31","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Guided online discussions form part of online engagement, which can be hindered by unreliable internet connectivity.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N22","N32","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Guided online discussions require access to digital devices and online-learning infrastructure.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N23","N31","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Virtual case discussions are part of online engagement and therefore depend on sufficiently reliable internet connectivity.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N23","N32","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Virtual case discussions require access to digital devices and supporting online-learning infrastructure.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N24","N31","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Online development and presentation of institutional research projects depended on online engagement, which unreliable connectivity can impede.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N24","N32","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Online research-project development and presentation require access to digital devices and supporting infrastructure.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N25","N31","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Completion of graded online tasks and activities depends on online engagement, which unreliable connectivity can impede.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
"N25","N32","depend_on","I","Online Outcomes of a Pediatric Neuro-Oncology Course for Multidisciplinary Healthcare Professionals in Low- and Middle-Income Countries","Completion of graded online tasks and activities requires access to digital devices and supporting infrastructure.","Journal pp. 471 and 474–475; PDF pp. 2 and 5–6"
