src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
"N16","N31","be_constrained_by","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Extremely low workshop participation was described as reflecting a single form of continuing education.","PDF p. 7; Discussion"
"N16","N32","be_constrained_by","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Extremely low workshop participation was described as reflecting insufficient incentives.","PDF p. 7; Discussion"
"N14","N26","be_constrained_by","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Traditional classroom settings were described as subject to temporal and spatial constraints.","PDF p. 6; Discussion"
"N19","N25","mitigate","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The intervention significantly improved knowledge and practice among nurses who scored below 75 percent at baseline.","PDF pp. 2 and 5-6; Study design and Results"
"N19","N26","mitigate","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","WeChat supported educational communication and knowledge sharing beyond geographical, temporal, and spatial restrictions.","PDF p. 6; Discussion"
"N07","N09","be_absorbed_by","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Intervention-group practice scores increased from 8.60 at baseline to 12.08 immediately and 11.90 at four weeks.","PDF pp. 5-6; Results and Table 4"
"N07","N28","be_difficult_to_capture_due_to","I","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The authors state that knowledge not actively retrieved and practically applied fades, while complex clinical competencies are insufficiently consolidated by purely didactic instruction.","PDF p. 6; Discussion"
"N05","N01","be_derived_from","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The intervention’s PIVC educational content was developed from clinical-guideline education, including the Standard Guide to Practice Standards for Intravenous Fluid Therapy.","PDF pp. 1-3; Abstract, Study objective, Data collection, and Intervention methods"
"N05","N02","be_derived_from","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The intervention’s PIVC educational content was developed from clinical-guideline education, including the Standard of Practice for Intravenous Therapy Nursing Techniques.","PDF pp. 1-3; Abstract, Data collection, and Intervention methods"
"N05","N03","be_derived_from","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The intervention’s PIVC educational content was guided by the Clinical Nursing Practice Guidelines for Common Complications of Intravenous Catheters.","PDF pp. 1-3; Abstract, Data collection, and Intervention methods"
"N05","N04","be_derived_from","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The researchers supplemented the national standards with a synthesis of relevant domestic literature when constructing the study content.","PDF pp. 1 and 3; Abstract and Data collection"
"N19","N05","adopt","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The WeChat push service-based platform adopted concise educational content concerning PIVC placement techniques for twice-daily delivery.","PDF p. 3; Intervention methods and Table 1"
"N11","N17","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The researcher-designed questionnaire was used by the research team to collect and assess nurses’ PIVC placement knowledge.","PDF pp. 2-3; Data collection and Assessment methods"
"N11","N18","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","The research team systematically observed and assessed nurses during real-time on-site PIVC placement operations.","PDF p. 3; Assessment methods"
"N12","N17","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Three specialist intravenous therapy nurses assessed the questionnaire for content validity.","PDF p. 3; Data collection"
"N13","N17","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","One clinical nurse specialist assessed the questionnaire for content validity.","PDF p. 3; Data collection"
"N08","N17","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Eligible participants were nurses with PIVC placement qualifications, and all participating nurses completed the paper-based PIVC knowledge survey.","PDF pp. 2-3; Study design and sample and Assessment methods"
"N08","N18","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Eligible nurses with PIVC placement qualifications were observed and assessed during real-time on-site PIVC placement operations.","PDF pp. 2-3; Study design and sample and Assessment methods"
"N09","N16","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Three intervention-group nurses, representing 4.69 percent of the group, reported prior participation in workshops related to PIVC placement.","PDF p. 5; Table 2"
"N10","N16","participate_in","E","Impact of a WeChat-based intervention on nurses knowledge and practice in peripheral venous catheter insertion","Six control-group nurses, representing 10.17 percent of the group, reported prior participation in workshops related to PIVC placement.","PDF p. 5; Table 2"
