node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location
N11,"Pre-experimental survey",Technology-enable Practice,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","A pre- experimental survey with sixty- six questions to be completed before the beginning of training session was developed...","A tool used to collect baseline data from participants before the training.","Page 2"
N12,"Post-experimental survey",Technology-enable Practice,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","A post- experimental survey consisting of 35 questions was also developed and administered... to evaluate and VR training efficacy.","A tool used to assess the training's effectiveness and knowledge acquisition.","Page 2-3"
N13,"Energy simulation process",Technology-enable Practice,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","Those 12 scenarios were simulated in the EnergyPlus software to determine electrical consumption...","The digital process used to generate the knowledge (tips) that will be transferred to participants.","Page 2"
N14,"CAVE system",Digital Technology,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","In this field, the aim is to create an experience... In 'Immersive Virtual Reality (IVR)' settings participants are immersed... The latter mostly deals with the CAVE system...","The physical hardware system used to create the immersive environment.","Page 1"
N15,"Unity software",Digital Technology,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","The 3D model was then imported into Unity (ver. 2018.4.14f1) for rendering...","The software engine used to render the virtual environment and manage player controls.","Page 2"
N16,"EnergyPlus",Digital Technology,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","Those 12 scenarios were simulated in the EnergyPlus software to determine electrical consumption...","The simulation engine used for energy performance calculations.","Page 2"
N17,"Design Builder",Digital Technology,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","The corresponding Building Energy Model was created using Design Builder software...","The software used to create the building energy model that is simulated in EnergyPlus.","Page 2"
N18,"TechViz XL 2023",Digital Technology,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","The virtual model created by integrating the results of the simulations and the tips... was presented through a CAVE environment using the TechViz XL 2023 software.","The software used to run the virtual model on the CAVE's hardware.","Page 2"
N19,"Sample selection",Organizational Dependency,I,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","Sample selection is crucial to ensure the accuracy and reliability of training findings.","The process of selecting an adequate and balanced participant pool is an internal prerequisite for valid results.","Page 5"
N20,"Clear instructions",Organizational Dependency,G,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","To maintain participant immersion... clear instructions should be provided to participants before starting the CAVE activity...","A necessary condition for the practice to succeed, as per the paper's advice.","Page 5"
N21,"Adaptation phase",Organizational Dependency,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","...it will be important to plan an initial adaptation phase (about 3-4 minutes) for participants, allowing them to freely experience the CAVE scenario...","A structured phase required to help participants get accustomed to the VR environment.","Page 5"
N22,"Potential cybersickness",Limitation,I,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","...the first was aimed at investigating... the cybersickness disorders related to the use of the virtual reality...","An inherent potential flaw of VR systems that can negatively affect user experience.","Page 2-3"
N23,"Lack of immersion in traditional methods",Limitation,I,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","Despite its potential benefits for studying human behaviour, the use of virtual reality as a training tool has not received much attention.","This is a key limitation of the 'traditional' training tools (apps, PCs), which leads to the need for a new approach.","Page 1"
N24,"Limited awareness of available technologies",Limitation,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","A possible explanation is the users' limited awareness of available technologies to optimize energy performance.","This is a baseline problem that the training activity aims to solve.","Page 1"
N26,"Graphical indicators",Explicit Knowledge,E,"Optimizing Building Occupants' Energy-Related Behaviour: Development of a Training Activity in a Cave Automatic Virtual Environment","The graphic indicators used (""thermometer"" and ""piggy bank"") were a useful complement to the suggestions.","These are visual representations of the energy simulation results, serving as codified feedback.","Page 5, Table II"
