src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c111M01N30,c111M01N08,adopt,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Table 5 identifies documented blogs as the presentation practice containing current topics and field reports.,"Table 5, PDF pages 8–9"
c111M01N24,c111M01N14,complement,I,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,The findings state that both digital and interpersonal channels are centrally important: webinars and podcasts provide flexible digital access alongside the core personal exchange with innovative companies.,"Section 4.3, PDF pages 8–9"
c111M01N26,c111M01N15,complement,I,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,The in-house online tool supports exchange and further training alongside the reported formal and informal exchange of experiences among colleagues.,"Table 4 and Section 4.3, PDF pages 8–9"
c111M02N01,c111M02N18,be_shared_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of know-how is also present among employees in controlling departments,"Page 7, Table 3"
c111M02N01,c111M01N01,be_absorbed_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers looking for insights into AI applications absorb the know-how,Page 8
c111M02N01,c111M02N22,be_absorbed_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Employees need to absorb AI know-how through training,Page 7
c111M02N01,c111M02N51,be_difficult_to_capture_due_to,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,AI-specific know-how is difficult to capture because of lack of internal expertise,"Page 3,7"
c111M02N02,c111M02N18,be_shared_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of imagination for AI uses is a trait held by employees,"Page 7, Table 3"
c111M02N03,c111M02N18,be_shared_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Lack of awareness of the need to engage with AI is held by employees,"Page 7, Table 3"
c111M02N03,c111M02N51,be_difficult_to_capture_due_to,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Awareness is difficult to foster due to lack of expertise,"Page 3,7"
c111M02N04,c111M02N17,be_shared_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Programming skills are held by a controller (senior),Page 7
c111M02N04,c111M01N01,be_absorbed_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers can acquire programming skills,Page 7
c111M02N05,c111M02N17,be_shared_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Algorithmic thinking is held by controllers with technical education,Page 7
c111M02N05,c111M01N01,be_absorbed_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers can develop algorithmic thinking,Page 7
c111M02N06,c111M02N37,be_transferred_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Descriptive analytics knowledge is transferred via practical examples,"Page 5-6,9"
c111M02N08,c111M02N37,be_transferred_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Process automation knowledge is transferred via practical examples,"Page 5-6,9"
c111M02N09,c111M02N37,be_transferred_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,ERP order workflow knowledge is transferred via practical examples,"Page 5-6,9"
c111M02N17,c111M02N26,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Senior controllers interact in professional networks/special interest groups,Page 8
c111M01N01,c111M02N23,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers participate in exchange with other companies,Page 8
c111M01N01,c111M02N26,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers participate in professional networks/special interest groups,Page 8
c111M01N01,c111M02N29,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers use internet search engines as first port of call,Page 8
c111M01N01,c111M02N31,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers subscribe to newsletters,Page 8
c111M01N01,c111M02N34,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers engage in social media groups (e.g. XING),Page 8
c111M01N01,c111M02N37,participate_in,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Controllers use practical examples/instructions,Page 9
c111M02N23,c111M02N51,be_constrained_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Exchange is constrained by lack of internal expertise,Page 3
c111M02N23,c111M02N53,be_constrained_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Exchange is constrained by lack of time resources,"Page 7, Table 3"
c111M01N15,c111M02N47,depend_on,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Colleague exchange requires management commitment,Page 7
c111M02N29,c111M02N31,be_composed_of,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Web-based channels include newsletter subscriptions,"Page 8, Table 4"
c111M02N29,c111M01N25,be_composed_of,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Web-based channels include controlling portals,"Page 8, Table 4"
c111M02N29,c111M01N26,be_composed_of,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Web-based channels include in-house online training tools,"Page 8, Table 4"
c111M02N29,c111M02N34,be_composed_of,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Web-based channels include social media groups,"Page 8, Table 4"
c111M02N29,c111M02N50,depend_on,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Web-based channels depend on cloud infrastructure availability,Page 4
c111M01N24,c111M02N53,mitigate,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,"Webinars allow flexible consumption, mitigating lack of time",Page 8
c111M02N37,c111M02N55,mitigate,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Practical examples/instructions help bridge the knowledge-to-practice gap,Page 9
c111M02N37,c111M02N55,be_constrained_by,E,Exploring Ai Frontiers: Insights From Austria'S Industrial Sector On Enhancing Control Functions,Practical examples are constrained by the gap between knowledge and action,Page 6-7
