src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c201M01N13,c201M01N22,resolve,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"A proof-of-concept evaluation in an equipment-maintenance scenario shows that the chatbot produced an accurate 'as-is' model, highlighted bottlenecks, and generated an improved 'to-be' variant",Page 1
c201M01N13,c201M01N24,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,A significant challenge observed during the evaluation was latency... total time... was over 12 minutes... delay is largely attributable to the verbosity of the BPMN XML format.,Page 6
c201M01N13,c201M01N26,depend_on,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The only direct operational cost is the pay-per-use API for the intelligence layer.,Page 3
c201M01N14,c201M01N15,adopt,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"During testing, an alternative model, Gemini 2.5 Flash, was considered",Page 6
c201M01N14,c201M01N25,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"experiments showed that while cheaper, Gemini Flash often produced incorrectly formatted XML that failed to render.",Page 6
c201M01N01,c201M01N13,be_captured_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor,Page 1
c201M01N01,c201M01N12,be_transferred_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The chosen case study focuses on a common and inefficient process for managing unplanned equipment downtime... existing workflow is almost entirely reactive and relies on informal, manual communication.",Page 5
c201M02N01,c201M01N07,be_held_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,An assembly line operator hears a strange noise ... he shuts it down and walks over to the maintenance workshop to report it,Section 3.2
c201M02N01,c201M01N08,be_held_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The supervisor grabs the nearest available technician ... and sends them to investigate,Section 3.2
c201M02N01,c201M01N09,be_held_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The technician walks to the machine, inspects it ... checks the physical spare parts inventory ... fills out a paper purchase request",Section 3.2
c201M02N01,c201M02N13,be_held_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The user initiated the conversation by describing the entire reactive maintenance process,Section 3.2
c201M02N01,c201M02N13,be_documented_partially_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The user describes the process in natural language, thereby codifying part of the tacit know-how",Section 3.2
c201M01N07,c201M02N14,participate_in,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The operator ... walks over to the maintenance workshop to report it. He finds the maintenance supervisor and verbally explains the problem,Section 3.2
c201M01N08,c201M02N14,participate_in,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The supervisor ... sends them to investigate (after receiving verbal report),Section 3.2
c201M01N09,c201M02N15,participate_in,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,They walk back to the workshop to check the physical spare parts inventory,Section 3.2
c201M02N13,c201M01N13,participate_in,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The evaluation was conducted through an interactive dialogue between a user and the chatbot,Section 3.2
c201M02N13,c201M02N19,participate_in,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The evaluation was conducted through an interactive dialogue between a user and the chatbot, as illustrated in Figure 3",Section 3.2
c201M02N01,c201M01N13,be_captured_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The LLM-driven conversational assistant captures such knowledge on the shop floor and converts it incrementally and interactively into BPMN 2.0 diagrams,"Abstract, Section 2"
c201M01N13,c201M02N20,adopt,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Powered by Gemini 2.5 Pro ... the system's core logic is powered by Google's Gemini 2.5 Pro API,Section 2.1
c201M01N13,c201M02N38,adopt,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Prompt-engineering techniques ensure the LLM's output conforms to the BPMN 2.0 schema,Section 2.2
c201M01N13,c201M02N39,adopt,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The system processes the user's natural language description to generate BPMN,Section 3.2
c201M02N39,c201M02N13,be_held_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The user provided the natural language description of the process,Section 3.2
c201M01N03,c201M02N39,be_derived_from,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The system generated BPMN 2.0 XML from the user's natural language description,Section 3.2
c201M02N05,c201M01N03,be_derived_from,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The AS-IS BPMN diagram is a visual representation of the generated XML,Section 3.2
c201M02N14,c201M02N27,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The existing workflow is almost entirely reactive and relies on informal, manual communication",Section 3.1
c201M02N14,c201M01N22,be_constrained_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The lack of a formalized, digitally-tracked system leads to poor visibility",Section 3.1
c201M02N14,c201M01N23,be_constrained_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The absence of data capture prevents valuable analysis,Section 3.1
c201M02N14,c201M02N37,be_constrained_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Tacit knowledge is difficult to articulate, making verbal reporting incomplete",Section 1.1
c201M02N15,c201M02N27,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Manual spare parts inventory check is part of the inefficient steps,Section 3.1
c201M02N15,c201M01N22,be_constrained_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Manual check contributes to lack of tracking,Section 3.1
c201M02N15,c201M01N23,be_constrained_by,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,No digital record of parts usage,Section 3.1
c201M02N17,c201M02N27,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Handwritten sign is a manual, untracked status indicator",Section 3.2
c201M02N14,c201M02N26,depend_on,I,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,SMEs rely on experience-based workflows from veteran staff – the traditional process requires experienced employees,"Section 1.1, 3.1"
c201M01N13,c201M02N31,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The total time ... was over 12 minutes (230s + 240s + 250s) ... generation took up to 10 minutes,Section 4.2
c201M01N13,c201M02N32,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"A core characteristic of LLMs is that their output is inherently stochastic, not deterministic",Section 4.3
c201M01N13,c201M01N25,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,Early iterations produced inconsistent or malformed XML,Section 2.2
c201M01N13,c201M02N35,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The current workflow requires the user to describe the process in detail upfront,Section 4.4
c201M01N13,c201M02N36,be_constrained_by,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The current study lacks a formal evaluation of its quality,Section 4.4
c201M02N01,c201M01N20,be_difficult_to_capture_due_to,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"When veteran staff retire or switch jobs, this undocumented expertise departs with them",Section 1.1
c201M02N01,c201M02N37,be_difficult_to_capture_due_to,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Tacit knowledge is notoriously difficult to articulate, as Polanyi famously noted",Section 1.1
