uuid,Title,tacit_knowledge_array,digital_technology_array,sector
0df16fd2-fe6b-4637-a393-7df873fa2274,"Harnessing Ai-Metaverse Synergies For Smart Sustainability: A Knowledge Management Perspective On Immersion, Ethics, And Decentralization",[],"[{'digital_technology': 'AI', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'metaverse', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
00f043d7-72dd-427c-87d4-171f65a7d6c9,Tcm Academy—Online Platform For Acupuncture And Traditional Chinese Medicine Education: Advancing Global Standards,[],"[{'digital_technology': 'e-learning techniques', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'video chunking', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'interactive quizzes', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'worksheets', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'recorded lectures', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'live webinars', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'real-time assessments', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'technology to track learner progress', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
a3b7239a-ce83-4f1e-a38f-5fcd4c915182,Deep Learning Models For Cultural Pattern Recognition: Preserving Intangible Heritage Of Li Ethnic Subgroups Through Intelligent Documentation Systems,"[{'tacit_knowledge': 'oral traditions and inter-group cultural differences', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'convolutional neural networks', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'bidirectional LSTM networks', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'transformer-based models', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'pattern recognition, semantic indexing, and recommendation algorithms', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'medium'}"
966a99d8-fc50-4641-afbe-283887710203,Harnessing Model-Based Group Decision Support Systems For More Effective Stakeholder Engagement: Reflections From The Field,"[{'tacit_knowledge': 'stakeholder perspectives on the socio-economic values associated with decommissioning of Australian offshore oil and gas structures', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'group decision support system technology', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}, {'digital_technology': 'causal mapping', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Transportation, Communications, Electric, Gas, And Sanitary Services (Communications)', 'sector_id': 'SIC 48', 'sector_confidence': 'low'}"
ca119e57-e375-4175-b864-5e86d8b4d958,The Relationship Between Knowledge Management And Information Technology Components In Kerman City Telecommunications Company,"[{'tacit_knowledge': 'knowledge acquisition, storage, distribution, and transfer, as well as the application of knowledge', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'information technology', 'digital_technology_normalized': 'Industrial And Commercial Machinery And Computer Equipment'}]","{'sector_name': 'Manufacturing (Industrial And Commercial Machinery And Computer Equipment)', 'sector_id': 'SIC 35', 'sector_confidence': 'high'}"
d609e181-f816-4ae9-8470-a2c75bb3c53c,Zero Sample Power Grid Equipment Ontology Defect Grade Idetification Method Based On Knowledge Enhanced Large Language Model,"[{'tacit_knowledge': 'prior knowledge of large language models', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'large language models (LLM)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'knowledge retrieval-augmented generation technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Electric, Gas, And Sanitary Services (Electric, Gas, And Sanitary Services)', 'sector_id': 'SIC 49', 'sector_confidence': 'high'}"
a4e15449-0e5e-496f-be04-cba15158d69e,Effective Enablers And Tools For Inhabitants’ Knowledge Acquisition In Public Policymaking Organizations: A Delphi Study In Gcc Countries,"[{'tacit_knowledge': 'inhabitants’ willingness to get involved', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'inhabitants’ trust in policymakers', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'information technology (IT) infrastructure', 'digital_technology_normalized': 'Distributed, Secure, and Trust Technologies'}]","{'sector_name': 'Public Administration (Executive, Legislative, And General Government, Except Finance)', 'sector_id': 'SIC 91', 'sector_confidence': 'high'}"
fb7f06b0-87c7-4403-aad0-9261f37a193c,Applying Knowledge Management Within The Information Security Domain To Strengthen Policy Development In Developing Countries,"[{'tacit_knowledge': 'tacit knowledge elicited from information security stakeholders', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'knowledge management systems', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'high'}"
6c6706ac-dc22-4d85-9ac9-459dc09cc9f0,Shareflows: Seamless Knowledge Capture And Proactive Push For Efficient Teacher Workflows In Higher Education,"[{'tacit_knowledge': 'task steps (i.e., denoted as ShareFlow)', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'knowledge management tool', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'large language model (Claude 3 Haiku)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Educational Services', 'sector_id': '82', 'sector_confidence': 'high'}"
d2d5b162-48c0-411e-9c8b-b39bd5d2f4f8,Evaluating Knowledge Gain And Retention In Iot Circuit Assembly Using Mobile Augmented Reality Technology,"[{'tacit_knowledge': 'IoT assembly task', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Mobile Augmented Reality (MAR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': '3D animated models', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Manufacturing (Electronic And Other Electrical Equipment And Components, Except Computer Equipment)', 'sector_id': '36', 'sector_confidence': 'medium'}"
cbc870a4-b020-4f29-940d-0ad7dcb357c3,Leveraging Virtual Reality To Support Inclusive Design For The Visually Impaired,"[{'tacit_knowledge': 'identifying and addressing accessibility flaws in a graphical interface', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'virtual reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': '82', 'sector_confidence': 'high'}"
10e6ae5d-62f9-4454-a2c9-5f2b054829f4,Learning With Short Bursts: How Effectively Can We Build Competencies In Climate Change-Related Areas Based On Microlearning?,"[{'tacit_knowledge': ""confidence in one's influence and willingness to act sustainably"", 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]",[],"{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6fdcfbf5-4981-49e8-ae7f-e6dc8bb7d9a9,A Knowledge-Graph-Based Intelligent Question Answering System: A Case Study In Agro-Engineering Integration,[],"[{'digital_technology': 'Named Entity Recognition (NER) technology', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Neo4j', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Django', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Rasa', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}, {'digital_technology': 'DeepSeek large language model', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
1286e08e-f402-47c1-b669-82aa9de50c20,"Designing An Intelligent Learning System Based On The Knowledge Tracing Model To Enhance Self-Efficacy, Academic Passion, And Achievement Among Educational Technology Students","[{'tacit_knowledge': 'self-efficacy, academic passion, and achievement', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Knowledge Tracing Model', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6c1fcd0d-7ff5-435f-b2ea-697ffee25f84,Research On Intelligent Management And Assisted Decision Making Technology Of Electric Power Research Enterprise Based On Knowledge Engineering,"[{'tacit_knowledge': 'internal management knowledge of electric power research enterprises', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Knowledge Graph', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Large Language Model (LLM)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'ERNIE model', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'TransE method', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Electric, Gas, And Sanitary Services', 'sector_id': 'SIC 49', 'sector_confidence': 'high'}"
03915b58-efc3-4836-a583-e249ce7fec9a,Impact Of Integrating The Flipped Learning Environment And Educational Technologies On Scientific Knowledge Acquisition,[],"[{'digital_technology': 'flipped classroom', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'educational technologies', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
1358020b-7d97-4986-80c5-801fd3671814,Gamified Micro:Bit For Computational Thinking And Low-Code Programming In Sustainable Mathematics Education,"[{'tacit_knowledge': 'perceive readiness for CT in sustainable mathematics education for P–12 students', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'micro:bit', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}, {'digital_technology': 'low-code programming', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
fbc332dc-d393-43d4-b3be-e7104a1cc6ec,Empowering Eco-Innovation: How Artificial Intelligence And Green Leadership Enhance Knowledge Capital For Sustainable Performance,[],"[{'digital_technology': 'artificial intelligence (AI)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Manufacturing (Textile Mill Products)', 'sector_id': 'SIC 22', 'sector_confidence': 'high'}"
d074f051-9363-4ba1-8df6-8531d65dc553,Leveraging Storytelling For Effective Tacit Knowledge Capture And Management In The Construction Industry: Framework Development And Empirical Validation,"[{'tacit_knowledge': 'construction practitioners’ situated narratives that recount context, cues, decisions, and consequences from real project episodes', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Knowledge Management Systems (KMS)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Construction (Building Construction—General Contractors And Operative Builders)', 'sector_id': 'SIC 15', 'sector_confidence': 'high'}"
57ed930b-58c4-47a1-97f2-4fde979d5ee6,Research On Rag And Fine-Tuning In The Construction Of Intelligent Auxiliary Design Dialogue Systems For Coal Preparation Plants,[],"[{'digital_technology': 'Retriever Augmented Generation (RAG)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'fine-tuning', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'big model question and answer generation mechanism', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Mining', 'sector_id': 'SIC 10-15', 'sector_confidence': 'medium'}"
a78f91aa-00a6-4553-9340-9bb3598c8fff,Ict-Enabled Inclusive Practices: Exploring The Role Of Managers’ Initiating Structure And Considerations In Enhancing Knowledge Management Capability,[],"[{'digital_technology': 'information and communication technologies (ICT)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'high'}"
c67786df-f5a4-41cf-8b57-bc2b41a58dfb,Digital Enabled Innovation Ecosystems: A Dual Case Study Of Knowledge Flows In Intellectual Property Platforms,[],"[{'digital_technology': 'digital technology', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'high'}"
