"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c106M01N12","Field Notes","Traditional Human-central Practice","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","Field notes were used to collect data, without requiring input from participants","Manual qualitative log recording session observations and participant quotes","PAGE 4, Line 109","THR03","Deliberate Practice"
"c106M01N14","Peer-to-peer Support","Traditional Human-central Practice","I","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","with the help of their peers, the ease of use of the mouse increased exponentially-cf. Figure 2.","Spontaneous informal transfer of technical tips among group members","PAGE 7, Line 233","THR10","Communities of Practice"
"c107M01N08","Traditional clinical teaching relying on cadaver dissection","Traditional Human-central Practice","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Traditional clinical teaching has typically relied on cadaver dissection or 2D imaging.","Not mentioned","Page 2","THR03","Deliberate Practice"
"c107M01N09","Traditional clinical teaching relying on 2D imaging","Traditional Human-central Practice","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Traditional clinical teaching has typically relied on cadaver dissection or 2D imaging.","Not mentioned","Page 2","THR03","Deliberate Practice"
"c107M02N17","Cadaver dissection","Traditional Human-central Practice","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Traditional clinical teaching has typically relied on cadaver dissection.","Non-digital dissection of human cadavers for anatomy teaching.","Page 2, Introduction","THR03","Deliberate Practice"
"c107M02N18","2D imaging study","Traditional Human-central Practice","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Traditional clinical teaching has typically relied on 2D imaging.","Study of CT/MRI images on 2D screens.","Page 2, Introduction","THR03","Deliberate Practice"
"c107M02N19","Anatomical atlases study","Traditional Human-central Practice","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Traditional methods include anatomical atlases.","Study of printed or digital anatomical atlases.","Page 2, Introduction","THR03","Deliberate Practice"
"c108M01N05","Face-to-face training","Traditional Human-central Practice","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","MOOCs have been perceived as an innovative method enabling useful and effective online learning compared to face-to-face training.","Traditional classroom-bound instruction requiring synchronous human presence at a physical venue.","Page 2, Massive Open Online Courses","THR07","Mentoring"
"c108M02N17","Face-to-face continuing education","Traditional Human-central Practice","I","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","Traditional teaching models [are] often complemented by e‑learning…in‑class barriers","Not mentioned","Page 2, Background","THR07","Mentoring"
"c109M01N05","Pamphlets","Traditional Human-central Practice","E","The Interactive Use Of Augmented Reality For Educating The Elderly On Common Age-Related Eye Disease","The mainstream pedagogical methods involve utilizing pamphlets and governmental promotions to raise general awareness.","Static, non-digital text-based printed distribution media.","Page 2, Line 48","THR03","Deliberate Practice"
"c109M02N06","Governmental promotions","Traditional Human-central Practice","E","The Interactive Use Of Augmented Reality For Educating The Elderly On Common Age-Related Eye Disease","governmental promotions","Not mentioned","Page 2, Background","THR03","Deliberate Practice"
