sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"OD04","Time, Workload & Operational Scheduling","c120M02N21","Real-time Requirements","...the SPRM fulfills the real-time requirements for online dynamic scheduling.","OD04","Time, Workload & Operational Scheduling"
"OD02","Strategic Leadership & Sponsorship","c121M01N18","corporate commitment to circular-economy innovation goals","Circular innovation orientation significantly strengthens the positive effect of generative capability on iterative innovation.","OD02","Strategic Leadership & Sponsorship"
"OD06","Culture, Trust & Relational Climate","c121M02N24","Corporate culture","The circular innovation orientation can shape the cultural atmosphere and establishing institutional guarantees.","OD06","Culture, Trust & Relational Climate"
"OD08","Organizational Structure & Process Design","c121M02N25","Organizational routines","Generative capability can be viewed as a higher-order capability grounded in organizational routines.","OD08","Organizational Structure & Process Design"
"OD02","Strategic Leadership & Sponsorship","c121M02N26","Management decision preferences","Firms with a strong circular innovation orientation can increase organizational members' awareness of circularity-related knowledge through measures such as vision statements and management decision preferences.","OD02","Strategic Leadership & Sponsorship"
"OD06","Culture, Trust & Relational Climate","c121M02N27","Fault-tolerance mechanism","By signaling long-termism, the circular innovation orientation provides a fault-tolerance mechanism for circular innovation and encourages exploratory iterations supported by generative capability.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c122M01N26","Organisational Readiness","Organisational Readiness had a significant positive effect on Metaverse-Enabled Knowledge Collaboration.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c122M01N27","User Trust","User Trust had a significant positive effect on Metaverse-Enabled Knowledge Collaboration.","OD06","Culture, Trust & Relational Climate"
"OD05","Human Capacity, Roles & Participation","c122M01N28","Digital Literacy","Digital Literacy significantly strengthened the effects of collaboration on knowledge sharing, acquisition, and application.","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c124M01N23","mechanical-maintenance absorptive capacity","Absorptive capacity significantly mediates the relationship between digital-twin maintenance and operational resilience.","OD05","Human Capacity, Roles & Participation"
"OD06","Culture, Trust & Relational Climate","c124M02N32","Organizational Learning Capabilities","Internal capabilities for continuous learning and knowledge acquisition","OD06","Culture, Trust & Relational Climate"
"OD08","Organizational Structure & Process Design","c124M02N33","Knowledge Sharing Routines","Established organizational practices for sharing knowledge among members","OD08","Organizational Structure & Process Design"
"OD05","Human Capacity, Roles & Participation","c124M02N34","Training Programs","Structured programs to develop maintenance team capabilities","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c124M02N36","Cross-functional Collaboration","Collaboration across different functional areas","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c125M01N32","collaboration between the University of Alberta and the Tecnológico de Monterrey","The common learning platform was developed through collaboration between the two universities.","OD05","Human Capacity, Roles & Participation"
"OD05","Human Capacity, Roles & Participation","c125M01N33","advanced level of electronics","Some participants found the IoT activity difficult without an advanced level of electronics.","OD05","Human Capacity, Roles & Participation"
"OD02","Strategic Leadership & Sponsorship","c125M02N23","Management buy-in","small manufacturing businesses must equip themselves with the latest smart manufacturing technologies as well as digital skills in their workforce","OD02","Strategic Leadership & Sponsorship"
"OD06","Culture, Trust & Relational Climate","c125M02N24","Organizational culture","the maturity scan assesses a manufacturing business in five categories: (i) strategy, structure, and organisational culture","OD06","Culture, Trust & Relational Climate"
"OD04","Time, Workload & Operational Scheduling","c125M02N25","Dedicated training time","workshop was a two-day hands-on workshop","OD04","Time, Workload & Operational Scheduling"
"OD03","Financial, Technical & Information Resources","c125M02N26","Financial resources","PiTech Academy curriculum has been meticulously designed to accommodate small manufacturing businesses' unique technological needs and financial and human resources constraints","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c126M01N25","organizational capacity to adapt to and learn from blockchain technology","Successful BT implementation depends on the organization's ability to adapt to and learn from the technology.","OD06","Culture, Trust & Relational Climate"
"OD03","Financial, Technical & Information Resources","c126M01N27","organizational investment in blockchain technology during the previous year","Only firms affirmatively reporting investment in BT during the previous year were retained in the adopted-BT sample.","OD03","Financial, Technical & Information Resources"
"OD05","Human Capacity, Roles & Participation","c126M01N28","availability of blockchain implementation support","Eligible firms had either a dedicated R&D team or external supplier partners providing BT support.","OD05","Human Capacity, Roles & Participation"
"OD03","Financial, Technical & Information Resources","c126M02N19","Organizational Memory","As knowledge and experiences related to BT are documented and stored, they become part of the firm's collective intelligence","OD03","Financial, Technical & Information Resources"
"OD05","Human Capacity, Roles & Participation","c126M02N20","Cross-departmental Collaboration","When internal knowledge is effectively integrated, it facilitates collaboration and communication among different teams and departments","OD05","Human Capacity, Roles & Participation"
