sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TE06","Security, Privacy, and Trustworthy Technologies","c221M02N30","Identity Recipe Model Card NFT smart contracts","Four main smart contracts: Identity, Recipe, Model Card, and NFT contracts","TE06","Security, Privacy, and Trustworthy Technologies"
"TE06","Security, Privacy, and Trustworthy Technologies","c221M02N31","W-528 NFT token schema for recipes","Custom NFT schema known as 'w-528,' customized to represent recipe data as NFT objects","TE06","Security, Privacy, and Trustworthy Technologies"
"TE06","Security, Privacy, and Trustworthy Technologies","c221M02N32","Self-Sovereign Identity digital framework","SSI-enabled mobile wallets for secure interactions","TE06","Security, Privacy, and Trustworthy Technologies"
"TE06","Security, Privacy, and Trustworthy Technologies","c221M02N33","SSI-enabled mobile wallet application","SSI-enabled mobile wallets, which safeguard their personal information","TE06","Security, Privacy, and Trustworthy Technologies"
"TE04","Data, Information, and Knowledge Systems","c222M01N22","Doccano","Doccano was used for manual annotation of selected papers.","TE04","Data, Information, and Knowledge Systems"
"TE01","Artificial Intelligence and Intelligent Computation","c222M01N23","BioBERT-base-cased-v1.2","BioBERT-base-cased-v1.2 was selected and trained for entity and relationship recognition.","TE01","Artificial Intelligence and Intelligent Computation"
"TE04","Data, Information, and Knowledge Systems","c222M01N24","Neo4j","Neo4j stores and queries the entity-relationship structure of the knowledge graph.","TE04","Data, Information, and Knowledge Systems"
"TE01","Artificial Intelligence and Intelligent Computation","c222M01N25","ChatGLM3–6B","ChatGLM3–6B processes retrieved graph information and generates the natural-language response.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c222M01N26","LangChain conversational agent","A LangChain conversational agent mediates interaction between users and ChatGLM3–6B.","TE01","Artificial Intelligence and Intelligent Computation"
"TE04","Data, Information, and Knowledge Systems","c222M01N27","Lucene full-text index","Lucene-based full-text indexing retrieves relevant entities and associated triples.","TE04","Data, Information, and Knowledge Systems"
"TE04","Data, Information, and Knowledge Systems","c222M01N28","Neo4j vector indexing","Neo4j vector indexing was used to implement vector-similarity search for KGQA.","TE04","Data, Information, and Knowledge Systems"
"TE01","Artificial Intelligence and Intelligent Computation","c222M02N22","ChatGLM3-6B Large Language Model","ChatGLM3-6B is a publicly available model within the ChatGLM3 series","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c222M02N23","LangChain LLM Agent Framework","LangChain is a language model-based application development framework that supports the development of several types of agents","TE01","Artificial Intelligence and Intelligent Computation"
"TE04","Data, Information, and Knowledge Systems","c222M02N24","Cypher Query Language for Neo4j","Cypher (the query language utilized by Neo4j)","TE04","Data, Information, and Knowledge Systems"
"TE04","Data, Information, and Knowledge Systems","c222M02N25","Lucene Full-Text Search Engine Library","Lucene is a high-performance full-text search engine library","TE04","Data, Information, and Knowledge Systems"
"TE07","Mobile, Social and Communication Technologies","c224M01N16","NAU e-learning platform","The MOOC was made available on NAU, an e-learning platform administered by FCCN of FCT.","TE07","Mobile, Social and Communication Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c224M01N18","multimedia resources","The MOOC incorporated multimedia resources, including videos.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c224M01N19","mobile devices","The paper defines m-learning as access to educational content through mobile devices regardless of time and location.","TE07","Mobile, Social and Communication Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c224M02N14","Gamification Elements","Integrating virtual simulation and gamification boosted motivation and reduced drop-out rates.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c224M02N15","COPD Multimedia Educational Resources","Each lesson includes a theoretical overview of the topic, one or more supporting videos (lasting about 5.06 min) and bibliographical references.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c225M01N19","mobile devices","The paper defines m-learning as access to educational content through mobile devices regardless of time and location.","TE07","Mobile, Social and Communication Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c225M02N20","Augmented Reality (AR) simulation software for disaster training","""augmented reality has garnered significant attention as a technology utilised in disaster management""","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c225M02N21","QR-code-triggered marker-based AR tracking system for 3D model overlays","""marker-based augmented reality is applied due to its higher accuracy, lower complexity, and logical features""","TE02","Human–Computer Interaction and Immersive Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c225M02N22","QR code visual markers for AR scene activation","""requires the camera to scan the QR code to display the three-dimensional (3D) model above it""","TE05","Imaging, Sensing, and Perception Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c225M02N23","3D environmental and casualty models rendered via Unreal Engine","""AR features of 3D models from the Unreal Engine software""","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c225M02N24","Unreal Engine 3D asset creation and rendering software","""3D models from the Unreal Engine software""","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c225M02N25","Android-based mobile smartphones for AR application deployment","""AR application has been tested on mobile phones and tablets that use Android software""","TE07","Mobile, Social and Communication Technologies"
"TE07","Mobile, Social and Communication Technologies","c225M02N27","Multiplayer synchronization system enabling real-time cross-device interaction","""this project adopted a multiplayer system that synchronised all players' devices to provide real-time interaction in all scenes""","TE07","Mobile, Social and Communication Technologies"
"TE04","Data, Information, and Knowledge Systems","c227M01N19","electronic medical records","Registry data were normally extracted automatically from electronic medical records.","TE04","Data, Information, and Knowledge Systems"
"TE02","Human–Computer Interaction and Immersive Technologies","c227M01N20","report generator interface","The interface showed numbers of waiting patients by queue, waiting duration, and registered reason.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c227M01N21","web browsers","Aggregated Registry information was displayed through digital interfaces searchable through web browsers.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE04","Data, Information, and Knowledge Systems","c227M01N22","local data files","Care units entered wait-time data and additional variables into their own local data files.","TE04","Data, Information, and Knowledge Systems"
"TE04","Data, Information, and Knowledge Systems","c227M02N27","Registry software platform","The case concerned the (non)use of the digital wait time registry (hereafter 'the Registry') implemented in the Stockholm Region.","TE04","Data, Information, and Knowledge Systems"
