"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c102M02N05","Standardized Baduanjin animation asset library","Explicit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","A complete Baduanjin animation asset library was constructed based on authoritative movement references. Each of the eight traditional routines was analyzed and segmented into semantically meaningful keyframes","Repository of 3D keyframe animations for all eight Baduanjin movements, manually created using Cascadeur","Section 3.4","EK03","Medical Models, Digital Images & Technical Workflows"
"c102M02N06","Movement semantics and voice commands mapping","Explicit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","Unified mapping of standard movement keyframes, movement semantics and voice commands","Codified linkages between movement names, animation clips, and verbal instructions","Section 1","EK03","Medical Models, Digital Images & Technical Workflows"
"c102M02N07","DTW distance thresholds and scoring metrics","Explicit Knowledge","E","Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training","D_min ≤ δ1 ⇒ Good; δ1 < D_min ≤ δ2 ⇒ Pass; D_min > δ2 ⇒ Fail. Score = α·(1−D̂)+β·QuizAcc+γ·NPCInteract","Quantitative criteria for motion quality classification and composite rehabilitation scoring","Section 3.3.2, 3.3.5","EK04","Assessment Tools, Metrics & Algorithms"
"c103M01N01","Robot Knowledge / Process Steps","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","For Knowing the manufacturing steps, cards with the steps were placed in the correct order.","16 distinct process steps printed on cards representing the robot workflow.","Page 1, Page 2","EK03","Medical Models, Digital Images & Technical Workflows"
"c103M01N02","Criteria for Robot Use / Compound Specificities","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","For Knowing the criteria for using the robot, teams guessed whether certain compounds could be used with the robot.","Stability, viscosity, and usual dosage constraints governing which compounds fit the robot.","Page 1, Page 2","EK02","Educational Content, Lecture Scripts & Media Assets"
"c103M01N03","Production Error Protocols","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","For Knowing how to handle production errors, the answer to each error (taken from real-life issues) was selected from four options.","Troubleshooting rules derived from six real-world problematic robotic run situations.","Page 1, Page 2","EK01","Clinical Guidelines, Frameworks & Standards"
"c103M01N04","Institutional Internal Procedures","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","participants read the institution's internal procedures about working with the robot","Written standard operating guidelines concerning robotic cleanroom operations.","Page 2","EK01","Clinical Guidelines, Frameworks & Standards"
"c103M02N05","Video about robot","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","Participants watched a video about the robot at least one week before the training program.","A recorded demonstration of the robot (hosted on DailyMotion).","Page 2, 'preparatory work'","EK02","Educational Content, Lecture Scripts & Media Assets"
"c103M02N06","Questionnaire on robot knowledge","Explicit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","This survey of 10 questions scored from 0-24 examined operators' knowledge about the robot itself and our hospital's process for using it.","A standardized test with 10 items covering robot features and usage steps.","Page 4, 'To evaluate level 2'","EK04","Assessment Tools, Metrics & Algorithms"
"c104M01N01","Standardized written education materials","Explicit Knowledge","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","Traditional methods of patient education primarily rely on verbal explanations and standardized written materials.","Standard manuals compiled by the hospital containing disease knowledge and treatment plans.","Page 2, Page 4","EK02","Educational Content, Lecture Scripts & Media Assets"
"c104M02N01","Standardized health education content","Explicit Knowledge","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","The traditional education group received the hospital's current standardized patient education, including verbal education by medical staff and standardized written education materials.","Standardized educational materials covering disease knowledge, treatment plans, precautions, and lifestyle guidance.","Page 4, Intervention Measures","EK02","Educational Content, Lecture Scripts & Media Assets"
"c104M02N02","Personalized health education content","Explicit Knowledge","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","Medical professionals then formulated personalized education content based on standard education content and the patient's specific situation.","Tailored version of the standard content, adapted to patient's education level, occupation, and concerns.","Page 4, Intervention Measures","EK02","Educational Content, Lecture Scripts & Media Assets"
"c105M01N01","Clinical practice guidelines","Explicit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","Clinical practice guidelines recommend physical exercise, patient education, and body weight control as core management options for people with KOA.","Systematically developed statements to assist practitioner decisions about appropriate health care for specific clinical circumstances.","PAGE 1","EK01","Clinical Guidelines, Frameworks & Standards"
"c105M01N02","Knowledge about KOA management","Explicit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","The course includes content about OA, pain management, strengthening exercise and physical activity.","Codified information regarding knee osteoarthritis management delivered via text, notebooks, and infographics.","PAGE 2","EK02","Educational Content, Lecture Scripts & Media Assets"
"c105M02N03","PEAK-PT course content","Explicit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","The PEAK-PT e-learning course includes content about OA, pain management, strengthening exercise and physical activity (Jorge et al. 2021)","Structured educational material delivered via the e-learning platform","Page 2","EK02","Educational Content, Lecture Scripts & Media Assets"
"c105M02N05","Exercise prescription protocols","Explicit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","Specific components of the PEAK-PT programme (patient education, strength exercises and physical activity plan)","Rule-based instructions for prescribing therapeutic exercise","Page 2","EK01","Clinical Guidelines, Frameworks & Standards"
"c106M01N10","DigComp 2.2 Framework","Explicit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","a self-administered questionnaire based on...three key areas of the DigComp 2.2 framework","Standardized reference data structure classifying digital competence domains","PAGE 4, Line 111","EK01","Clinical Guidelines, Frameworks & Standards"
"c106M01N11","Technology Acceptance Model","Explicit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","a self-administered questionnaire based on the technology acceptance model","Metrics framework evaluating user perceived usefulness and technical ease of use","PAGE 4, Line 111","EK01","Clinical Guidelines, Frameworks & Standards"
"c107M01N01","Thoracic surgery knowledge","Explicit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The test focused on thoracic surgery knowledge including fill-in-the-blank, image recognition, and multiple-choice questions.","Not mentioned","Page 4","EK02","Educational Content, Lecture Scripts & Media Assets"
"c107M01N02","Foundational medical and clinical knowledge","Explicit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Inclusion criteria included completion of basic medical courses like Human Anatomy and Physiology and clinical courses like Surgery.","Not mentioned","Page 2","EK02","Educational Content, Lecture Scripts & Media Assets"
"c107M02N01","Anatomical knowledge","Explicit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The course covered lung anatomy, specifically segmental and subsegmental divisions.","Knowledge of lung anatomy, segmental and subsegmental divisions.","Page 3, Teaching intervention","EK02","Educational Content, Lecture Scripts & Media Assets"
"c107M02N02","Safe margin knowledge","Explicit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The course covered knowledge of safe margins for early-stage lung cancer.","Knowledge of safe margins for early-stage lung cancer.","Page 3, Teaching intervention","EK02","Educational Content, Lecture Scripts & Media Assets"
"c107M02N07","CT scan images","Explicit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Lung CT scan images were imported into Mimics 23.0 software in DICOM format for initial 3D reconstruction.","DICOM-format CT scan images of the patient's lung.","Page 3, 3D reconstruction and model 3D printing","EK03","Medical Models, Digital Images & Technical Workflows"
"c107M02N08","STL file","Explicit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The generated STL file of the 3DV model was then imported into Voxel Dance Additive 3.0 preprocessing software.","STL file of the 3D model for printing.","Page 3, 3D reconstruction and model 3D printing","EK03","Medical Models, Digital Images & Technical Workflows"
"c108M01N01","Knowledge of COPD self-management","Explicit Knowledge","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","This study aimed to evaluate the effectiveness of m-learning in nurses' knowledge retention of chronic obstructive pulmonary disease self-management.","Technical and clinical guidelines detailing chronic obstructive pulmonary disease intervention steps.","Page 1, Objective","EK01","Clinical Guidelines, Frameworks & Standards"
"c108M02N02","Multiple-choice assessment items","Explicit Knowledge","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","The level of knowledge was assessed using a set of items, including 29 multiple‑choice questions","Not mentioned","Page 3, Data Collection","EK04","Assessment Tools, Metrics & Algorithms"
"c108M02N03","True/false assessment items","Explicit Knowledge","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","24 true or false statements, on the clinical area of COPD","Not mentioned","Page 3, Data Collection","EK04","Assessment Tools, Metrics & Algorithms"
"c108M02N04","GOLD guidelines","Explicit Knowledge","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","The development of the MOOC was supported by the theme of self‑management of COPD, considering…the Global Initiative for Chronic Obstructive Lung Disease (GOLD)","GOLD is the Global Initiative for Chronic Obstructive Lung Disease","Page 3, Intervention","EK01","Clinical Guidelines, Frameworks & Standards"
"c109M01N01","Knowledge of visual symptoms of age-related eye diseases","Explicit Knowledge","E","The Interactive Use Of Augmented Reality For Educating The Elderly On Common Age-Related Eye Disease","The tests consisted of questions related to the symptoms of the four eye diseases included in the study.","Factual medical indicators and pathophysiology definitions of AMD, cataract, glaucoma, and DR.","Page 5, Line 152-153","EK02","Educational Content, Lecture Scripts & Media Assets"
