sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"KH05","Scientific, Engineering, and Technical Professionals","c218M02N26","Radiologists","most working in the fields of...radiology (6.5%, n = 10)","KH05","Scientific, Engineering, and Technical Professionals"
"KH06","Domain Experts and Expert Reviewers","c219M01N15","two domain experts (internal medicine nursing educators)","Extracted knowledge was manually verified by two domain experts identified as internal medicine nursing educators; expert input also supported iterative refinement.","KH06","Domain Experts and Expert Reviewers"
"KH06","Domain Experts and Expert Reviewers","c219M02N15","Internal medicine nursing educators","The extracted knowledge was manually verified by two domain experts (internal medicine nursing educators) for relevance and accuracy against the curriculum syllabus, with discrepancies resolved through discussion","KH06","Domain Experts and Expert Reviewers"
"KH05","Scientific, Engineering, and Technical Professionals","c219M02N16","Information technology specialists","Its development followed an iterative testing protocol: an alpha version was evaluated by information technology specialists to address technical issues, with each module undergoing 10-20 test cycles to ensure functional reliability","KH05","Scientific, Engineering, and Technical Professionals"
"KH14","Organizational and Inter-organizational Collectives","c219M02N17","Multidisciplinary team","As shown in Figure 2, the user interface of the KG-DTPNursing platform (Figure 2) was designed by a multidisciplinary team","KH14","Organizational and Inter-organizational Collectives"
"KH05","Scientific, Engineering, and Technical Professionals","c221M01N08","Translators of ancient traditional medicine texts","Translators convert ancient medical texts into English, and the implementation reports that the manuscript content was expertly translated.","KH05","Scientific, Engineering, and Technical Professionals"
"KH01","Community and Cultural Knowledge Custodians","c221M02N09","Traditional medicine practitioners","Doctors provide traditional medical knowledge and prescriptions, derived from ancient texts","KH01","Community and Cultural Knowledge Custodians"
"KH01","Community and Cultural Knowledge Custodians","c221M02N11","Medicinal recipe contributors","Medicine providers contribute medicinal recipes","KH01","Community and Cultural Knowledge Custodians"
"KH02","Skilled Trades and Craft Practitioners","c221M02N12","Specialized traditional medicine manufacturers","Manufacturers produce specialized medicinal products","KH02","Skilled Trades and Craft Practitioners"
"KH01","Community and Cultural Knowledge Custodians","c221M02N13","Therapy and healing practitioners","Therapists, all committed to preserving and advancing traditional healing practices","KH01","Community and Cultural Knowledge Custodians"
"KH10","Researchers, Analysts, and Knowledge Developers","c222M01N12","osteosarcoma literature annotators","Approximately 400 papers were manually annotated, and the paper later discusses the efforts of the annotators.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH11","Educators, Trainers, and Mentors","c224M01N09","experts who developed the training content","The assessment items were determined by the experts who developed the contents of the training program.","KH11","Educators, Trainers, and Mentors"
"KH06","Domain Experts and Expert Reviewers","c224M01N10","experts who validated the assessment items","The assessment items were validated by a group of experts in the field of the training program.","KH06","Domain Experts and Expert Reviewers"
"KH03","Frontline and Operational Practitioners","c224M02N04","Hospital Medicine Department Nurses","This study included 168 nurses from the medicine department of a hospital in northern Portugal.","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c224M02N05","Postgraduate Master's Prepared Nurses","Nurses with a master's degree exhibited a higher level of basic knowledge... mean initial assessment scores of 69.15 (SD 12.77).","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c224M02N06","Undergraduate Bachelor's Prepared Nurses","Those with a bachelor's degree had a mean score of 62.52 (SD 13.62; t143 = -2.037, P = .02).","KH03","Frontline and Operational Practitioners"
"KH11","Educators, Trainers, and Mentors","c225M01N09","experts who developed the training content","The assessment items were determined by the experts who developed the contents of the training program.","KH11","Educators, Trainers, and Mentors"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c225M02N09","Royal Malaysia Police (PDRM) disaster field operations team","""five leading agencies, including the PDRM (Royal Malaysian Police)""","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c225M02N10","Fire and Rescue Department of Malaysia (JBPM) emergency response unit","""JBPM (Fire and Rescue Department of Malaysia)""","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c225M02N11","Malaysian Civil Defence Force (APM) disaster relief squad","""APM (Malaysian Civil Defence Force)""","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c225M02N12","Ministry of Health Malaysia (KKM) medical emergency response team","""KKM (Ministry of Health Malaysia)""","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c225M02N13","National Disaster Management Agency (NADMA) coordination and planning department","""NADMA [2, 3]""","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH14","Organizational and Inter-organizational Collectives","c227M01N08","Unit for development","The Unit for development was responsible for internal infrastructure such as the Registry and had full administrative access.","KH14","Organizational and Inter-organizational Collectives"
"KH13","Commercial and Value-Chain Professionals","c227M01N09","Contract administrators","Contract administrators negotiated standards, received monthly reports, and were expected to notice divergences and enforce compliance.","KH13","Commercial and Value-Chain Professionals"
"KH07","Operational, Project, and Middle Managers","c227M01N10","Care managers","Care managers managed care personnel, received reports, and could request direct Registry access.","KH07","Operational, Project, and Middle Managers"
"KH03","Frontline and Operational Practitioners","c227M01N11","Care personnel","Care personnel provided scheduled care and reported information through clinical systems, although they were generally unaware of comparative wait times.","KH03","Frontline and Operational Practitioners"
"KH09","Public Authorities, Regulators, and Standard-Setting Bodies","c227M02N14","Compliance monitoring officers","Compliance managers were to judge on a case-by-case basis... compliance officers struggled to assess whether 80% was a reasonable cutoff for intervention.","KH09","Public Authorities, Regulators, and Standard-Setting Bodies"
"KH03","Frontline and Operational Practitioners","c227M02N16","Care guarantee support unit staff","The care guarantee unit, i.e., the unit responsible for informing and assisting patients in receiving care within the stipulated wait time guarantee.","KH03","Frontline and Operational Practitioners"
