"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c103M02N08","Motivation to use robot","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","Motivation was assessed on a 0-to-100 scale before, after, and at 6 months.","The psychological drive and willingness to operate the robot.","Page 4, 'two additional questions'","TK10","Cognitive others"
"c103M02N10","Know-how to manage robot","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","The general goal was 'helping them acquiring the competencies to manage the robot'.","Practical skill and understanding to operate and troubleshoot the robot.","Page 2, 'General goals'","TK04","Somatic operational know-how"
"c103M02N11","Ability to reconstitute powder","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","Operators experienced the difference between reconstituting a powder and using liquid chemotherapy.","Hands-on skill of adding solvent to a powder to put it into suspension and injecting it into a bag.","Page 2-3, 'practical part'","TK02","Somatic procedural know-how"
"c103M02N12","Ability to use liquid chemotherapy","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","Operators experienced the difference between reconstituting a powder and using liquid chemotherapy.","Skill of directly using a liquid chemotherapy drug in the robot preparation process.","Page 2-3, 'practical part'","TK02","Somatic procedural know-how"
"c103M02N14","Spatial awareness of carousel and rack placement","Tacit Knowledge","E","Game-based learning as training to use a chemotherapy preparation robot","The questionnaire asks: 'I can place my syringes anywhere on the carousel. True or False?' and similarly for vials/bags.","Knowledge of correct physical placement of syringes, vials, and bags on the robot's carousel and rack.","Appendix 4","TK04","Somatic operational know-how"
"c104M01N02","Disease knowledge and precautions","Tacit Knowledge","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","Verbal education included disease knowledge, treatment plans, precautions, and lifestyle guidance.","Internalized patient understanding regarding clinical status and self-care instructions.","Page 4","TK10","Cognitive others"
"c104M01N02a","Treatment adherence behaviors","Tacit Knowledge","E","Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial","Secondary outcomes included knowledge retention, education satisfaction, and treatment adherence.","The patient's execution of drug treatments, lifestyle adjustments, and clinical reviews.","Page 1, Page 5","TK02","Somatic procedural know-how"
"c105M01N03","Clinical confidence to prescribe physical exercise and health education","Tacit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","Participants reported that the course increased their safety and confidence to prescribe physical exercise and health education.","The individual uncodified self-efficacy belief and professional clinical skill capacity of a physical therapist.","PAGE 5","TK10","Cognitive others"
"c105M01N06","Hands-on contact","Tacit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","approaching the patient without the need for a direct [hands-on] contact with the physiotherapist","Traditional clinical operational routine emphasizing manual physical manipulation.","PAGE 5","TK02","Somatic procedural know-how"
"c105M02N08","Telehealth delivery skills","Tacit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","in relation to telehealth, it was what impacted me the most, because I had never had that experience, right?","Hands-on know-how for delivering care via video conferencing","Page 5","TK04","Somatic operational know-how"
"c105M02N09","Knowledge transmission capability","Tacit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","the part with the health education was the most impressive for me","Individual's ability to teach and explain information to patients","Page 5","TK10","Cognitive others"
"c105M02N10","Ability to translate knowledge to practice","Tacit Knowledge","E","Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course","my expectations during the training really helped me gain more confidence in...","Practical application skill for implementing learned content into clinical work","Page 5-6","TK09","Cognitive situational problem-solving"
"c106M01N03","Analogical Thinking towards Concepts","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","Older adults showed analogical thinking towards concepts like database and file.","Pre-existing cognitive association patterns used to grasp abstract technology terms","PAGE 6, Line 155","TK07","Cognitive decision rules"
"c106M01N04","Digital Competence in Information and Data Literacy","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","acquisition of new digital competences in the dimensions of information and data literacy","The ability to search, process, and check facts using digital tools","PAGE 1, Line 16","TK09","Cognitive situational problem-solving"
"c106M01N05","Digital Competence in Communication and Collaboration","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","competences in the dimensions of...communication and collaboration","The ability to interact and cooperate with family and peers online","PAGE 1, Line 16","TK11","Collective teamwork know-how"
"c106M01N06","Digital Competence in Safety","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","competences in the dimensions of...safety; and maintaining one's health","The ability to protect physical and emotional well-being using ICT","PAGE 1, Line 16-17","TK10","Cognitive others"
"c106M01N07","Mouse Skills","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","These sessions aimed to improve participants' mouse skills...precise mouse movements","The fine motor capability required to click, drag, and move an on-screen cursor","PAGE 5, Line 143","TK02","Somatic procedural know-how"
"c106M01N08","Keyboard Skills","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","This session aimed to enhance participants' keyboard skills","The manual capability to locate layout characters and type information","PAGE 5, Line 143","TK02","Somatic procedural know-how"
"c106M01N09","Spatial Orientation Ability","Tacit Knowledge","E","Assessing Older Adults' Perspectives On Digital Game-Related Strategies To Foster Active And Healthy Ageing","evaluating their spatial orientation ability.","Cognitive dexterity required to organize geometrical structures in real-time","PAGE 5, Line 143","TK09","Cognitive situational problem-solving"
"c107M01N03","Understanding of vascular spatial relationships","Tacit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The 3DP group demonstrated superiority in the ease of knowledge acquisition and understanding of vascular spatial relationships.","Not mentioned","Page 1","TK09","Cognitive situational problem-solving"
"c107M01N04","Sub-lobectomy strategies","Tacit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The multiple-choice questions addressed deeper understanding of safe margins, variant vascular anatomy, and sub-lobectomy strategies.","Not mentioned","Page 6","TK06","Cognitive expert judgment"
"c107M01N05","Spatial cognition and comprehensive analytical skills","Tacit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Highly realistic 3D models in more challenging clinical scenarios may help students develop a deeper spatial cognition.","Not mentioned","Page 6","TK09","Cognitive situational problem-solving"
"c107M02N10","Spatial understanding of anatomical structures","Tacit Knowledge","I","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The 3DP model significantly improved comprehension of complex anatomical relationships.","Tacit spatial cognition of lung anatomy.","Page 6, Discussion","TK09","Cognitive situational problem-solving"
"c107M02N11","Surgical skills for thoracoscopic sublobar resection","Tacit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The study evaluates the educational efficacy of a 3DP lung cancer model in teaching thoracoscopic sublobar resection.","Procedural know-how for performing sublobar resection.","Page 1, Background","TK02","Somatic procedural know-how"
"c107M02N12","Ability to identify lung segment range influenced by safety margin","Tacit Knowledge","E","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","Questionnaire assessed 'Identification of the lung segment range affected by the safety margin'.","Tacit ability to recognize resection boundaries based on safe margin.","Page 4, Statistical analysis; Table 5","TK08","Cognitive clinical know-how"
"c107M02N13","Ability to distinguish vessels/bronchi to resect or preserve","Tacit Knowledge","I","From Virtual To Reality: Application Of A Novel 3D Printing Hollow Model For Early-Stage Lung Cancer In The Clinical Teaching Of Thoracoscopic Sublobar Resection","The model addressed teaching challenges associated with identifying which vessels and bronchi to resect or preserve during sublobar resection.","Tacit decision-making skill for vessel/bronchus management.","Page 5, Discussion","TK08","Cognitive clinical know-how"
"c108M01N02","Clinical decision-making","Tacit Knowledge","E","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","In module 13, each participant was able to practice clinical decision-making through four clinical scenarios.","Uncodified hands-on diagnostic intuition and situational problem-solving workflows applied live by medical personnel.","Page 3, Intervention","TK08","Cognitive clinical know-how"
"c108M02N09","Complex situation management skills","Tacit Knowledge","I","Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study","The second study cycle facilitates…equips nurses with the ability to manage complex situations, such as empowering patients to self‑manage chronic conditions","Not mentioned","Page 5, Discussion","TK09","Cognitive situational problem-solving"
"c109M01N02","Empathy towards visually impaired patients' daily challenges","Tacit Knowledge","E","The Interactive Use Of Augmented Reality For Educating The Elderly On Common Age-Related Eye Disease","Beyond knowledge acquisition, the AR intervention was found effective in cultivating a high level of empathy.","The interactive, uncodified understand-how of daily functional struggles faced by visually impaired individuals.","Page 7, Line 215-216","TK10","Cognitive others"
"c109M02N02","First-hand perception of visual symptoms","Tacit Knowledge","E","The Interactive Use Of Augmented Reality For Educating The Elderly On Common Age-Related Eye Disease","first-hand perception of symptoms of disorders","Not mentioned","Page 2, Background","TK01","Somatic experiential know-how"
