sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TK10","Shared Professional Norms and Standards of Judgment","c211M02N04","Physicians' clinical diagnostic reasoning","Contributing knowledge allows physicians to systematize clinical insights, articulate diagnostic reasoning, and refine therapeutic approaches","TK10","Shared Professional Norms and Standards of Judgment"
"TK02","Knowledge Conveyed Through Examples or Demonstration","c211M02N05","Physicians' clinical judgment","Physicians can enhance their judgment in ethical conflicts within these online communities by studying other physicians' cases","TK02","Knowledge Conveyed Through Examples or Demonstration"
"TK13","AmbiguousTacit Knowledge(*)","c211M02N06","Physicians' clinical therapeutic approaches","Contributing knowledge allows physicians to refine therapeutic approaches","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c212M01N04","Moral behavior","Moral behavior is described as actions and decisions based on bioethical principles; it was an evaluated training outcome.","TK10","Shared Professional Norms and Standards of Judgment"
"TK13","AmbiguousTacit Knowledge(*)","c212M01N05","Self-efficacy","Self-efficacy was measured as students' confidence in achieving goals and managing professional tasks.","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c212M01N06","Ethical decision-making skills","Virtual medical situations required ethical decision-making, and the moral-behavior test included situational tasks evaluating such decisions.","TK10","Shared Professional Norms and Standards of Judgment"
"TK13","AmbiguousTacit Knowledge(*)","c212M01N07","Critical thinking skills","The system was described as fostering critical thinking through active decisions and analysis of consequences.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c212M01N08","Problem-solving skills","AI entities could possess problem-solving capabilities, and the learning system was described as developing problem-solving competence.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c212M02N07","Professional self-efficacy beliefs","Self-efficacy refers to an individual's confidence in their ability to achieve set goals and effectively manage professional tasks. A high level of self-efficacy among healthcare workers is associated with better professional performance, job satisfaction, and reduced occupational burnout.","TK13","AmbiguousTacit Knowledge(*)"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c212M02N08","Clinical communication skills","Psychological difficulties in interactions with patients or their representatives were identified as a significant and frequent issue. The effectiveness of treatment depends on psychological atmosphere created during interactions between physician and patient.","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK13","AmbiguousTacit Knowledge(*)","c212M02N09","Stress coping strategies","The study explored factors that facilitate or hinder professional self-realization among medical workers and strategies they employ to manage professional stress. Professional conflicts lead to a decrease in effectiveness of treatment.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c212M02N10","Professional self-actualization capacity","The research identified factors that both facilitate and hinder professional self-realization: issues with colleague relationships, problems with patient interactions, colleagues' ambitions and career aspirations, psychological characteristics of certain colleagues, and complexity of labor.","TK13","AmbiguousTacit Knowledge(*)"
"TK12","Organizational Culture and Unwritten Working Practices","c213M01N46","healthcare-provider cancer diagnostic experience and clinical practices","The local cancer-learning scenario reflects each healthcare provider’s specific patient demographics and clinical practices, and the federated scenario allows providers to benefit from collective knowledge and experiences.","TK12","Organizational Culture and Unwritten Working Practices"
"TK12","Organizational Culture and Unwritten Working Practices","c213M01N47","healthcare-provider supplier-selection strategies and methodologies","The paper explains that institutions can enhance their models by learning from one another and adopting successful strategies or methodologies; the supplier case allows providers to analyze and adapt using shared model-performance insights.","TK12","Organizational Culture and Unwritten Working Practices"
"TK10","Shared Professional Norms and Standards of Judgment","c213M02N08","Clinical Decision-Making","This model is used for predictions and decision-making during the next time interval","TK10","Shared Professional Norms and Standards of Judgment"
"TK13","AmbiguousTacit Knowledge(*)","c214M01N09","operational understanding","The assessment measured comprehension of safety knowledge and functional mechanisms.","TK13","AmbiguousTacit Knowledge(*)"
"TK06","Trained Sensory and Perceptual Recognition","c214M01N10","risk identification","The assessment measured the ability to detect potential safety issues in simulated industrial contexts.","TK06","Trained Sensory and Perceptual Recognition"
"TK10","Shared Professional Norms and Standards of Judgment","c214M01N11","preventive and recovery measures","The assessment measured selection of appropriate responses or corrective actions in hazardous situations.","TK10","Shared Professional Norms and Standards of Judgment"
"TK13","AmbiguousTacit Knowledge(*)","c214M01N12","safety skills","AIVR supported acquisition and mastery of skills through interactive practice.","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c214M02N07","Operational understanding of spent fuel pool cooling system","Operational understanding: comprehension of safety knowledge and functional mechanisms","TK10","Shared Professional Norms and Standards of Judgment"
"TK06","Trained Sensory and Perceptual Recognition","c214M02N08","Risk identification ability in nuclear hazard scenarios","Risk identification: the ability to detect potential safety issues within simulated industrial contexts","TK06","Trained Sensory and Perceptual Recognition"
"TK10","Shared Professional Norms and Standards of Judgment","c214M02N09","Preventive and recovery response knowledge for nuclear incidents","Preventive and recovery measures: selection of appropriate responses or corrective actions in hazardous situations","TK10","Shared Professional Norms and Standards of Judgment"
"TK06","Trained Sensory and Perceptual Recognition","c214M02N10","Hazard awareness in nuclear power plant contexts","Many studies indicated that VR has advantages in learning of behavior compliance, hazard awareness, and operational procedures","TK06","Trained Sensory and Perceptual Recognition"
"TK08","Immediate Embodied Response to Changing Conditions","c214M02N11","Safe behavioral responses to nuclear safety threats","VR enables participants to experience scenarios that would be too hazardous to replicate in traditional on-site training, offering a risk-free platform to practice appropriate responses to unsafe situations","TK08","Immediate Embodied Response to Changing Conditions"
"TK13","AmbiguousTacit Knowledge(*)","c214M02N12","Self-efficacy in nuclear safety task execution","To assess trainees' self-efficacy levels after completing training via AIVR, traditional VR, or slides-based methods","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c214M02N13","Critical thinking ability for safety decision-making","LLMs demonstrate strengths in providing personalized content delivery, interactive feedback, and natural language-based explanations to clarify complex concepts, thereby fostering cognitive engagement and critical thinking","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c214M02N14","Contextual reasoning skill in simulated nuclear environments","Learners were presented with short-answer questions requiring contextual reasoning, decision-making, and applied understanding","TK10","Shared Professional Norms and Standards of Judgment"
"TK08","Immediate Embodied Response to Changing Conditions","c214M02N15","Real-time decision-making skill during nuclear emergencies","VR enables participants to experience scenarios that would be too hazardous to replicate in traditional on-site training, offering a risk-free platform to practice appropriate responses to unsafe situations","TK08","Immediate Embodied Response to Changing Conditions"
"TK13","AmbiguousTacit Knowledge(*)","c215M02N10","SBP-DBP pulse pressure dependence constraints","SBP and DBP are not independent but have a meaningful relationship that provides information on cardiovascular health.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c215M02N11","Intrinsic systolic-diastolic structure in BP measurements","Existing data-driven methods often overlook the intrinsic structure within BP measurements","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c215M02N12","Subject-specific averaged pulse pressure (PP) profiles","PP = Avg(Y_s - Y_d) represents the average pulse pressure for each person","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c216M01N06","opioid-overdose recognition, CPR, and naloxone-response skills","ReviveXR promoted skill acquisition in overdose response and CPR techniques.","TK05","Practised Motor and Tool-Operation Skill"
"TK06","Trained Sensory and Perceptual Recognition","c216M01N07","evaluation of overdose surroundings for drug evidence and responder hazards","Participants learned to evaluate surroundings for drug evidence and hazards such as needles and fentanyl.","TK06","Trained Sensory and Perceptual Recognition"
"TK06","Trained Sensory and Perceptual Recognition","c216M01N08","checking an overdose victim's responsiveness","Checking patient responsiveness was included among the skills learned.","TK06","Trained Sensory and Perceptual Recognition"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c216M01N09","calling 911 during an opioid-overdose response","Participants learned to contact emergency services by calling 911.","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK06","Trained Sensory and Perceptual Recognition","c216M01N10","checking an overdose victim for breathing","Checking for breathing was included in the response sequence.","TK06","Trained Sensory and Perceptual Recognition"
"TK05","Practised Motor and Tool-Operation Skill","c216M01N14","administering intranasal naloxone to an overdose victim","Trainees practiced using a real naloxone demonstration device on a virtual patient.","TK05","Practised Motor and Tool-Operation Skill"
"TK08","Immediate Embodied Response to Changing Conditions","c216M01N15","reassessing an overdose victim and repeating response steps","Participants learned to reassess the victim and repeat earlier steps when indicated.","TK08","Immediate Embodied Response to Changing Conditions"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N16","confidence in rescue breathing, chest compressions, and naloxone administration","Confidence in overdose-response activities was assessed and several measures increased after round 1.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N17","naloxone-administration learning self-efficacy","Cognitive, affective, and psychomotor learning self-efficacy was evaluated.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N18","behavioral preparedness to intervene in an opioid overdose","Qualitative feedback emphasized enhanced behavioral preparedness.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N19","ReviveXR training experiences and usability perspectives","Participants shared training experiences and perspectives through semi-structured interviews.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N69","ReviveXR 3D modeling, animation, programming, lighting, and texture-creation expertise","The doctoral student applied expertise in these development areas.","TK13","AmbiguousTacit Knowledge(*)"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c216M01N70","community overdose education and naloxone distribution experience","Some health program coordinators regularly conducted OEND in communities.","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N71","real-world naloxone overdose-intervention experience","Twenty percent of participants had intervened in an overdose using naloxone.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M01N72","real-world overdose-witnessing experience","Thirty-six percent of participants had witnessed an overdose.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M02N13","Participant confidence in rescue breathing","Confidence in performing rescue breathing increased from a mean of 3.60 to 4.60 (p < 0.001).","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M02N14","Participant confidence in chest compressions","Although confidence in performing chest compressions also improved, the change was not statistically significant (p = 0.083).","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M02N15","Participant fear of making mistakes","Participants' fear of making mistakes in overdose situations dropped significantly from a mean of 2.68 to 1.96 (p = 0.023).","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c216M02N16","Participant intent to intervene","Intent to use naloxone from 4.16 to 4.84 (p = 0.005), rescue breathing from 4.12 to 4.64 (p = 0.006), and respond from 4.28 to 4.88 (p = 0.01).","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c216M02N17","Participant muscle memory development","Participants highlighted... that it closely resembles real‑world scenarios and aids in developing muscle memory.","TK05","Practised Motor and Tool-Operation Skill"
"TK06","Trained Sensory and Perceptual Recognition","c216M02N18","Participant situational awareness in MR","The advantage of MR over VR is that it allows users to see and interact with virtual objects while simultaneously... see their real‑world surroundings.","TK06","Trained Sensory and Perceptual Recognition"
"TK13","AmbiguousTacit Knowledge(*)","c217M01N03","teaching experience","Educators reported sharing teaching experience in team discussions, and 68 percent said their experience was recognized and adopted.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c217M01N04","personal knowledge and experience","The participation measure asked whether educators actively contributed personal knowledge and experience in teaching design.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c217M01N05","teaching insights","Table 1 reports that teaching insights were shared proactively.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c217M02N01","Nursing Educators' Knowledge Sharing Behavior","This study investigates the influence of organizational culture and technological environment on knowledge-sharing behavior among nursing educators.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c218M01N09","Pediatric neuro-oncology clinical knowledge and skills","NOTS was launched to equip multidisciplinary providers with essential knowledge and skills related to neuro-oncological care.","TK13","AmbiguousTacit Knowledge(*)"
"TK13","AmbiguousTacit Knowledge(*)","c218M01N11","NOTS participants' perceptions of the online learning experience","Participants were invited to evaluate their perceptions of the online course.","TK13","AmbiguousTacit Knowledge(*)"
"TK04","Unrecognized or Unarticulated Personal Know-how","c218M02N16","Pediatric neuro-oncology patient management intuition","An analysis of the combined impact of the online course and subsequent in-person workshops is underway and will focus on further exploration of the perceived impact on patient management","TK04","Unrecognized or Unarticulated Personal Know-how"
"TK13","AmbiguousTacit Knowledge(*)","c218M02N17","Pediatric neuro-oncology clinical competency","Future programs should also consider competency-based assessments to ensure that online training translates into improved knowledge, changes in clinical practice, and improved patient outcomes","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c218M02N18","Expert feedback and professional judgment","received effective feedback from experts and peers","TK10","Shared Professional Norms and Standards of Judgment"
"TK02","Knowledge Conveyed Through Examples or Demonstration","c219M01N13","problem-solving competencies","Knowledge points were connected to problem-solving tasks so students could apply learning to realistic clinical scenarios.","TK02","Knowledge Conveyed Through Examples or Demonstration"
"TK13","AmbiguousTacit Knowledge(*)","c219M01N14","knowledge point mastery","Assessment questions were designed to evaluate knowledge-point mastery.","TK13","AmbiguousTacit Knowledge(*)"
"TK02","Knowledge Conveyed Through Examples or Demonstration","c219M02N08","Internal medicine nursing clinical reasoning skills","Problem system layer: Bridges theory and practice by challenging students with clinical problems, thereby developing their clinical reasoning and competency","TK02","Knowledge Conveyed Through Examples or Demonstration"
"TK13","AmbiguousTacit Knowledge(*)","c219M02N09","Internal medicine nursing critical thinking abilities","Curriculum objective layer: Defines overarching learning goals to guide students toward mastering knowledge, skill, and critical thinking","TK13","AmbiguousTacit Knowledge(*)"
"TK10","Shared Professional Norms and Standards of Judgment","c219M02N10","Internal medicine nursing clinical decision-making capabilities","Problem system layer: Bridges theory and practice by challenging students with clinical problems, thereby developing their clinical reasoning and competency","TK10","Shared Professional Norms and Standards of Judgment"
"TK13","AmbiguousTacit Knowledge(*)","c219M02N13","Internal medicine nursing self-directed learning capability","The KG-DTPNursing platform represents an innovative teaching tool that leverages information technology to support self-directed learning","TK13","AmbiguousTacit Knowledge(*)"
"TK05","Practised Motor and Tool-Operation Skill","c219M02N14","Internal medicine nursing hands-on skills","Basic knowledge layer: Covers fundamental concepts, from etiology to nursing care, that students must understand to build a solid knowledge base","TK05","Practised Motor and Tool-Operation Skill"
"TK13","AmbiguousTacit Knowledge(*)","c221M01N01","Deep-rooted traditional medicine knowledge of doctors","Doctors with deep-rooted traditional medical knowledge develop medicinal recipes from ancient texts or books.","TK13","AmbiguousTacit Knowledge(*)"
"TK09","Shared Professional Language and Contextual Meaning","c221M01N02","English translation skills for ancient medical texts","The recipe-generation process integrates the linguistic skills of translators who convert ancient medical texts into English.","TK09","Shared Professional Language and Contextual Meaning"
"TK04","Unrecognized or Unarticulated Personal Know-how","c221M02N07","Indigenous healer expertise for cancer and bone injury treatments","Doctors with deep-rooted traditional medical knowledge begin by developing medicinal recipes from ancient texts/books","TK04","Unrecognized or Unarticulated Personal Know-how"
"TK09","Shared Professional Language and Contextual Meaning","c222M01N39","osteosarcoma domain knowledge for entity and relationship annotation","Domain experts reviewed the annotation process and contributed to a unified specification for analyzing and comprehending the text.","TK09","Shared Professional Language and Contextual Meaning"
"TK02","Knowledge Conveyed Through Examples or Demonstration","c224M01N07","clinical decision-making","In module 13, each participant could practice clinical decision-making through four clinical scenarios.","TK02","Knowledge Conveyed Through Examples or Demonstration"
"TK02","Knowledge Conveyed Through Examples or Demonstration","c224M01N08","decision-making skills","The simulation allowed participants to identify opportunities to enhance their decision-making skills when addressing daily challenges.","TK02","Knowledge Conveyed Through Examples or Demonstration"
"TK13","AmbiguousTacit Knowledge(*)","c224M02N03","Nurses' Self-Efficacy in COPD Care","High-fidelity simulation... improves learning satisfaction, confidence, and self-efficacy among nursing students.","TK13","AmbiguousTacit Knowledge(*)"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c225M02N04","Inter-agency communication and coordination practices during flood response","""Participants have the opportunity to practise disaster management skills such as communication, prioritisation, teamwork, and delegation""","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK10","Shared Professional Norms and Standards of Judgment","c225M02N05","Triage and resource prioritisation decision-making in mass casualty scenarios","""Participants have the opportunity to practise disaster management skills such as communication, prioritisation, teamwork, and delegation""","TK10","Shared Professional Norms and Standards of Judgment"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c225M02N06","Multidisciplinary teamwork and role delegation among first responder units","""Participants have the opportunity to practise disaster management skills such as communication, prioritisation, teamwork, and delegation""","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK11","Informal Coordination, Communication, and Escalation Know-how","c225M02N07","Task delegation and command chain execution in emergency operations","""Participants have the opportunity to practise disaster management skills such as communication, prioritisation, teamwork, and delegation""","TK11","Informal Coordination, Communication, and Escalation Know-how"
"TK08","Immediate Embodied Response to Changing Conditions","c225M02N08","Rapid clinical and logistical decision-making under time-pressure and resource constraints","""enhanced decision-making skills among participants""","TK08","Immediate Embodied Response to Changing Conditions"
"TK10","Shared Professional Norms and Standards of Judgment","c227M01N04","knowledge of appropriate clinic size","The authors' coding example states that knowledge of appropriate clinic size was important for quality assurance and was held by contract administrators.","TK10","Shared Professional Norms and Standards of Judgment"
"TK10","Shared Professional Norms and Standards of Judgment","c227M01N05","knowledge of long wait times","Some respondents accessed Registry data and acquired knowledge identifying long wait times.","TK10","Shared Professional Norms and Standards of Judgment"
"TK13","AmbiguousTacit Knowledge(*)","c227M01N06","knowledge of Registry design flaws","Actors recognized Registry flaws, but knowledge that could support improvement remained hidden in system actors' minds or was not utilized.","TK13","AmbiguousTacit Knowledge(*)"
"TK01","Deliberately Withheld or Confidential Knowledge","c227M02N06","Clinician judgment on viable care unit scale","Assessing reasonable size of a clinic: illustrating how knowledge of appropriate size of the clinic is important to enable quality assurance of registry data. Contract administrations have this knowledge but do not share it with the unit for development.","TK01","Deliberately Withheld or Confidential Knowledge"
"TK10","Shared Professional Norms and Standards of Judgment","c227M02N07","Data interpretation competency for wait time metrics","Transforming wait time results into meaningful information required the categorization of specific results as either being within acceptable intervals or as being 'too long.'","TK10","Shared Professional Norms and Standards of Judgment"
"TK12","Organizational Culture and Unwritten Working Practices","c227M02N09","Booking manipulation tactics for wait time figures","This is where it comes to… that you start to deceive a little. We pretend that patients have an appointment on New Year's Eve. Nobody wants to come on New Year's Eve.","TK12","Organizational Culture and Unwritten Working Practices"
"TK12","Organizational Culture and Unwritten Working Practices","c227M02N17","Local administrative workaround routines","Rather than trying to explore and communicate this systemic problem further, the respondents would use a local, administrative shortcut.","TK12","Organizational Culture and Unwritten Working Practices"
