sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"THR17","Ambiguous Traditional Human-central Practice","c214M02N59","Subjective questionnaire for self-efficacy measurement","Immediately after the training and assessment phases, participants were asked to complete questionnaires measuring: technology acceptance (based on UTAUT, Venkatesh et al. 2003) and perceived self-efficacy","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c215M02N17","Full model retraining from scratch","Conventional data-driven approaches require complete retraining to incorporate newly emerging features or continuously expanding datasets.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c216M01N33","ReviveXR pre- and post-training paper-and-pencil surveys","Participants completed quantitative paper-and-pencil surveys.","THR17","Ambiguous Traditional Human-central Practice"
"THR16","Human Expert Review and Validation","c216M01N34","ReviveXR post-training semi-structured interviews","Semi-structured interviews collected in-depth qualitative feedback.","THR16","Human Expert Review and Validation"
"THR13","Experiential and On-the-Job Learning","c216M02N27","Traditional mannequin‑based CPR/Naloxone training","ReviveXR demonstrated unique advantages... compared with traditional CPR training with plastic busts.","THR13","Experiential and On-the-Job Learning"
"THR12","Codified-Material Learning","c216M02N29","Instructional video training","Traditional methods... instructional videos","THR12","Codified-Material Learning"
"THR14","Collaborative Group Learning","c217M01N08","teaching exchanges","Knowledge-sharing frequency included the number of teaching exchanges in which an educator participated.","THR14","Collaborative Group Learning"
"THR14","Collaborative Group Learning","c217M01N09","team discussions","The participation measure asked whether educators actively shared teaching experience in team discussions.","THR14","Collaborative Group Learning"
"THR14","Collaborative Group Learning","c217M01N10","instructional design","Table 1 reports active participation in instructional design, while the survey measured personal knowledge and experience contributed in teaching design.","THR14","Collaborative Group Learning"
"THR17","Ambiguous Traditional Human-central Practice","c217M02N09","Nursing KSB Questionnaire Surveys","The study combines quantitative questionnaire surveys and qualitative interviews to test the relevant hypotheses.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c217M02N10","Nursing KSB Semi-structured Interviews","Semi-structured interviews were conducted to explore topics such as technological application barriers and organizational cultural cognition in depth.","THR17","Ambiguous Traditional Human-central Practice"
"THR16","Human Expert Review and Validation","c217M02N11","Cross-cultural Validation of KSB Model","Cross-cultural validation also involved testing the consistency of organizational culture and technological environment variables across different cultural backgrounds.","THR16","Human Expert Review and Validation"
"THR15","Manual Knowledge Documentation and Codification","c217M02N12","Thematic Analysis of Nursing Interviews","A thematic analysis approach was used to systematically extract key themes from the interviewees' narratives.","THR15","Manual Knowledge Documentation and Codification"
"THR17","Ambiguous Traditional Human-central Practice","c218M01N18","NOTS 7-day in-person workshop","Nine weeks of online learning were followed by a 7-day in-person workshop.","THR17","Ambiguous Traditional Human-central Practice"
"THR11","Instructor-Led Training and Briefings","c218M02N31","In-person learning","healthcare professionals face geographic and financial barriers to in-person learning","THR11","Instructor-Led Training and Briefings"
"THR07","Mentoring","c218M02N32","Mentorship","many online courses face challenges related to...insufficient integration of mentorship","THR07","Mentoring"
"THR17","Ambiguous Traditional Human-central Practice","c218M02N33","Traditional knowledge tests","Previous studies on online pediatric hematology-oncology education have primarily focused on evaluating knowledge scores","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c219M01N19","traditional instruction","The Discussion contrasts the platform with the temporal and spatial limitations of traditional instruction.","THR17","Ambiguous Traditional Human-central Practice"
"THR12","Codified-Material Learning","c219M02N21","Textbook learning","We first defined the knowledge system based on standard textbooks and syllabi to ensure alignment with students' core learning objectives","THR12","Codified-Material Learning"
"THR11","Instructor-Led Training and Briefings","c219M02N22","Traditional face-to-face instruction","It embodies a student-centered approach, overcoming the temporal and spatial limitations of traditional instruction","THR11","Instructor-Led Training and Briefings"
"THR17","Ambiguous Traditional Human-central Practice","c221M01N09","Oral transmission of indigenous medical practices","Many indigenous medical practices are passed down orally.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c221M01N10","Intergenerational transfer of traditional medical knowledge","Traditional medical knowledge is usually transferred from generation to generation.","THR17","Ambiguous Traditional Human-central Practice"
"THR16","Human Expert Review and Validation","c221M01N30","LLM response evaluation for palm-manuscript treatments","In the LLM evaluation, the researchers assessed responses from the LLM for queries concerning treatments documented in the palm manuscripts.","THR16","Human Expert Review and Validation"
"THR11","Instructor-Led Training and Briefings","c221M02N16","Cross-generational oral recipe teaching","This knowledge, usually transferred from generation to generation, faces the danger of fading away","THR11","Instructor-Led Training and Briefings"
"THR17","Ambiguous Traditional Human-central Practice","c221M02N17","Practitioner-patient consultation sessions","Users can consult remotely with doctors who prescribe treatments through this wallet","THR17","Ambiguous Traditional Human-central Practice"
"THR15","Manual Knowledge Documentation and Codification","c221M02N18","Manual palm manuscript to English conversion","Translators then convert these texts into English","THR15","Manual Knowledge Documentation and Codification"
"THR17","Ambiguous Traditional Human-central Practice","c222M01N16","manual osteosarcoma literature retrieval","The platform reduces the time and cost normally associated with literature retrieval.","THR17","Ambiguous Traditional Human-central Practice"
"THR16","Human Expert Review and Validation","c222M01N17","osteosarcoma annotation domain-expert review","Domain experts reviewed the annotation process and contributed a unified specification.","THR16","Human Expert Review and Validation"
"THR17","Ambiguous Traditional Human-central Practice","c224M01N12","face-to-face training","The paper discusses MOOCs as useful and effective online learning compared with face-to-face training.","THR17","Ambiguous Traditional Human-central Practice"
"THR11","Instructor-Led Training and Briefings","c224M02N08","Face-to-Face Continuing Education Programs","e-learning... often complement traditional teaching models.","THR11","Instructor-Led Training and Briefings"
"THR14","Collaborative Group Learning","c225M02N18","Face-to-face discussion-based tabletop exercise (TTX) for disaster preparedness","""A tabletop exercise (TTX) is a discussion-based approach to disaster training that requires participants to gather in a classroom or small group setting and is carried out face-to-face""","THR14","Collaborative Group Learning"
"THR15","Manual Knowledge Documentation and Codification","c227M01N15","manual extraction and reporting of wait time information","In the pre-Registry situation, wait-time information was manually extracted and reported to contractors.","THR15","Manual Knowledge Documentation and Codification"
"THR17","Ambiguous Traditional Human-central Practice","c227M02N20","Contract administrator compliance interventions","Contract administrators employed at the Region were to notice divergences and enforce compliance among care-providing organizations.","THR17","Ambiguous Traditional Human-central Practice"
"THR17","Ambiguous Traditional Human-central Practice","c227M02N21","Local administrative shortcut practices","Rather than trying to explore and communicate this systemic problem further, the respondents would use a local, administrative shortcut.","THR17","Ambiguous Traditional Human-central Practice"
"THR14","Collaborative Group Learning","c227M02N22","Cross-provider referral meetings","I have contacted... [them] for referral meetings regarding hand surgery, at the hand surgery clinic.","THR14","Collaborative Group Learning"
