sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"OD01","Governance, Standards & Formal Control","c004M02N31","Mandatory VR Safety Induction Briefing","participants received instructions and health and safety induction about VR and the use of Oculus Quest","OD01","Governance, Standards & Formal Control"
"OD03","Financial, Technical & Information Resources","c005M02N44","Organizational resource allocation for AR/VR","(Implied by the development of AR and VR models using Unity, Oculus, and other commercial tools)","OD03","Financial, Technical & Information Resources"
"OD05","Human Capacity, Roles & Participation","c005M02N45","Staff availability for training sessions","24 participants, including students and engineers, undertook the safety training.","OD05","Human Capacity, Roles & Participation"
"OD02","Strategic Leadership & Sponsorship","c006M02N32","Management support for assistive technology introduction","At a meeting held in the fall of 2019 to exchange views on inhouse technological development, professional contractors expressed strong expectations for the assistive suits.","OD02","Strategic Leadership & Sponsorship"
"OD06","Culture, Trust & Relational Climate","c006M02N33","Acceptance of lower-priced products in construction industry","It has to be a lower-priced product to be recognized in the construction industry.","OD06","Culture, Trust & Relational Climate"
"OD08","Organizational Structure & Process Design","c006M02N34","Compatibility with individual worker needs","It's compatibility with the individual is greater than the type of work / It doesn't have a uniform effect on everyone.","OD08","Organizational Structure & Process Design"
"OD06","Culture, Trust & Relational Climate","c007M01N23","knowledge-sharing culture","SMCCs should cultivate a knowledge-sharing culture.","OD06","Culture, Trust & Relational Climate"
"OD02","Strategic Leadership & Sponsorship","c007M01N24","senior management support","Senior management support is important for knowledge-sharing initiatives.","OD02","Strategic Leadership & Sponsorship"
"OD05","Human Capacity, Roles & Participation","c007M01N25","KM training to the workforce","Management support includes KM training to the workforce.","OD05","Human Capacity, Roles & Participation"
"OD03","Financial, Technical & Information Resources","c007M01N41","existing basic management systems","The validating company uses employee expertise and existing basic management systems.","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c007M02N43","Inter-Organizational Trust","trust between construction organisations","OD06","Culture, Trust & Relational Climate"
"OD03","Financial, Technical & Information Resources","c007M02N44","Financial Constraints","current financial constraints limited its ability to make full investments in KMP","OD03","Financial, Technical & Information Resources"
"OD03","Financial, Technical & Information Resources","c007M02N45","Limited Budget","limited budgets","OD03","Financial, Technical & Information Resources"
"OD05","Human Capacity, Roles & Participation","c007M02N46","Small Workforce","small workforce","OD05","Human Capacity, Roles & Participation"
"OD08","Organizational Structure & Process Design","c007M02N47","Flat Organisational Structure","SMCCs typically operate with a flat organisational structure","OD08","Organizational Structure & Process Design"
"OD03","Financial, Technical & Information Resources","c008M01N40","large-scale construction accident text corpus","The deep-learning model learns patterns from a large collection of historical reports, and the authors state that performance depends on representative data volume.","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c008M02N32","Corporate safety culture","strengthening safety management practices","OD06","Culture, Trust & Relational Climate"
"OD02","Strategic Leadership & Sponsorship","c008M02N33","Management buy-in","strengthening safety management practices and improving the effectiveness of accident prevention and management","OD02","Strategic Leadership & Sponsorship"
"OD03","Financial, Technical & Information Resources","c009M01N37","Availability and quality of relevant bid data","The paper states that automation success hinges on the quality and availability of relevant data.","OD03","Financial, Technical & Information Resources"
"OD03","Financial, Technical & Information Resources","c009M01N38","Integrated digital infrastructure","The paper identifies integrated infrastructure and centralized data management as critical for scaling automation.","OD03","Financial, Technical & Information Resources"
"OD03","Financial, Technical & Information Resources","c009M02N47","Centralized data management systems","Overcoming this challenge will require the development of integrated data management systems that can centralize and standardize the information needed for bid preparation","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c009M02N49","Openness to digital transformation","Selected based on... openness to digital transformation","OD06","Culture, Trust & Relational Climate"
"OD08","Organizational Structure & Process Design","c009M02N50","Dedicated bid management departments","Both maintain dedicated bid management departments","OD08","Organizational Structure & Process Design"
"OD08","Organizational Structure & Process Design","c009M02N51","Organizational maturity","Organizational maturity and information systems readiness significantly influence a firm's automation readiness","OD08","Organizational Structure & Process Design"
"OD03","Financial, Technical & Information Resources","c009M02N52","Information systems readiness","Organizational maturity and information systems readiness significantly influence a firm's automation readiness","OD03","Financial, Technical & Information Resources"
"OD01","Governance, Standards & Formal Control","c009M02N53","Document standardization practices","Absence of standardised data formats","OD01","Governance, Standards & Formal Control"
"OD05","Human Capacity, Roles & Participation","c009M02N54","Staff retention strategies","Knowledge loss, particularly in firms with high staff turnover","OD05","Human Capacity, Roles & Participation"
"OD04","Time, Workload & Operational Scheduling","c011M01N29","Training time allocation","we decided maximum of 10 min for each trainee's training duration","OD04","Time, Workload & Operational Scheduling"
"OD08","Organizational Structure & Process Design","c011M01N30","Randomized controlled experimental design","the trainees were randomly assigned to one of the two training methods","OD08","Organizational Structure & Process Design"
"OD06","Culture, Trust & Relational Climate","c012M01N31","Psychological safety and trust","Storytelling required trust, openness, and psychological safety for genuine sharing.","OD06","Culture, Trust & Relational Climate"
"OD01","Governance, Standards & Formal Control","c012M01N32","Informed consent and privacy safeguards","Consent, opt-outs, anonymization, restricted access, and withdrawal rights were applied.","OD01","Governance, Standards & Formal Control"
"OD05","Human Capacity, Roles & Participation","c012M01N33","Trained facilitators","Facilitators trained in narrative inquiry guided participants using open-ended prompts.","OD05","Human Capacity, Roles & Participation"
"OD02","Strategic Leadership & Sponsorship","c012M01N34","Leadership commitment and cultural reinforcement","Leadership, advocacy, and cultural reinforcement were required to address resistance and institutionalize storytelling.","OD02","Strategic Leadership & Sponsorship"
"OD04","Time, Workload & Operational Scheduling","c012M01N35","Dedicated time and resources","Narrative elicitation, transcription, analysis, and integration required time and dedicated resources.","OD04","Time, Workload & Operational Scheduling"
"OD01","Governance, Standards & Formal Control","c012M01N36","Platform stewardship and sustained engagement","Ongoing promotion, training, incentives, updates, review cycles, and stewardship were required.","OD01","Governance, Standards & Formal Control"
"OD02","Strategic Leadership & Sponsorship","c012M02N48","Leadership Commitment","""Inadequate leadership commitment"" is a barrier; ""senior leadership commitment were critical success factors""","OD02","Strategic Leadership & Sponsorship"
"OD06","Culture, Trust & Relational Climate","c012M02N49","Knowledge-Sharing Culture","""Absence of a supportive knowledge-sharing culture"" is a barrier to effective KM","OD06","Culture, Trust & Relational Climate"
"OD03","Financial, Technical & Information Resources","c012M02N50","Dedicated Resources for KM","""Lack of dedicated resources for KM initiatives"" is a barrier; ""Adequate resourcing... were critical success factors""","OD03","Financial, Technical & Information Resources"
"OD07","Incentives & Performance Alignment","c012M02N51","Organizational Incentives","""Absence of organizational incentives"" deters effective KM","OD07","Incentives & Performance Alignment"
"OD02","Strategic Leadership & Sponsorship","c012M02N52","Management Buy-In","""Management buy-in"" is a critical success factor","OD02","Strategic Leadership & Sponsorship"
"OD02","Strategic Leadership & Sponsorship","c014M01N31","leadership support","Leadership support is vital to successful AI-driven KM implementation.","OD02","Strategic Leadership & Sponsorship"
"OD02","Strategic Leadership & Sponsorship","c014M01N32","participative leadership","Participative leadership facilitates AI use, knowledge sharing, and proactive planning.","OD02","Strategic Leadership & Sponsorship"
"OD03","Financial, Technical & Information Resources","c014M01N33","resource allocation","Top-management support is required to allocate implementation and training resources.","OD03","Financial, Technical & Information Resources"
"OD06","Culture, Trust & Relational Climate","c014M01N34","knowledge-sharing culture","Leadership creates a culture of knowledge sharing and innovation.","OD06","Culture, Trust & Relational Climate"
"OD05","Human Capacity, Roles & Participation","c014M01N35","stakeholder participation","Participative leadership encourages stakeholder participation and alignment.","OD05","Human Capacity, Roles & Participation"
"OD02","Strategic Leadership & Sponsorship","c014M02N43","Top management engagement","Lack of top management support disturbs the allocation of required resources","OD02","Strategic Leadership & Sponsorship"
"OD02","Strategic Leadership & Sponsorship","c014M02N45","Clear strategic vision","Leadership support... articulating a clear vision","OD02","Strategic Leadership & Sponsorship"
"OD05","Human Capacity, Roles & Participation","c014M02N47","Training and development","Leadership support... allocates them in the training and development of the human resource","OD05","Human Capacity, Roles & Participation"
"OD04","Time, Workload & Operational Scheduling","c015M01N36","small class sizes","A participant linked small class sizes with greater interaction and one-to-one communication.","OD04","Time, Workload & Operational Scheduling"
"OD04","Time, Workload & Operational Scheduling","c015M02N24","Block teaching","The student learning is compressed in 4 weeks of classes with 2 weeks of catch-up and assessment, when students study one module at a time.","OD04","Time, Workload & Operational Scheduling"
"OD02","Strategic Leadership & Sponsorship","c015M02N25","Institutional support","Armellini and Padilla Rodriguez (2021) and Margolis et al. (2017) underline the necessity of scalable digital platforms, robust institutional backing, and faculty development to sustain blended learning innovations.","OD02","Strategic Leadership & Sponsorship"
"OD05","Human Capacity, Roles & Participation","c015M02N27","Student engagement","82% of respondents reported feeling more actively involved in discussions, group activities, and problem-solving exercises compared to their previous educational experiences.","OD05","Human Capacity, Roles & Participation"
"OD08","Organizational Structure & Process Design","c015M02N28","Industry-aligned curriculum","bridges the gap between theory and practice, offering a robust framework for curriculum innovation","OD08","Organizational Structure & Process Design"
"OD05","Human Capacity, Roles & Participation","c015M02N29","Student co-creation","The student co-creation, where learners actively contribute to shaping course content and activities, fosters a sense of ownership, creativity, and alignment with both academic goals and industry expectations.","OD05","Human Capacity, Roles & Participation"
"OD06","Culture, Trust & Relational Climate","c016M01N32","safety culture","The paper states that establishing a safety culture depends on the organization working consciously and ensuring safe work.","OD06","Culture, Trust & Relational Climate"
"OD06","Culture, Trust & Relational Climate","c016M02N24","Continuous improvement culture","fosters a culture of continuous safety improvement, where past projects serve as references","OD06","Culture, Trust & Relational Climate"
