"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c204M01N13","Hybrid Cooperative Game-Theoretic Framework","Technology-enable Practice","E","A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance","This study introduces a hybrid game-theoretic framework utilizing the Shapley value's axiomatic fairness to allocate profits by marginal contributions.","An integrated algorithmic mathematical model used to govern profit sharing based on knowledge streams.","Page 1, Source 7; Page 1, Source 16","TP12","Advanced Computational & Algorithmic Simulation Frameworks"
"c204M01N14","Monte Carlo Simulations","Technology-enable Practice","E","A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance","This framework employs Monte Carlo simulations to deliver statistically reliable contribution estimates.","An iterative computational technique used to compute stable allocations under uncertainty.","Page 1, Source 9; Page 7, Source 317","TP12","Advanced Computational & Algorithmic Simulation Frameworks"
"c205M01N09","Aerospace quality knowledge graph-based proactive service system","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","design and implement a proactive service mechanism for aerospace quality knowledge based on knowledge graph","The integrated software environment that maps data layers and contextually pushes solutions to active workers","Page 1, Source 39","TP05","Intelligent Semantic & Rule Codification"
"c205M02N13","Knowledge Graph","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","A 'structured knowledge graph' is constructed to organize quality management information.","A graph‑based representation of entities and their semantic relations.","Section I, Section II.A","TP05","Intelligent Semantic & Rule Codification"
"c205M02N14","Scenario-based Rule Push","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Scenario‑based rule push' provides accurate knowledge push through pre‑defined rules and scene matching.","Mechanism triggering knowledge delivery based on business rules and scene context.","Section III.D.1","TP05","Intelligent Semantic & Rule Codification"
"c205M02N15","Word Similarity-based Recall","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Word similarity‑based knowledge item recall' calculates semantic similarity between user query and knowledge base items.","Technique that retrieves knowledge by comparing vector representations of terms.","Section III.D.2","TP05","Intelligent Semantic & Rule Codification"
"c205M02N16","Fuzzy Matching Push","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Scenario‑based Fuzzy Matching Push' is listed as a method (though the paragraph contains a prediction model example).","Push that handles vague or incomplete user expressions.","Section III.D.3","TP05","Intelligent Semantic & Rule Codification"
"c205M02N17","Incomplete Data Information Push","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Incomplete data information push' identifies data blanks and pushes supplementary knowledge.","Service that fills missing information with related references.","Section III.D.4","TP05","Intelligent Semantic & Rule Codification"
"c205M02N18","Deep Learning based Proactive Service Algorithm","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","The 'knowledge proactive service algorithm based on deep learning' integrates user behavior and job demand to output personalized services.","Algorithm that ranks and recommends knowledge using deep learning.","Section IV.B","TP05","Intelligent Semantic & Rule Codification"
"c205M02N19","User Portrait","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'User portrait of aerospace quality knowledge' accurately depicts behavior characteristics and needs.","Multidimensional model of user attributes, professional background, operation habits.","Section III.C.1","TP05","Intelligent Semantic & Rule Codification"
"c205M02N20","Context Information Modeling","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Context information modeling' abstracts time, place, task, environment to support targeted recommendations.","Technique capturing user state in a specific scenario.","Section III.C.2","TP05","Intelligent Semantic & Rule Codification"
"c205M02N22","Expert Ability Model","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Expert ability model' evaluates expert competence to provide in‑depth support for specific tasks.","Model that assesses and utilizes expert knowledge.","Section IV.B","TP05","Intelligent Semantic & Rule Codification"
"c205M02N24","Keyword Extraction","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Keyword extraction' identifies representative words from domain texts using NLP.","Automated process to select salient terms from documents.","Section III.B.1","TP05","Intelligent Semantic & Rule Codification"
"c205M02N25","Summary Statistics","Technology-enable Practice","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","'Summary statistics' simplifies and summarizes knowledge through statistical analysis and aggregation.","Method to produce structured knowledge summaries from keywords and relationships.","Section III.B.2","TP05","Intelligent Semantic & Rule Codification"
"c206M01N09","Immersive virtualization training method","Technology-enable Practice","E","Analysis Of The Feasibility Of Immersive Virtualization In Technical Training","propose a method of training in regulatory standards using immersive virtualization, aiming at improving student knowledge retention","The interactive workflow mapping reality capture to point-clouds and sensory hardware engines","Page 1, Abstract","TP01","Immersive Virtual Training Environments"
"c207M01N10","Whisper-based Audio Transcription System","Technology-enable Practice","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","The prototype with Whisper-based audio transcription performed well to convert video instructions to written instructions.","An automated knowledge capturing framework that transcribes speech recorded from a head-mounted camera into text steps.","PAGE 5, Lines 265","TP05","Intelligent Semantic & Rule Codification"
"c207M01N11","Interactive 3D CAD Instruction Prototyping","Technology-enable Practice","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","The experimental setup incorporates 3D elements, adding an extra dimension to the instructions for enhanced understanding. Visualizations are projected onto the 3D CAD model using arrows and animations","An interactive digital training practice projecting contextual 3D animations and spatial instructions over workpieces.","PAGE 5, Lines 241-242","TP03","Real-Time Assistive Integration & Guidance"
"c208M01N10","Unsupervised low-level perception-based technique","Technology-enable Practice","E","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","we discuss here the refined development of the unsupervised low-level approach for constructing and conceptualizing the knowledge based on perception","A bottom-up operational module focused on constructing structured patterns out of raw sensory features without pre-existing labels","Page 2, Line 56; Page 7, Line 203","TP05","Intelligent Semantic & Rule Codification"
"c208M01N11","Supervised high-level semantics-based technique","Technology-enable Practice","E","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","its combination with the supervised high-level approach for constructing and conceptualizing the knowledge based on semantic","A top-down operational module focused on providing contextualized semantic boundaries and expert definitions","Page 2, Line 57; Page 7, Line 199","TP05","Intelligent Semantic & Rule Codification"
"c208M01N12","Combined approach via OWA operators","Technology-enable Practice","E","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","Hence, we present a combined approach based on semantics and machine learning techniques for improving robots cognitive capabilities.","An integrated practice aggregating connectionist and symbolic results using algorithmic weight allocations for robust decisions","Page 1, Line 14; Page 9, Line 277","TP05","Intelligent Semantic & Rule Codification"
"c208M01N13","Ontology matching and merging activity","Technology-enable Practice","E","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","First, the ontological model has been provided with the ability of being extensible through ontology matching and merging activities.","An operational data integration technique designed to anchor external specialized concepts into the core framework","Page 6, Lines 170-171","TP05","Intelligent Semantic & Rule Codification"
"c208M02N06","Combined approach (BU+TD with OWA)","Technology-enable Practice","E","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","The idea is to have a more robust final classification by a voting-based decision which takes into account both supervised and unsupervised approaches results.","Merges bottom-up (GHSOM) and top-down (semantic classifier) outputs using ordered weighted averaging.","p.9, Sect. 4.4","TP05","Intelligent Semantic & Rule Codification"
"c208M02N07","GHSOM bottom-up learning","Technology-enable Practice","E","A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities","The GHSOM artificial neural-network model tackle the aforementioned issues with a hierarchical architecture of growing self-organizing maps.","Unsupervised hierarchical neural network that grows dynamically to form semantic clusters from visual data.","p.8, Sect. 4.3","TP05","Intelligent Semantic & Rule Codification"
"c209M01N18","Internal social media platforms","Technology-enable Practice","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","Internal corporate platforms play complementary roles in integrating knowledge.","Proprietary digital platforms containing social-media-like interaction affordances","Page 2, Page 4","TP07","Digital Operations Monitoring & User Interfaces"
"c209M01N19","External social media platforms","Technology-enable Practice","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","External platforms allow for broader, less structured engagement with the public.","Publicly accessible Web 2.0 applications hosting user-generated text and media","Page 2, Page 4","TP07","Digital Operations Monitoring & User Interfaces"
"c209M02N26","Social listening tools","Technology-enable Practice","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","monitoring and mining user data","Tools for tracking social media conversations","Page 3, Section 2.1","TP07","Digital Operations Monitoring & User Interfaces"
"c209M02N27","Analytics tools","Technology-enable Practice","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","basic analytics tools (e.g. sentiment analysis, keyword clustering) can structure external data","Software for analyzing social media data","Page 18, Section 6.2","TP07","Digital Operations Monitoring & User Interfaces"
"c210M01N08","Quality problem expert knowledge system software","Technology-enable Practice","E","Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues","integrate relevant functions to build a quality problem expert knowledge system software, achieving quality problem knowledge extraction and information sharing.","An integrated functional tool platform used for managing, extraction, and graph mapping of quality issues.","Page 1, Source 17; Page 2, Source 65","TP05","Intelligent Semantic & Rule Codification"
"c210M01N09","Knowledge graph of aviation equipment quality issues","Technology-enable Practice","E","Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues","integrate quality issue triplets and construct a knowledge graph of aviation equipment quality issues","Structured mapping database visualizing the entities and semantic linkages of errors.","Page 1, Source 16; Page 4, Source 165","TP05","Intelligent Semantic & Rule Codification"
"c211M01N06","Digital repositories","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Metaverse facilitate in adopting revolutionary method for storing and retaining knowledge by innovative way of handling data and information, digital repositories.","A digital warehouse system that captures and stores organizational knowledge assets","PAGE 15","TP06","Relational Knowledge Storage & Management Systems"
"c211M01N07","Avatar-based supply chain collaborations","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","avatar-based supply chain collaborations help the students understand the impact of interdependencies on supply chain performance.","Immersive collaborative interaction in virtual environments using avatars","PAGE 16","TP01","Immersive Virtual Training Environments"
"c211M02N09","digital twin experimentation","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Digital twin experimentation to simulate product recovery models","A practice using digital twins to run simulations for circular economy modeling.","Page 12, Table 2","TP12","Advanced Computational & Algorithmic Simulation Frameworks"
"c211M02N10","virtual training module","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Virtual training modules on disassembly, reuse and eco-design","Structured digital training sessions delivered in immersive environments.","Page 12, Table 2","TP01","Immersive Virtual Training Environments"
"c211M02N11","immersive avatar collaboration","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Immersive avatar-based collaboration across supply chain actors","Collaborative practice using digital avatars in a shared virtual space.","Page 12, Table 2","TP01","Immersive Virtual Training Environments"
"c211M02N12","simulated environment","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Metaverse simulated environment helped me in comprehensive understanding","Virtual environment that mimics real-world operations for analysis and learning.","Page 12, lines 10-11","TP01","Immersive Virtual Training Environments"
"c211M02N13","knowledge warehouse","Technology-enable Practice","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","knowledge warehouse helps to assess past decisions, identify lacunas","A digital storage and retrieval system for organizational knowledge.","Page 15, lines 1-3","TP06","Relational Knowledge Storage & Management Systems"
