sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"KH11","Educators, Trainers, and Mentors","c106M01N10","company veteran trainer","The trainer was a qualified company veteran who provided operative support to new workers.","KH11","Educators, Trainers, and Mentors"
"KH11","Educators, Trainers, and Mentors","c106M02N04","Trainer / Veteran","It is supposed that each group is supported by a trainer during some parts of the test. The trainer is a company veteran who has been qualified to provide operative support to new workers during training.","KH11","Educators, Trainers, and Mentors"
"KH11","Educators, Trainers, and Mentors","c107M02N11","Trainers/Instructors","teaching support is usually provided by the instructor","KH11","Educators, Trainers, and Mentors"
"KH11","Educators, Trainers, and Mentors","c107M02N12","Pneumatics teachers at vocational colleges","developed with the help of a teacher of pneumatics at a vocational college","KH11","Educators, Trainers, and Mentors"
"KH14","Organizational and Inter-organizational Collectives","c107M02N13","Festo Didactic","The ""Festo Didactic AR"" app was developed to facilitate the commissioning of mechatronic learning systems","KH14","Organizational and Inter-organizational Collectives"
"KH06","Domain Experts and Expert Reviewers","c108M01N22","industrial domain experts validating elicited know-how and models","Domain experts expressed know-how and validated collected knowledge and proposed semi-formal models.","KH06","Domain Experts and Expert Reviewers"
"KH14","Organizational and Inter-organizational Collectives","c108M01N23","fifty-five luxury-packaging company employees","Fifty-five employees from different departments and locations were interviewed in the manufacturing project.","KH14","Organizational and Inter-organizational Collectives"
"KH02","Skilled Trades and Craft Practitioners","c108M01N24","twenty interviewed vine growers","A panel of twenty vine growers was selected for the viticulture interviews.","KH02","Skilled Trades and Craft Practitioners"
"KH02","Skilled Trades and Craft Practitioners","c108M01N25","five interviewed wine professionals","Five wine professionals were selected for the viticulture interviews.","KH02","Skilled Trades and Craft Practitioners"
"KH06","Domain Experts and Expert Reviewers","c108M01N26","work-psychology and Human and Social Sciences interview-guide experts","Interview guides were defined with experts in work psychology and Human and Social Sciences.","KH06","Domain Experts and Expert Reviewers"
"KH05","Scientific, Engineering, and Technical Professionals","c108M01N27","company IT personnel integrating the formal knowledge model","IT personnel were responsible for connecting the solution to the information system, implementing the final model, and developing services.","KH05","Scientific, Engineering, and Technical Professionals"
"KH06","Domain Experts and Expert Reviewers","c108M02N03","Domain experts","In industry, know-how acquisition is the most important step for building formal and digital solutions. It requires direct access to human knowledge and expertise.","KH06","Domain Experts and Expert Reviewers"
"KH02","Skilled Trades and Craft Practitioners","c108M02N05","Winemakers","A panel of twenty vine growers and five wine professionals is selected to be interviewed. The application of our knowledge elicitation method in this project allows collecting the domain know-how (vine cultivation, disease control, wine-making methods, etc.) of vine growers and winemakers.","KH02","Skilled Trades and Craft Practitioners"
"KH14","Organizational and Inter-organizational Collectives","c108M02N06","Fifty-five employees","fifty-five employees representing different departments of the company at several locations in the four countries are interviewed.","KH14","Organizational and Inter-organizational Collectives"
"KH03","Frontline and Operational Practitioners","c109M01N05","employees","Tacit knowledge is generated and used by employees in routine work and is described as experience-based insight held by employees.","KH03","Frontline and Operational Practitioners"
"KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role","c109M02N07","Senior-level managers","""Senior-level managers in manufacturing SMEs were initially briefed on the research goals and significance to gauge their willingness to participate""","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
"KH08","Executive and Strategic Leadership","c109M02N08","Top management","""focusing on top management of small and medium-sized firms in the manufacturing industry""","KH08","Executive and Strategic Leadership"
"KH16","Ambiguous Knowledge Holder(*)","c109M02N10","Individuals","""this knowledge, deeply rooted in individual experience, skills, and expertise, is challenging to express or replicate""","KH16","Ambiguous Knowledge Holder(*)"
"KH12","Peer Knowledge Contributors","c109M02N11","Team members","""Sharing tacit information enables team members to acquire practical skills, unique experiences, and specialized techniques, enhancing performance through cognitive innovation""","KH12","Peer Knowledge Contributors"
"KH14","Organizational and Inter-organizational Collectives","c109M02N12","External stakeholders","""GRC reflects the value derived from external relationships with customers, suppliers, and institutions""","KH14","Organizational and Inter-organizational Collectives"
"KH11","Educators, Trainers, and Mentors","c110M01N08","professors","Alumni reported consulting professors as an alternative when manuals were insufficient.","KH11","Educators, Trainers, and Mentors"
"KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role","c110M02N03","Alumni","Alumni often had to search for information independently in manuals","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
"KH12","Peer Knowledge Contributors","c111M01N09","colleagues","The personal-channel evidence includes conversations and exchanges of experience among colleagues.","KH12","Peer Knowledge Contributors"
"KH14","Organizational and Inter-organizational Collectives","c111M01N10","other innovative companies that use AI","Exchange with other innovative companies using AI was the most frequently identified personal channel.","KH14","Organizational and Inter-organizational Collectives"
"KH06","Domain Experts and Expert Reviewers","c111M01N11","external consultants","External consultants are identified as a personal knowledge-acquisition channel, and advisory institutions contribute to the information pool.","KH06","Domain Experts and Expert Reviewers"
"KH13","Commercial and Value-Chain Professionals","c111M01N12","external partners who offer AI solutions","Table 4 identifies external partners who offer AI solutions as a personal channel.","KH13","Commercial and Value-Chain Professionals"
"KH14","Organizational and Inter-organizational Collectives","c111M01N13","institutes at universities","Table 4 identifies contacts with institutes at universities as a knowledge-acquisition channel.","KH14","Organizational and Inter-organizational Collectives"
"KH13","Commercial and Value-Chain Professionals","c111M02N17","Senior Controllers","controllers in managerial positions from eleven globally active manufacturing companies","KH13","Commercial and Value-Chain Professionals"
"KH13","Commercial and Value-Chain Professionals","c111M02N18","Employees in controlling departments","employees who perform analytical and reporting tasks within the controlling function","KH13","Commercial and Value-Chain Professionals"
"KH14","Organizational and Inter-organizational Collectives","c111M02N19","IT Department","This enabled her to transfer her way of thinking in algorithms to the area of controlling and thus to develop targeted solutions with the IT department","KH14","Organizational and Inter-organizational Collectives"
"KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role","c113M02N14","Participants (students)","a total of thirteen participants were involved in this experiment... They were all students","KH15","Other (*) – Insufficient Evidence of a Knowledge-Holding Role"
"KH03","Frontline and Operational Practitioners","c113M02N15","Aircraft Maintenance Technicians (AMT)","Visual inspection requires Aircraft Maintenance Technician (AMT) to identify certain characteristics of all types of faults","KH03","Frontline and Operational Practitioners"
"KH03","Frontline and Operational Practitioners","c113M02N16","Workers/Employees","upskilling employees' competencies to handle and maintain the complex engineering assets (CEAs) is indispensable","KH03","Frontline and Operational Practitioners"
"KH14","Organizational and Inter-organizational Collectives","c114M01N06","partners in digital technology innovation networks","Firms with higher centrality have more partners and maintain cooperative relationships that provide access to technological knowledge resources.","KH14","Organizational and Inter-organizational Collectives"
"KH14","Organizational and Inter-organizational Collectives","c114M02N05","Partners in Innovation Network","partners with strong relationships are more stable with each other due to frequent transactions","KH14","Organizational and Inter-organizational Collectives"
"KH10","Researchers, Analysts, and Knowledge Developers","c114M02N06","R&D Personnel","number of R&D personnel as a control variable affecting innovation performance","KH10","Researchers, Analysts, and Knowledge Developers"
"KH07","Operational, Project, and Middle Managers","c115M02N02","Middle and senior managers","""Data were collected from middle and senior-level managers of the surveyed firms""","KH07","Operational, Project, and Middle Managers"
"KH14","Organizational and Inter-organizational Collectives","c115M02N04","Firms/Manufacturing companies","""The surveyed firms were in food processing and manufacturing, building material manufacturing, automotive and spare parts, textile and apparel manufacturing, mechanical, metal and engineering, and medical""","KH14","Organizational and Inter-organizational Collectives"
"KH08","Executive and Strategic Leadership","c115M02N09","Digital transformational leaders","""Leaders who embrace digital transformation are often referred to as 'digital leaders'; they associate collaborative networks and maintain expertise in the digital domain""","KH08","Executive and Strategic Leadership"
"KH04","Customers, Users, and Service Recipients","c117M01N11","consumers","Firms use surveys and live discussions with consumers to understand markets and product acceptance.","KH04","Customers, Users, and Service Recipients"
"KH14","Organizational and Inter-organizational Collectives","c117M01N12","external communities","Internal platforms are used during the fuzzy front-end to invite ideas from external communities.","KH14","Organizational and Inter-organizational Collectives"
"KH06","Domain Experts and Expert Reviewers","c117M01N13","external experts","External experts are engaged through internal platforms to provide feedback on submitted ideas.","KH06","Domain Experts and Expert Reviewers"
"KH10","Researchers, Analysts, and Knowledge Developers","c117M01N14","R&D specialists","R&D specialists participate in cross-functional concept development through internal platforms.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH05","Scientific, Engineering, and Technical Professionals","c117M01N15","product designers","Product designers review ideas from different perspectives through internal platforms.","KH05","Scientific, Engineering, and Technical Professionals"
"KH10","Researchers, Analysts, and Knowledge Developers","c117M01N17","industry analysts","Industry analysts review ideas and contribute insights that firms may have missed.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH13","Commercial and Value-Chain Professionals","c117M01N18","tech suppliers","Tech suppliers participate in idea review through internal social-media platforms.","KH13","Commercial and Value-Chain Professionals"
"KH08","Executive and Strategic Leadership","c117M02N07","Product Innovation Managers","Product Innovation Managers...senior managers responsible for product and innovation strategy","KH08","Executive and Strategic Leadership"
"KH10","Researchers, Analysts, and Knowledge Developers","c117M02N08","Product Research Specialists","Product Research Specialists...involved in early product research activities","KH10","Researchers, Analysts, and Knowledge Developers"
"KH13","Commercial and Value-Chain Professionals","c117M02N09","Product Insights Developers","Product Insights Developers...responsible for consumer and market insights","KH13","Commercial and Value-Chain Professionals"
"KH16","Ambiguous Knowledge Holder(*)","c117M02N11","External innovators","We engage with innovators, tech suppliers, product designers, researchers, and industry analysts","KH16","Ambiguous Knowledge Holder(*)"
"KH10","Researchers, Analysts, and Knowledge Developers","c119M01N46","robot knowledge-acquisition researchers","The researchers selected concepts, defined semantic classes, and checked retrieved-image inconsistencies.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH16","Ambiguous Knowledge Holder(*)","c119M02N08","Pepper humanoid robot platform (knowledge holder)","The platform used to test our work is the humanoid robot Pepper","KH16","Ambiguous Knowledge Holder(*)"
"KH16","Ambiguous Knowledge Holder(*)","c120M02N12","Optimal Scheduling Schemes","...a large number of optimal scheduling schemes... Based on these scheduling schemes, a large number of training samples can be acquired.","KH16","Ambiguous Knowledge Holder(*)"
"KH16","Ambiguous Knowledge Holder(*)","c120M02N13","Historical Data","...a large amount of historical data has been accumulated...","KH16","Ambiguous Knowledge Holder(*)"
"KH14","Organizational and Inter-organizational Collectives","c121M01N08","recycling-business enterprises","The survey examined enterprises engaged in the recycling business and their acquisition, inheritance, updating, and application of knowledge.","KH14","Organizational and Inter-organizational Collectives"
"KH13","Commercial and Value-Chain Professionals","c121M01N09","circular-supply-chain suppliers","Material recovery data from suppliers are identified as knowledge inputs recombined by generative capability.","KH13","Commercial and Value-Chain Professionals"
"KH04","Customers, Users, and Service Recipients","c121M01N10","used-product consumers","Consumer preferences, expectations for environmentally friendly products, and return behavior are external knowledge inputs.","KH04","Customers, Users, and Service Recipients"
"KH06","Domain Experts and Expert Reviewers","c122M01N13","domain experts","Domain experts participated in real-time exchange and discussions from which respondents acquired insights.","KH06","Domain Experts and Expert Reviewers"
"KH12","Peer Knowledge Contributors","c122M01N14","individuals from different departments","Respondents frequently collaborated in the Metaverse with individuals from different departments.","KH12","Peer Knowledge Contributors"
"KH12","Peer Knowledge Contributors","c122M01N15","individuals from different roles","Respondents frequently collaborated in the Metaverse with individuals from different roles.","KH12","Peer Knowledge Contributors"
"KH12","Peer Knowledge Contributors","c122M01N16","individuals from different organisations","Respondents frequently collaborated in the Metaverse with individuals from different organisations.","KH12","Peer Knowledge Contributors"
"KH14","Organizational and Inter-organizational Collectives","c122M01N17","external partners","Respondents interacted regularly with external partners through Metaverse platforms to support innovation.","KH14","Organizational and Inter-organizational Collectives"
"KH06","Domain Experts and Expert Reviewers","c122M02N03","Domain Experts and Senior Engineers","Employees with high DL are more proficient in using immersive platforms, extracting key information and translating knowledge into task-related decisions","KH06","Domain Experts and Expert Reviewers"
"KH14","Organizational and Inter-organizational Collectives","c124M01N11","mechanical maintenance teams","Maintenance teams identify useful information, combine it with operational-level knowledge, and modify maintenance approaches.","KH14","Organizational and Inter-organizational Collectives"
"KH14","Organizational and Inter-organizational Collectives","c124M01N12","mechanical-system technical unit","The technical unit identifies useful external information, combines it with operational-level knowledge, and modifies maintenance approaches.","KH14","Organizational and Inter-organizational Collectives"
"KH05","Scientific, Engineering, and Technical Professionals","c124M02N11","Mechanical Engineers","Professional role involved in maintenance processes and technological decision-making","KH05","Scientific, Engineering, and Technical Professionals"
"KH07","Operational, Project, and Middle Managers","c124M02N12","Maintenance Managers","Professional role responsible for maintenance decision-making","KH07","Operational, Project, and Middle Managers"
"KH07","Operational, Project, and Middle Managers","c124M02N13","Technical Supervisors","Professional role overseeing maintenance operations","KH07","Operational, Project, and Middle Managers"
"KH03","Frontline and Operational Practitioners","c124M02N14","Operational Employees","Staff directly involved in operational maintenance activities","KH03","Frontline and Operational Practitioners"
"KH10","Researchers, Analysts, and Knowledge Developers","c125M01N13","researchers","Researchers developed the two-day workshop and, with engineering students, experiential-learning modules.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH10","Researchers, Analysts, and Knowledge Developers","c125M01N14","engineering students","Engineering students assess readiness, co-develop solutions, and develop system-based and experiential-learning modules.","KH10","Researchers, Analysts, and Knowledge Developers"
"KH14","Organizational and Inter-organizational Collectives","c125M01N15","industrial partners","Industrial partners supply company pain points and collaborate with engineering students in developing solutions.","KH14","Organizational and Inter-organizational Collectives"
"KH08","Executive and Strategic Leadership","c125M01N16","small manufacturing business owners","Owners participated in the maturity-model activity concerning their businesses’ potential pain points.","KH08","Executive and Strategic Leadership"
"KH03","Frontline and Operational Practitioners","c125M02N10","Shop floor workers","small manufacturing business managers and their shop floor workers to engage with engineering students","KH03","Frontline and Operational Practitioners"
"KH06","Domain Experts and Expert Reviewers","c126M01N08","blockchain industry experts","Industry experts are identified as external sources of BT-related knowledge.","KH06","Domain Experts and Expert Reviewers"
"KH14","Organizational and Inter-organizational Collectives","c126M02N10","Manufacturing Firms","Manufacturing firms are characterized by tangible product outputs and complex supply chain networks","KH14","Organizational and Inter-organizational Collectives"
"KH14","Organizational and Inter-organizational Collectives","c126M02N11","IT Firms","IT firms typically focus on intangible products and services and operate in a rapidly evolving digital landscape","KH14","Organizational and Inter-organizational Collectives"
