"node_id","node_name","category","evidence_label","case_title","evidence_statement","object_definition","evidence_location","sub_category_id","sub_category"
"c204M01N03","Intellectual Capital","Tacit Knowledge","E","A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance","Partner firms exchange intellectual capital to accelerate innovation.","Intangible human and organizational knowledge assets.","Page 1, Source 32","TK12","Collective others"
"c205M01N04","Experience in handling historical similar faults and case analysis","Tacit Knowledge","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","provide engineers with experience in handling historical similar faults and case analysis","The uncodified practical know-how, insights, and mental troubleshooting schemas built by engineers over time","Page 5, Source 207","TK01","Somatic experiential know-how"
"c205M01N05","Expert domain knowledge ability","Tacit Knowledge","E","Research On The Construction Of Aerospace Quality Knowledge System And Proactive Services","evaluating the expert's comprehensive competence level and domain knowledge ability","Advanced technical mastery, cognitive problem-solving strategies, and intuition possessed by certified specialists","Page 5, Source 217","TK06","Cognitive expert judgment"
"c206M01N03","Safe behavioral response in working at heights","Tacit Knowledge","E","Analysis Of The Feasibility Of Immersive Virtualization In Technical Training","makes it possible to present the worker with the dangers and risks present in a given situation, making it possible, through actions, procedures and attitudes, to act preventively","Uncodified physical coordination and continuous hazard awareness needed to survive dangerous assignments","Page 2, Introduction","TK09","Cognitive situational problem-solving"
"c206M01N04","Technical knowledge of regulatory norms","Tacit Knowledge","E","Analysis Of The Feasibility Of Immersive Virtualization In Technical Training","The great differential of the proposed method is to reconcile the technical knowledge of the instructor with the possibility of practical simulations","Expert mental models and interpretative capacities regarding regulatory implementation safety structures","Page 4, Method","TK06","Cognitive expert judgment"
"c206M02N03","Understanding of applied content","Tacit Knowledge","E","Analysis Of The Feasibility Of Immersive Virtualization In Technical Training","Question 8 asks: 'Compared to online platforms... do you think immersive virtualization provided a greater understanding of the applied content?'","Not mentioned","p.11, Appendix A Q8","TK10","Cognitive others"
"c206M02N04","Assertiveness in high-risk situations","Tacit Knowledge","E","Analysis Of The Feasibility Of Immersive Virtualization In Technical Training","Question 10: 'Do you believe that immersive training contributes to greater assertiveness and understanding in working at heights and in confined spaces?'","Not mentioned","p.11, Appendix A Q10","TK09","Cognitive situational problem-solving"
"c206M02N05","Hazard identification performance","Tacit Knowledge","I","Analysis Of The Feasibility Of Immersive Virtualization In Technical Training","The paper cites Souto & Albuquerque (2015) stating safety innovation focuses on whether the worker can perceive risks of the environment.","Not mentioned","p.3","TK09","Cognitive situational problem-solving"
"c207M01N01","Tacit Expert Work Sequences","Tacit Knowledge","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","Observations show that both experts perform certain tasks in a different order, adhering to their own expertise. They also indicated that they perform some steps differently than described in the instructions.","Uncodified specialized procedural sequences and physical task adaptations held in memory by experienced personnel.","PAGE 5, Lines 268-270","TK02","Somatic procedural know-how"
"c207M01N02","Systematic Measurement Processes","Tacit Knowledge","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","beginners sometimes make fewer errors because they perform the measurement processes more systematically than experts.","Structured hands-on execution steps utilized by novice operators to maintain precision under training conditions.","PAGE 4, Lines 171","TK02","Somatic procedural know-how"
"c207M02N01","Expert knowledge (specialist expertise)","Tacit Knowledge","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","Experts possess specialist expertise that is difficult to codify.","Not mentioned","Page 2: 'aging experts retire, new employees might struggle to fully acquire the necessary knowledge and expertise'","TK06","Cognitive expert judgment"
"c207M02N02","Mental rotation skill","Tacit Knowledge","E","Knowledge Retention Through Cognitive Support Technology (Cst) In The Manufacturing Industry: A Process Inventory","Interpreting 3D objects from 2D construction drawings requires mental rotation.","Not mentioned","Page 3: 'interpreting construction drawings, in which a 3D object is displayed in a 2D image. Interpreting these drawings is often difficult'","TK09","Cognitive situational problem-solving"
"c209M01N06","Early user signals","Tacit Knowledge","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","External platforms are primarily used to surface early user signals and refine market understanding.","Uncodified raw expressions of user needs and behavioral tendencies","Page 1, Page 11","TK10","Cognitive others"
"c209M01N07","Expert-driven collaboration","Tacit Knowledge","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","Internal platforms enable secure, expert-driven collaboration under tighter governance conditions.","Uncodified routine and interaction patterns of specialized professionals working together securely","Page 1, Page 6","TK11","Collective teamwork know-how"
"c209M02N09","Expert judgment","Tacit Knowledge","E","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","Our R&D experts evaluate... only those with potential for further development","Uncodified evaluation skill held by R&D professionals","Page 13, Section 4.4.1","TK06","Cognitive expert judgment"
"c209M02N10","Situational awareness","Tacit Knowledge","I","The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry","understand where the markets and consumers for our products are","Real-time market sensing ability","Page 12, Section 4.3.1","TK09","Cognitive situational problem-solving"
"c211M01N02","Tacit knowledge from experts","Tacit Knowledge","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Blending tacit knowledge from experts with AI in immersive platforms","Uncodified skills, operational routines, and experiential know-how held by individuals","PAGE 12","TK10","Cognitive others"
"c211M01N03","Contextual knowledge","Tacit Knowledge","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Thus, knowledge warehouse helps to assess past decisions, identify lacunas, helping to assess tacit and contextual knowledge rather than analyzing only explicit data.","Situation-specific understanding of complex workflows and operational dependencies","PAGE 15","TK10","Cognitive others"
"c211M02N03","tacit and contextual knowledge","Tacit Knowledge","E","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","helping to assess tacit and contextual knowledge rather than analyzing only explicit data","Tacit knowledge is uncodified, experience-based know-how; contextual knowledge is situation-specific understanding.","Page 15, lines 2-3","TK10","Cognitive others"
"c211M02N04","intuition","Tacit Knowledge","I","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","Blending tacit knowledge from experts with AI in immersive platforms (Table 2)","Intuition is a form of tacit knowledge used in decision-making.","Page 12, Table 2","TK07","Cognitive decision rules"
"c211M02N05","know-how","Tacit Knowledge","I","Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies","KBV underscores competitive advantage from creation, sharing, integration and application of both explicit and tacit knowledge","Know-how refers to practical skills and techniques.","Page 5, lines 4-6","TK02","Somatic procedural know-how"
