sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"EK06","Codified Evaluative Knowledge","c212M02N04","CASES self-efficacy scale","To measure self-efficacy, the College Academic Self-Efficacy Scale (CASES) was utilized, as enhanced by Ifdil et al. The validity of the scale was assessed using Cronbach's alpha analysis, indicating a coefficient α>0.3 confirming validity of 33 CASES items.","EK06","Codified Evaluative Knowledge"
"EK06","Codified Evaluative Knowledge","c212M02N05","Moral behavior test","The moral behavior test, developed based on existing scales and tests in medical ethics, was used to assess moral behavior. The test included situational tasks and questions evaluating ethical decision-making. The test was validated with Cronbach's alpha coefficient of 0.87.","EK06","Codified Evaluative Knowledge"
"EK02","Codified Descriptive Knowledge","c213M01N01","Wisconsin breast cancer digitized FNA image dataset","The cancer application used the Wisconsin breast cancer dataset containing features computed from digitized fine needle aspirate images of breast masses.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M01N03","Parkinson’s disease biomedical voice dataset","The Parkinson’s disease application used biomedical voice measurements from 31 individuals and 195 voice recordings.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M01N04","Parkinson’s disease biomedical voice measurements","Each record contains biomedical voice measurements used to differentiate healthy individuals from individuals with Parkinson’s disease.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M01N05","healthcare supplier selection dataset","The supplier-selection application simulated data from a publicly available supplier-selection dataset.","EK02","Codified Descriptive Knowledge"
"EK05","Codified Predictive Knowledge","c213M01N07","healthcare-provider breast cancer prediction models","Ten healthcare-provider nodes trained and cross-evaluated classification models using their allocated breast-cancer data.","EK05","Codified Predictive Knowledge"
"EK05","Codified Predictive Knowledge","c213M01N08","healthcare-provider Parkinson’s disease classification models","Provider nodes trained and evaluated models that differentiated healthy individuals from individuals with Parkinson’s disease.","EK05","Codified Predictive Knowledge"
"EK05","Codified Predictive Knowledge","c213M01N09","healthcare-provider supplier selection classification models","Each healthcare provider trained a classification model for selecting suppliers and shared it for cross-node evaluation.","EK05","Codified Predictive Knowledge"
"EK05","Codified Predictive Knowledge","c213M01N10","healthcare-provider predictive model parameters and updates","Providers retain their data while sharing trained model parameters or model updates through the blockchain.","EK05","Codified Predictive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M01N11","healthcare-provider breast cancer hold-out validation sets","Each institution retained a test portion of its breast-cancer data and used local validation data to evaluate peer models.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M01N12","healthcare-provider Parkinson’s disease hold-out validation sets","Each provider’s Parkinson’s dataset was divided into training and test sets while preserving the original class distribution.","EK02","Codified Descriptive Knowledge"
"EK07","Codified Outcome Knowledge","c213M01N14","cross-provider breast cancer model accuracy scores","Table 3 reports the accuracy of each provider-trained model when tested at every provider node.","EK07","Codified Outcome Knowledge"
"EK07","Codified Outcome Knowledge","c213M01N16","cross-provider supplier selection model accuracy scores","Table 7 compares the accuracy of supplier-selection models across healthcare-provider nodes.","EK07","Codified Outcome Knowledge"
"EK07","Codified Outcome Knowledge","c213M01N19","best-performing supplier selection model at each provider node","Several supplier-selection models trained by other nodes outperformed a provider’s locally trained model.","EK07","Codified Outcome Knowledge"
"EK05","Codified Predictive Knowledge","c213M02N04","Local Predictive Models","Each node trains a local predictive model using its historical and real-time data","EK05","Codified Predictive Knowledge"
"EK07","Codified Outcome Knowledge","c213M02N06","Benchmark Accuracy Scores","Each node benchmarks the performance of received models on its own hold-out validation set","EK07","Codified Outcome Knowledge"
"EK02","Codified Descriptive Knowledge","c213M02N09","Wisconsin Breast Cancer Dataset","contains features computed from digitized images of fine needle aspirates (FNA) of breast mass","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M02N11","Supplier Selection Data","data have been simulated from a publicly available supplier selection dataset available at www.kaggle.com","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c213M02N12","Local Training Data","data was further split into training (80%) and test (20%) sets","EK02","Codified Descriptive Knowledge"
"EK03","Codified Procedural Knowledge","c214M01N01","official operation manuals","The domain-specific knowledge base was developed using official operation manuals.","EK03","Codified Procedural Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c214M01N04","domain-specific knowledge base","Validated domain content was embedded in a RAG-based knowledge base for LLM interaction.","EK09","Ambiguous Explicit Knowledge(*)"
"EK06","Codified Evaluative Knowledge","c214M01N05","expert-crafted reference answers","Learner responses were compared with expert-crafted reference answers using structured prompting.","EK06","Codified Evaluative Knowledge"
"EK02","Codified Descriptive Knowledge","c214M01N06","hazard analysis","All experimental groups received identical content including hazard analysis.","EK02","Codified Descriptive Knowledge"
"EK06","Codified Evaluative Knowledge","c214M01N07","risk assessment","All experimental groups received identical content including risk assessment.","EK06","Codified Evaluative Knowledge"
"EK03","Codified Procedural Knowledge","c214M01N08","operational procedures","All experimental groups received identical content including operational procedures.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c214M02N01","Nuclear safety operation manuals","The domain-specific knowledge base was developed using official operation manuals and safety training handbooks","EK03","Codified Procedural Knowledge"
"EK06","Codified Evaluative Knowledge","c214M02N03","Expert-crafted reference answers for safety scenarios","The system employed a LLM which compared each learner's input with expert-crafted reference answers using structured prompting","EK06","Codified Evaluative Knowledge"
"EK06","Codified Evaluative Knowledge","c214M02N04","Scenario-specific nuclear safety assessment questions","Within this system, a library of scenario-specific questions prompts users to respond as part of their training","EK06","Codified Evaluative Knowledge"
"EK03","Codified Procedural Knowledge","c214M02N05","Nuclear safety operational protocols","It delivers essential knowledge and skills to trainers, including standard operational procedures, human error preventions, risk assessment skills, and occupational health protocols","EK03","Codified Procedural Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c214M02N06","Professional nuclear safety training documents","Detailed professional safety documents were crafted to describe the training scenarios and subsequently uploaded to the knowledge base","EK09","Ambiguous Explicit Knowledge(*)"
"EK04","Codified Explanatory Knowledge","c215M01N01","physiological knowledge of the pulse pressure difference","The authors introduce PPR to capture physiological knowledge concerning the pulse-pressure difference.","EK04","Codified Explanatory Knowledge"
"EK04","Codified Explanatory Knowledge","c215M01N02","dependence between SBP and DBP","The PPR objective emphasizes the dependence between systolic and diastolic blood pressure.","EK04","Codified Explanatory Knowledge"
"EK02","Codified Descriptive Knowledge","c215M01N03","individual average pulse pressure","Pulse pressure is calculated as the average SBP-DBP difference for each person.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M01N04","handcrafted physiological features","The selected physiological features have established physiological significance and demonstrated effectiveness in cuffless BP estimation.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M01N05","information from previous features","The trained model weights already contain some information learned from previous features.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M01N07","incremental biosignal mapped features","PPG is the initial signal, followed by ECG and PPW as incremental signal inputs.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M01N08","reference BP measurements","Reference SBP and DBP values serve as ground truth for training and evaluation.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M02N01","Handcrafted morphological and frequency-domain feature vectors","The features utilized are outlined in Table V, where the last four rows represent demographics.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M02N02","CAS-BP large-scale wearable BP dataset (1,272 subjects)","CAS-BP dataset, provided by the Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, comprises 10,146 measurements collected from 1,272 subjects","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M02N04","Systolic Blood Pressure (SBP) reference values in wearable BP datasets","Y_s for SBP... Systolic BP (SBP)","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c215M02N07","Multiday biosignal training samples (PPG, ECG, PPW)","Given the training dataset {X,Y} | X∈R^(N×M), Y∈R^(N×C)","EK02","Codified Descriptive Knowledge"
"EK01","Codified Normative Knowledge","c216M01N01","CPR training guidelines provided by the American Heart Association","The platform used CPR training guidelines provided by the American Heart Association.","EK01","Codified Normative Knowledge"
"EK01","Codified Normative Knowledge","c216M01N02","naloxone training guidelines provided by SAMHSA","The platform used naloxone training guidelines provided by SAMHSA.","EK01","Codified Normative Knowledge"
"EK03","Codified Procedural Knowledge","c216M01N03","opioid-overdose recognition and naloxone-response knowledge","Assessments covered overdose signs, naloxone effects, repeat dosing, and emergency response.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c216M01N04","ReviveXR safety instructions for syringes and fentanyl contamination","Safety instructions were added concerning syringes and fentanyl skin contamination.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c216M01N05","ReviveXR real-time naloxone and rescue-breathing instructions","Real-time instructions were integrated into naloxone administration and rescue breathing.","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c216M02N01","ReviveXR naloxone administration protocol","ReviveXR participants learned the following skills: evaluation... administering intranasal naloxone spray","EK03","Codified Procedural Knowledge"
"EK02","Codified Descriptive Knowledge","c216M02N02","Overdose recognition signs (slow breathing/small pupils)","Correctly identifying slow/shallow breathing as an overdose sign significantly increased from 80% to 100% and very small pupils from 52% to 88%.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c216M02N03","Naloxone 1‑hour effect duration knowledge","Participants' understanding of the duration of naloxone's effect increased from 32% to 72% (p = 0.002).","EK02","Codified Descriptive Knowledge"
"EK03","Codified Procedural Knowledge","c216M02N04","Second naloxone dose protocol","Knowledge of the need for a second naloxone dose improved from 72% to 100% (p = 0.008).","EK03","Codified Procedural Knowledge"
"EK01","Codified Normative Knowledge","c216M02N05","Mandatory 911 call requirement","Mean for incorrectly answering 'No need to call for an ambulance if I know how to manage an overdose' decreased to zero in round 2.","EK01","Codified Normative Knowledge"
"EK03","Codified Procedural Knowledge","c216M02N06","AHA rescue breathing technique knowledge","Perceived effectiveness of rescue breathing increased from a mean of 3.84 to 4.68 (p < 0.001).","EK03","Codified Procedural Knowledge"
"EK06","Codified Evaluative Knowledge","c216M02N10","Modified Learning Self‑Efficacy Scale (L‑SES)","These surveys evaluated participants' learning self‑efficacy using a modified version of the Learning Self‑Efficacy Scale (L‑SES) adjusted for naloxone.","EK06","Codified Evaluative Knowledge"
"EK06","Codified Evaluative Knowledge","c216M02N11","Opioid Overdose Knowledge Scale (OOKS)","Baseline assessment... included... opioid‑related knowledge [measured by OOKS]","EK06","Codified Evaluative Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c217M01N01","teaching resources","The questionnaire measured how many teaching resources educators had shared, and whether technology helped them obtain and share educational resources.","EK09","Ambiguous Explicit Knowledge(*)"
"EK09","Ambiguous Explicit Knowledge(*)","c217M01N02","teaching content","The quality measure asked whether shared teaching content could solve colleagues' practical problems; 75 percent reported that it could.","EK09","Ambiguous Explicit Knowledge(*)"
"EK09","Ambiguous Explicit Knowledge(*)","c217M02N02","Shared Nursing Teaching Materials","""How many teaching resources have I shared in the past month?"" - measure of knowledge sharing frequency.","EK09","Ambiguous Explicit Knowledge(*)"
"EK08","Codified Experiential Knowledge","c217M02N03","Shared Nursing Teaching Experience","""The teaching experience I shared has been recognized and adopted by my colleagues."" - measure of knowledge sharing quality.","EK08","Codified Experiential Knowledge"
"EK04","Codified Explanatory Knowledge","c217M02N34","Nursing Education Knowledge Management Model","This paper adopts the knowledge management model, combined with the unique context of nursing education, to explore the dual impact of organizational culture and technological environment.","EK04","Codified Explanatory Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c218M01N01","Pediatric neuro-oncology knowledge","NOTS was designed to equip multidisciplinary providers with essential knowledge related to neuro-oncological care.","EK09","Ambiguous Explicit Knowledge(*)"
"EK02","Codified Descriptive Knowledge","c218M01N03","CNS tumor diagnostics","Respondents identified CNS tumor diagnostics as an important course topic.","EK02","Codified Descriptive Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c218M01N04","CNS tumor treatment","Respondents identified CNS tumor treatment as an important course topic.","EK09","Ambiguous Explicit Knowledge(*)"
"EK09","Ambiguous Explicit Knowledge(*)","c218M01N05","Supportive and palliative care for children with CNS tumors","Supportive and palliative care was among the course elements frequently identified by respondents.","EK09","Ambiguous Explicit Knowledge(*)"
"EK09","Ambiguous Explicit Knowledge(*)","c218M01N06","Multidisciplinary team integration in pediatric neuro-oncology","Multidisciplinary team integration was identified as a valuable specialty-agnostic topic.","EK09","Ambiguous Explicit Knowledge(*)"
"EK09","Ambiguous Explicit Knowledge(*)","c218M01N07","Institutional CNS tumor care research proposal","Participating teams conceptualized a research project aimed at enhancing care for children with CNS tumors at their institutions.","EK09","Ambiguous Explicit Knowledge(*)"
"EK09","Ambiguous Explicit Knowledge(*)","c218M02N01","Pre-recorded neuro-oncology lecture curriculum","Pre-recorded lectures, rated highly by 73.5% of respondents, were appreciated for their content quality and flexibility","EK09","Ambiguous Explicit Knowledge(*)"
"EK03","Codified Procedural Knowledge","c218M02N02","Online neuro-oncology module curriculum","Participants are required to complete 9 weeks of online modules","EK03","Codified Procedural Knowledge"
"EK02","Codified Descriptive Knowledge","c218M02N03","Neuro-oncology clinical case studies","Participants also engaged in synchronous online sessions, guided online discussions, and clinical cases to illustrate theoretical concepts","EK02","Codified Descriptive Knowledge"
"EK03","Codified Procedural Knowledge","c218M02N05","Pediatric CNS tumor diagnostic protocols","respondents described CNS tumor diagnostics...as important topics","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c218M02N07","Pediatric neuro-oncology imaging/radiology","among these topics, the most frequently discussed elements were...radiology","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c218M02N09","Pediatric neuro-oncology MDT approach","among these topics, the most frequently discussed elements were...multidisciplinary team integration","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c218M02N10","Pediatric CNS tumor treatment protocols","respondents described...CNS tumor treatment as important topics","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c218M02N11","Pediatric CNS tumor neurosurgery","some respondents requested more lectures related to specific aspects of the treatment of children with CNS tumors (e.g., neurosurgical approach)","EK03","Codified Procedural Knowledge"
"EK03","Codified Procedural Knowledge","c218M02N13","Pediatric CNS tumor chemotherapy","some respondents requested more lectures related to specific aspects of the treatment of children with CNS tumors (e.g....chemotherapy)","EK03","Codified Procedural Knowledge"
"EK01","Codified Normative Knowledge","c219M01N02","curriculum syllabi","The knowledge system was based on standard textbooks and syllabi, and extracted content was checked against the curriculum syllabus.","EK01","Codified Normative Knowledge"
"EK02","Codified Descriptive Knowledge","c219M01N03","structured databases","Knowledge entities were extracted from structured sources such as databases.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c219M01N04","textual descriptions","Knowledge entities were extracted from unstructured sources such as textual descriptions.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c219M01N05","knowledge points","Key concepts and relationships were extracted and verified; the implemented platform contained 32 knowledge points.","EK02","Codified Descriptive Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c219M01N06","multiformat teaching resources","Videos, cases, text, images, literature, guidelines, and instructional videos were linked to knowledge points.","EK09","Ambiguous Explicit Knowledge(*)"
"EK02","Codified Descriptive Knowledge","c219M01N07","formal ontology model","Validated knowledge was formally structured into a unified ontology model defining classes, properties, and hierarchies.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c219M01N08","RDF triples","The ontology model was transformed into RDF triples; knowledge was represented as entity–relationship–entity triplets.","EK02","Codified Descriptive Knowledge"
"EK01","Codified Normative Knowledge","c219M01N09","relationship dictionary","A formal ontology with relations such as ""has part"" and ""is an attribute of"" was established.","EK01","Codified Normative Knowledge"
"EK06","Codified Evaluative Knowledge","c219M01N10","assessment questions","The platform contained 55 assessment questions designed to evaluate knowledge-point mastery.","EK06","Codified Evaluative Knowledge"
"EK02","Codified Descriptive Knowledge","c219M02N01","Internal medicine nursing curriculum knowledge","The detailed development process of the KG-DTPNursing... grounded in constructivism theory, and the analysis, design, development, implementation, and evaluation (ADDIE) instructional design model","EK02","Codified Descriptive Knowledge"
"EK03","Codified Procedural Knowledge","c219M02N02","Internal medicine nursing clinical problem-solving competencies","The platform was structured around a four-layer framework... Problem system layer: Bridges theory and practice by challenging students with clinical problems, thereby developing their clinical reasoning and competency","EK03","Codified Procedural Knowledge"
"EK06","Codified Evaluative Knowledge","c219M02N03","Internal medicine nursing assessment questions","The KG-DTPNursing platform incorporated a total of... 55 assessment questions designed to evaluate knowledge point mastery","EK06","Codified Evaluative Knowledge"
"EK09","Ambiguous Explicit Knowledge(*)","c219M02N04","Internal medicine nursing teaching resources","The KG-DTPNursing platform incorporated a total of... 65 teaching resources (e.g., high-quality literature, guidelines, and instructional videos)","EK09","Ambiguous Explicit Knowledge(*)"
"EK03","Codified Procedural Knowledge","c219M02N05","KG-DTPNursing user manual","A user manual was developed to familiarize nursing students with platform operations","EK03","Codified Procedural Knowledge"
"EK06","Codified Evaluative Knowledge","c219M02N06","Health Information Technology Usability Evaluation Scale (Health-ITUES)","The usability of KG-DTPNursing was assessed by the Chinese version of the Health Information Technology Usability Evaluation Scale (Health-ITUES) for Usability Assessment","EK06","Codified Evaluative Knowledge"
"EK06","Codified Evaluative Knowledge","c219M02N07","Information literacy questionnaire","Information literacy measured by a questionnaire which consists of 23 items with 4 dimensions: information awareness (5 items), computational thinking (5 items), digital learning and innovation (5 items), and information society responsibility (8 items)","EK06","Codified Evaluative Knowledge"
"EK02","Codified Descriptive Knowledge","c221M01N03","Palm tree manuscripts containing traditional medicine recipes","The proof of concept used ancient medicine recipe books, specifically palm tree manuscripts.","EK02","Codified Descriptive Knowledge"
"EK03","Codified Procedural Knowledge","c221M01N05","Medicinal recipes derived from ancient traditional medicine texts","Doctors with deep-rooted traditional medical knowledge develop medicinal recipes from ancient texts or books.","EK03","Codified Procedural Knowledge"
"EK02","Codified Descriptive Knowledge","c221M02N01","Puskola book palm tree manuscript recipe collections","Precious texts, like the 'puskola book'(palm tree manuscript), are at risk of being lost without digital preservation","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c221M02N03","Patient treatment outcome and history records","Medical recipe data, including treatment histories and physician details, are encapsulated in Model Cards","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c221M02N04","Medical recipe origin and ownership lineage data","Data provenance information of medical recipes and treatments is encoded into Model Card objects","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c221M02N05","Practitioner identity credential proofs","Digital identity proofs (SSI proofs) for doctors... as well as data provenance information for medical recipes and prescriptions are securely stored","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c221M02N06","Structured Model Card repositories","Medical recipe data, including treatment histories and physician details, are encapsulated in Model Cards and securely stored on the blockchain","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N01","osteosarcoma literature abstracts from PubMed","A PubMed search using osteosarcoma for 2003–2023 initially yielded 25,415 abstracts.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N02","cleaned corpus of 18,270 osteosarcoma articles","After invalid, retracted, and irrelevant records were removed, 18,270 articles remained.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N03","osteosarcoma entity-and-relationship dictionary","Manual annotation of approximately 400 papers produced a dictionary of entities and relationships.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N04","osteosarcoma disease-name classification dictionary","A classification dictionary was constructed to categorize disease entities with synonymous names.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N05","osteosarcoma labeled entity-and-relationship JSON data","Annotated text was exported to JSON and used as pretrained-model input.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N06","Gene Ontology","Gene Ontology was used to identify pivotal entity types and criteria.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N07","GeneCards","GeneCards was used to identify pivotal entity types and criteria.","EK02","Codified Descriptive Knowledge"
"EK02","Codified Descriptive Knowledge","c222M01N09","DrugBank","DrugBank was used to identify pivotal entity types and criteria.","EK02","Codified Descriptive Knowledge"
