sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"ED04","Natural & Climatic Environment","c108M02N28","Climate change","The future will tell if this system will allow the domain experts to control, as they wished at the beginning of the project, the modification of the organoleptic characteristics of their wines following the influence of climate change.","ED04","Natural & Climatic Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c108M02N29","Industry regulation","Not explicitly defined in the paper but implied by regulatory context in manufacturing.","ED01","Political, Regulatory & Jurisdictional Environment"
"ED03","Sociocultural & Societal Environment","c109M01N18","low-context, individualistic-communication culture","Canadian SMEs' use of AI-powered collaboration tools is described as aligning with their low-context, individualistic-communication culture.","ED03","Sociocultural & Societal Environment"
"ED03","Sociocultural & Societal Environment","c109M01N19","high-context, collectivist society","UAE SMEs' use of AI-based informal knowledge sharing systems is attributed to their high-context, collectivist society.","ED03","Sociocultural & Societal Environment"
"ED03","Sociocultural & Societal Environment","c109M02N41","Cultural context","""Cultural variation among UAE and Canadian SMEs influences the approaches, and the willingness to transfer knowledge""","ED03","Sociocultural & Societal Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c109M02N42","Regulatory environment","""In Canada where sustainable regulation is highly regulated and the labor market is skilled""","ED01","Political, Regulatory & Jurisdictional Environment"
"ED03","Sociocultural & Societal Environment","c109M02N44","Individualistic culture (Canada)","""Canadian SMEs which are orientated more individualistically in their culture, may employ some of the more structured methods""","ED03","Sociocultural & Societal Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c111M02N49","Data protection regulations","Data protection concerns; legal ambiguities; data protection regulations/laws","ED01","Political, Regulatory & Jurisdictional Environment"
"ED05","External Technological & Infrastructure Environment","c111M02N50","Cloud infrastructure availability","technical infrastructure (like network coverage and transmission speed), and appropriate cloud services","ED05","External Technological & Infrastructure Environment"
"ED08","Geographic & Physical Site Context","c113M01N30","camera-visible electronic-wiring image target","The Vuforia Engine identifies and tracks an image by comparing natural characteristics extracted from the camera picture with the predefined target resource database.","ED08","Geographic & Physical Site Context"
"ED10","Ambiguous Environmental Dependency(*)","c115M02N21","Stakeholder pressure","""Given the increasing pressure on manufacturing firms from various stakeholders to adopt sustainable business practices""","ED10","Ambiguous Environmental Dependency(*)"
"ED10","Ambiguous Environmental Dependency(*)","c115M02N23","Institutional pressures","""External factors that affect organizational cultures are the norms and standards, government regulations, competitor behavior, market demands, and broader technological trends. These exert pressure on organizations to adopt new technologies""","ED10","Ambiguous Environmental Dependency(*)"
"ED08","Geographic & Physical Site Context","c119M01N31","Pepper physical object environment","Bottom-up acquisition retrieves knowledge from perceived environmental elements, and Pepper observes objects placed along its path.","ED08","Geographic & Physical Site Context"
"ED08","Geographic & Physical Site Context","c120M02N22","Manufacturing Environment","...various manufacturing environments...","ED08","Geographic & Physical Site Context"
"ED01","Political, Regulatory & Jurisdictional Environment","c121M02N28","Regulatory adjustments","Enterprises use iterative innovation to adjust and improve their operating models and strategies... to respond effectively to changes in... policy or regulatory adjustments.","ED01","Political, Regulatory & Jurisdictional Environment"
"ED02","Economic, Market & Industry Environment","c121M02N29","Market demand changes","Enterprises use iterative innovation to adjust and improve their operating models and strategies. This approach enables them to respond effectively to changes in market demand.","ED02","Economic, Market & Industry Environment"
"ED02","Economic, Market & Industry Environment","c121M02N30","Technological advancements","Enterprises use iterative innovation to adjust and improve their operating models and strategies. This approach enables them to respond effectively to changes in... technological advancements.","ED02","Economic, Market & Industry Environment"
"ED10","Ambiguous Environmental Dependency(*)","c122M02N09","Sectoral Regulatory and Competitive Pressures","MGA reveals the differential impact of industrial context, providing a theoretical basis for tailored implementation strategies","ED10","Ambiguous Environmental Dependency(*)"
"ED02","Economic, Market & Industry Environment","c124M01N24","mechanical-maintenance technological turbulence","Technological turbulence represents the pace and uncertainty of technological change and strengthens the relationship between digital-twin maintenance and resilience.","ED02","Economic, Market & Industry Environment"
"ED08","Geographic & Physical Site Context","c125M02N21","Physical learning factory environment","proper implementation of physical learning factories to create appropriate (smart) manufacturing learning environments","ED08","Geographic & Physical Site Context"
"ED01","Political, Regulatory & Jurisdictional Environment","c125M02N22","Industry regulations and standards","not explicitly stated but implied by need for manufacturing businesses to stay competitive and comply","ED01","Political, Regulatory & Jurisdictional Environment"
"ED10","Ambiguous Environmental Dependency(*)","c126M01N29","access to external blockchain knowledge sources","Firms obtain BT-related knowledge from external sources such as industry experts, consultants, academic institutions, and professional networks.","ED05","External Technological & Infrastructure Environment"
"ED01","Political, Regulatory & Jurisdictional Environment","c126M01N30","access to current blockchain regulatory developments","External blockchain knowledge helps firms address regulatory compliance risks by remaining informed about regulatory developments.","ED01","Political, Regulatory & Jurisdictional Environment"
