sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"TE02","Human–Computer Interaction and Immersive Technologies","c007M02N35","Navisworks","construction simulation software (e.g., Navisworks, Revit and SketchUp)","TE02","Human–Computer Interaction and Immersive Technologies"
"TE04","Data, Information, and Knowledge Systems","c007M02N36","Revit","construction simulation software (e.g., Navisworks, Revit and SketchUp)","TE04","Data, Information, and Knowledge Systems"
"TE02","Human–Computer Interaction and Immersive Technologies","c007M02N37","SketchUp","construction simulation software (e.g., Navisworks, Revit and SketchUp)","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c007M02N38","Zalo","Available and free communication tools (e.g., Zalo, Line and Viber)","TE07","Mobile, Social and Communication Technologies"
"TE07","Mobile, Social and Communication Technologies","c007M02N39","Line","Available and free communication tools (e.g., Zalo, Line and Viber)","TE07","Mobile, Social and Communication Technologies"
"TE07","Mobile, Social and Communication Technologies","c007M02N40","Viber","Available and free communication tools (e.g., Zalo, Line and Viber)","TE07","Mobile, Social and Communication Technologies"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N29","natural language processing","The framework integrates NLP to process and analyze accident narrative text.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N30","deep learning","Deep learning was used for automatic feature extraction and representation learning from complex safety texts.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N32","Word2Vec","Word2Vec CBOW was used to pretrain word vectors for the embedding layer.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N34","Jieba","The Jieba package in Python was used for text-corpus preprocessing.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N35","gensim","The gensim library implemented Word2Vec to generate the embedding-layer word-vector matrix.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N36","TensorFlow","TensorFlow 2.6.0 formed part of the experimental environment used to construct the CNN model.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N37","Keras","Keras 2.7.0 formed part of the experimental environment used to construct the CNN model.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N38","mutual information","Mutual information measured the interdependence of adjacent words for phrase formation.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M01N39","information entropy","Left and right adjacency entropy was used to determine phrase boundaries and semantic completeness.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c008M02N26","Jieba package","use the Jieba package in Python language for text corpus preprocessing","TE01","Artificial Intelligence and Intelligent Computation"
"TE09","Ambiguous Digital Technology(*)","c008M02N27","Python language","Python language was used to crawl the accident data from 2013 to 2021 on the websites","TE09","Ambiguous Digital Technology(*)"
"TE01","Artificial Intelligence and Intelligent Computation","c009M01N28","GPT-4o","GPT-4o was used to extract requirements and generate methodology content.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c009M01N29","OpenAI text-embedding-ada-002","The model converted document chunks and queries into dense vector embeddings.","TE01","Artificial Intelligence and Intelligent Computation"
"TE04","Data, Information, and Knowledge Systems","c009M01N30","Pinecone vector database","Document embeddings were stored in Pinecone for real-time semantic similarity searches.","TE04","Data, Information, and Knowledge Systems"
"TE01","Artificial Intelligence and Intelligent Computation","c009M01N31","Vector embeddings","Historical chunks and new requirements were encoded into a common semantic vector space.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c009M01N32","Cosine similarity","Cosine similarity was used to identify and rank the closest historical proposals.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c009M01N33","Few-shot prompting","Retrieved methodology examples were supplied to GPT-4o to improve relevance, style, and factual grounding.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c009M01N34","LangChain","LangChain orchestrated retrieval, prompting, and generation steps.","TE01","Artificial Intelligence and Intelligent Computation"
"TE02","Human–Computer Interaction and Immersive Technologies","c009M01N35","Streamlit","A Streamlit interface allowed users to upload RFPs and review AI-generated drafts.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE09","Ambiguous Digital Technology(*)","c009M01N36","OpenAI API","The system accessed OpenAI embedding and language-model services through API access.","TE09","Ambiguous Digital Technology(*)"
"TE01","Artificial Intelligence and Intelligent Computation","c009M02N43","Natural Language Processing (NLP)","NLP techniques, including named entity recognition, text summarisation, and text generation","TE01","Artificial Intelligence and Intelligent Computation"
"TE02","Human–Computer Interaction and Immersive Technologies","c010M01N25","Qualtrics","The methodology overview identifies Qualtrics as the survey platform.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE04","Data, Information, and Knowledge Systems","c010M01N26","Microsoft Excel","The learning-preference survey was analyzed using descriptive statistics in Microsoft Excel.","TE04","Data, Information, and Knowledge Systems"
"TE02","Human–Computer Interaction and Immersive Technologies","c010M01N27","HoloLens 2","HoloLens 2 provided eye and head gaze data and was used to immerse participants in the MR environment.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c010M01N28","Unity3D game engine","The MR learning environment was developed using the Unity3D game engine.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE01","Artificial Intelligence and Intelligent Computation","c010M01N29","MATLAB","Training of the machine-learning models was conducted using MATLAB.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c010M01N30","Ensemble classifier","The Ensemble classifier was trained, tested, and identified as the most accurate classifier, with 83.3% test accuracy.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c010M01N31","Neural Network classifier","Neural Network was one of the three top-performing classifiers evaluated by the study.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c010M01N32","KNN classifier","K-Nearest Neighbors was one of the three top-performing classifiers evaluated by the study.","TE01","Artificial Intelligence and Intelligent Computation"
"TE02","Human–Computer Interaction and Immersive Technologies","c010M02N12","Virtual assistant","All scenes were equipped with a virtual assistant and menu interfaces","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c010M02N13","Menu interfaces","All scenes were equipped with a virtual assistant and menu interfaces","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c011M01N26","HTC VIVE","The platform used for the virtual training was the HTC VIVE, which consists of a helmet, two positioners, and two controllers.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c011M01N27","Unity game engine","Trainee interaction with the 3D models was coded in Unity through C# programming.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c012M01N30","Audio/video recording","Stories and interviews were audio- or video-recorded to preserve authenticity and emotional context.","TE05","Imaging, Sensing, and Perception Technologies"
"TE04","Data, Information, and Knowledge Systems","c012M02N33","Existing Digital KMS Platform","""Integrated into the existing digital KMS platform"" in the engineering consultancy","TE04","Data, Information, and Knowledge Systems"
"TE04","Data, Information, and Knowledge Systems","c012M02N34","Digital Repositories","""Digital repositories, multimedia tools, and databases"" used for explicit knowledge","TE04","Data, Information, and Knowledge Systems"
"TE05","Imaging, Sensing, and Perception Technologies","c012M02N42","Audio Recording","""Stories shared in workshops and interviews are audio or video-recorded, maintaining authenticity and preserving emotional context""","TE05","Imaging, Sensing, and Perception Technologies"
"TE04","Data, Information, and Knowledge Systems","c012M02N44","NVivo Software","""Audio-recorded stories and interviews were professionally transcribed... organized in NVivo for systematic management""","TE04","Data, Information, and Knowledge Systems"
"TE01","Artificial Intelligence and Intelligent Computation","c014M01N28","artificial intelligence","Artificial intelligence is integrated into knowledge-management initiatives.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c014M01N29","predictive analytics","Predictive analytics is used to make backup plans ahead of time.","TE01","Artificial Intelligence and Intelligent Computation"
"TE01","Artificial Intelligence and Intelligent Computation","c014M01N30","generative AI","The results identify generative AI tools such as Net Zero Cloud.","TE01","Artificial Intelligence and Intelligent Computation"
"TE07","Mobile, Social and Communication Technologies","c014M02N39","Collaborative platforms","Collaborative platforms also fosters better communication","TE07","Mobile, Social and Communication Technologies"
"TE01","Artificial Intelligence and Intelligent Computation","c014M02N41","Net zero cloud","Generative AI tools, such as the 'net zero cloud,' was noted to be used by some projects under CPEC","TE01","Artificial Intelligence and Intelligent Computation"
"TE02","Human–Computer Interaction and Immersive Technologies","c015M01N28","Vevox","Vevox was listed among the classroom technologies blended into ABL.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c015M01N29","Padlet","Padlet was listed among the classroom technologies blended into ABL.","TE07","Mobile, Social and Communication Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c015M01N30","Montimeter","Montimeter was listed among the classroom technologies blended into ABL.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE04","Data, Information, and Knowledge Systems","c015M01N31","Moodle","Moodle was listed among the classroom technologies blended into ABL.","TE04","Data, Information, and Knowledge Systems"
"TE07","Mobile, Social and Communication Technologies","c015M01N32","Teams","Teams was listed among the classroom technologies blended into ABL.","TE07","Mobile, Social and Communication Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c015M01N33","H5P","H5P was listed among the classroom technologies blended into ABL.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE07","Mobile, Social and Communication Technologies","c015M01N34","YouTube","Students identified YouTube as useful learning technology and described its use for scaffolding visualization.","TE07","Mobile, Social and Communication Technologies"
"TE09","Ambiguous Digital Technology(*)","c015M01N35","eBooks","A participant identified eBooks as useful learning technology.","TE09","Ambiguous Digital Technology(*)"
"TE02","Human–Computer Interaction and Immersive Technologies","c015M02N18","Mentimeter","blending classroom technologies such as Vevox, Padlet, Montimeter, Moodle, Teams, HSP","TE02","Human–Computer Interaction and Immersive Technologies"
"TE02","Human–Computer Interaction and Immersive Technologies","c015M02N21","HSP","blending classroom technologies such as Vevox, Padlet, Montimeter, Moodle, Teams, HSP","TE02","Human–Computer Interaction and Immersive Technologies"
"TE04","Data, Information, and Knowledge Systems","c016M01N22","Building Information Modelling (BIM)","BIM was combined with PtD and a centralized database and used for precise design-stage hazard and risk identification.","TE04","Data, Information, and Knowledge Systems"
"TE04","Data, Information, and Knowledge Systems","c016M01N23","Autodesk Revit","Autodesk Revit was used to create and sectorize the 3D model before export for 4D simulation.","TE04","Data, Information, and Knowledge Systems"
"TE02","Human–Computer Interaction and Immersive Technologies","c016M01N24","Navisworks","The model was exported to Navisworks for synchronization with the schedule and 4D simulation.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE04","Data, Information, and Knowledge Systems","c016M01N25","Microsoft Excel","The Phase 3 OHS management application was developed in Microsoft Excel and supplied data to the SQL server.","TE04","Data, Information, and Knowledge Systems"
"TE08","Rule-Based, Decision and Expert Systems","c016M01N26","macros","Macros were among the functions used to develop the Phase 3 template.","TE08","Rule-Based, Decision and Expert Systems"
"TE08","Rule-Based, Decision and Expert Systems","c016M01N27","Visual Basic programming","Visual Basic programming was used to develop the Phase 3 template.","TE08","Rule-Based, Decision and Expert Systems"
"TE04","Data, Information, and Knowledge Systems","c016M01N28","Microsoft Azure","The relational data server was developed on the Microsoft Azure platform.","TE04","Data, Information, and Knowledge Systems"
"TE04","Data, Information, and Knowledge Systems","c016M01N29","SQL server","Information from the PtD application feeds and is stored in a SQL server.","TE04","Data, Information, and Knowledge Systems"
"TE02","Human–Computer Interaction and Immersive Technologies","c016M01N30","PowerApps","PowerApps was used to create the application that visualizes earlier-phase information.","TE02","Human–Computer Interaction and Immersive Technologies"
"TE09","Ambiguous Digital Technology(*)","c016M02N28","Microsoft Project","scheduling activities in the Microsoft Project tool","TE09","Ambiguous Digital Technology(*)"
"TE03","Cyber-Physical Systems, IoT, and Smart Environments","c017M01N18","+200 geolocated wireless sensors","The IoT ecosystem includes more than 200 geolocated wireless sensors.","TE03","Cyber-Physical Systems, IoT, and Smart Environments"
"TE05","Imaging, Sensing, and Perception Technologies","c017M01N19","VS121 occupancy smart sensor","VS121 provides anonymous people-counting data.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c017M01N21","QPA1004 room air quality sensor","QPA1004 detects CO2 concentration, temperature, and humidity.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c017M01N22","EM500 industrial temperature equipment","EM500 is equipped with a high-precision PT100 sensor.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c017M01N23","Khomp Meteo meteorological station","Khomp Meteo combines seven sensors for weather variables.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c017M02N17","VSI21 Occupancy Sensor","The IoT ecosystem includes VSI21 sensors for anonymous people counting data to monitor and understand space utilization.","TE05","Imaging, Sensing, and Perception Technologies"
"TE05","Imaging, Sensing, and Perception Technologies","c017M02N18","AM307 IAQ Sensor","The IoT ecosystem includes AM307 Indoor Air Quality (IAQ) sensors to detect CO2, temperature, humidity, light, and other air quality metrics.","TE05","Imaging, Sensing, and Perception Technologies"
