sub_category_id,sub_category,node_id,node_name,evidence_statement,adjust_sub_category_id,adjust_sub_category
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c005M02N55","Incomplete hazard identification (<50%)","Construction workers were incapable of identifying more than 50% of the hazards in typical construction sites.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c005M02N56","Knowledge-to-practice gap","Not only would workers be aware of and able to react to hazards within the context of their specific trades but also would be able to identify, assess, and mitigate all potential risks that are related to the type of project being studied.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI14","Empirical Sample and Generalizability Limitations","c006M01N22","external loads analysed for only 7 of the 64 subjects","Lumbar load taking external loads into account was analysed for 7 out of the 64 subjects.","LI14","Empirical Sample and Generalizability Limitations"
"LI15","Ambiguous Limitation(*)","c006M01N23","unclear target audience and approaches for introducing assistive technologies","The paper states that the target audience and approaches for introducing assistive technologies were unclear.","LI15","Ambiguous Limitation(*)"
"LI13","Research Design, Measurement and Validation Flaws","c006M01N24","no significant difference in physical performance according to the presence or absence of LBP","A one-sided T-test found no significant difference in physical-performance evaluation according to the presence or absence of LBP.","LI13","Research Design, Measurement and Validation Flaws"
"LI13","Research Design, Measurement and Validation Flaws","c006M01N25","no significant difference in estimated load according to LBP history","A one-sided T-test found no significant difference between estimated load values for workers with and without an LBP history.","LI13","Research Design, Measurement and Validation Flaws"
"LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints","c006M02N37","No uniform effect on everyone","It doesn't have a uniform effect on everyone / It has to be a lower-priced product to be recognized in the construction industry.","LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints"
"LI13","Research Design, Measurement and Validation Flaws","c006M02N38","Lack of correlation between workload and assistive technologies","There is no correlation between the workload and the assistive technologies, it is unclear who the target audience is and what approaches can be taken to introduce such technologies.","LI13","Research Design, Measurement and Validation Flaws"
"LI07","Financial and Capital Constraints","c006M02N39","High cost of active assistive suits","Rubber-type assistive suits (passive type) are cheaper, more versatile, and more suited for construction work that involves a lot of fine and complex work than electric and air-type assistive suits (active type).","LI07","Financial and Capital Constraints"
"LI07","Financial and Capital Constraints","c006M02N40","Rubber-type suits are cheaper and more versatile","Rubber-type assistive suits (passive type) are cheaper, more versatile, and more suited for construction work that involves a lot of fine and complex work than electric and air-type assistive suits (active type).","LI07","Financial and Capital Constraints"
"LI15","Ambiguous Limitation(*)","c006M02N42","Lumbar load independent of age","We do not see a low trend in lumbar load by age, we can conclude that there is little need to limit work by age.","LI15","Ambiguous Limitation(*)"
"LI07","Financial and Capital Constraints","c007M01N26","limited budgets","Limited budgets prevent simultaneous implementation of all KMP factors.","LI07","Financial and Capital Constraints"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c007M01N28","high staff turnover","High staff turnover is an inherent SMCC challenge.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c007M01N29","risk of knowledge loss when employees depart","Reliance on critical human members creates knowledge-loss risk when employees depart.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c007M01N30","small workforce","A small workforce is an inherent SMCC challenge.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI07","Financial and Capital Constraints","c007M01N33","substantial investment costs and time","KM-system application demands substantial investment costs and time.","LI07","Financial and Capital Constraints"
"LI07","Financial and Capital Constraints","c007M01N34","costly maintenance of a KM system","A KM system can be costly to maintain and slow to yield tangible benefits.","LI07","Financial and Capital Constraints"
"LI07","Financial and Capital Constraints","c007M02N55","High Investment Costs","Investing in a KM system can be costly to maintain","LI07","Financial and Capital Constraints"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c007M02N56","Time to Yield Tangible Benefits","may take time to yield tangible benefits","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c007M02N57","Limited Attention to Other KMP Processes","KR, KS and KA received limited attention from top managers due to the inherent challenges faced by SMCCs","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c007M02N58","Ineffective KM Implementations","the effectiveness of these implementations was hindered by a lack of attention to other KMP processes","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c008M01N41","high time and cost requirements","Traditional domain-knowledge acquisition methods consume substantial time and cost.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N42","incomplete data","Traditional knowledge-acquisition methods are described as producing incomplete data.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI13","Research Design, Measurement and Validation Flaws","c008M01N43","subjective interference","Traditional domain-knowledge acquisition is affected by subjective interference factors.","LI13","Research Design, Measurement and Validation Flaws"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c008M01N44","high manual time and personnel requirements","Manual text classification requires substantial time and personnel.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N45","strong subjectivity and classification errors","Manual text classification is affected by strong subjectivity and classification errors.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N46","inefficient retrieval of valuable information","Manual organization of increasing database contents is time-consuming and inefficient, making valuable information difficult to retrieve.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N47","unstructured or semistructured textual data","Computers cannot automatically identify and process accident reports in unstructured or semistructured form without appropriate methods.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N48","manual feature and rule dependence","Conventional classifiers rely on manually defined features and rules that cannot encompass all information in complex safety texts.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N49","domain-dictionary dependence","Traditional segmentation quality depends on the completeness and continuous updating of domain-specific dictionaries.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI14","Empirical Sample and Generalizability Limitations","c008M01N50","limited and imbalanced accident-report samples","Performance varied with the number of reports by accident type, and the authors identified the total sample size as an area for improvement.","LI14","Empirical Sample and Generalizability Limitations"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N51","ambiguous accident-scene vocabulary","Words related to high altitude and machinery caused object-strike reports to be misclassified as falls or mechanical injuries.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N52","Chinese-language specificity","The proposed NLP approach focuses on Chinese text and may lose accuracy when directly applied to languages with different structures and rules.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N53","remaining object-strike classification weakness","Object-strike accidents had the lowest F1-score and weakest performance among the classified accident types.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M01N54","lack of practical tool development","The authors state that practical tool development is still lacking to translate the theoretical framework into tangible applications.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M02N35","Domain dictionary completeness","quality of text segmentation is directly influenced by the completeness and continuous updating of domain-specific dictionaries","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M02N36","Data sparsity","statistical language models have a data sparsity defect, meaning they have poor handling capabilities for certain special cases or rare vocabulary","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M02N37","Manual feature design requirement","shallow learning algorithms... usually require manual feature design and rely too much on human-extracted text features","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c008M02N39","Time consumption","manual text classification tasks require a lot of time and personnel","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M02N40","Computational complexity","shallow learning algorithms have high computational complexity when processing large-scale, high-dimensional data","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M02N41","Overfitting/underfitting","may suffer from overfitting and underfitting, which limits the classification performance","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI14","Empirical Sample and Generalizability Limitations","c008M02N43","Insufficient training samples","the quantity of text cases for different accident types... the small number of cases... was one reason for the low classification accuracy","LI14","Empirical Sample and Generalizability Limitations"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c008M02N44","Shallow learning performance limitations","traditional methods rely on manually defined features and rules for text classification and analysis, but it is difficult for the manually defined features and rules to encompass all the information","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M01N39","Fragmented bid-related data","Bid information was scattered across departments or databases because a centralized data system was lacking.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M01N40","Manual and repetitive bid tasks","The case process involved highly manual and repetitive document gathering, review, and drafting activities.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M01N41","Inconsistent documentation and formatting","Manual fragmented practices produced inconsistent documentation and formatting.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M01N42","Staff-turnover knowledge loss","The paper links knowledge loss risk to firms experiencing staff turnover.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M01N43","Context-specific customization requirement","Every bid must be customized to the client's specific requirements.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M01N44","Need for expert contextual judgment","Complex specifications and nuanced project risks make full automation impractical without expert input.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c009M01N45","PDF-only document support","The current extraction process supports only PDF documents.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI14","Empirical Sample and Generalizability Limitations","c009M01N46","No integrated Optical Character Recognition","Accuracy decreases for scanned or image-based documents because OCR was not integrated.","LI14","Empirical Sample and Generalizability Limitations"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c009M01N47","Limited two-firm historical dataset","The study used historical documents from two case-study firms and a 13-document knowledge base.","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M01N48","Textual methodology-only generation scope","The implemented generation component was limited to textual methodology sections for consulting proposals.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M01N49","Third-party API confidentiality risk","The paper notes potential privacy and confidentiality risks from transmitting bid documents through third-party APIs.","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M01N50","Limited knowledge transfer","The paper characterizes conventional bid preparation as constrained by limited knowledge transfer.","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M02N59","Manual labor intensity","Construction bid preparation remains predominantly manual, labour-intensive","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M02N61","Fragmented information storage","Fragmented information, inconsistent documentation, and limited knowledge transfer","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c009M02N62","Time pressure","Firms often deliver the 'best possible' bid within time constraints rather than the most optimal one","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI09","Organizational Culture, Leadership and Adoption Barriers","c009M02N65","Lack of standardized data formats","Absence of standardised data formats","LI09","Organizational Culture, Leadership and Adoption Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c009M02N66","Limited adoption of digital tools","Limited adoption of digital tools","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI05","Software, Algorithmic, Data Quality and Interoperability Barriers","c009M02N67","No OCR integration","Accuracy decreases for scanned or image-based documents, as no Optical Character Recognition (OCR) is integrated","LI05","Software, Algorithmic, Data Quality and Interoperability Barriers"
"LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security","c009M02N68","Hallucinations","To improve domain relevance and reduce hallucinations","LI10","Knowledge Continuity, Documentation, Governance, Privacy and Security"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M02N69","Reliance on third-party APIs","Transmitting bid documents through third-party APIs could introduce privacy or confidentiality risks","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints","c009M02N70","Contextual judgment limitations","Making full automation less practical without expert input","LI08","Time, Staffing, Expertise, Scheduling and Workload Constraints"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c010M01N33","limited access to construction sites for practical learning","Limited access to construction sites for practical learning is identified as a challenge in educating the future workforce.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI07","Financial and Capital Constraints","c010M01N34","high costs associated with sensing technologies","The high costs associated with sensing technologies are identified as an obstacle to hands-on learning.","LI07","Financial and Capital Constraints"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c010M01N35","cognitive overload","Students can encounter cognitive overload when information is presented in visual and audio modes.","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints","c010M01N36","limited working memory","The paper states that human working memory is limited and instruction should support effective processing.","LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints"
"LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints","c010M01N37","learning preferences are not fixed","Several participants possessed multiple preferences, indicating that learning preferences are not fixed.","LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints"
"LI14","Empirical Sample and Generalizability Limitations","c010M01N38","insufficient representation of mixed learners' data","The difficulty predicting combined preferences may be due to insufficient mixed-learner data during training.","LI14","Empirical Sample and Generalizability Limitations"
"LI13","Research Design, Measurement and Validation Flaws","c010M01N39","limited number of features","The limited number of analytical features may have constrained model predictive power.","LI13","Research Design, Measurement and Validation Flaws"
"LI13","Research Design, Measurement and Validation Flaws","c010M01N40","controversy over validity of learning styles","The paper notes that some studies question learning-style validity and that this controversy may limit applicability.","LI13","Research Design, Measurement and Validation Flaws"
"LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints","c010M02N20","Mixed learning preferences","learners can possess a combination of two or more learning preferences","LI03","Human Physiological, Cognitive-Capacity and Demographic Constraints"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c011M01N33","Lack of immersion","the traditional training methods lack immersion","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
"LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings","c011M01N34","Ethical issues","traditional training methods lack immersion and can cause ethical issues in some cases","LI04","Instructional Design, Delivery, Assessment and Transfer Shortcomings"
