node_id,node_name,category,evidence_label,case_title,evidence_statement,object_definition,evidence_location,sub_category_id,sub_category
c210M02N01,Quality problem case set,Explicit Knowledge,E,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,Both the military and industrial departments have carried out quality problem collection and analysis work and compiled a set of quality case studies.,A collection of aviation equipment quality problem zeroing reports and closure reports.,"Page 1, Page 2",EK04,"Operational Manuals, Case Studies & Documented Records"
c210M02N03,Knowledge graph of aviation equipment quality issues,Explicit Knowledge,E,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,integrate quality issue triplets and construct a knowledge graph of aviation equipment quality issues.,A structured representation of quality issue entities and their relationships.,"Page 1, Page 4",EK02,"Technical Models, Schematics & Structured Data"
c211M01N05,Circular economy mandates,Explicit Knowledge,E,Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies,"setting up the guidelines for organizations to prepare for extended producer responsibility, following carbon reducing norms and circular economy mandates.",Written regulatory guidelines and environmental compliance laws,PAGE 15,EK01,"Regulatory Standards, Laws & Compliance Guidelines"
c211M02N01,past decisions,Explicit Knowledge,E,Metaverse for sustainable circular supply chains: unlocking value and  knowledge synergies,"knowledge warehouse helps to assess past decisions, identify lacunas",Past decisions refer to previously made choices or outcomes recorded in the supply chain context.,"Page 15, lines 1-3",EK04,"Operational Manuals, Case Studies & Documented Records"
c201M01N19,Difficulty of articulation,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Tacit knowledge the unwritten, experience-based insights people carry in their heads is notoriously difficult to articulate.",The psychological and cognitive friction that prevents humans from easily describing actions.,Page 1,LI11,Socio-Organizational Resistance & Cultural Drift
c201M01N20,Loss of critical know-how upon staff departure,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"When veteran staff retire or switch jobs, this undocumented expertise departs with them, risking operational disruption.",The vulnerability of small businesses where unique process information resides solely inside human minds.,Page 1,LI12,Institutional Amnesia & Governance Vulnerabilities
c201M01N22,Complete lack of operational visibility,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The lack of a formalized, digitally-tracked system leads to poor visibility for production managers.","The managerial tracking defect resulting from oral, undocumented shop-floor communications.",Page 5,LI12,Institutional Amnesia & Governance Vulnerabilities
c201M01N23,Absence of structured data capture for analysis,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Furthermore, the absence of data capture prevents valuable analysis of machine reliability and failure patterns.",The analytical failure caused by data absences that isolates companies inside reactive loops.,Page 5,LI12,Institutional Amnesia & Governance Vulnerabilities
c201M01N24,Significant system latency from verbose XML,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"For the complex maintenance scenario, the total time to generate... was over 12 minutes... delay is largely attributable to the verbosity of the BPMN XML format.",The system performance slowdown caused by streaming dense data objects via network endpoints.,Page 6,LI13,Limitation(*)
c201M01N25,Inconsistent or malformed XML generation,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,gpt-4o sometimes produced invalid syntax... resulting in execution errors when parsed by standard engine setups.,The schema structural compliance failure seen when lower-performing LLMs produce invalid code blocks.,Page 6,LI03,"Software, Algorithmic & Data Interoperability Barriers"
c201M02N27,Inefficiency of manual communication and paper-based steps,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Manual methods of capturing process details are slow and error-prone, requiring several follow-up iterations.",Wasted time and effort in the traditional process,"Page 1, lines 12-14",LI06,"Time, Scheduling & Workload Commitments"
c201M02N31,High latency due to verbose BPMN XML generation,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Generating lengthy XML files streams massive amounts of data, leading to noticeable user waiting times.",Slow response times from the LLM,"Page 6, lines 3-5",LI13,Limitation(*)
c201M02N32,Non-deterministic LLM outputs,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"The structural format varies between runs even with the same text description, challenging automated validation pipelines.",Inconsistent generations across runs,"Page 6, lines 20-22",LI13,Limitation(*)
c201M02N35,Reliance on user to describe process upfront,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The conversational agent cannot create a process chart unless the user initiates a comprehensive description of workflow steps.,User must provide complete initial description,"Page 4, lines 15-17",LI02,Pedagogical Design & Instructional Shortcomings
c201M02N36,No formal evaluation of TO-BE model quality,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,The framework suggests process improvements but lacks a quantitative metrics suite to check the validity of new models.,Unvalidated improvement suggestions,"Page 7, lines 2-4",LI02,Pedagogical Design & Instructional Shortcomings
c201M02N37,Polanyi's tacit knowledge articulation difficulty,Limitation,E,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"We know more than we can tell, posing a deep problem for systems that rely on verbal elicitation strategies.",Fundamental difficulty in expressing tacit knowledge,"Page 1, line 25",LI11,Socio-Organizational Resistance & Cultural Drift
c202M01N19,Lack of clear position indicator on physical component,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,Trainees frequently struggle to find exact bolt locations because the physical casing lacks high-contrast visual markers or positional labels.,Absence of visual references on traditional hardware devices.,Page 1,LI04,"Hardware, Sensor & Infrastructure Constraints"
c202M01N20,Cognitive overload due to extraneous elements,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,"Displaying complex data labels and animations simultaneously triggers severe cognitive load, distracting operators from actual tool use.",Mental exhaustion from filtering unnecessary background inputs.,Page 2,LI11,Socio-Organizational Resistance & Cultural Drift
c202M01N21,Jittery visualization of holes on board,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,"Environmental lighting glare caused the AR tracker to lose focus, creating a jittery visualization of alignment holes.",Tracking instability disrupting virtual pin alignments.,Page 4,LI04,"Hardware, Sensor & Infrastructure Constraints"
c202M01N23,Slight delays in animation after button click,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,"A subtle delay of 450ms was observed before step animations rendered, causing users to repeatedly click the button.",System interaction latency slowing operational workflow steps.,Page 5,LI13,Limitation(*)
c202M01N24,Repeated use of shuffled questions potential bias,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,Re-using identical question pools across pre- and post-tests introduces a high risk of memory bias among trainees.,Testing habituation risks masking authentic degradation trends.,Page 6,LI08,Research Design & Validation Flaws
c202M02N18,Lack of spatial visualization,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,"Traditional flat diagrams cannot accurately project structural depth, making complex structural alignment tasks hard to learn.",Inability to perceive 3D placement from 2D static diagrams.,"Page 2, lines 11-13",LI04,"Hardware, Sensor & Infrastructure Constraints"
c202M02N20,Jittery visualization,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,"The virtual annotations trembled when the user moved their head quickly, causing spatial tracking errors.",Unstable AR overlay causing misalignment.,"Page 4, lines 14-15",LI04,"Hardware, Sensor & Infrastructure Constraints"
c202M02N21,Inability to detect assembly errors,Limitation,E,A Case Study On Augmented Reality Guided Maintenance Training System For Air Compressing Unit,The application guides steps linearly but does not actively evaluate whether the operator placed a physical component incorrectly.,No real-time feedback or error checking in the MAR system.,"Page 5, lines 8-10",LI04,"Hardware, Sensor & Infrastructure Constraints"
c203M02N14,Lack of direct DT‑CE link,Limitation,E,Unlocking the potential of digital technologies for a circular economy: A systematic review and socio-technical framework,Digital technologies do not directly yield circular economy capabilities without being mediated by robust organizational information processes.,Digital technologies alone do not directly build circular economy capabilities.,"Page 10, lines 4-6",LI12,Institutional Amnesia & Governance Vulnerabilities
c203M02N15,Interorganisational boundaries,Limitation,E,Unlocking the potential of digital technologies for a circular economy: A systematic review and socio-technical framework,Proprietary data architectures and firm-level trust boundaries present severe bottlenecks to transparent material supply chain tracking.,Structural barriers between different firms that hinder knowledge transfer.,"Page 12, lines 18-21",LI12,Institutional Amnesia & Governance Vulnerabilities
c203M02N16,Information dissemination non‑mediation,Limitation,E,Unlocking the potential of digital technologies for a circular economy: A systematic review and socio-technical framework,Statistical structural equation modeling proved that merely distributing raw information within units does not translate to circular capabilities.,Internal information sharing does not mediate the DT‑CE capability relationship.,"Page 11, line 3",LI12,Institutional Amnesia & Governance Vulnerabilities
c204M01N20,Incentive Misalignments,Limitation,E,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,Strategic alliance members frequently hoard critical proprietary process parameters due to severe internal structural profit allocation disputes.,Structural disconnects between organizational efforts and financial rewards.,"Page 4, Line 112",LI11,Socio-Organizational Resistance & Cultural Drift
c204M01N21,Hierarchical Biases,Limitation,E,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,"Core network aggregators utilize structural dominance to capture excessive alliance revenue, leaving smaller technology vendors uncompensated.",Disproportionate bargaining advantages captured by large network actors irrespective of knowledge inputs.,"Page 5, Line 143",LI11,Socio-Organizational Resistance & Cultural Drift
c204M01N22,Computational Overhead,Limitation,E,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,The implementation of the proposed scheduling and coordination mechanisms entails energy consumption and computational overhead.,The procedural CPU/system costs linked to running iterative optimization loops.,"Page 14, Source 668",LI13,Limitation(*)
c204M01N23,Operational Redundancy,Limitation,E,A Hybrid Cooperative Game And Shapley Value Approach For Knowledge Sharing And Profit Allocation In Technology Supply Chain Strategic Alliance,The lack of multi-tier visibility across supply chain tiers causes overlapping technology trials and parallel independent bug fixes.,The systematic loss of efficiency stemming from overlapping knowledge domains and duplicate actions.,"Page 15, Source 712",LI12,Institutional Amnesia & Governance Vulnerabilities
c205M02N37,Incomplete Data,Limitation,E,Construction Enterprise Knowledge Base Infrastructure Design: Deep Semantics-Driven Extraction And Graph Mapping Of Quality Problems,Missing attributes within standard construction failure logs restrict the downstream accuracy of programmatic semantic graph ingestion engines.,Missing or partial information in the quality management context.,"Page 3, lines 5-6",LI03,"Software, Algorithmic & Data Interoperability Barriers"
