src_node_id,dst_node_id,relation_type,evidence_label,case_title,evidence_statement,evidence_location
c101M01N01,c101M02N16,participate_in,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Board-certified pediatric surgeons reviewed AI-generated visual elements.,"Page 4, AI-generated visual elements underwent board-certified pediatric surgeon review"
c101M01N01,c101M02N17,participate_in,I,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Faculty presenters recorded for standard videos.,"Page 3, Recording protocol (faculty against plain walls)"
c101M02N12,c101M02N16,participate_in,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Junior residents (PGY 1-2) included in AI-enhanced group.,"Page 5, Table 1"
c101M02N13,c101M01N20,be_constrained_by,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Professional studio production costs $2,000-8,500 per video.","Page 6, Table 3"
c101M02N14,c101M01N21,be_constrained_by,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"Green screen has uneven lighting, color spill, shadows, six-foot separation, wardrobe restrictions, extensive post-production.","Page 2, Green screen chroma keying"
c101M02N16,c101M01N12,adopt,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,"AI enhancement used ComfyUI, an open-source workflow interface.","Page 3, Technical implementation"
c101M02N16,c101M01N10,adopt,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,AI background replacement using FLUX.1-Fill and FLUX.1-dev models.,"Page 3, AI-Enhanced video production"
c101M02N16,c101M02N03,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Knowledge assessed immediately after viewing AI-enhanced videos.,"Page 2, Primary outcomes"
c101M02N16,c101M02N04,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Mean knowledge score 76.8% for AI-enhanced group.,"Page 5, Primary educational outcomes"
c101M02N16,c101M01N07,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Clarity scores measured for AI-enhanced videos.,"Page 5, Primary educational outcomes"
c101M02N16,c101M02N07,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Visual comfort measured for AI-enhanced videos.,"Page 5, Secondary outcomes"
c101M02N16,c101M02N08,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Perceived professionalism measured for AI-enhanced videos.,"Page 5, Secondary outcomes"
c101M02N16,c101M02N09,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Willingness to recommend measured for AI-enhanced videos.,"Page 5, Secondary outcomes"
c101M02N16,c101M01N16,depend_on,I,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,This tradeoff favors AI enhancement when faculty time is institutionally subsidized.,"Page 7, Discussion – From practical implementation perspective"
c101M02N16,c101M01N18,depend_on,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Particularly relevant for resource-limited settings where traditional infrastructure is unavailable.,"Page 7, Discussion – Findings are particularly relevant"
c101M02N16,c101M01N20,mitigate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,AI-enhanced approach reduces per-video costs by 72-94%.,"Page 6, Table 3 – Economic comparison"
c101M02N16,c101M01N21,mitigate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,AI eliminates green screen infrastructure and its technical challenges.,"Page 7, Discussion – This study demonstrates"
c101M02N16,c101M01N22,be_constrained_by,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Long-term knowledge retention and transfer to clinical performance were not evaluated.,"Page 8, Limitations"
c101M02N17,c101M02N03,evaluate,I,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Standard video group also took the 40-item examination.,"Page 5, Results (comparison between groups)"
c101M02N17,c101M02N04,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Standard video group mean knowledge score 69.5%.,"Page 5, Primary educational outcomes"
c101M02N17,c101M01N07,evaluate,E,Educational impact and cost efficiency of AI-enhanced videos in pediatric surgery training: a quasi-experimental study,Standard video group mean clarity score 3.88.,"Page 5, Primary educational outcomes"
c102M01N01,c102M01N06,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Relying on the oral teaching of the dissemination of the way requires a large number of professional teachers.,PAGE 2
c102M01N03,c102M01N06,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,...relying on the oral teaching of the dissemination of the way requires a large number of professional teachers.,PAGE 2
c102M01N01,c102M01N07,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The comparison system used non-interactive instructional materials consisting of static images and text.,PAGE 7
c102M01N03,c102M01N15,be_difficult_to_capture_due_to,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Traditional exercise rehabilitation methods often have problems such as a single form of intervention, high repetitiveness, and lagging feedback.",PAGE 1
c102M01N05,c102M01N07,participate_in,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Two cohorts of participants were recruited to compare... randomized into experimental and control groups.,PAGE 7
c102M01N07,c102M01N12,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional rehabilitation approaches often suffer from low adherence due to their monotony.,PAGE 1
c102M01N07,c102M01N14,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The traditional rehabilitation treatment often has the defects such as boring, high treatment cost.",PAGE 2
c102M01N07,c102M01N15,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Traditional exercise rehabilitation methods often have problems such as... lagging feedback.,PAGE 1
c102M01N05,c102M01N08,participate_in,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Two cohorts of participants were recruited to compare the TWJB system based on somatosensory interaction...,PAGE 7
c102M01N08,c102M01N09,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The TWJB system adopts a three-phase structure... somatosensory interaction is realized using the Kinect V2.,PAGE 3
c102M01N08,c102M01N10,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,All motion sequences are manually created as 3D keyframe animations using Cascadeur.,PAGE 6
c102M01N08,c102M01N01,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,...this paper also organizes and constructs a movement animation data repository containing the eight styles of movements.,PAGE 2
c102M01N08,c102M01N11,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,...the motion recognition module applies Dynamic Time Warping (DTW) to match the real-time motion sequence.,PAGE 6
c102M01N08,c102M01N03,evaluate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The system captures and evaluates user performance in real time...,PAGE 5
c102M01N08,c102M01N15,resolve,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"By incorporating real-time motion capture, dynamic feedback, and interactive knowledge cards, the system enhances user immersion.",PAGE 1
c102M01N08,c102M01N12,mitigate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The improvement of embodied cognition and operation fluency suggests that immersive somatosensory interaction can effectively stimulate users... overcoming the training burnout.,PAGE 8
c102M01N02,c102M01N05,be_absorbed_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Results indicate that TWJB outperforms conventional rehabilitation methods in terms of user engagement, cultural knowledge acquisition...",PAGE 1
c102M01N08,c102M01N07,complement,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"The system bridges cultural content and digital interventions, modernizing standard traditional physical assets through computer graphics.",PAGE 3
c102M02N01,c102M02N14,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Liu Miaozhen guides the user to complete the training through voice and movement, and demonstrates each Baduanjin movement.",Section 3.2.1
c102M02N02,c102M02N14,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Liu Miaozhen explains historical context and cultural knowledge through dialogue and knowledge cards.,"Section 3.2.1, 3.2.4"
c102M02N03,c102M02N14,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Liu Miaozhen explains rehabilitative effects of movements, e.g., relieving cervical and lumbar pain.",Section 3.2.1
c102M02N05,c102M02N14,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The animation asset library serves as the behavioral foundation of the virtual NPC Liu Miaozhen.,Section 3.3.3
c102M02N06,c102M02N14,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Movement semantics and voice commands are mapped to enable Liu Miaozhen's verbal instructions.,"Section 1, Section 3.2.1"
c102M02N08,c102M02N12,be_held_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Patients in the TWJB group developed embodied cognition through the system.,"Section 5.1, Section 6"
c102M02N09,c102M02N12,be_held_by,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Patients improved motor coordination skills (BBS, Tinetti, 10MWT improvements).",Section 5.4
c102M02N10,c102M02N12,be_held_by,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Self-perception of accuracy is enhanced in users receiving synchronized feedback.,Section 6
c102M02N01,c102M02N12,be_absorbed_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Baduanjin knowledge score was 7.8 (TWJB) vs 5.6 (control), p<0.001.",Section 5.3
c102M02N03,c102M02N12,be_absorbed_by,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Users recalled health benefits via knowledge cards and quiz.,"Section 3.2.4, Section 5.3"
c102M02N04,c102M02N12,be_absorbed_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Recall ability score was 8.1 (TWJB) vs 5.9 (control), p<0.001.",Section 5.3
c102M02N08,c102M02N23,be_captured_by,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Embodied cognition is developed via real-time motion capture and feedback.,"Section 3.2.3, Section 6"
c102M02N09,c102M02N23,be_captured_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,User motion data are captured using Kinect V2; DTW matches real-time sequence with reference templates.,"Section 3.3.1, 3.3.2"
c102M02N10,c102M02N23,be_captured_by,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,System provides visual comparison and accuracy feedback to enhance self-perception.,Section 3.2.3
c102M02N01,c102M02N17,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Current dissemination forms include oral teaching, books, audio-visual video.",Section 2.1
c102M02N01,c102M02N20,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Comparison system uses static UI prompts with text instructions.,"Section 3.2, Section 4"
c102M02N01,c102M02N21,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Pre-recorded video demonstrations provide visual guidance but lack interactivity.,Section 4
c102M02N01,c102M02N22,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,TWJB transfers movement instructions via avatar guidance and real-time feedback.,"Abstract, Section 3.1"
c102M02N02,c102M02N24,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Each card presents historical context and ICH knowledge.,Section 3.2.4
c102M02N03,c102M02N24,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Each card presents the corresponding rehabilitative effect.,Section 3.2.4
c102M02N04,c102M02N25,be_transferred_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Knowledge quiz tests understanding; correct answers rewarded.,Section 3.2.4
c102M02N12,c102M02N17,participate_in,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Control group patients used traditional UI-based system (analogous to passive methods).,Section 4
c102M02N14,c102M02N22,participate_in,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Liu Miaozhen is the virtual instructor within the TWJB system.,Section 3.2.1
c102M01N06,c102M02N17,participate_in,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Oral teaching requires professional teachers as participants.,Section 2.1
c102M02N17,c102M02N36,depend_on,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Oral teaching requires a large number of professional teachers and scientific training system.,Section 2.1
c102M02N22,c102M01N09,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Kinect V2 is the somatosensory input device for TWJB.,Section 3.1
c102M02N22,c102M02N35,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Cascadeur was used to produce the animation asset library for TWJB.,Section 3.4
c102M02N23,c102M01N09,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Motion capture module uses Kinect V2 for skeletal tracking.,Section 3.3.1
c102M02N23,c102M02N30,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Motion recognition uses DTW algorithm.,Section 3.3.2
c102M02N23,c102M02N31,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Kinect V2 tracks 25 skeletal joints.,Section 3.3.1
c102M02N23,c102M02N32,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Double exponential smoothing filter preprocesses joint trajectories.,Section 3.3.1
c102M02N23,c102M02N33,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,User avatar is animated using Final IK rig.,Section 3.3.4
c102M02N23,c102M02N34,adopt,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,RT-Voice SDK vocalizes joint-specific guidance.,Section 3.3.4
c102M02N22,c102M02N08,evaluate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,DTW classification (Good/Pass/Fail) evaluates embodied cognition performance.,"Section 3.3.2, Section 5.1"
c102M02N24,c102M02N02,evaluate,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Cards are evaluated as collected; users are tested on card content in quiz.,Section 3.2.4
c102M02N25,c102M02N04,evaluate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Knowledge quiz tests users' understanding of Baduanjin-related questions.,Section 3.2.4
c102M02N01,c102M02N08,translate_into,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Explicit movement instructions are internalized into embodied skill through practice and feedback.,"Section 3.2, Section 5.1"
c102M02N22,c102M02N37,mitigate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Gamified interaction enhances motivation, improving patient compliance.","Section 1, Section 3.1"
c102M02N22,c102M02N38,mitigate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Gamified interaction and cultural narratives reduce boredom.,"Section 3.1, Section 6"
c102M02N22,c102M02N40,mitigate,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Active learning through gamified mechanisms replaces passive reading.,Section 3.2.4
c102M02N22,c102M02N41,mitigate,I,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Virtual NPC reduces dependence on scarce professional teachers.,"Section 3.1, Section 6"
c102M02N17,c102M02N41,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Oral teaching constrained by scarcity of professional teachers.,Section 2.1
c102M02N19,c102M02N40,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Video watching is passive.,Section 4
c102M02N20,c102M02N40,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Static UI prompts are non-interactive, leading to passive learning.","Section 3.2, Section 4"
c102M02N08,c102M02N38,be_difficult_to_capture_due_to,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,Monotony and boredom make it difficult to develop embodied cognition.,Section 2.1
c102M02N10,c102M02N39,be_difficult_to_capture_due_to,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,"Without real-time feedback, self-perception of accuracy cannot be developed.","Section 1, Section 3.2.3"
c102M02N22,c102M02N43,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The short training period (25 min per session) limits assessment of long-term retention.,Section 6
c102M02N22,c102M02N44,be_constrained_by,E,Design and evaluation of a virtual rehabilitation system integrating intangible cultural heritage: A case study of Baduanjin-based somatosensory training,The relatively limited sample size (78 participants) limits generalizability.,Section 6
