uuid,Title,Abstract,DOI Link,Publication title,deepseek_kr_flag,qwen_kr_flag,deepseek_kr_evidence,qwen_kr_evidence,deepseek_TK_normalized,qwen_TK_normalized,deepseek_DT_flag,qwen_DT_flag,deepseek_DT_evidence,qwen_DT_evidence,deepseek_DT_normalized,qwen_DT_normalized,deepseek_article_type,qwen_article_type,deepseek_ic_label,qwen_ic_label
3273f15a-78b3-4b92-af78-0d9ed3995694,Enhancing Aiops With Lilt: A Lora-Based Incremental Learning Transformer For Robust Adaptation To Concept Drift,"With the widespread application of artificial intelligence technology in the field of operations and maintenance, AIOps (Artificial Intelligence for IT Operations) has become a key technology for improving operational efficiency and automated decision-making. However, traditional machine learning models often struggle to maintain stable performance when dealing with concept drift and catastrophic forgetting. To address this issue, this paper proposes the LILT model (LoRA-based Incremental Learning Transformer), which implements incremental learning in the Transformer neural network through LoRA fine-tuning technology. Additionally, the model incorporates regularization methods to constrain the model parameters, effectively addressing concept drift and knowledge retention issues in hard disk failure prediction. The LoRA adapter facilitates incremental learning by fine-tuning the feedforward layer parameters, improving the model's adaptability when new tasks arise. Meanwhile, freezing the parameters of the self-attention layer ensures the stability of the task and promotes the accumulation of knowledge over long-term learning. Regularization techniques add constraints to control model parameter changes, ensuring stability between tasks and supporting long-term knowledge retention. Moreover, the integrated gradient (IG) method is employed to analyze the feature importance of the model, specifically demonstrating the contribution of each input feature to the model's predictions by outputting the tensor of feature contributions. Experimental results show that LILT, when applied to hard disk failure prediction tasks with concept drift, demonstrates stronger task adaptability and stability compared to traditional Transformer models. Furthermore, LILT has a lower forgetting rate compared to the LoRA-based incremental learning method. The model has made significant progress in retaining the memory of old tasks, effectively mitigating catastrophic forgetting. At the same time, the integrated gradient method enhances the interpretability of LILT. This study provides a novel solution for the fault prediction domain, demonstrating strong stability and interpretability in a drift-driven streaming data environment. © 2025 IEEE.",10.1109/QRS-C65679.2025.00041,"Proceedings - 2025 25th International Conference on Software Quality, Reliability and Security Companion, QRS-C 2025",Yes,Yes,"The abstract discusses 'knowledge retention issues in hard disk failure prediction', 'ensuring the stability of the task and promotes the accumulation of knowledge over long-term learning', 'long-term knowledge retention', and 'retaining the memory of old tasks, effectively mitigating catastrophic forgetting'.","The model incorporates regularization methods to constrain the model parameters, effectively addressing concept drift and knowledge retention issues in hard disk failure prediction. Regularization techniques add constraints to control model parameter changes, ensuring stability between tasks and supporting long-term knowledge retention.",None identified,Relational Tacit Knowledge,Yes,Yes,The abstract explicitly uses 'LoRA-based Incremental Learning Transformer (LILT)' and 'LoRA fine-tuning technology' to implement incremental learning and retain knowledge from previous tasks.,"This paper proposes the LILT model (LoRA-based Incremental Learning Transformer), which implements incremental learning in the Transformer neural network through LoRA fine-tuning technology. The LoRA adapter facilitates incremental learning by fine-tuning the feedforward layer parameters, improving the model's adaptability when new tasks arise. Meanwhile, freezing the parameters of the self-attention layer ensures the stability of the task and promotes the accumulation of knowledge over long-term learning. Regularization techniques add constraints to control model parameter changes, ensuring stability between tasks and supporting long-term knowledge retention.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems",Empirical Study,Empirical Study,True,True
82115a31-2162-481c-8a4b-d964c9a225a4,Tacit Knowledge Sharing Behaviors In Extended Enterprises: A Cross-Cultural Comparison In France And Vietnam,"Due to the particular nature of tacit knowledge, human behaviors deployed to share it are of particular interest in extended enterprises. Indeed, the existence of a worldwide global space leads not only to an international cultural context but also to a highly digital environment with the development of collaboration technologies. The impact of digital technology on tacit knowledge sharing behaviors is of particular interest in these extended enterprises and we argue that a better understanding of tacit knowledge sharing practices, habits, and behaviors would improve the effectiveness of tacit knowledge sharing during computer supported cooperative work in design. In this article, we present a study involving 190 participants, 88 in France and 102 in Vietnam, who expressed their tacit knowledge sharing behaviors as employees working in extended enterprises. The findings showed that: (1) the relation between made-explicit and tacit knowledge management implementation does not seem to be always true, and (2) rewards do not seem to impact employee's initiative in tacit knowledge management.  © 2025 IEEE.",10.1109/CSCWD64889.2025.11033627,"Proceedings of the International Conference on Computer Supported Cooperative Work in Design, CSCWD",Yes,Yes,"The abstract discusses 'tacit knowledge sharing behaviors' and 'tacit knowledge sharing practices, habits, and behaviors' in extended enterprises, and aims to improve the effectiveness of tacit knowledge sharing, implying a focus on capturing or retaining tacit knowledge from individuals.","The impact of digital technology on tacit knowledge sharing behaviors is of particular interest in these extended enterprises and we argue that a better understanding of tacit knowledge sharing practices, habits, and behaviors would improve the effectiveness of tacit knowledge sharing during computer supported cooperative work in design.",Collective Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract mentions 'a highly digital environment with the development of collaboration technologies' and 'computer supported cooperative work in design', indicating digital technologies are used to support tacit knowledge sharing.","The impact of digital technology on tacit knowledge sharing behaviors is of particular interest in these extended enterprises and we argue that a better understanding of tacit knowledge sharing practices, habits, and behaviors would improve the effectiveness of tacit knowledge sharing during computer supported cooperative work in design.",Human–Computer Interaction and Immersive Technologies,"Human–Computer Interaction and Immersive Technologies; Distributed, Secure, and Trust Technologies",Empirical Study,Empirical Study,True,True
7eb52f52-f110-40bf-9f24-56ef7bec52c3,Effective Knowledge Creation And Transfer In E-Learning Using Seci Model,"With the growing use of e-learning in corporate environments, it is essential to explore its potential and limitations in the context of effective knowledge management. This study investigates how online courses facilitate the creation and transfer of explicit and tacit knowledge, employing the SECI (Socialization, Externalization, Combination, and Internalization) model as a theoretical framework. Based on exploratory interviews with e-learning designers conducted in early 2025, the study reveals that each SECI phase requires different strategies and tools. In the socialization phase, ""learning by interacting"" is key. Online interactions must be thoughtfully designed and moderated, as the lack of spontaneous dialogue can reduce learning effectiveness. In the externalization phase, ""learning by exchanging"" is essential, yet can be hindered by limited incentives, LMS constraints, and the absence of open environments for knowledge sharing. Including motivators like graded forum activity can help. The combination phase emphasizes ""learning by creating,"" but assessing creativity online—especially in large courses—is challenging. This can be addressed through collaborative tasks and AI-supported feedback. The internalization phase focuses on ""learning by doing,"" requiring opportunities for practical application, such as XR simulations or prototype development. A key insight is that the main barrier to applying the SECI model in e-learning is not technology itself, but limited instructional design expertise. Technology should support, not drive, the learning process. These findings offer practical guidance for trainers, instructional designers, HR specialists, and leaders aiming to improve e-learning strategies for knowledge management. © 2025 Academic Conferences Limited. All rights reserved.",10.34190/eckm.26.1.3621,"Proceedings of the European Conference on Knowledge Management, ECKM",Yes,Yes,"The abstract explicitly discusses how online courses facilitate the creation and transfer of explicit and tacit knowledge using the SECI model, focusing on knowledge creation and transfer in e-learning environments.","The study investigates how online courses facilitate the creation and transfer of explicit and tacit knowledge, employing the SECI model. It discusses the importance of socialization, externalization, combination, and internalization phases in e-learning for effective knowledge management.",Collective Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The abstract mentions 'AI-supported feedback' and 'XR simulations' as technologies used to support knowledge creation and transfer in the SECI phases, specifically for combination and internalization.","The study mentions the use of LMS, graded forum activity, and AI-supported feedback to support the SECI model phases in e-learning.",Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies,Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
a6d2086c-3a25-41a0-984c-9245786f6e44,Documenting Sme Processes With Conversational Ai: From Tacit Knowledge To Bpmn,"Small and medium-sized enterprises (SMEs) still depend heavily on tacit, experience-based know-how that rarely makes its way into formal documentation. This paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor and converts it incrementally and interactively into standards-compliant Business Process Model and Notation (BPMN) 2.0 diagrams. Powered by Gemini 2.5 Pro and delivered through a lightweight Gradio front-end with client-side bpmn-js visualisation, the assistant conducts an interview-style dialogue: it elicits process details, supports clarifying dialogue and on-demand analysis, and renders live diagrams that users can refine in real time. A proof-of-concept evaluation in an equipment-maintenance scenario shows that the chatbot produced an accurate “AS-IS” model, flagged issues via on-diagram annotations, and generated an improved “TO-BE” variant, all within about 12-minutes, while keeping API costs within an SME-friendly budget. The study analyses latency sources, model-selection trade-offs, and the challenges of enforcing strict XML schemas, then outlines a roadmap toward agentic and multimodal deployments. The results demonstrate that conversational LLMs can potentially be used to lower the skill and cost barriers to rigorous process documentation, helping SMEs preserve institutional knowledge, enhance operational transparency, and accelerate continuous-improvement efforts. © This is an open access article published by the IET under the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/)",10.1049/icp.2025.3640,IET Conference Proceedings,Yes,Yes,"The abstract explicitly states the system 'captures such knowledge on the shop floor and converts it incrementally and interactively into standards-compliant Business Process Model and Notation (BPMN) 2.0 diagrams', clearly indicating knowledge capture and retention from individuals.","The abstract discusses the use of a large-language-model (LLM)-driven conversational assistant to capture tacit, experience-based know-how on the shop floor and convert it into BPMN diagrams.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,The abstract explicitly states a 'large-language-model (LLM)-driven conversational assistant' is used to capture tacit knowledge and convert it into BPMN diagrams.,"The paper introduces a large-language-model (LLM)-driven conversational assistant that captures such knowledge on the shop floor and converts it incrementally and interactively into standards-compliant Business Process Model and Notation (BPMN) 2.0 diagrams. Powered by Gemini 2.5 Pro and delivered through a lightweight Gradio front-end with client-side bpmn-js visualisation, the assistant conducts an interview-style dialogue.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Rule-Based, Decision, and Expert Systems",Case Study,Empirical Study,True,True
13fa2b5e-39a5-4db2-b194-5a565b8d71af,Cloistered Knowledge Capture And Retrieval: Offline Llms And Vector Search For Enterprise,"In an era of rapid technological advancements, Artificial Intelligence (AI) has proven to be an invaluable tool for enhancing various aspects of human life. This research paper delves into the potential impact of cutting-edge AI technologies on business by integrating them into a knowledge management system. The aim of this study is to explore how these innovations can contribute significantly to empowering businesses, facilitating their growth, bolstering their competitiveness in the marketplace, and provide resilience against staff mobility. This paper examines recent advancements in Generative Transformers, Vector Databases, and Large Language Models to support the development of a novel, secure system for the capture, storage, and retrieval of knowledge - purpose-built for business-focused knowledge management. It implements and evaluates a system that challenges a sanitized version of an actual business dataset consisting of 595 documents to a set of 40 actual business enquiries. The accuracy, trustworthiness and response time of the system is evaluated with a thorough review of its limitations and recommendations for future work.  © 2025 IEEE.",10.1109/SIST61657.2025.11139171,"SIST 2025 - 2025 IEEE 5th International Conference on Smart Information Systems and Technologies, Conference Proceedings",Yes,Yes,"The abstract explicitly states the aim is to explore how AI technologies can contribute to 'the capture, storage, and retrieval of knowledge' in a knowledge management system, and mentions 'resilience against staff mobility', indicating retention of knowledge from individuals.","The paper explores the potential impact of cutting-edge AI technologies on business by integrating them into a knowledge management system, which aims to capture, store, and retrieve knowledge.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract explicitly discusses using Generative Transformers, Vector Databases, and Large Language Models for the capture, storage, and retrieval of knowledge.","The paper examines recent advancements in Generative Transformers, Vector Databases, and Large Language Models to support the development of a novel, secure system for the capture, storage, and retrieval of knowledge.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,True
cfa51e06-35be-4980-b24b-b15ab4bb267f,Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment,"This study investigates the influence of organizational culture and technological environment on knowledge-sharing behavior among nursing educators. Using a mixed-methods research design, the study combines quantitative questionnaire surveys and qualitative interviews to test the relevant hypotheses. The findings reveal that supportive and trust cultures significantly enhance knowledge-sharing behavior, while the technological environment, including tools such as Learning Management Systems (LMS) and video conferencing, plays a facilitating role. This research provides both theoretical and practical insights for improving knowledge-sharing practices in nursing education, offering actionable strategies for fostering a collaborative and technology-supported teaching environment. © 2025 IGI Global. All rights reserved.",10.4018/IJKM.380660,International Journal of Knowledge Management,Yes,Yes,"The abstract explicitly investigates knowledge-sharing behavior among nursing educators, which involves capturing and retaining knowledge from individuals within an organizational environment.","The study investigates the influence of organizational culture and technological environment on knowledge-sharing behavior among nursing educators, which implies capturing and retaining knowledge in the organizational environment.",Relational Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The abstract states that the technological environment, including tools such as Learning Management Systems (LMS) and video conferencing, plays a facilitating role in knowledge-sharing behavior.","The technological environment, including tools such as Learning Management Systems (LMS) and video conferencing, plays a facilitating role in knowledge sharing.","Mobile, Social, and Communication Technologies","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",Empirical Study,Empirical Study,True,True
a79a535a-162a-4fb8-ba96-4ebc5a26c0a7,Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study,"Background: The integration of “Internet Plus Education” has spurred the rapid emergence and development of diverse online education platforms. However, few studies have developed and evaluated the usability of knowledge graph–based digital teaching platforms for undergraduate nursing education. Aim: This study aimed to develop a knowledge graph–based digital teaching platform in internal medicine nursing (KG-DTPNursing) to support systematic knowledge acquisition and evaluate its usability among nursing students. Methods: A cross-sectional study was conducted. The KG-DTPNursing was developed by following established procedures for constructing knowledge graph–based curriculum platforms, grounded in constructivism learning theory. Usability was assessed using the Chinese version of the Health Information Technology Usability Evaluation Scale. Results: Among the 54 nursing students included in the usability testing, the mean score was 83.24, which indicates acceptable levels of impact, perceived usefulness, perceived ease of use, and user control. Conclusions: The KG-DTPNursing platform was successfully developed and was perceived as usable by nursing students. It is designed to support systematic knowledge acquisition and provide structured access to high-quality educational resources. Copyright © 2025 Lu Liu et al. Nursing Forum published by John Wiley & Sons Ltd.",10.1155/nuf/3369523,Nursing Forum,Yes,Yes,"The abstract explicitly discusses developing a knowledge graph–based digital teaching platform (KG-DTPNursing) to support systematic knowledge acquisition in internal medicine nursing, which involves capturing and retaining knowledge from the educational environment.","The study aimed to develop a knowledge graph–based digital teaching platform in internal medicine nursing to support systematic knowledge acquisition, which implies capturing and retaining knowledge.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract states that a knowledge graph–based digital teaching platform was developed to support systematic knowledge acquisition, indicating digital technology is used to capture and retain knowledge.","The KG-DTPNursing was developed by following established procedures for constructing knowledge graph–based curriculum platforms, grounded in constructivism learning theory.","Data, Information, and Knowledge Systems","Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,True
2e75829c-a783-4cf4-9589-2bebac319e6d,Collaborative Praxis Learning To Empower Rural Area: An Action Research,"The emergence of collaborative learning praxis among adult learners has gained prominence, fostering lifelong practical learning. This approach empowers adults to define their learning goals based on interests and needs, facilitating contextual information sharing, knowledge acquisition, and skill enhancement. Such an approach promotes innovation and creativity, strengthening market competitiveness. This study focuses on collaborative learning’s impact in the village of Sukodono, East Java, Indonesia, post-COVID-19. Collaborative learning facilitated skill development, innovation, and market influence. Action research was employed to restore economic well-being. Themes of healthy environment preservation, community self-help, and market power were explored. The villagers’ adoption of biogas technology, digital platforms for product promotion, and focus on high-demand products showcased the efficacy of collaborative learning. This praxis enhances economic conditions and knowledge acquisition, enabling sustainable community development. Further quantitative studies are recommended to assess long-term impacts. © 2025, Institute of Advanced Engineering and Science. All rights reserved.",10.11591/ijere.v14i1.27716,International Journal of Evaluation and Research in Education,Yes,Yes,"The abstract discusses 'collaborative learning praxis' that facilitates 'contextual information sharing, knowledge acquisition, and skill enhancement' and 'enables sustainable community development', implying knowledge retention and transfer within the community.","The emergence of collaborative learning praxis among adult learners has gained prominence, fostering lifelong practical learning. This approach empowers adults to define their learning goals based on interests and needs, facilitating contextual information sharing, knowledge acquisition, and skill enhancement. Such an approach promotes innovation and creativity, strengthening market competitiveness. Collaborative learning facilitated skill development, innovation, and market influence.",Collective Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The abstract mentions 'digital platforms for product promotion' as part of the collaborative learning approach, which supports knowledge sharing and retention.","Action research was employed to restore economic well-being. Themes of healthy environment preservation, community self-help, and market power were explored. The villagers’ adoption of biogas technology, digital platforms for product promotion, and focus on high-demand products showcased the efficacy of collaborative learning.","Mobile, Social, and Communication Technologies","Mobile, Social, and Communication Technologies",Case Study,Case Study,True,True
09f3bb87-0643-44e7-9718-147c06cee0dd,Enhancing Knowledge Exchange To Improve Performance In A Drilling & Well Portfolio On The Norwegian Continental Shelf,"This paper aims at presenting the tool and the set of methods developed to enhance knowledge exchange across dispersed drilling and well teams working for various projects on the Norwegian Continental Shelf (NCS). This solution has a low threshold for entries, and it fills the gap between isolated project knowledge and high-level corporate project management solutions. The goal is to enhance knowledge sharing to improve performance. Four principles are followed: (1) A digital ecosystem that facilitates the knowledge exchange process is created. It includes a web application compatible with laptop and mobile usage, storage space, access and notification management, dashboards. (2) Metadata associated with entries are compatible with metadata used in other business systems. (3) Knowledge is classified along three different levels: experience, lesson learned, best practice. This enhances systematization and aggregation of insights. (4) A process supports the capture and the treatment of entries. It ensures content is reviewed, a digest is presented regularly, and value is extracted. The platform was run with the sole involvement of project engineers for one year. This first step was aimed at populating the database, developing workflows and adjusting hardware. During the second year, the field population was involved. Work processes were formalized. As population of the database continues, a second phase has now started where value creation is the focus with two main goals: (1) Identify areas that require deeper engineering studies. (2) Facilitate an exchange of local best practices. The next step is to leverage on machine learning and natural language processing technologies. Specifically, the team is now working on how to improve the identifications of connections between contents: single entries that may appear insignificant, once connected to others, show the development of weak signals that need to be addressed. The solution proves to be working, it is stable and fully scalable. After two years, the objectives are deemed successfully achieved: experience from the ground is gathered across projects; it is treated via formal processes before being made available to all projects of the company on the NCS. Finally, while performance increased, other units expressed interest in deploying the solution. In response, the tool was recently launched at a global level to simplify and enrich knowledge sharing between integrated projects. With this paper, we show an example of a cross-project knowledge sharing solution which builds on readily available digital tools. Its low-threshold mindset and the workflows developed enable detection and treatment of weak signals. The solution is a knowledge exchange tool tailored to the field which compliments higher-level corporate solutions with the goal of contributing to a relentless increase in performance. Copyright 2024, Society of Petroleum Engineers.",10.2118/221279-MS,APOGCE 2024 - SPE Asia Pacific Oil and Gas Conference and Exhibition,Yes,Yes,"The abstract explicitly discusses enhancing knowledge exchange and sharing across dispersed drilling and well teams. It states: 'This paper aims at presenting the tool and the set of methods developed to enhance knowledge exchange across dispersed drilling and well teams... The goal is to enhance knowledge sharing to improve performance.' It also mentions capturing and treating entries: 'A process supports the capture and the treatment of entries. It ensures content is reviewed, a digest is presented regularly, and value is extracted.' This clearly indicates capturing and retaining knowledge from individuals and the organizational environment.",The paper aims at presenting the tool and the set of methods developed to enhance knowledge exchange across dispersed drilling and well teams working for various projects on the Norwegian Continental Shelf (NCS). The goal is to enhance knowledge sharing to improve performance.,Relational Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The abstract explicitly describes a digital ecosystem for knowledge exchange: 'A digital ecosystem that facilitates the knowledge exchange process is created. It includes a web application compatible with laptop and mobile usage, storage space, access and notification management, dashboards.' This digital tool is used to capture, store, and share knowledge, including tacit knowledge like experiences and local best practices.","The paper aims at presenting the tool and the set of methods developed to enhance knowledge exchange across dispersed drilling and well teams working for various projects on the Norwegian Continental Shelf (NCS). A digital ecosystem that facilitates the knowledge exchange process is created, including a web application compatible with laptop and mobile usage, storage space, access and notification management, dashboards.","Data, Information, and Knowledge Systems","Data, Information, and Knowledge Systems; Mobile, Social, and Communication Technologies",Case Study,Case Study,True,True
e77c5216-d5c2-4cb2-8905-1b0b7594d15e,Responsible Credit Risk Assessment With Machine Learning And Knowledge Acquisition,"Making responsible lending decisions involves many factors. There is a growing amount of research on machine learning applied to credit risk evaluation. This promises to enhance diversity in lending without impacting the quality of the credit available by using data on previous lending decisions and their outcomes. However, often the most accurate machine learning methods predict in ways that are not transparent to human domain experts. A consequence is increasing regulation in jurisdictions across the world requiring automated decisions to be explainable. Before the emergence of data-driven technologies lending decisions were based on human expertise, so explainable lending decisions can, in principle, be assessed by human domain experts to ensure they are fair and ethical. In this study we hypothesised that human expertise may be used to overcome the limitations of inadequate data. Using benchmark data, we investigated using machine learning on a small training set and then correcting errors in the training data with human expertise applied through Ripple-Down Rules. We found that the resulting combined model not only performed equivalently to a model learned from a large set of training data, but that the human expert’s rules also improved the decision making of the latter model. The approach is general, and can be used not only to improve the appropriateness of lending decisions, but also potentially to improve responsible decision making in any domain where machine learning training data is limited in quantity or quality. © The Author(s) 2023.",10.1007/s44230-023-00035-1,Human-Centric Intelligent Systems,Yes,Yes,"The abstract discusses using human expertise (Ripple-Down Rules) to correct errors in training data and improve machine learning models, thereby capturing and retaining human expert knowledge.",The study hypothesizes that human expertise may be used to overcome the limitations of inadequate data. It uses machine learning on a small training set and then corrects errors in the training data with human expertise applied through Ripple-Down Rules.,Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract explicitly mentions using Ripple-Down Rules, a digital rule-based system, to capture and apply human expertise.",The study uses machine learning on a small training set and then corrects errors in the training data with human expertise applied through Ripple-Down Rules.,"Rule-Based, Decision, and Expert Systems","Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems",Empirical Study,Empirical Study,True,True
027d0e8f-1697-4742-bec0-fa660e53fbd8,Towards Personalized Learning Environments: Using Machine Learning To Predict Students' Learning Preferences In A Mixed Reality Environment,"This research-to-practice full paper describes the machine learning techniques for predicting students' learning preferences and cognitive load in a mixed reality environment. As the construction industry increasingly adopts sensing technologies, the demand for hands-on learning experiences in construction education becomes imperative. However, challenges arise in educating the future workforce due to limited access to construction sites for practical learning and the high costs associated with these technologies. To overcome these obstacles, educators are turning to virtual learning environments, such as mixed reality (MR), to provide engaging learning experiences. While MR has been utilized in construction education for simulating activities, the design of such learning environments often neglects to account for the varying learning preferences necessary for effective navigation and optimal learning outcomes. This makes it necessary to develop intelligent learning environments that can detect students' learning preferences and present information based on individual preferences. Extant studies have shown that eye movement data, particularly fixations from virtual learning environments, provide valuable insights into users' cognitive processes. Studies have also shown that leveraging machine learning algorithms enables the analysis and interpretation of eye-tracking data, offering deeper insights into students' learning preferences. In this study, nineteen undergraduate students participated in hands-on activities involving the implementation of sensing technologies within an MR learning environment. Questionnaires on learning preferences were used to assess individual learning preferences. By employing machine learning techniques on eye-tracking data and subjective evaluations of learning preferences, the study presents models that can detect students' learning preferences. The study compared performance metrics from three classifiers - Ensemble, Neural Network, and K-Nearest Neighbors (KNN) and the Ensemble classifier was identified as the most accurate, achieving an accuracy of 83.3% for the test model. The findings highlight the potential of machine learning models in detecting learning preferences most effectively for the user's interactions. The classification models, when implemented in the MR environment, can identify users who may require additional support tailored to their specific learning preferences. Thereby enhancing their interaction with the MR learning environment. Understanding and accommodating diverse learning preferences in MR learning environments can offer personalized experiences for effective engagement and knowledge retention in construction education. By tailoring instructional methods to individual preferences, educators can create inclusive environments that foster deeper comprehension and maximize learning outcomes. © 2024 IEEE.",10.1109/FIE61694.2024.10893418,"Proceedings - Frontiers in Education Conference, FIE",Yes,Yes,"The abstract discusses using machine learning to detect students' learning preferences in a mixed reality environment to provide personalized learning experiences, which involves capturing knowledge about individual learning preferences from the learning environment.",This research-to-practice full paper describes the machine learning techniques for predicting students' learning preferences and cognitive load in a mixed reality environment. The study aims to detect students' learning preferences and present information based on individual preferences.,Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract explicitly states using 'machine learning techniques on eye-tracking data' and classifiers (Ensemble, Neural Network, KNN) to detect students' learning preferences in a mixed reality environment.","By employing machine learning techniques on eye-tracking data and subjective evaluations of learning preferences, the study presents models that can detect students' learning preferences. The study compared performance metrics from three classifiers - Ensemble, Neural Network, and K-Nearest Neighbors (KNN) and the Ensemble classifier was identified as the most accurate, achieving an accuracy of 83.3% for the test model.",Artificial Intelligence and Intelligent Computation,Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,True
8b614b62-2e86-4920-8d9a-2c77db9977c5,"Understanding Knowledge Acquisition, Adaptive Strategies, Challenges, And Preservation Methods Among Traditional Fishermen In A Digital Age","The Riau Islands (Kepri) province of Indonesia boasts an expansive ocean, covering 96% of its territory and fostering a rich heritage of knowledge and maritime culture among its citizens. Traditional fishing communities on Riau Island have thrived for generations, drawing on ancestral wisdom and local expertise. However, the swift rise of digitalization and modernization has triggered a transformative shift in their learning methods and adaptation strategies. This study focuses on: identifying methods of knowledge acquisition, investigating adaptive strategies, unveiling challenges, and exploring knowledge preservation techniques. Through in-depth interviews with more than two decades of experienced fishermen, qualitative data was gathered and meticulously analyzed using NVivo 12 software. The result found that traditional fishermen employ diverse strategies, integrating technology, continuous learning, and data-driven decision-making. They face challenges like limited internet access, cultural traditions, and safety concerns. Yet they preserve wisdom through oral traditions, apprenticeships, and modern tools, ensuring a vibrant fishing legacy. Their resilience highlights the urgent need for digital adaptation and intergenerational dialogue to shape sustainable and innovative fishing communities. Hence, this study recommend to develop sustainable training initiatives, establish community platforms, formulate policies to enhance digital accessibility, and encourage meaningful conversations across generations within traditional fishing communities.  © 2023 BIO Web of Conferences. All rights reserved.",10.1051/bioconf/20237005008,BIO Web of Conferences,Yes,Yes,"The abstract explicitly discusses 'knowledge preservation techniques' and 'preserve wisdom through oral traditions, apprenticeships, and modern tools', indicating a focus on capturing and retaining knowledge from traditional fishermen.","The study focuses on identifying methods of knowledge acquisition, investigating adaptive strategies, unveiling challenges, and exploring knowledge preservation techniques among traditional fishermen. The study found that traditional fishermen employ diverse strategies, integrating technology, continuous learning, and data-driven decision-making to preserve wisdom through oral traditions, apprenticeships, and modern tools.",Collective Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The abstract mentions 'modern tools' for knowledge preservation and uses NVivo 12 software for data analysis, but the primary preservation methods are oral traditions and apprenticeships. Digital technology is used in the research process, not explicitly for capturing tacit knowledge from fishermen. However, 'modern tools' implies some digital technology use for preservation.","The study found that traditional fishermen integrate technology, continuous learning, and data-driven decision-making to preserve their knowledge. They use modern tools in addition to oral traditions and apprenticeships.","Data, Information, and Knowledge Systems",Others(*),Case Study,Empirical Study,True,True
