uuid,Title,Abstract,DOI Link,Publication title,ernie_kr_flag,deepseek_kr_flag,qwen_kr_flag,ernie_kr_evidence,deepseek_kr_evidence,qwen_kr_evidence,ernie_TK_normalized,deepseek_TK_normalized,qwen_TK_normalized,ernie_DT_flag,deepseek_DT_flag,qwen_DT_flag,ernie_DT_evidence,deepseek_DT_evidence,qwen_DT_evidence,ernie_DT_normalized,deepseek_DT_normalized,qwen_DT_normalized,ernie_ic_label,deepseek_ic_label,qwen_ic_label
a1ab2d80-8a6f-4a62-b90e-c53f0a535f9b,Technologies As Km Tool For Sustainability In Hospitality: Practitioners Perspective,"This study explores how hospitality businesses leverage technologies as Knowledge Management (KM) tools to enhance sustainable performance in this sector. By integrating artificial intelligence (AI) and other emerging technological solutions, businesses can mitigate negative environmental impacts, improve employee working conditions, and reduce operational costs. The study highlights the strategic role of technology in facilitating knowledge creation, sharing, and application to drive sustainability in the hospitality sector. The research is based on a narrative analysis of qualitative secondary data obtained from the Hospitality Technology Network and expert panel discussions at a leading industry conference in Poland, focusing on automation and technological advancements in the hospitality sector. The results indicate that AI and other technological innovations serve as effective KM tools, enabling hospitality businesses to achieve economic, social, and environmental benefits. Practitioners view these technologies as critical enablers of sustainable development, process optimization, and long-term competitive advantage. The study underscores the role of technology in transforming knowledge into actionable insights and facilitating sustainable business practices. This paper provides insights into the adoption and effective use of sustainable technologies, particularly for small and medium-sized hospitality enterprises (SMEs). By examining practitioners' experiences with KM-driven technological solutions, the study offers practical recommendations for hospitality managers seeking to enhance sustainability. The findings can serve as a knowledge base for SMEs aiming to integrate technology into their sustainability strategies. This research contributes to the discourse on KM and sustainability in the hospitality industry by identifying specific technologies and systems used by practitioners. By emphasizing the intersection of technology, KM, and sustainable business practices, the study offers a novel perspective on the digital transformation of hospitality businesses. The insights presented provide a foundation for further research and practical applications in the field of sustainable knowledge management. © 2025 Academic Conferences Limited. All rights reserved.",Empty,"Proceedings of the European Conference on Knowledge Management, ECKM",Yes,Yes,Yes,"The study highlights the strategic role of technology in facilitating knowledge creation, sharing, and application to drive sustainability in the hospitality sector.","The abstract states the study explores how hospitality businesses 'leverage technologies as Knowledge Management (KM) tools' and highlights 'the strategic role of technology in facilitating knowledge creation, sharing, and application'.","By integrating artificial intelligence (AI) and other emerging technological solutions, businesses can mitigate negative environmental impacts, improve employee working conditions, and reduce operational costs. The study highlights the strategic role of technology in facilitating knowledge creation, sharing, and application to drive sustainability in the hospitality sector.","Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",Yes,Yes,Yes,"By integrating artificial intelligence (AI) and other emerging technological solutions, businesses can mitigate negative environmental impacts, improve employee working conditions, and reduce operational costs.",The abstract explicitly mentions 'artificial intelligence (AI) and other emerging technological solutions' as KM tools.,artificial intelligence (AI) and other emerging technological solutions,Artificial Intelligence and Intelligent Computation,Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,True,True
f3c3d6c6-1e87-4efe-b704-2a7c81651b4f,A Knowledge Management Perspective On Optimizing College English Teaching In The Modern Information Technology Ecosystem,"In today’s digital era, modern information technology is fundamentally reshaping the ways in which knowledge is created, captured, transferred, and applied in educational settings. This paper adopts a knowledge management perspective to explore how information technology can enhance both teaching effectiveness and student learning in college English classrooms. By integrating knowledge sharing, organizational learning, and cognitive approaches with internet technology–based strategies, the study proposes practical methods to promote effective teaching practices. Leveraging a support vector machine algorithm enhanced with an active learning strategy, an evaluation model is developed to assess instructional quality by comprehensively considering factors such as organizational culture and knowledge transfer behaviors. Experimental results demonstrate that the proposed algorithm achieves classification accuracies of 96.21% on the Zoo dataset and 94.36% on the Iris dataset. © 2025 IGI Global. All rights reserved.",10.4018/IJKM.380957,International Journal of Knowledge Management,Yes,No,Yes,This paper adopts a knowledge management perspective to explore how information technology can enhance both teaching effectiveness and student learning in college English classrooms.,"The abstract adopts a knowledge management perspective to enhance teaching and learning, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.","By integrating knowledge sharing, organizational learning, and cognitive approaches with internet technology–based strategies, the study proposes practical methods to promote effective teaching practices.",None identified,None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",Yes,No,Yes,"Leveraging a support vector machine algorithm enhanced with an active learning strategy, an evaluation model is developed to assess instructional quality by comprehensively considering factors such as organizational culture and knowledge transfer behaviors.","Information technology and a support vector machine algorithm are used for evaluating instructional quality, not for capturing or retaining knowledge.","By integrating knowledge sharing, organizational learning, and cognitive approaches with internet technology–based strategies, the study proposes practical methods to promote effective teaching practices. Leveraging a support vector machine algorithm enhanced with an active learning strategy, an evaluation model is developed to assess instructional quality by comprehensively considering factors such as organizational culture and knowledge transfer behaviors.",Artificial Intelligence and Intelligent Computation,None identified,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Rule-Based, Decision, and Expert Systems",True,False,True
ff3736ca-17b3-43a9-8793-5ee0a7d69f12,"Ai Technology Adoption, Knowledge Sharing, And Manufacturing Firms’ Innovation Performance: The Moderating Effect Of Absorptive Capacity","As artificial intelligence (AI) technologies reshape manufacturing processes, their impact on innovation through knowledge sharing remains understudied and contested. In this article, we investigate how AI adoption influences innovation performance via two distinct pathways: explicit and tacit knowledge sharing. Drawing on the absorptive capacity theory, the study further examines how a firm's ability to assimilate and apply knowledge moderates these relationships. Based on the survey data from 290 Chinese manufacturing firms and analyzed using structural equation modeling, the findings reveal that AI facilitates both types of knowledge sharing, yet only the link between tacit knowledge sharing and innovation is significantly strengthened by higher absorptive capacity. The study contributes to engineering management literature by unpacking the dual-role mechanism of AI in knowledge-driven innovation and highlighting the critical boundary condition of absorptive capacity. For practitioners, it offers strategic insights into how AI tools and absorptive capacity can be codeveloped to unlock innovation potential. These findings highlight the need for tailored AI adoption and robust knowledge-sharing mechanisms, supported by absorptive capacity, to drive sustained innovation outcomes. © 1988-2012 IEEE.",10.1109/TEM.2025.3573176,IEEE Transactions on Engineering Management,Yes,No,Yes,"In this article, we investigate how AI adoption influences innovation performance via two distinct pathways: explicit and tacit knowledge sharing.","The abstract investigates how AI adoption influences innovation performance through knowledge sharing, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.","Drawing on the absorptive capacity theory, the study further examines how a firm's ability to assimilate and apply knowledge moderates these relationships. Based on the survey data from 290 Chinese manufacturing firms and analyzed using structural equation modeling, the findings reveal that AI facilitates both types of knowledge sharing, yet only the link between tacit knowledge sharing and innovation is significantly strengthened by higher absorptive capacity.",Cognitive tacit knowledge (Expert judgment),None identified,"Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",Yes,No,Yes,AI facilitates both types of knowledge sharing.,"AI adoption is discussed in the context of facilitating knowledge sharing, not for capturing or retaining knowledge.","Based on the survey data from 290 Chinese manufacturing firms and analyzed using structural equation modeling, the findings reveal that AI facilitates both types of knowledge sharing, yet only the link between tacit knowledge sharing and innovation is significantly strengthened by higher absorptive capacity.",Artificial Intelligence and Intelligent Computation,None identified,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,False,True
2816e3db-7f9d-43b5-9ea0-d9d9faceda99,Enhancing Knowledge Spillover Of Innovation Through Artificial Intelligence: An Empirical Investigation,"Effective technological innovation relies on having ample knowledge resources to enhance firm performance and knowledge creation. Innovators seek both internal and external knowledge, actively engaging in a continuous search for these valuable resources. Knowledge collaboration is a specific strategy that innovative firms can follow during Artificial Intelligence (AI) adoption processes. This study investigates the role of AI and knowledge collaboration in firm innovation. Using data from 14,143 firms in the UK between 2004 and 2020, we explore how AI adoption impacts knowledge spillover of innovation. Our findings suggest that firms adopting AI can enhance their innovation performance if it complements firm’s own investment in R&D. AI adoption can substitute knowledge collaboration with certain external partners. The results help us to rethink resource allocation for knowledge spillover of innovation in the era of AI and digital technologies. © The Author(s) 2025.",10.1007/s10961-025-10217-7,Journal of Technology Transfer,Yes,No,Yes,This study investigates the role of AI and knowledge collaboration in firm innovation.,"The abstract investigates how AI adoption impacts knowledge spillover of innovation, focusing on knowledge collaboration and resource allocation, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.","Effective technological innovation relies on having ample knowledge resources to enhance firm performance and knowledge creation. Innovators seek both internal and external knowledge, actively engaging in a continuous search for these valuable resources. Knowledge collaboration is a specific strategy that innovative firms can follow during Artificial Intelligence (AI) adoption processes. This study investigates the role of AI and knowledge collaboration in firm innovation. Our findings suggest that firms adopting AI can enhance their innovation performance if it complements firm’s own investment in R&D. AI adoption can substitute knowledge collaboration with certain external partners.",Cognitive tacit knowledge (Expert judgment),None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Collective and relational tacit knowledge (Teamwork know-how, other)",Yes,No,Yes,"Using data from 14,143 firms in the UK between 2004 and 2020, we explore how AI adoption impacts knowledge spillover of innovation.","AI adoption is discussed in the context of innovation performance and knowledge spillover, not for capturing or retaining knowledge.",This study investigates the role of AI and knowledge collaboration in firm innovation. Our findings suggest that firms adopting AI can enhance their innovation performance if it complements firm’s own investment in R&D. AI adoption can substitute knowledge collaboration with certain external partners.,Artificial Intelligence and Intelligent Computation,None identified,Artificial Intelligence and Intelligent Computation,True,False,True
1f0fd83c-2661-4123-adde-aefb2d4b5fa9,Exploring Knowledge Management Approaches To Enhance Documentation Management Within The Ai Realms,"Artificial intelligence (AI) technologies have an increasing impact on companies' digital transformation. On the one hand, it is expected that AI tools can support process automation and quality improvement, on the other hand, many professionals fear that AI systems will displace their roles. It is assumed that paperwork processes and workflow documentation are among the most tedious tasks for employees. However, proper workflow documentation is the backbone of effective company knowledge management (KM) and decision-making. In contrast with traditional documentation management systems (DMS) that struggle with retrieval, accessibility, and workflow automation, KM challenges hinder documenting and sharing insights gained during projects, with knowledge often hidden or lost post-project. Overcoming these barriers requires AI-driven systems to contextualize and structure unstructured knowledge for better inter-project collaboration and retention. By investigating KM approaches, the present research aims to identify and model the key features that will support job augmentation with intelligent document management processing. The study steps on the Automated Documentation Management System (ADMS) with an integrated ChatGPT-based assistant, which enables users to interact with documents through conversational queries, analysis, retrieval, and summarization requests. The first part of the paper explores KM approaches related to workflow documentation and project management. Next, a short overview presents the ADMS system functionalities for improving contextual understanding of the complex processes, data integration, and knowledge sharing. Based on this, a new application model is identified, supporting KM job augmentation. At the end, the discussion explores how advanced DMSs can support KM processes in companies to enhance quality, efficiency, and job augmentation, improving decision-making, collaboration in project management. By enabling seamless knowledge sharing, it preserves insights beyond project lifecycles, supporting future initiatives. As projects grow more complex and data-driven, AI integration in PM can transform how teams capture, share, and apply knowledge for sustained success. © 2025 Academic Conferences Limited. All rights reserved.",10.34190/eckm.26.1.3800,"Proceedings of the European Conference on Knowledge Management, ECKM",Yes,Yes,Yes,"The present research aims to identify and model the key features that will support job augmentation with intelligent document management processing. The study steps on the Automated Documentation Management System (ADMS) with an integrated ChatGPT-based assistant, which enables users to interact with documents through conversational queries, analysis, retrieval, and summarization requests.",The abstract states: 'Overcoming these barriers requires AI-driven systems to contextualize and structure unstructured knowledge for better inter-project collaboration and retention.' It also mentions 'preserving insights beyond project lifecycles' and 'knowledge often hidden or lost post-project'.,Proper workflow documentation is the backbone of effective company knowledge management (KM) and decision-making. Overcoming these barriers requires AI-driven systems to contextualize and structure unstructured knowledge for better inter-project collaboration and retention. The study aims to identify and model the key features that will support job augmentation with intelligent document management processing.,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)",None identified,"Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other); Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)",Yes,Yes,Yes,"The study steps on the Automated Documentation Management System (ADMS) with an integrated ChatGPT-based assistant, which enables users to interact with documents through conversational queries, analysis, retrieval, and summarization requests.",The abstract explicitly mentions an 'Automated Documentation Management System (ADMS) with an integrated ChatGPT-based assistant' used to 'contextualize and structure unstructured knowledge' and support knowledge sharing and retention.,"AI-driven systems to contextualize and structure unstructured knowledge for better inter-project collaboration and retention. The Automated Documentation Management System (ADMS) with an integrated ChatGPT-based assistant, which enables users to interact with documents through conversational queries, analysis, retrieval, and summarization requests.","Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,False,True
4f1ab69a-c219-42c1-8a31-de97744711e6,Bridging Expert Knowledge And Ai: A Semantic Architecture For Manufacturing Knowledge Management Using Knowledge Graphs And Large Language Models,"Manufacturing companies face a critical knowledge management crisis where decades of operational expertise remains trapped in expert minds, leading to extended onboarding periods, inefficient decision-making and knowledge loss through retirement. This paper presents the development of a semantic AI assistant system that combines Knowledge Graphs with Large Language Models to transform how manufacturing engineers access and utilize institutional knowledge. The approach addresses the integration of scattered data across incompatible systems through a three-stage pipeline: multi-format document ingestion, knowledge graph construction, and LLM-enhanced natural language querying. Our implementation demonstrates how semantic technologies can address real-world industrial challenges, reducing information retrieval time and creating pathways for knowledge preservation at enterprise scale. © 2025 Copyright for this paper by its authors.",Empty,CEUR Workshop Proceedings,Yes,Yes,Yes,"This paper presents the development of a semantic AI assistant system that combines Knowledge Graphs with Large Language Models to transform how manufacturing engineers access and utilize institutional knowledge. The approach addresses the integration of scattered data across incompatible systems through a three-stage pipeline: multi-format document ingestion, knowledge graph construction, and LLM-enhanced natural language querying.","The abstract states: 'decades of operational expertise remains trapped in expert minds, leading to extended onboarding periods, inefficient decision-making and knowledge loss through retirement.' It presents a system to 'transform how manufacturing engineers access and utilize institutional knowledge' and 'creating pathways for knowledge preservation at enterprise scale'.","Manufacturing companies face a critical knowledge management crisis where decades of operational expertise remains trapped in expert minds, leading to extended onboarding periods, inefficient decision-making, and knowledge loss through retirement. The paper presents the development of a semantic AI assistant system that combines Knowledge Graphs with Large Language Models to transform how manufacturing engineers access and utilize institutional knowledge.","Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)",Cognitive tacit knowledge (Expert judgment); Somatic tacit knowledge (Operational know-how),"Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other); Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)",Yes,Yes,Yes,"The paper presents the development of a semantic AI assistant system that combines Knowledge Graphs with Large Language Models to transform how manufacturing engineers access and utilize institutional knowledge. The approach addresses the integration of scattered data across incompatible systems through a three-stage pipeline: multi-format document ingestion, knowledge graph construction, and LLM-enhanced natural language querying.",The abstract explicitly describes a 'semantic AI assistant system that combines Knowledge Graphs with Large Language Models' to 'transform how manufacturing engineers access and utilize institutional knowledge' and for 'knowledge preservation'.,"The semantic AI assistant system combines Knowledge Graphs with Large Language Models to transform how manufacturing engineers access and utilize institutional knowledge. The approach addresses the integration of scattered data across incompatible systems through a three-stage pipeline: multi-format document ingestion, knowledge graph construction, and LLM-enhanced natural language querying.","Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,False,True
92644391-8eb8-4f55-8cc8-01d4fe5127c7,Knowledge Management In Organizations Using Emerging Technologies,"Emerging technologies are tools that allow companies to create, manipulate and manage consistent data over time, the study was based on the general objective: to analyze how knowledge management is developed in organizations that use emerging technologies; the analysis presents three key aspects: acquisition, generation and transfer of knowledge, as well as the emerging technologies that are being implemented in these organizations. The study was of quantitative approach, documentary analysis, developed from the systematic analysis of eight scientific articles coded for a better interpretation of the data. The study finds that internal sources for knowledge acquisition include artificial intelligence (AI), big data analysis and collaborative work, while external sources include technologies such as blockchain and the Internet of Things (IoT). In terms of knowledge generation, organizations employ big data and digital technologies that foster a favorable environment for innovation. Knowledge transfer is facilitated by emerging technologies, which promote effective communication and collaboration between teams. The most commonly used technologies are AI, big data analytics, blockchain, robotic process automation (RPA), augmented reality, 3D printing, chatbots and online platforms. Implementing these technologies not only improves efficiency and communication, but also presents challenges, such as cultural resistance and digital competence, that organizations must address to maximize their potential. © 2025 Latin American and Caribbean Consortium of Engineering Institutions. All rights reserved.",10.18687/LACCEI2025.1.1.2100,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",Yes,Yes,Yes,"The study was based on the general objective: to analyze how knowledge management is developed in organizations that use emerging technologies; the analysis presents three key aspects: acquisition, generation and transfer of knowledge.","The abstract explicitly discusses knowledge management in organizations, including 'acquisition, generation and transfer of knowledge' and mentions that 'internal sources for knowledge acquisition include artificial intelligence (AI), big data analysis and collaborative work'.","The study analyzes how knowledge management is developed in organizations that use emerging technologies, including acquisition, generation, and transfer of knowledge.","Other(Knowledge acquisition, generation and transfer)",None identified,Cognitive tacit knowledge; Somatic tacit knowledge; Collective and relational tacit knowledge; Adaptive tacit knowledge,Yes,Yes,Yes,"The study finds that internal sources for knowledge acquisition include artificial intelligence (AI), big data analysis and collaborative work, while external sources include technologies such as blockchain and the Internet of Things (IoT). In terms of knowledge generation, organizations employ big data and digital technologies that foster a favorable environment for innovation. Knowledge transfer is facilitated by emerging technologies, which promote effective communication and collaboration between teams.","The abstract states that 'emerging technologies are tools that allow companies to create, manipulate and manage consistent data over time' and lists technologies such as 'artificial intelligence (AI), big data analysis, blockchain, Internet of Things (IoT), robotic process automation (RPA), augmented reality, 3D printing, chatbots and online platforms' used for knowledge acquisition, generation, and transfer.","Internal sources for knowledge acquisition include artificial intelligence (AI), big data analysis, and collaborative work, while external sources include technologies such as blockchain and the Internet of Things (IoT). In terms of knowledge generation, organizations employ big data and digital technologies. Knowledge transfer is facilitated by emerging technologies, which promote effective communication and collaboration between teams.","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems; Cyber-Physical Systems, IoT, and Smart Environments","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems; Cyber-Physical Systems, IoT, and Smart Environments; Distributed, Secure, and Trust Technologies; Human–Computer Interaction and Immersive Technologies; Others(3D printing; chatbots; online platforms)","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems; Human–Computer Interaction and Immersive Technologies; Cyber-Physical Systems, IoT, and Smart Environments; Others(*)",True,False,True
5c70670e-66a6-43d8-bd45-7ea645a2c48f,Research On Optimizing Teaching Models For Higher Education In Traditional Chinese Medicine Through Hybrid Intelligent Systems,"However, in modern education, learning advanced knowledge, theory, and technology is a development trend that traditional Chinese medicine education needs to fully adapt to, and will become the basis to optimize the teaching model. The hybrid intelligence system of this paper based on knowledge reasoning and adaptive learning technology provides the teaching mode optimization for TCM higher education, and provides a reference for the personalization and flexibility of education. First, in proposed model use knowledge reasoning technology of analysis student learning progress and knowledge mastery by establishing the knowledge graph and expert reasoning mechanism of traditional Chinese medicine, further derived suitable for student’s learning path. Artificial intelligence technology can be based on students' individual differences, in a complex knowledge system of reasoning and automatically adjust the content and difficulty of learning, so as to better meet the learning needs of students. 2. Adaptive learning technology employs smart algorithms to monitor students' learning behaviors and performance in real time and dynamically update teaching strategies and learning content. The system also recommends learners certain learning resources automatically, ensure that learners can make learning at the best pace to maximize learning result according to their performance and students' feedback. The experimental results indicate that the proposed model is effective in enhancing students' engagement, knowledge retention, and learning efficiency. ©2025 IEEE.",10.1109/AINIT65432.2025.11035990,"2025 IEEE 6th International Seminar on Artificial Intelligence, Networking and Information Technology, AINIT 2025",Yes,Yes,Yes,"The hybrid intelligence system of this paper based on knowledge reasoning and adaptive learning technology provides the teaching mode optimization for TCM higher education, and provides a reference for the personalization and flexibility of education. First, in proposed model use knowledge reasoning technology of analysis student learning progress and knowledge mastery by establishing the knowledge graph and expert reasoning mechanism of traditional Chinese medicine, further derived suitable for student’s learning path. Artificial intelligence technology can be based on students' individual differences, in a complex knowledge system of reasoning and automatically adjust the content and difficulty of learning, so as to better meet the learning needs of students. Adaptive learning technology employs smart algorithms to monitor students' learning behaviors and performance in real time and dynamically update teaching strategies and learning content.","The abstract discusses a hybrid intelligent system that uses 'knowledge reasoning and adaptive learning technology' to 'analyze student learning progress and knowledge mastery' and 'automatically adjust the content and difficulty of learning', which involves capturing and retaining knowledge about student learning.","The hybrid intelligence system based on knowledge reasoning and adaptive learning technology provides the teaching mode optimization for TCM higher education, and provides a reference for the personalization and flexibility of education.",Cognitive tacit knowledge(Expert judgment); Cognitive tacit knowledge(Decision rules); Adaptive tacit knowledge(Situational problem-solving),None identified,Cognitive tacit knowledge; Somatic tacit knowledge; Adaptive tacit knowledge,Yes,Yes,Yes,"The hybrid intelligence system of this paper based on knowledge reasoning and adaptive learning technology provides the teaching mode optimization for TCM higher education. Artificial intelligence technology can be based on students' individual differences, in a complex knowledge system of reasoning and automatically adjust the content and difficulty of learning. Adaptive learning technology employs smart algorithms to monitor students' learning behaviors and performance in real time and dynamically update teaching strategies and learning content.",The abstract explicitly states that the system uses 'knowledge reasoning technology' and 'adaptive learning technology' with 'smart algorithms to monitor students' learning behaviors and performance in real time and dynamically update teaching strategies and learning content'.,"Knowledge reasoning technology and adaptive learning technology are used to analyze student learning progress and knowledge mastery, and to adjust the content and difficulty of learning.","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems; Others(adaptive learning technology)","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,True,True
5a288217-f0c4-48ab-af99-eb4b2ba9844f,Ai-Powered Transcript Summarization And Question Answering For Youtube And Wikipedia,"With the rapid growth of online content, there is an increasing demand for efficient tools that facilitate content understanding and knowledge retention. This research focuses on the development of an AI-powered system designed to automate summarization, question answering, and quiz generation from YouTube transcripts and Wikipedia articles. The system employs advanced natural language processing (NLP) techniques to process and distill complex information into clear and concise summaries. The process begins with the extraction of text through the YouTube Transcript API or web scraping. The Pegasus-XSum model is then used for summarizing the content, ensuring that key information is retained while minimizing text length. For question answering, the Llama model is employed to generate contextually relevant answers based on the provided content. Additionally, the system generates quizzes by extracting entities from the text to enhance interactive learning. This technology aims to improve content comprehension, making it especially valuable for educational settings and knowledge management. By integrating summarization, question answering, and quiz generation into a single platform, the system supports efficient learning and better retention of critical information. This research demonstrates the potential of NLP in addressing the challenges of information overload and facilitating effective knowledge acquisition. © 2025 IEEE.",10.1109/CICTN64563.2025.10932550,"2025 2nd International Conference on Computational Intelligence, Communication Technology and Networking, CICTN 2025",Yes,Yes,Yes,"This research focuses on the development of an AI-powered system designed to automate summarization, question answering, and quiz generation from YouTube transcripts and Wikipedia articles.","The abstract discusses an AI-powered system that 'automates summarization, question answering, and quiz generation' to 'facilitate content understanding and knowledge retention', explicitly addressing knowledge retention.","The system employs advanced natural language processing (NLP) techniques to process and distill complex information into clear and concise summaries, and generates quizzes to enhance interactive learning.",None identified,None identified,Cognitive tacit knowledge; Somatic tacit knowledge,Yes,Yes,Yes,"The system employs advanced natural language processing (NLP) techniques to process and distill complex information into clear and concise summaries. The process begins with the extraction of text through the YouTube Transcript API or web scraping. The Pegasus-XSum model is then used for summarizing the content, ensuring that key information is retained while minimizing text length. For question answering, the Llama model is employed to generate contextually relevant answers based on the provided content. Additionally, the system generates quizzes by extracting entities from the text to enhance interactive learning.","The abstract explicitly states that the system uses 'advanced natural language processing (NLP) techniques', 'Pegasus-XSum model' for summarization, and 'Llama model' for question answering to process and retain knowledge.",The system uses the Pegasus-XSum model for summarizing the content and the Llama model for generating contextually relevant answers. It also generates quizzes by extracting entities from the text.,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,True,True
446f2754-94b2-411f-9922-32488e6e0416,Adaptive Machine Learning Frameworks Integrating Llms And Knowledge Graphs For Tailored Education,"Recent advancements in artificial intelligence have paved the way for innovative personalized education through Interactive Machine Learning Systems (IMLS). This study explores how combining large language models (LLMs) with knowledge graphs (KGs) within IMLS can create adaptive, customized learning experiences. Leveraging the sophisticated natural language understanding and generation capabilities of LLMs, the system enables dynamic interactions between learners and educational content, offering real-time feedback and personalized guidance. At the same time, knowledge graphs provide a well-organized framework for structuring educational materials, detailing the relationships among concepts, skills, and learner profiles. By integrating these technologies, the system can intelligently assess individual learner needs, predict learning trajectories, and tailor instructional strategies accordingly. Empirical evaluations across various educational settings have shown significant enhancements in learner engagement, knowledge retention, and overall academic performance. This research highlights the promising potential of merging advanced language models with semantic knowledge representations to develop scalable and effective personalized education solutions that cater to the unique needs of every learner. This study addresses the existing gap in combining large language models and knowledge graphs for personalized education by proposing a novel integrated framework. Our empirical results demonstrate significant improvements in learner engagement and knowledge retention, highlighting the robustness and scalability of the approach. © 2025 IEEE.",10.1109/ICCPCT65132.2025.11176710,"2025 8th International Conference on Circuit, Power and Computing Technologies, ICCPCT 2025",Yes,Yes,Yes,"This study explores how combining large language models (LLMs) with knowledge graphs (KGs) within IMLS can create adaptive, customized learning experiences. Leveraging the sophisticated natural language understanding and generation capabilities of LLMs, the system enables dynamic interactions between learners and educational content, offering real-time feedback and personalized guidance. At the same time, knowledge graphs provide a well-organized framework for structuring educational materials, detailing the relationships among concepts, skills, and learner profiles. By integrating these technologies, the system can intelligently assess individual learner needs, predict learning trajectories, and tailor instructional strategies accordingly.","The abstract discusses an Interactive Machine Learning System that 'combines large language models (LLMs) with knowledge graphs (KGs)' to create adaptive learning experiences, and mentions 'knowledge retention' as a significant enhancement, indicating knowledge capture and retention.","The system enables dynamic interactions between learners and educational content, offering real-time feedback and personalized guidance, and intelligently assesses individual learner needs, predicts learning trajectories, and tailors instructional strategies.",Cognitive tacit knowledge(Decision rules); Adaptive tacit knowledge(Situational problem-solving),None identified,Cognitive tacit knowledge; Somatic tacit knowledge; Adaptive tacit knowledge,Yes,Yes,Yes,"This study explores how combining large language models (LLMs) with knowledge graphs (KGs) within IMLS can create adaptive, customized learning experiences. Leveraging the sophisticated natural language understanding and generation capabilities of LLMs, the system enables dynamic interactions between learners and educational content, offering real-time feedback and personalized guidance. At the same time, knowledge graphs provide a well-organized framework for structuring educational materials, detailing the relationships among concepts, skills, and learner profiles.","The abstract explicitly states that the system uses 'large language models (LLMs) with knowledge graphs (KGs)' to 'intelligently assess individual learner needs, predict learning trajectories, and tailor instructional strategies', which involves capturing and retaining knowledge about learners.","The system leverages the sophisticated natural language understanding and generation capabilities of LLMs and knowledge graphs to create adaptive, customized learning experiences.","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",True,True,True
