uuid,Title,Abstract,DOI Link,Publication title,deepseek_kr_flag,qwen_kr_flag,deepseek_kr_evidence,qwen_kr_evidence,deepseek_TK_normalized,qwen_TK_normalized,deepseek_DT_flag,qwen_DT_flag,deepseek_DT_evidence,qwen_DT_evidence,deepseek_DT_normalized,qwen_DT_normalized,deepseek_article_type,qwen_article_type,deepseek_ic_label,qwen_ic_label
5c70670e-66a6-43d8-bd45-7ea645a2c48f,Research On Optimizing Teaching Models For Higher Education In Traditional Chinese Medicine Through Hybrid Intelligent Systems,"However, in modern education, learning advanced knowledge, theory, and technology is a development trend that traditional Chinese medicine education needs to fully adapt to, and will become the basis to optimize the teaching model. The hybrid intelligence system of this paper based on knowledge reasoning and adaptive learning technology provides the teaching mode optimization for TCM higher education, and provides a reference for the personalization and flexibility of education. First, in proposed model use knowledge reasoning technology of analysis student learning progress and knowledge mastery by establishing the knowledge graph and expert reasoning mechanism of traditional Chinese medicine, further derived suitable for student’s learning path. Artificial intelligence technology can be based on students' individual differences, in a complex knowledge system of reasoning and automatically adjust the content and difficulty of learning, so as to better meet the learning needs of students. 2. Adaptive learning technology employs smart algorithms to monitor students' learning behaviors and performance in real time and dynamically update teaching strategies and learning content. The system also recommends learners certain learning resources automatically, ensure that learners can make learning at the best pace to maximize learning result according to their performance and students' feedback. The experimental results indicate that the proposed model is effective in enhancing students' engagement, knowledge retention, and learning efficiency. ©2025 IEEE.",10.1109/AINIT65432.2025.11035990,"2025 IEEE 6th International Seminar on Artificial Intelligence, Networking and Information Technology, AINIT 2025",Yes,No,"The abstract discusses a hybrid intelligent system that uses knowledge reasoning and adaptive learning technology to optimize teaching models. It mentions 'knowledge reasoning technology of analysis student learning progress and knowledge mastery by establishing the knowledge graph and expert reasoning mechanism' and 'automatically adjust the content and difficulty of learning', which implies capturing and retaining knowledge about student learning progress and mastery.","The paper discusses the optimization of teaching models for higher education in Traditional Chinese Medicine through hybrid intelligent systems, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,Yes,Yes,"The abstract explicitly describes the use of 'hybrid intelligence system', 'knowledge reasoning technology', 'knowledge graph', 'expert reasoning mechanism', 'artificial intelligence technology', and 'adaptive learning technology' to capture and retain knowledge about student learning.","The hybrid intelligence system based on knowledge reasoning and adaptive learning technology provides the teaching mode optimization for TCM higher education. Artificial intelligence technology can be based on students' individual differences, in a complex knowledge system of reasoning and automatically adjust the content and difficulty of learning.","Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems; Data, Information, and Knowledge Systems","Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems; Artificial Intelligence and Intelligent Computation",Empirical Study,Empirical Study,True,False
446f2754-94b2-411f-9922-32488e6e0416,Adaptive Machine Learning Frameworks Integrating Llms And Knowledge Graphs For Tailored Education,"Recent advancements in artificial intelligence have paved the way for innovative personalized education through Interactive Machine Learning Systems (IMLS). This study explores how combining large language models (LLMs) with knowledge graphs (KGs) within IMLS can create adaptive, customized learning experiences. Leveraging the sophisticated natural language understanding and generation capabilities of LLMs, the system enables dynamic interactions between learners and educational content, offering real-time feedback and personalized guidance. At the same time, knowledge graphs provide a well-organized framework for structuring educational materials, detailing the relationships among concepts, skills, and learner profiles. By integrating these technologies, the system can intelligently assess individual learner needs, predict learning trajectories, and tailor instructional strategies accordingly. Empirical evaluations across various educational settings have shown significant enhancements in learner engagement, knowledge retention, and overall academic performance. This research highlights the promising potential of merging advanced language models with semantic knowledge representations to develop scalable and effective personalized education solutions that cater to the unique needs of every learner. This study addresses the existing gap in combining large language models and knowledge graphs for personalized education by proposing a novel integrated framework. Our empirical results demonstrate significant improvements in learner engagement and knowledge retention, highlighting the robustness and scalability of the approach. © 2025 IEEE.",10.1109/ICCPCT65132.2025.11176710,"2025 8th International Conference on Circuit, Power and Computing Technologies, ICCPCT 2025",Yes,No,"The abstract discusses how the system can 'intelligently assess individual learner needs, predict learning trajectories, and tailor instructional strategies accordingly', which implies capturing and retaining knowledge about learners and educational content to personalize learning. The phrase 'knowledge graphs provide a well-organized framework for structuring educational materials, detailing the relationships among concepts, skills, and learner profiles' indicates retention of structured knowledge.","The study focuses on creating adaptive, customized learning experiences using LLMs and knowledge graphs, but it does not explicitly discuss capturing or retaining tacit knowledge from individuals or organizations.",None identified,None identified,Yes,Yes,"The abstract explicitly states the use of 'large language models (LLMs) with knowledge graphs (KGs)' to create adaptive learning experiences, which involves capturing and retaining knowledge from learners and educational content.","The study explores how combining large language models (LLMs) with knowledge graphs (KGs) within IMLS can create adaptive, customized learning experiences. The system leverages the sophisticated natural language understanding and generation capabilities of LLMs and uses knowledge graphs to structure educational materials.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,False
b99d3bde-5905-4863-986f-c36058770dee,Breaking The Code: Exploring The Drivers Of Knowledge Sharing In The Digital Innovation Ecosystem Via Mixed Methods,"Purpose: This paper takes knowledge level, knowledge features, technology platform, knowledge sharing information security, interaction of knowledge sharing and incentive mechanism as dependent variables; takes knowledge sharing willingness and consciousness of digital open collaboration as intermediary variables and builds a theoretical framework of influencing factors of knowledge sharing behavior from the perspective of digital innovation ecosystem. Design/methodology/approach: We use structural equation models (SEM) for hypothesis testing and path analysis to quantitatively assess the direct and indirect effects of each variable on knowledge sharing behavior. In addition, to further uncover the synergistic effects among multiple variables, we employed fuzzy-set qualitative comparative analysis (fsQCA) to gain a more comprehensive understanding of how these conditions influence knowledge-sharing behavior. Findings: The results of this paper show that the key factors to promote active knowledge sharing are the optimization of technology platform, the improvement of knowledge level, the complexity of knowledge characteristics, the strengthening of digital open collaboration concept, the improvement of incentive mechanism and the guarantee of knowledge sharing information security. Originality/value: This paper uses structural equation model for hypothesis testing and path analysis, combined with fsQCA analysis method, to explore the multi-antecedent linkage effect. This will help to understand the dynamic mechanism of knowledge sharing in the digital innovation ecosystem and provide theoretical support and practical guidance for formulating effective strategies. © 2025, Emerald Publishing Limited.",10.1108/K-12-2024-3252,Kybernetes,Yes,No,"The abstract discusses 'knowledge sharing' as a behavior influenced by factors like 'knowledge level, knowledge features, technology platform, knowledge sharing information security, interaction of knowledge sharing and incentive mechanism'. This implies capturing and retaining knowledge from individuals within the digital innovation ecosystem.",The study focuses on the drivers of knowledge sharing in the digital innovation ecosystem but does not explicitly discuss capturing or retaining tacit knowledge from individuals or organizations.,Collective Tacit Knowledge,None identified,Yes,Yes,"The abstract mentions 'technology platform' as a key factor promoting knowledge sharing, and uses 'structural equation models (SEM)' and 'fuzzy-set qualitative comparative analysis (fsQCA)' for analysis, indicating digital technologies are used to study and facilitate knowledge sharing.","The study uses structural equation models (SEM) for hypothesis testing and path analysis, and fuzzy-set qualitative comparative analysis (fsQCA) to explore the multi-antecedent linkage effect.","Data, Information, and Knowledge Systems","Rule-Based, Decision, and Expert Systems; Others(*)",Empirical Study,Empirical Study,True,False
c9a2a26a-d715-4365-90ae-dc2276ca6eb6,Entrepreneurial Knowledge Management Model: A Panacea For Start-Up Failures In Emerging Markets,"Knowledge is a very crucial and inevitable resource for new ventures to sustain competitive advantage. In this technology-driven dynamic world, the process of knowledge management of start-ups is not efficient enough to meet the competitive demands existing in the market. Huge differences exist between the knowledge management activities between the established firms and new firms. The process of knowledge management in start-ups is a relatively new and least explored area in entrepreneurship. The primary objective is to study the knowledge management process for start-ups through a qualitative approach; the secondary objective is to offer suggestions for knowledge acquisition and improving knowledge management in the start-ups; and the tertiary objective is to develop a model for effective knowledge management process for gaining sustainable competitive advantage. This paper is based on grounded theory. The authors of this study have collected data from ten entrepreneurs running start-ups in Chennai, an emerging market. NVivo 12 Plus qualitative software is used for analysing the data collected through the interview schedule. An entrepreneurial knowledge management model based on the insights and analysis from the interview schedule was developed, and suggestions were given regarding entrepreneurial knowledge management for start-ups. Copyright © 2025 Inderscience Enterprises Ltd.",10.1504/IJBEX.2025.147817,International Journal of Business Excellence,Yes,Yes,"The abstract explicitly aims to 'study the knowledge management process for start-ups' and 'offer suggestions for knowledge acquisition and improving knowledge management in the start-ups', and 'develop a model for effective knowledge management process for gaining sustainable competitive advantage', which involves capturing and retaining knowledge from entrepreneurs.","The primary objective is to study the knowledge management process for start-ups through a qualitative approach, and the secondary objective is to offer suggestions for knowledge acquisition and improving knowledge management in the start-ups.",Relational Tacit Knowledge,Collective Tacit Knowledge,Yes,No,"The abstract mentions using 'NVivo 12 Plus qualitative software' for analyzing interview data, which is a digital technology used to capture and retain knowledge from the interviews.","The study is based on grounded theory and uses NVivo 12 Plus qualitative software for analyzing data collected through interviews, but no digital technologies are used to capture or retain tacit knowledge.","Data, Information, and Knowledge Systems",None identified,Case Study,Case Study,True,False
ce65e882-f623-4f19-94b1-9b8cfe353492,Smartextil: Exploring Biomaterials For Knowledge Transfer From Fab Labs To Communities,"Developing projects based on the circular economy is key to transforming traditional production models into sustainable and regenerative systems. In this context, Fab Labs are strategic spaces for experimentation, prototyping, and open innovation, where design, science, technology, and local knowledge converge around environmental challenges. Within this framework, the exploration of bio-based materials and their DIY (Do-It-Yourself) characteristics not only generates new materialities but also presents a unique opportunity for knowledge transfer to communities, fostering citizen ownership and active participation in the ecological transition. The article presents the Smartextil case study, developed at the ProteinLab Fab Lab at the Metropolitan Technological University (Chile). This project explores the convergence between biomaterials, electronics, and 3D printing applied to clothing design, also proposing a model for knowledge transfer from the Fab Lab to the community. The methodology includes experimentation phases, the creation of an open-source toolkit, practical workshops, and the final validation. The results show that, beyond the production of functional textile prototypes, the project achieved effective knowledge acquisition by the participants. It demonstrates that it is possible to establish alternative avenues of distributed education, capable of strengthening local innovation and offering alternatives to mass consumption. In conclusion, Smartextil is an effective strategy for empowering communities with sustainable tools, consolidating Fab Labs as catalysts for circular economies at the local level. © 2025, Elisava Barcelona School of Design and Engineering. All rights reserved.",10.46467/TdD.2025.432015,Temes de Disseny,Yes,No,The abstract explicitly discusses 'knowledge transfer to communities' and 'effective knowledge acquisition by the participants' as a key outcome of the project.,"The abstract discusses the Smartextil project and the transfer of knowledge from Fab Labs to communities, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",Collective Tacit Knowledge,None identified,Yes,No,"The abstract mentions '3D printing', 'electronics', and 'an open-source toolkit' as part of the knowledge transfer process.",The abstract does not mention the use of digital technologies to capture or retain tacit knowledge.,"Cyber-Physical Systems, IoT, and Smart Environments",None identified,Case Study,Case Study,True,False
9466e576-5507-48c4-bf38-07433fbdd095,Digital Twin Adoption For Mechanical Maintenance Management: A Capability-Based Approach To Enhancing Operational Resilience,"This study examines how digital twin in mechanical maintenance management influences operational resilience in mechanical systems, while also investigating the mediating role of absorptive capacity and the moderating effect of technological turbulence. The research aims to provide a comprehensive understanding of how digital transformation and knowledge capabilities jointly enhance resilient performance in technologically dynamic environments. Method: A quantitative, cross-sectional design was adopted, and data were collected from 295 mechanical and maintenance professionals using validated scales from prior research. The dataset was analyzed using ADANCO to assess reliability, validity, and the structural relationships among constructs. Measurement evaluation included confirmatory factor analysis, while the structural model was tested through path analysis, mediation, and moderation procedures. Findings: Results revealed that digital twin in mechanical maintenance management significantly improves operational resilience. Absorptive capacity emerged as a significant mediator, demonstrating that knowledge acquisition, assimilation, transformation, and exploitation are essential pathways through which digital twin enhances resilience. Technological turbulence strengthened the relationship between digital twin and operational resilience, confirming its role as a meaningful boundary condition. Originality/Implications: The study extends dynamic capabilities theory by integrating digital twin, absorptive capacity, and technological turbulence into a unified resilience model. Practically, it highlights the strategic value of digital twin for improving system robustness, particularly when supported by strong learning capabilities and aligned with rapidly evolving technological environments. Copyright © 2025 Reports in Mechanical Engineering. All rights reserved.",10.31181/rme509,Reports in Mechanical Engineering,Yes,No,"The abstract explicitly discusses 'absorptive capacity' as a mediator, defined as 'knowledge acquisition, assimilation, transformation, and exploitation' which are essential pathways for enhancing resilience. This implies capturing and retaining knowledge from the organizational environment.","The study examines how digital twin in mechanical maintenance management influences operational resilience, but does not discuss capturing or retaining knowledge from individuals or organizational environments.",Collective Tacit Knowledge,None identified,Yes,Yes,"The abstract states that 'digital twin in mechanical maintenance management' is used to enhance operational resilience, and absorptive capacity mediates this relationship, implying digital twin technology is used to capture and retain knowledge.",The study uses digital twin technology to enhance operational resilience in mechanical systems.,"Cyber-Physical Systems, IoT, and Smart Environments","Cyber-Physical Systems, IoT, and Smart Environments",Empirical Study,Empirical Study,True,False
468e4d83-88c4-4bbc-853c-69540beae77d,Research On The Construction Technology Of Expert Knowledge System For Aviation Equipment Quality Issues,"The frequent occurrence of quality problems in aviation equipment has led to a decline in the quality of aviation equipment. Both the military and industrial departments have carried out quality problem collection and analysis work and compiled a set of quality case studies. However, there are currently problems in the process of carrying out this work, such as low efficiency in analyzing and disposing of quality issues, inadequate information technology, insufficient knowledge sharing, and inconvenient information retrieval, which cannot effectively play the role of drawing lessons from quality issues. This article is based on a set of quality problem cases and uses an improved BBC (BERT-BILSTM-CRF) network and BERT model deep learning algorithm to identify problem elements and extract relationships between elements for quality problem information; integrate quality issue triplets and construct a knowledge graph of aviation equipment quality issues; and finally, integrate relevant functions to build a quality problem expert knowledge system software, achieving quality problem knowledge extraction and information sharing.  © 2025 IEEE.",10.1109/AIIM67611.2025.11233041,"2025 5th International Symposium on Artificial Intelligence and Intelligent Manufacturing, AIIM 2025",Yes,Yes,"The abstract explicitly discusses constructing a knowledge graph and expert knowledge system to extract, share, and retain knowledge from quality problem cases, addressing issues of knowledge sharing and information retrieval.","The study aims to build a quality problem expert knowledge system software to achieve quality problem knowledge extraction and information sharing, which implies capturing and retaining knowledge from the organization environment.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,Yes,"The abstract states that an improved BBC (BERT-BILSTM-CRF) network and BERT model deep learning algorithm are used to identify problem elements and extract relationships, and a knowledge graph is built to integrate quality issue triplets.","The study uses an improved BBC (BERT-BILSTM-CRF) network and BERT model deep learning algorithm to identify problem elements and extract relationships between elements for quality problem information, and integrates quality issue triplets to construct a knowledge graph of aviation equipment quality issues.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Conceptual Framework,Empirical Study,False,True
f2ed4986-ac63-4f2f-86b3-bbdb9e58a0ae,Leader’S Personal Attributes And Accounting Information System Adoption. A Moderation Study Through Innovative Leadership And Knowledge-Sharing Culture,"Purpose – This study aims to test the impact of leaders’ personal attributes, such as “proactiveness, AIS knowledge, trust in technology”, on accounting information system adoption, along with the moderation effects of knowledge-sharing culture and innovative leadership. Design/methodology/approach – Data for the present study were collected through a survey method using questionnaires from 175 employees working in different accounting firms at the managerial level across Saudi Arabia. The sample size was calculated through the Kerjis–Morgan method, and the used sampling technique was purposive. Data analysis was conducted through SPSS and Smart-PLS. Findings – The results of hypothesis testing revealed that the leaders’ personal attributes, such as “proactiveness, AIS knowledge, trust in technology”, have a significantly positive relationship with AIS adoption. Results further confirmed the moderation effect of a knowledge-sharing culture, but the moderation effect of innovative leadership was not confirmed. Practical implications – These findings might serve as a particular reference for businesses to implement accounting information systems that could serve as a model for standard practices; nevertheless, unstructured and regulatory characteristics are the most prevalent. Social implications – Results of the present study are essential for highlighting the role of the leaders and their personal characteristics in implementing accounting information systems. Originality/value – This study contributes by examining the impact of leadership characteristics on the AIS adoption in Saudi Arabian context. It contributes by incorporating RBV and UET together to investigate how a culture of knowledge sharing and innovative leadership influences these linkages. It offers new insights into how internal organisational competencies influence the adoption of AIS, aligning with Saudi Vision 2030’s of digital transformation and leadership-driven change. The study’s contextual emphasis, theoretical synthesis and examination of moderators collectively differentiate it from existing literature, providing both practical and theoretical insights for enhancing digital innovation in developing countries. © 2025 Emerald Publishing Limited",10.1108/VJIKMS-12-2024-0456,VINE Journal of Information and Knowledge Management Systems,Yes,Yes,The abstract explicitly discusses 'knowledge-sharing culture' as a moderator in the adoption of accounting information systems. This implies the study is concerned with how knowledge is shared and retained within an organizational context.,"The study tests the impact of leaders’ personal attributes, such as proactiveness, AIS knowledge, and trust in technology, on accounting information system adoption, and discusses the moderation effects of knowledge-sharing culture and innovative leadership.",Relational Tacit Knowledge,Relational Tacit Knowledge,Yes,No,"The abstract discusses the adoption of 'accounting information system (AIS)', which is a digital technology used to manage and retain financial and operational knowledge within organizations.","The study uses digital technologies for data collection and analysis (SPSS and Smart-PLS), but these are not used to capture or retain tacit knowledge.","Data, Information, and Knowledge Systems",None identified,Empirical Study,Empirical Study,True,False
032cfa55-1e3b-42f2-ad79-a5709b015a38,Artificial Intelligence In Knowledge Capture And Transfer: Breaking Down Organizational Silos,"Effective knowledge management is crucial for organizational success, but persistent challenges exist in capturing, transferring, and utilizing institutional knowledge.This research examines the intersection of artificial intelligence (AI) capabilities with knowledge management practices, focusing on the potential of AI to overcome organizational silos.The study employs a mixed-method approach, including a systematic literature review, content analysis of implementation cases, and comparative analysis.The findings reveal that successful AI integration in knowledge management requires a balanced approach addressing both technical implementation and organizational readiness.Key success factors include robust data governance, strong leadership support, and comprehensive stakeholder engagement.The research provides valuable insights for organizations seeking to leverage AI technologies for improved knowledge management and organizational effectiveness. © 2024 Author(s).",10.2478/czoto-2024-0027,System Safety: Human - Technical Facility - Environment,Yes,Yes,"The abstract explicitly states the research examines 'the potential of AI to overcome organizational silos' and focuses on 'capturing, transferring, and utilizing institutional knowledge', indicating a clear focus on knowledge capture and retention.","Effective knowledge management is crucial for organizational success, but persistent challenges exist in capturing, transferring, and utilizing institutional knowledge. This research examines the intersection of artificial intelligence (AI) capabilities with knowledge management practices, focusing on the potential of AI to overcome organizational silos.",Collective Tacit Knowledge,Collective Tacit Knowledge,Yes,Yes,"The abstract discusses 'the intersection of artificial intelligence (AI) capabilities with knowledge management practices' and 'AI integration in knowledge management', implying digital technologies are used for knowledge capture and transfer.","This research examines the intersection of artificial intelligence (AI) capabilities with knowledge management practices, focusing on the potential of AI to overcome organizational silos.",Artificial Intelligence and Intelligent Computation,Artificial Intelligence and Intelligent Computation,Literature review,Empirical Study,False,True
ea788725-89e5-4331-bc36-fe5ea154f999,Translating Organisational Realities Into The Lecture Theatre: The Power Of Junior-Senior Knowledge Sharing,"The systematic transfer of expertise from senior to junior professionals is a critical challenge for organizations facing demographic shifts and rapid technological change. Organisations rely on universities to foster a mindset in future professionals that empowers them to both absorb and perpetuate this transfer. This paper explores how findings from 36 semi-structured interviews with different organisational perspectives resonated with the students from Bachelor and Master programmes. The research team combines industry knowledge and experience with award winning academic research experience. The difficulty of creating trust between colleagues - especially between older and younger ones - is a topic of growing interest in an aging continent and developed world. Solutions are proposed. Bettina Falckenthal (former CEO and PhD candidate at the University of Aveiro - Doctorate in Business and Innovation (DBI) program) has delivered a series of lectures to youths on senior-to-junior knowledge sharing in organizations. This we have seen has sparked a new thinking process and approach to future work by young scholars. The importance of human capital could not be more important, including and especially in the age of AI. How not to lose out on important knowledge when seniors retire? How to best capitalize on juniors in the enterprise - and to motivate them to succeed quickly and knowledgeably - in collaboration with senior experts, perhaps nearing retirement? These issues have been discussed on a par with the importance of tacit knowledge in organizational settings. How important is trust in this type of collaboration? Serious games, a concept that appeals to generations with a digital upbringing, as well as Senior-Junior tandems (JuSeTs), linked to which we are in the process of generating intellectual property, are central to the debate. A literature review has already been performed, and artificial intelligence (AI) discussed in conjunction with the need to share - does AI promote or inhibit trust and knowledge-sharing community building? The students in attendance have stated how interesting the lectures on the topic have been and wish to learn more. Our in-depth research results are to be shared with them as we see motivation as being highly impactful on the success of both seniors and juniors in the workplace. Should older people be discarded or treasured? Given the growing shortage of human capital, expertise and tacit knowledge in an aging Europe, the topic could not be more crucial to the competitiveness of organizations in an increasingly complex and uncertain world. © 2025 ECMLG. All Rights Reserved.",10.34190/ecmlg.21.1.4319,"Proceedings of the European Conference on Management, Leadership and Governance",Yes,Yes,"The abstract explicitly discusses the systematic transfer of expertise from senior to junior professionals, focusing on knowledge sharing, tacit knowledge in organizational settings, and preventing knowledge loss when seniors retire.","The paper explores the systematic transfer of expertise from senior to junior professionals, discussing the importance of human capital, including tacit knowledge, and the need to prevent knowledge loss when seniors retire. It also discusses the role of trust in this type of collaboration.",Collective Tacit Knowledge,Relational Tacit Knowledge; Somatic Tacit Knowledge; Collective Tacit Knowledge,Yes,No,"The abstract mentions 'Serious games' and 'Senior-Junior tandems (JuSeTs)' as concepts being developed, and discusses 'artificial intelligence (AI) discussed in conjunction with the need to share' as potential technologies for knowledge sharing.","The study does not mention any digital technologies used to capture or retain tacit knowledge, although it discusses the role of AI in the context of knowledge sharing and trust.",Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Others(Knowledge sharing tandems),None identified,Empirical Study,Conceptual Framework,True,False
f6468e0f-2c58-4552-8dad-a9452ca0b85a,A Multimodal Target Detection Method Based On The Mes And The Improved Bev Perception Algorithm,"Three-dimensional target detection plays a vital role in the autonomous driving system providing environment perception and the obstacle detection capabilities for its decision-making and control. The paper proposes a multimodal target detection model to improve the BEV (Bird's Eye View) perception. The model adopts a new parallel fusion module to efficiently integrate the laser point cloud and the image information. The paper combines the network with the MIVAR (Multidimensional Informational Variable Adaptive Reality) expert system to improve accuracy of the target detection and decision analysis. The paper creates a knowledge base, analyzes the multi-modal 3D target detection method using a combination of the advanced LiDAR (Light Detection and Ranging) and camera, and designs the corresponding decision-making rules. Verification was carried out on the KITTI (Karlsruhe Institute of Technology and Toyota Technological Institute) dataset, and experimental results showed that the 3D target detection and the decision-making accuracy were significantly improved. © 2025 IEEE.",10.1109/REEPE63962.2025.10970859,"International Youth Conference on Radio Electronics, Electrical and Power Engineering, REEPE",Yes,No,"The abstract explicitly discusses creating a knowledge base and designing decision-making rules, which involves capturing and retaining knowledge from the environment and expert systems.",The study focuses on improving 3D target detection and decision-making accuracy using a multimodal target detection model. It does not explicitly discuss capturing or retaining knowledge from individuals or organizations.,Relational Tacit Knowledge,None identified,Yes,Yes,"The abstract describes using a MIVAR expert system to create a knowledge base and design decision-making rules, which are digital technologies for capturing and retaining knowledge.","The model adopts a new parallel fusion module to efficiently integrate the laser point cloud and the image information, and combines the network with the MIVAR expert system.","Rule-Based, Decision, and Expert Systems","Imaging, Sensing, and Perception Technologies; Rule-Based, Decision, and Expert Systems",Empirical Study,Empirical Study,True,False
b72aa479-1015-4141-b758-a29b503389fb,Zoowear: Animal-Inspired Head-Mounted Haptic Interfaces To Augment The Zoo Experience,"Zoos play a crucial role in public education and wildlife engagement, yet traditional visits often lack interactive elements that foster meaningful connections between visitors and animals. In this paper, we introduce ZooWear, a head-mounted wearable featuring cartoon-style animal ears that provides haptic feedback patterns simulating an animal’s reactions to other species in the food chain. With ZooWear, we focused on examining its effectiveness in affording perspective-taking during human-animal encounters, promoting embodied knowledge retention, and enriching the zoo experiences. We first conducted a between-subject experiment in lab-based virtual zoo visits to evaluate its effectiveness in creating effective learning experiences and enhancing connections to wildlife. This was followed by a real-world zoo experiment, which showed that ZooWear promoted nature connectedness and enabled more emotionally and socially engaging experiences. Our findings highlight the potential of integrating perspective-taking into zoo experiences through animal-inspired wearables, embodied sensory feedback, and narrative-driven experiences. © 2025 Taylor & Francis Group, LLC.",10.1080/10447318.2025.2583471,International Journal of Human-Computer Interaction,Yes,No,"The abstract states the study focused on 'promoting embodied knowledge retention' and 'enriching the zoo experiences' through haptic feedback patterns simulating animal reactions, which implies capturing and retaining knowledge from the human-animal encounter experience.",The study focuses on the effectiveness of a head-mounted wearable in enhancing zoo experiences and promoting nature connectedness. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,Somatic Tacit Knowledge,None identified,Yes,Yes,The abstract explicitly describes 'a head-mounted wearable featuring cartoon-style animal ears that provides haptic feedback patterns' and 'embodied sensory feedback' as digital technologies used to promote knowledge retention.,"ZooWear, a head-mounted wearable featuring cartoon-style animal ears that provides haptic feedback patterns simulating an animal’s reactions to other species in the food chain.",Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,False
4ec95c86-4282-4954-a4e0-d38f5fbb2643,Factors Influencing Educators’ Perspectives On Accepting Extended Reality In Health Care Education: Qualitative Study,"Background: Palestinian higher education institutions face limitations in providing interactive practical training for medical education. Extended reality (XR), which encompasses virtual reality and augmented reality, is increasingly recognized for addressing these challenges by offering immersive learning experiences. Objective: This study investigates the factors influencing the acceptance and adoption of XR in health care education within Palestinian universities, exploring its potential to transform traditional teaching methods. Methods: A qualitative approach was used in this study to collect data through semistructured interviews and artifacts from the participants. The participants of the study were 25 faculty members from 2 large Palestinian universities who teach in the field of medical sciences. Results: Three primary categories—external, internal, and design-related factors—emerged as pivotal in influencing XR adoption. Professional development, technical support, and infrastructure were key external enablers. Internally, prior experience with digital tools and positive attitudes had a significant impact on the adoption of XR. Design factors, including ease of use and interactivity, played a crucial role but also posed challenges for less tech-savvy educators. Despite barriers such as cost and technical issues, XR demonstrated notable benefits, including enhanced learning outcomes, improved knowledge retention, and the ability to simulate complex medical scenarios. Conclusions: XR technologies offer transformative potential for health care education in Palestine. By addressing challenges and leveraging XR’s strengths, educational institutions can foster innovation and improve student engagement and skill acquisition. The study contributes to the theoretical understanding of technology acceptance in education by identifying the interplay of external, internal, and design factors. Practically, it emphasizes strategic investments in infrastructure, professional training, and institutional policies to optimize XR integration. ©Zuheir Khlaif, Nisreen Salama, Bilal Hamamra, Allam Mousa.",10.2196/65042,JMIR Medical Education,Yes,No,"The abstract discusses XR technologies offering 'improved knowledge retention' and 'the ability to simulate complex medical scenarios', implying knowledge capture and retention from the educational environment.",The study investigates factors influencing the acceptance and adoption of extended reality (XR) in health care education. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,Somatic Tacit Knowledge,None identified,Yes,Yes,"The abstract explicitly states 'Extended reality (XR), which encompasses virtual reality and augmented reality' is used to address challenges in medical education and improve knowledge retention.","Extended reality (XR), which encompasses virtual reality and augmented reality, is increasingly recognized for addressing these challenges by offering immersive learning experiences.",Human–Computer Interaction and Immersive Technologies,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,True,False
