uuid,Title,audit_result
032cfa55-1e3b-42f2-ad79-a5709b015a38,Artificial Intelligence In Knowledge Capture And Transfer: Breaking Down Organizational Silos,"{""uuid"": ""032cfa55-1e3b-42f2-ad79-a5709b015a38"", ""Title"": ""Artificial Intelligence In Knowledge Capture And Transfer: Breaking Down Organizational Silos"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Review.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Partial Support""}}"
5264e5a0-fc86-41d7-89c9-f0dee7f22533,Enhancing Wildfire Detection With Real-Time Predictive Analytics Using Extreme Learning Machine,"{""uuid"": ""5264e5a0-fc86-41d7-89c9-f0dee7f22533"", ""Title"": ""Enhancing Wildfire Detection With Real-Time Predictive Analytics Using Extreme Learning Machine"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
e16d143f-3d32-4511-be5f-ae6427cb1059,Ai-Powered Learning Pathways: Personalized Learning And Dynamic Assessments,"{""uuid"": ""e16d143f-3d32-4511-be5f-ae6427cb1059"", ""Title"": ""Ai-Powered Learning Pathways: Personalized Learning And Dynamic Assessments"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Not Support""}}"
e1d5ba97-6529-4483-9a02-ef7b5999f770,Empowering Students With Augmented Reality To Learn About Solar Cells,"{""uuid"": ""e1d5ba97-6529-4483-9a02-ef7b5999f770"", ""Title"": ""Empowering Students With Augmented Reality To Learn About Solar Cells"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Not Support""}}"
22578e9c-7aac-477e-b462-04d3669957a1,"Ai Transformation In Basic Education: A Correlational Analysis On The Digital Integration, Challenges, And The Role Of Strategic Leadership In A Country Of Emerging Economy","{""uuid"": ""22578e9c-7aac-477e-b462-04d3669957a1"", ""Title"": ""Ai Transformation In Basic Education: A Correlational Analysis On The Digital Integration, Challenges, And The Role Of Strategic Leadership In A Country Of Emerging Economy"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
db971caa-890a-4264-aba5-ce0ac282adbc,Automatic Water-Saving Irrigation Technology For Farmland Based On Pso-Elm Algorithm And Micro Control Unit,"{""uuid"": ""db971caa-890a-4264-aba5-ce0ac282adbc"", ""Title"": ""Automatic Water-Saving Irrigation Technology For Farmland Based On Pso-Elm Algorithm And Micro Control Unit"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
3d5f1626-5bab-43a4-b719-367ab26a22a8,Validating The Effectiveness Of A Vr-Based And Haptic Technology–Based Operating Room Simulation Program Among Nursing Students,"{""uuid"": ""3d5f1626-5bab-43a4-b719-367ab26a22a8"", ""Title"": ""Validating The Effectiveness Of A Vr-Based And Haptic Technology\u2013Based Operating Room Simulation Program Among Nursing Students"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
3cd297f8-125b-49e5-9475-b9acbc91f9e1,State Assessment Method For Power Secondary Equipment Based On Digital Twin Technology,"{""uuid"": ""3cd297f8-125b-49e5-9475-b9acbc91f9e1"", ""Title"": ""State Assessment Method For Power Secondary Equipment Based On Digital Twin Technology"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
cfa51e06-35be-4980-b24b-b15ab4bb267f,Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment,"{""uuid"": ""cfa51e06-35be-4980-b24b-b15ab4bb267f"", ""Title"": ""Knowledge Sharing Behavior Of Nursing Educators: Influence Of Organizational Culture And Technological Environment"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Not Support""}}"
a79a535a-162a-4fb8-ba96-4ebc5a26c0a7,Development And Usability Testing Of A Knowledge Graph–Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study,"{""uuid"": ""a79a535a-162a-4fb8-ba96-4ebc5a26c0a7"", ""Title"": ""Development And Usability Testing Of A Knowledge Graph\u2013Based Digital Teaching Platform In Internal Medicine Nursing (Kg-Dtpnursing): A Cross-Sectional Study"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
f14bdd70-8c74-4d42-8cbc-a554d38ec06e,Evaluating The Extended C&C2-Approach In A Live Lab And In Practice,"{""uuid"": ""f14bdd70-8c74-4d42-8cbc-a554d38ec06e"", ""Title"": ""Evaluating The Extended C&C2-Approach In A Live Lab And In Practice"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
08d6e079-b5f4-4458-8f62-73b240e2c245,Research On Learning System Based On Vr Technology And Artificial Intelligence Algorithm,"{""uuid"": ""08d6e079-b5f4-4458-8f62-73b240e2c245"", ""Title"": ""Research On Learning System Based On Vr Technology And Artificial Intelligence Algorithm"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Fully Support"", ""expert_C_audit_result"": ""Not Support""}}"
d2728409-4b29-450d-8f2f-35822b6bbd0a,An Efficient Privacy-Preserving Blockchain Storage Method For Internet Of Things Environment,"{""uuid"": ""d2728409-4b29-450d-8f2f-35822b6bbd0a"", ""Title"": ""An Efficient Privacy-Preserving Blockchain Storage Method For Internet Of Things Environment"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Partial Support""}}"
6e9d7d41-37d3-4e5b-ab01-b7a28e65701f,Cluster Analysis Of Knowledge Development In The Field Of Knowledge Extraction In Service Industry,"{""uuid"": ""6e9d7d41-37d3-4e5b-ab01-b7a28e65701f"", ""Title"": ""Cluster Analysis Of Knowledge Development In The Field Of Knowledge Extraction In Service Industry"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Fully Support"", ""expert_C_audit_result"": ""Partial Support""}}"
8bcbf324-443a-4b09-9f88-a5131e0954df,Entity Generation Algorithm Based On Reference Expansion,"{""uuid"": ""8bcbf324-443a-4b09-9f88-a5131e0954df"", ""Title"": ""Entity Generation Algorithm Based On Reference Expansion"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Fully Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
50b51bdb-8e5e-4d4e-8133-eae74ec3d024,Effects Of A Serious Smartphone Game On Nursing Students' Theoretical Knowledge And Practical Skills In Adult Basic Life Support: Randomized Wait List–Controlled Trial,"{""uuid"": ""50b51bdb-8e5e-4d4e-8133-eae74ec3d024"", ""Title"": ""Effects Of A Serious Smartphone Game On Nursing Students' Theoretical Knowledge And Practical Skills In Adult Basic Life Support: Randomized Wait List\u2013Controlled Trial"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Fully Support"", ""expert_C_audit_result"": ""Fully Support""}}"
4324becb-4682-472a-8c69-268162b759ba,Research On The Model Construction And Teaching Practice Of Virtual Reality Situational Learning System In Library And Information Science,"{""uuid"": ""4324becb-4682-472a-8c69-268162b759ba"", ""Title"": ""Research On The Model Construction And Teaching Practice Of Virtual Reality Situational Learning System In Library And Information Science"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Fully Support""}}"
947574dd-4524-4164-851f-177aea666a94,Do Guidance Affect Immersion In Educational Vr Simulations?,"{""uuid"": ""947574dd-4524-4164-851f-177aea666a94"", ""Title"": ""Do Guidance Affect Immersion In Educational Vr Simulations?"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Fully Support""}}"
0073c88f-6cfa-4f6d-8b0c-1815e657d03b,The Use Of Digital Games In Academic Maritime Education: A Theoretical Framework And Practical Applications,"{""uuid"": ""0073c88f-6cfa-4f6d-8b0c-1815e657d03b"", ""Title"": ""The Use Of Digital Games In Academic Maritime Education: A Theoretical Framework And Practical Applications"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Partial Support"", ""expert_C_audit_result"": ""Partial Support""}}"
0e1d392e-7fd3-4063-adc0-aebf033652e6,Augmented Reality In Mobile Learning: Enhancing Interactive Learning Experiences,"{""uuid"": ""0e1d392e-7fd3-4063-adc0-aebf033652e6"", ""Title"": ""Augmented Reality In Mobile Learning: Enhancing Interactive Learning Experiences"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Not Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
6b47f348-c52f-49fb-bfa1-11f527110d75,The Influence Of Flipped Learning On Geographic Concept Acquisition Among Al-Balqa' Applied University Undergraduate Students In The Environment And Society Course,"{""uuid"": ""6b47f348-c52f-49fb-bfa1-11f527110d75"", ""Title"": ""The Influence Of Flipped Learning On Geographic Concept Acquisition Among Al-Balqa' Applied University Undergraduate Students In The Environment And Society Course"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Fully Support"", ""expert_C_audit_result"": ""Not Support""}}"
d88ca159-f4a2-4545-af6d-43b4a66683f1,Research On Ai-Assisted Design Method Of Substation Based On Llm+Rag,"{""uuid"": ""d88ca159-f4a2-4545-af6d-43b4a66683f1"", ""Title"": ""Research On Ai-Assisted Design Method Of Substation Based On Llm+Rag"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Unsupported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Theoretical/Conceptual.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Not Support""}}"
a7cc1e7d-c558-4274-8254-85082830c3b4,Mastering The Game: How Level Structure And Game Elements Shape Competency Acquisition,"{""uuid"": ""a7cc1e7d-c558-4274-8254-85082830c3b4"", ""Title"": ""Mastering The Game: How Level Structure And Game Elements Shape Competency Acquisition"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
cecbab09-3490-446c-bb4d-9c6d5c7389be,Theory And Key Technologies For Intelligent Fully-Mechanized Top-Coal Caving Faces Of Annual Production Of Millions Of Tons,"{""uuid"": ""cecbab09-3490-446c-bb4d-9c6d5c7389be"", ""Title"": ""Theory And Key Technologies For Intelligent Fully-Mechanized Top-Coal Caving Faces Of Annual Production Of Millions Of Tons"", ""audit_processes"": [{""question_id"": 1, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""The abstract does not explicitly discuss capturing or retaining knowledge.""}, {""question_id"": 2, ""expert_compliance"": {""expert_A"": ""Unsupported"", ""expert_B"": ""Unsupported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Digital technologies for KR are not clearly identified as being used for capture/retention.""}, {""question_id"": 3, ""expert_compliance"": {""expert_A"": ""Fully supported"", ""expert_B"": ""Fully supported"", ""expert_C"": ""Fully supported""}, ""audit_evidence"": ""Based on the methodology described, the paper is categorized as Empirical Study.""}], ""audit_results"": {""expert_A_audit_result"": ""Partial Support"", ""expert_B_audit_result"": ""Not Support"", ""expert_C_audit_result"": ""Fully Support""}}"
